B07409_002E,B07409_002M,B07409_003E,B07409_003M,B07409_004E,B07409_004M,B07409_005E,B07409_005M,B07409_006E,B07409_006M,B07409_007E,B07409_007M,B07409_008E,B07409_008M,B07409_009E,B07409_009M,B07409_010E,B07409_010M,B07409_011E,B07409_011M,B07409_012E,B07409_012M,B07409_013E,B07409_013M,B07409_014E,B07409_014M,B07409_015E,B07409_015M,B07409_016E,B07409_016M,B07409_017E,B07409_017M,B07409_018E,B07409_018M,B07409_019E,B07409_019M,B07409_020E,B07409_020M,B07409_021E,B07409_021M,B07409_022E,B07409_022M,B07409_023E,B07409_023M,B07409_024E,B07409_024M,B07409_025E,B07409_025M,B07409_026E,B07409_026M,B07409_027E,B07409_027M,B07409_028E,B07409_028M,B07409_029E,B07409_029M,B07409_030E,B07409_030M,GEO_ID,B07409_001E,B07409_001M,B07409_002MA,B07409_002EA,B07409_003MA,B07409_003EA,B07409_004MA,B07409_004EA,B07409_005EA,B07409_005MA,B07409_006EA,B07409_006MA,B07409_007EA,B07409_007MA,B07409_008MA,B07409_008EA,B07409_009MA,B07409_009EA,B07409_010EA,B07409_010MA,B07409_011EA,B07409_011MA,B07409_012EA,B07409_012MA,B07409_013MA,B07409_013EA,B07409_014MA,B07409_014EA,B07409_015MA,B07409_015EA,B07409_016EA,B07409_016MA,B07409_017EA,B07409_017MA,B07409_018EA,B07409_018MA,B07409_019EA,B07409_019MA,B07409_020MA,B07409_020EA,B07409_021EA,B07409_021MA,B07409_022MA,B07409_022EA,B07409_023EA,B07409_023MA,B07409_024EA,B07409_024MA,B07409_025MA,B07409_025EA,B07409_026MA,B07409_026EA,B07409_027MA,B07409_027EA,B07409_028MA,B07409_028EA,B07409_029EA,B07409_029MA,B07409_030MA,B07409_030EA,NAME,B07409_001EA,B07409_001MA,state
983832,18252,1838148,24977,1723333,22524,1110657,20408,615180,14147,5425221,25356,836423,18367,1594651,25266,1476757,21964,970032,18624,547358,13803,440351,18417,87738,7085,136030,8304,128034,7994,61723,5964,26826,2862,264231,13417,44385,4454,76284,6559,76297,6180,46312,4858,20953,3135,141347,7743,15286,2816,31183,4114,42245,3999,32590,3841,20043,2600,0400000US13,6271150,18047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,13
87476,4785,264707,7065,310786,7051,177684,6601,92830,3940,819352,6590,78374,4626,234469,6703,267421,7605,157229,5955,81859,3795,74900,5635,6953,1488,23183,2823,24986,2899,13227,2220,6551,1558,5098,2101,639,450,1384,737,2542,1550,349,207,184,134,34133,3828,1510,759,5671,1724,15837,2417,6879,1289,4236,950,0400000US15,933483,5674,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,15
113095,5024,273865,9240,353520,8294,172626,7507,76866,5499,858189,7642,96358,4511,238214,9034,305593,7473,151164,6289,66860,5241,75889,6333,9502,2185,21337,3023,29061,3084,11017,2017,4972,1511,26942,3717,4331,1333,8185,1541,9975,2344,3017,978,1434,722,28952,3796,2904,1083,6129,1494,8891,1728,7428,1842,3600,1204,0400000US16,989972,6452,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,16
1085347,14542,2349125,19792,2433602,24268,1636419,21353,1000722,15925,7593365,19194,966900,14052,2116303,18940,2167089,23497,1454029,20666,889044,13652,589199,14596,85542,4664,160398,7961,175192,7815,108533,6556,59534,5211,172160,8579,20251,2735,44290,4176,52783,4209,34675,3188,20161,3432,150491,8983,12654,1789,28134,3307,38538,3975,39182,3925,31983,3607,0400000US17,8505215,12581,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,17
541585,11759,1507088,15862,1222777,17491,631189,12795,351216,9993,3760133,15044,457007,11649,1349565,15693,1072285,16024,562251,13108,319025,9216,304856,11472,56708,4958,105867,6329,92594,6193,34996,3436,14691,1945,112501,6862,18273,2840,34198,3302,35834,3620,17775,2619,6421,1319,76365,6611,9597,1985,17458,2495,22064,3538,16167,2354,11079,1943,0400000US18,4253855,9752,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,18
191311,6423,671660,10240,639908,11210,356936,8851,165044,5923,1798808,9956,164706,5494,605659,9650,565107,10599,316323,8130,147013,5277,129140,7281,16239,2297,38721,3080,46476,3628,20464,3325,7240,1631,55282,4753,5552,1232,15752,1894,18692,2563,10565,1716,4721,1083,41629,4125,4814,1379,11528,1864,9633,1859,9584,1798,6070,1531,0400000US19,2024859,6669,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,19
182970,6815,518490,10023,592499,9689,362443,8868,192244,7081,1612695,9251,156905,6390,444986,9281,515412,9453,322133,7866,173259,6751,139331,8032,16981,2333,46993,4257,47021,4271,20600,2402,7736,1616,45561,3642,6109,1276,14246,1928,14017,1878,7974,1492,3215,1000,51059,6575,2975,959,12265,3131,16049,3006,11736,2079,8034,1938,0400000US20,1848646,8795,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,20
492655,10345,992763,14606,811065,14244,359617,10184,253752,8339,2586645,12376,430125,9670,897086,14281,711373,13429,319564,9236,228497,8217,190953,8943,36768,3192,59620,4524,61355,4992,20615,3617,12595,2179,75844,5088,17373,2349,21713,2392,22996,2664,8278,1649,5484,1475,56410,4763,8389,1999,14344,2060,15341,2564,11160,2001,7176,1650,0400000US21,2909852,7935,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,21
517485,11427,1019336,12336,794709,13618,412698,10634,212141,8406,2616124,12310,449419,10901,915137,12733,697468,13128,365733,9735,188367,7064,201732,9687,42556,3855,66565,4834,58722,5418,23583,3020,10306,2137,86989,5533,19417,2432,24787,2815,23731,2854,13396,2237,5658,1517,51524,6223,6093,1663,12847,2451,14788,3108,9986,2509,7810,1972,0400000US22,2956369,8400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,22
84947,4094,315705,7464,275514,5485,165463,5466,97831,4235,833855,6596,75684,3795,278536,7267,243770,5890,148054,5202,87811,3968,63160,5313,6991,1257,22650,3152,19186,2871,9795,1430,4538,1049,23329,3215,2031,796,8907,1711,6036,1540,4211,1151,2144,853,19116,2794,241,230,5612,1620,6522,1325,3403,853,3338,1150,0400000US23,939460,4350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,23
434380,10871,1006582,15719,1019781,15677,792448,12522,634349,13104,3463982,12685,378671,11271,906441,15456,905088,15792,700314,12278,573468,12104,241716,8909,37803,3733,62991,5071,66610,4547,46215,3984,28097,3343,90246,7274,10997,1781,20575,2635,26137,4054,21148,3056,11389,2111,91596,6852,6909,1743,16575,2579,21946,2454,24771,2985,21395,2692,0400000US24,3887540,10723,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,24
479407,11343,1162590,16397,1081818,17560,1001367,17338,747506,11900,3996184,13322,421504,10002,1050533,14759,978404,16482,882235,16093,663508,12006,285896,10738,43248,4378,71358,4087,69089,4910,61950,4467,40251,3800,107954,6252,9933,1844,25847,3418,21053,2887,30522,2916,20599,2253,82654,6903,4722,1077,14852,3339,13272,2198,26660,3246,23148,3087,0400000US25,4472688,9335,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,25
731829,13855,2025525,17677,2136117,18746,1042540,13417,656792,11424,5825682,16853,632045,13055,1800224,17032,1876315,16382,927754,12368,589344,10384,468070,11983,71639,4629,146488,7680,163229,7845,57316,3860,29398,2395,188742,7548,20764,2299,56169,3516,65866,4683,30535,2883,15408,1798,110309,7738,7381,1375,22644,3545,30707,3214,26935,3883,22642,3145,0400000US26,6592803,12247,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,26
279960,7594,953272,12130,1165165,13150,773906,10731,372577,7604,3151186,10820,240128,7134,858613,10825,1030787,12687,684681,10542,336977,7113,215602,8247,26094,2872,55993,3827,72319,4859,43505,3674,17691,2088,126687,6242,9984,1761,30253,2717,46339,4175,30502,3551,9609,1785,51405,4789,3754,1157,8413,1663,15720,2458,15218,2374,8300,1706,0400000US27,3544880,6895,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,27
358549,10415,578037,10856,592726,12681,242391,8892,137774,7567,1705974,9989,314306,9246,520228,10328,532572,12309,213434,7550,125434,7104,111709,6853,26915,3057,34316,4040,31599,3584,13508,2341,5371,1516,53576,4258,11894,2075,14404,2082,16543,2621,7304,1637,3431,1001,38218,5216,5434,1516,9089,1773,12012,2785,8145,2763,3538,1000,0400000US28,1909477,8060,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,28
496594,11119,1258951,14675,1195773,13627,654612,13243,386494,9051,3489269,16650,421262,10274,1107983,16101,1035172,14348,577194,12749,347658,8847,283361,12616,45686,3852,87791,6357,94241,6284,38706,3636,16937,2347,142035,7473,22742,2277,44766,3273,45499,4391,19008,2423,10020,1771,77759,6156,6904,1440,18411,2211,20861,2876,19704,3216,11879,2134,0400000US29,3992424,10054,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,29
51726,3736,205750,6464,226284,6690,133817,6081,58126,3640,594738,5329,44856,3115,180178,6149,196891,6195,119844,5662,52969,3483,46856,4253,4629,1289,15777,2240,16710,2561,7514,1524,2226,881,16678,1877,1124,544,5954,1139,6355,1442,2137,694,1108,464,17431,2568,1117,471,3841,1024,6328,1447,4322,1083,1823,722,0400000US30,675703,4202,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,30
105105,4494,345605,7757,407641,6684,226753,5873,109501,4823,1040560,6788,87324,4157,307970,6871,352399,5888,196253,5291,96614,4483,94340,5425,12884,1828,23205,2706,34812,3583,16999,2596,6440,1496,28946,2701,2811,793,8559,1532,10011,1279,5929,1113,1636,560,30759,4162,2086,889,5871,1730,10419,1956,7572,1627,4811,1404,0400000US31,1194605,5542,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,31
289848,10947,524544,14205,583410,12780,270956,11413,134329,6900,1453835,13495,227380,10798,420066,13361,469098,13291,220726,10059,116565,6534,262713,12701,52084,5952,80511,6756,83935,5832,34629,5341,11554,2530,13741,2733,2284,858,4927,1414,5070,1475,1131,485,329,253,72798,5781,8100,1827,19040,2503,25307,3365,14470,2727,5881,1494,0400000US32,1803087,9560,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,32
77501,4717,266519,6869,266182,8020,190000,6379,114385,5118,819376,6758,68225,4525,239033,7413,236442,7459,171497,6402,104179,4896,53681,4339,6762,1347,17381,2277,16697,2218,8939,1954,3902,893,15741,2662,1826,1091,5424,1641,3892,1271,3151,862,1448,484,25789,3559,688,317,4681,1244,9151,2098,6413,1671,4856,1244,0400000US33,914587,4949,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,33
707712,11790,1763187,21543,1410948,17510,1320057,14734,788053,13794,5433624,14260,626869,12958,1617473,20034,1274927,16673,1196113,15148,718242,13534,319509,11990,58832,5805,92844,5815,79571,5711,60244,4650,28018,2721,119496,6953,12870,2143,32419,3016,26227,2905,29250,3585,18730,2915,117328,7450,9141,1858,20451,3171,30223,3549,34450,3920,23063,3323,0400000US34,5989957,9343,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,34
225059,7715,357413,9235,419689,10819,194701,7677,150026,6325,1189669,9274,200823,7544,316358,8775,367775,10062,169536,7834,135177,5988,92850,6303,15531,2761,27101,3473,30166,3641,13867,2340,6185,1185,27083,3225,5360,1068,7486,2189,9349,1659,3042,882,1846,874,37286,3820,3345,1189,6468,1554,12399,1998,8256,1557,6818,1716,0400000US35,1346888,7076,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,35
1962494,22757,3637324,30097,3254544,26033,2455804,24248,1870176,17989,11894105,23856,1750317,22229,3323259,30253,2950288,23866,2179887,21822,1690354,16864,779599,18489,143616,6769,199710,7227,185734,7242,154444,8429,96095,5884,276453,11315,47211,3816,69739,4516,63465,4383,59638,5250,36400,3397,230185,10399,21350,3054,44616,4361,55057,4992,61835,4852,47327,3652,0400000US36,13180342,15396,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,36
970448,18768,1733111,20878,1938234,21807,1128064,18967,579748,15880,5601366,22896,852154,19050,1537166,19726,1694215,19894,1002559,18664,515272,14411,445958,17574,77992,6116,121172,8008,145038,8503,70370,5612,31386,4277,175457,10287,28927,4016,44120,4277,62189,5415,26815,3375,13406,2382,126824,8079,11375,1807,30653,3698,36792,3716,28320,3799,19684,2540,0400000US37,6349605,15174,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,37
40607,2770,120443,4137,167534,4334,85319,3509,30988,2534,390572,3739,35913,2638,107872,4055,145610,3956,73797,3276,27380,2546,29831,3252,2734,768,6769,1333,13544,2211,5315,1416,1469,524,10115,1757,1052,414,2599,750,2799,719,3029,968,636,389,14373,2269,908,577,3203,948,5581,1154,3178,857,1503,638,0400000US38,444891,3641,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,38
904996,15364,2693844,23315,2233868,18433,1193361,18254,711848,13106,6853849,17363,768908,13071,2417249,23536,1953446,20386,1069467,16196,644779,12768,584855,13906,94089,6203,195516,7561,193179,8828,69133,3804,32938,3325,182141,7974,29936,2707,53803,3634,53882,4300,29482,2918,15038,2270,117072,7523,12063,1936,27276,2898,33361,3750,25279,3149,19093,2873,0400000US39,7737917,11399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,39
333585,8297,768477,11202,761105,10436,393329,8129,191341,6272,2130550,8605,284304,7923,668530,10407,660874,10026,345939,7641,170903,5768,189856,6734,32526,2528,60938,4161,58090,4086,26754,2802,11548,2009,82899,5668,12630,1707,27619,3197,28857,2913,10807,1508,2986,685,44532,4773,4125,899,11390,2273,13284,2288,9829,2211,5904,1586,0400000US40,2447837,7442,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,40
278590,10135,660074,11979,915452,12694,482672,10153,285420,8541,2242883,14023,235906,9775,562434,11861,775770,12627,414818,9960,253955,7866,236221,12024,30179,3964,60871,5455,91270,6438,39231,4079,14670,2067,74521,5639,6511,1376,23098,2948,27368,3107,12579,2006,4965,1310,68583,5952,5994,1749,13671,2214,21044,2841,16044,2810,11830,2153,0400000US41,2622208,8403,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,41
