GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001EA,C03002_001MA,C03002_002MA,C03002_002EA,C03002_003EA,C03002_003MA,C03002_004EA,C03002_004MA,C03002_005EA,C03002_005MA,C03002_006EA,C03002_006MA,C03002_007MA,C03002_007EA,C03002_008MA,C03002_008EA,C03002_009EA,C03002_009MA,C03002_010EA,C03002_010MA,C03002_011EA,C03002_011MA,C03002_012MA,C03002_012EA,state
0400000US19,3062309,-555555555,2909068,926,2706524,982,86142,2921,9831,1126,55555,2290,1010,428,1459,905,48547,3371,783,399,47764,3398,153241,926,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2871238,-555555555,2564432,1269,2231358,1492,163868,4163,19967,2277,66539,3022,1550,748,2887,1577,78263,4973,650,378,77613,4868,306806,1269,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4369356,-555555555,4237848,2386,3761039,2852,343115,5853,7709,1433,49391,2470,644,430,5574,2432,70376,6087,919,486,69457,6096,131508,2386,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4574836,-555555555,4376970,1605,2743421,2146,1460785,6311,26248,1932,71684,2765,3126,2331,7370,2610,64336,5689,2890,1115,61446,5362,197866,1605,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1328188,-555555555,1310375,614,1251992,380,12889,1196,8127,1572,13134,1677,134,116,623,363,23476,2407,673,494,22803,2283,17813,614,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5828289,-555555555,5338784,374,3161062,2576,1696598,6162,12538,1200,328024,4403,1681,1087,14130,3400,124751,6646,7139,2469,117612,6135,489505,374,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6587536,-555555555,5938264,117,4993834,6623,406157,6761,8709,1531,364484,5117,799,441,47410,6505,116871,8427,16906,2992,99965,7920,649272,117,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9876187,-555555555,9428767,716,7536325,2044,1372738,7369,49534,2927,240782,4814,2051,887,8907,2136,218430,9203,7780,1617,210650,9232,447420,716,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5344861,-555555555,5087675,1004,4421685,1434,273387,6201,54850,2645,215328,3739,651,316,4104,1313,117670,7623,3253,1389,114417,7392,257186,1004,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2978512,-555555555,2897399,3654,1718213,687,1111889,5361,10434,1012,27004,3196,85,109,1270,829,28504,4239,946,754,27558,4127,81113,3654,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6010688,-555555555,5794316,1346,4855958,2694,684018,6245,20915,2542,95014,2852,5396,1437,5791,2164,127224,6807,2983,943,124241,6791,216372,1346,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,998199,-555555555,968868,620,872628,385,4210,1409,63501,3089,5344,1139,957,838,475,369,21753,2685,209,204,21544,2672,29331,620,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1842641,-555555555,1669211,489,1506826,1340,81571,3466,14411,1277,33910,1657,693,303,442,326,31358,3729,549,395,30809,3732,173430,489,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2723322,-555555555,1986101,-555555555,1455998,1153,213673,5003,26486,2487,192868,5941,16084,1542,2263,1119,78729,9108,1093,630,77636,9091,737221,-555555555,Nevada,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,32
0400000US33,1318194,-555555555,1279697,1097,1212569,1548,14104,1270,1581,519,28724,2097,117,129,1559,1464,21043,2353,1032,641,20011,2280,38497,1097,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8821155,-555555555,7220465,-555555555,5164950,5467,1124234,7878,10359,1546,744110,6541,1988,999,45295,6683,129529,9452,14973,2861,114556,9263,1600690,-555555555,New Jersey,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,34
0400000US35,2082224,-555555555,1109173,-555555555,834209,1334,36022,1935,177860,3449,24600,1848,717,351,2619,922,33146,3985,2735,1303,30411,3981,973051,-555555555,New Mexico,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,35
0400000US36,19465197,-555555555,15968796,760,11255045,6416,2808414,10153,47719,3012,1439603,9586,2432,649,89806,7555,325777,12323,40695,7267,285082,9897,3496401,760,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9656401,-555555555,8828297,1278,6267132,3244,2064166,10482,104424,3337,209665,5676,3698,983,14576,3457,164636,11335,5974,1840,158662,11367,828104,1278,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,683932,-555555555,669009,736,605465,273,6368,1042,38264,1736,6926,1050,147,158,246,281,11593,1813,97,94,11496,1803,14923,736,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11544951,-555555555,11180933,1988,9341867,2443,1380254,10294,17027,1856,192576,5133,1358,509,12920,2895,234931,10691,6276,1865,228655,10507,364018,1988,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3791508,-555555555,3443885,-555555555,2584748,1092,272021,4342,250080,7231,62800,2386,5206,1122,1886,975,267144,8233,2157,914,264987,8227,347623,-555555555,Oklahoma,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,40
0400000US41,3871859,-555555555,3405788,-555555555,3016321,3305,66696,2491,41685,3574,149879,4197,14284,1986,7778,3442,109145,5110,3609,1312,105536,4716,466071,-555555555,Oregon,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,41
0400000US42,12742886,-555555555,11991456,1100,10075797,4364,1326494,10806,13396,1666,356417,4212,1842,764,20949,6088,196561,9500,8264,1761,188297,9436,751430,1100,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1051302,-555555555,916588,-555555555,797346,2174,54152,2905,2773,800,32804,1409,138,198,7050,2321,22325,3604,4140,1614,18185,3037,134714,-555555555,Rhode Island,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,44
0400000US45,4679230,-555555555,4438222,1564,2990361,2458,1296389,6487,11751,1789,62768,2664,2042,1524,4532,2510,70379,6112,650,360,69729,6051,241008,1564,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,824082,-555555555,801183,1246,696791,1186,9517,1203,69088,2147,7855,869,54,69,75,94,17803,2467,389,448,17414,2390,22899,1246,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6403353,-555555555,6107046,2405,4823953,1719,1066039,6600,12886,1902,91253,4037,2272,1202,4896,1601,105747,6543,2225,1001,103522,6519,296307,2405,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25674681,-555555555,15883053,2612,11484230,6080,2942701,11388,69063,4218,983871,9260,15908,3694,28299,5509,358981,13733,19347,4141,339634,13924,9791628,2612,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2817222,-555555555,2444309,-555555555,2250227,2586,28458,2385,28249,2604,55775,3008,26600,2354,4205,2341,50795,4844,2090,1129,48705,4488,372913,-555555555,Utah,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,49
0400000US50,626431,-555555555,617297,432,589122,522,5157,939,2073,599,7345,958,245,186,383,318,12972,1395,531,421,12441,1387,9134,432,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8096604,-555555555,7447811,2673,5209830,2940,1552906,9317,18918,2224,451453,7746,4725,1457,15832,3147,194147,12574,6388,1952,187759,12331,648793,2673,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6830038,-555555555,6040978,-555555555,4913649,3263,231498,5772,81063,4351,497932,7808,39245,2284,10623,3420,266968,10440,5247,2133,261721,10563,789060,-555555555,Washington,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,53
0400000US54,1855364,-555555555,1834062,933,1726474,1280,55364,2695,2729,1005,11301,1307,126,128,1348,1080,36720,2771,876,594,35844,2699,21302,933,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5711767,-555555555,5366470,832,4741024,1854,349932,4384,44876,2428,130040,3310,1413,690,4020,1850,95165,5685,1695,713,93470,5502,345297,832,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,568158,-555555555,516400,-555555555,486070,758,5018,931,10350,989,4575,995,93,63,50,101,10244,1735,114,169,10130,1715,51758,-555555555,Wyoming,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,56
0400000US72,3706690,-555555555,38980,4625,28436,3837,2956,908,134,220,1685,855,0,210,1868,1222,3901,1064,164,209,3737,1038,3667710,4625,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
