GEO_ID,C12002C_001E,C12002C_001M,C12002C_002E,C12002C_002M,C12002C_003E,C12002C_003M,C12002C_004E,C12002C_004M,C12002C_005E,C12002C_005M,C12002C_006E,C12002C_006M,NAME,C12002C_001EA,C12002C_001MA,C12002C_002EA,C12002C_002MA,C12002C_003MA,C12002C_003EA,C12002C_004MA,C12002C_004EA,C12002C_005MA,C12002C_005EA,C12002C_006EA,C12002C_006MA,state
0400000US30,47669,2292,21876,2133,16152,1734,781,418,2410,789,6450,1079,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,12334,1443,5365,872,4267,1114,254,167,731,432,1717,510,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26008,2324,11070,1774,9607,1698,274,253,1346,461,3711,861,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1650,561,662,402,527,316,100,160,76,135,285,215,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,15584,2777,6652,2150,5028,1052,1138,567,1125,749,1641,651,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,144102,3914,77359,3834,43571,3136,2990,823,7540,1035,12642,1781,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,53438,3765,22720,2499,19571,2138,2486,718,2916,691,5745,1215,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,85428,3277,30391,3009,35477,3040,3569,1117,5201,787,10790,1693,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,26317,1229,12433,1123,8163,1045,858,664,852,222,4011,731,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,16756,1713,6164,1062,5869,1101,389,291,1001,437,3333,765,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,189711,5258,65215,3641,82335,3490,4046,732,8815,1113,29300,2167,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39620,3222,14408,2032,15825,2252,993,451,1582,532,6812,1237,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,14004,1755,4933,923,5312,1062,636,362,754,280,2369,669,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,2789,640,1458,593,749,505,0,207,191,167,391,270,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,11584,1696,4435,1213,3665,1013,902,479,625,280,1957,780,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,48856,1796,25654,1647,12503,1779,957,385,2093,525,7649,1185,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,15294,2721,4927,1495,7735,1722,262,243,1100,481,1270,528,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,99172,6835,31316,3689,47588,4651,3465,1109,4151,924,12652,2460,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23303,2166,11029,1695,8667,1361,1149,634,640,286,1818,548,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1699,559,456,303,515,274,0,145,116,116,612,354,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,21580,2993,8132,2221,8169,1300,790,480,1508,675,2981,978,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,73425,3594,32483,2718,24196,2151,1756,565,3384,781,11606,1428,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,2339,935,747,618,1105,483,159,151,112,123,216,189,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,37063,1961,16325,1663,11420,1292,927,375,1862,524,6529,945,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8681,1032,3819,745,2161,629,268,177,795,454,1638,542,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,7259,1804,3175,1081,2163,772,488,333,574,362,859,452,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
