GEO_ID,B19215_001E,B19215_001M,B19215_002E,B19215_002M,B19215_003E,B19215_003M,B19215_004E,B19215_004M,B19215_005E,B19215_005M,B19215_006E,B19215_006M,B19215_007E,B19215_007M,B19215_008E,B19215_008M,B19215_009E,B19215_009M,B19215_010E,B19215_010M,B19215_011E,B19215_011M,B19215_012E,B19215_012M,B19215_013E,B19215_013M,B19215_014E,B19215_014M,B19215_015E,B19215_015M,NAME,B19215_001EA,B19215_001MA,B19215_002MA,B19215_002EA,B19215_003MA,B19215_003EA,B19215_004EA,B19215_004MA,B19215_005MA,B19215_005EA,B19215_006EA,B19215_006MA,B19215_007EA,B19215_007MA,B19215_008EA,B19215_008MA,B19215_009EA,B19215_009MA,B19215_010EA,B19215_010MA,B19215_011MA,B19215_011EA,B19215_012MA,B19215_012EA,B19215_013MA,B19215_013EA,B19215_014EA,B19215_014MA,B19215_015EA,B19215_015MA,state
0400000US45,24829,731,29283,1938,25842,1355,27516,2479,20167,1790,46863,2975,47603,3142,40806,6757,22131,748,20747,763,24678,1300,16839,700,35986,2701,36323,3263,34448,4514,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,27944,1938,32711,1751,29582,2151,30788,1873,25056,3480,57563,8323,59591,9430,55472,20853,22671,1288,21539,1009,24674,4099,18801,1620,41117,8444,40630,9089,49310,18352,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25243,533,27836,980,25382,890,27351,1196,19762,827,42944,2822,42943,3135,42945,7275,23002,770,21106,639,26498,1090,16680,400,39442,3128,40109,3266,36669,6845,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,31134,368,36577,615,32184,558,35697,703,22225,841,52979,1773,54046,1806,39213,3047,26473,565,24106,543,30474,736,18053,468,47414,1773,48311,1422,36957,4234,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31414,1011,37094,1973,32446,1855,35545,2929,26585,2319,56042,8549,56817,8627,49340,13416,26615,1533,23803,1223,29189,2171,20099,1032,47987,5697,47615,5754,58750,18355,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,31746,1395,35082,2010,30153,2314,32149,2440,23083,2872,52133,2020,52294,2121,43929,14061,29129,2494,24321,2045,31081,1458,19734,1531,50466,6918,51644,8322,45919,6389,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,38056,932,45396,1458,40339,1333,42648,1921,28685,1969,65435,3636,66684,4075,54193,5030,32615,962,29322,1052,38399,1610,21373,582,58125,3827,59233,3963,48890,6860,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,35871,699,41395,1032,36223,1318,38733,2086,29082,1916,60526,3285,62085,3822,49803,8259,31210,666,27799,845,34595,1436,22334,830,54817,2848,55752,3138,48109,10635,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21148,610,24452,1514,22462,1533,24246,1912,20008,1587,38153,5097,38378,5490,35391,17931,19487,774,18013,874,19423,1640,17235,650,35786,2310,35652,3257,36232,3001,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,29644,583,35438,887,30908,649,33903,1549,23256,895,53190,2861,53847,3119,45266,6642,25220,639,22520,605,28748,1418,19062,425,44270,2614,44298,2965,44111,8352,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,35750,1532,40307,2854,35314,2762,39174,4933,25118,3399,58476,8896,58093,10108,85517,58371,30138,1980,25908,2782,32236,4693,19263,1756,52504,10344,53383,11007,35417,23054,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10955,345,12152,524,11218,510,12772,820,9531,404,20562,2498,21274,2725,18615,1630,10139,429,9475,304,11069,732,8757,269,21906,3519,22785,5158,19903,4043,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
