GEO_ID,C17006_001E,C17006_001M,C17006_002E,C17006_002M,C17006_003E,C17006_003M,C17006_004E,C17006_004M,C17006_005E,C17006_005M,C17006_006E,C17006_006M,C17006_007E,C17006_007M,NAME,C17006_001EA,C17006_001MA,C17006_002EA,C17006_002MA,C17006_003MA,C17006_003EA,C17006_004EA,C17006_004MA,C17006_005MA,C17006_005EA,C17006_006EA,C17006_006MA,C17006_007MA,C17006_007EA,state
0400000US16,414168,3618,82521,6933,34406,4147,48115,6118,331647,7374,275893,7104,55754,5789,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3043163,4732,648592,17882,213686,13307,434906,13915,2394571,18269,1832397,19605,562174,14928,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1555474,4389,350272,15278,100020,10044,250252,12613,1205202,15279,925293,16755,279909,11391,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,707414,2787,119907,7302,39390,4472,80517,6536,587507,7261,463371,8624,124136,6950,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,706252,2870,130047,7501,45468,5024,84579,6495,576205,7772,452694,9713,123511,7820,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,997688,3995,269406,12295,85985,7039,183421,10445,728282,12054,566457,12643,161825,8902,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1099414,4213,314203,9617,59017,6300,255186,10853,785211,10638,559179,9954,226032,11086,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,261109,1901,47593,3600,13660,2217,33933,3435,213516,4005,160644,4981,52872,3624,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1318077,3930,174219,10944,38859,6012,135360,9820,1143858,11340,814476,14522,329382,13075,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1385550,2753,206694,11032,51605,6916,155089,9647,1178856,10702,910317,13524,268539,10478,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2243049,3779,548145,16027,178210,11211,369935,13508,1694904,15326,1307289,13989,387615,12364,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1254344,3837,188495,8773,62007,6768,126488,7422,1065849,8773,847946,11062,217903,8063,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,736892,3374,232239,9457,46582,5193,185657,8290,504653,8968,351041,9824,153612,8964,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1376771,4276,298109,13108,91928,8359,206181,12313,1078662,13000,817223,14296,261439,12845,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,217262,2215,41546,3922,14827,2959,26719,3265,175716,4289,138413,4887,37303,3749,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,448711,2263,78831,5743,27693,4383,51138,5537,369880,5895,293710,6879,76170,5081,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,649377,3738,140087,10455,64238,9520,75849,8388,509290,10322,359293,13625,149997,11057,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,275129,1453,32092,4471,9279,2513,22813,3990,243037,4537,188600,5203,54437,4381,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2015956,3425,292593,13605,89695,8680,202898,10013,1723363,13601,1324151,14665,399212,12712,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,511345,2358,156369,9451,54335,7020,102034,8610,354976,9668,251354,9831,103622,7448,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4195836,6486,934807,20062,318288,14715,616519,19872,3261029,19894,2415443,22290,845586,18811,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2257298,5677,572095,19279,171123,11406,400972,16753,1685203,19551,1240488,19828,444715,16005,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,147915,1240,20816,2675,5618,1530,15198,2240,127099,2720,104879,3186,22220,2385,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2635694,6090,627908,19381,175906,11469,452002,14750,2007786,20173,1528012,21426,479774,16142,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,914738,2835,210073,9476,70857,5713,139216,7633,704665,9598,530696,10650,173969,7529,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,838282,4383,194311,10529,79158,8353,115153,9732,643971,9932,500774,11862,143197,8098,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2709414,4619,521160,17810,130965,9605,390195,13122,2188254,18331,1673525,20406,514729,16127,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,214705,1367,46391,4142,10907,2960,35484,4237,168314,4169,123114,4707,45200,4191,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1064518,4481,293522,12475,79226,8920,214296,10212,770996,11944,558889,14182,212107,11150,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,196243,1544,34943,3521,10408,2232,24535,3523,161300,3443,122009,4741,39291,4125,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1463437,5241,380055,14804,128483,9457,251572,14597,1083382,14333,820831,14246,262551,12424,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6850069,9286,1809923,35947,743088,28298,1066835,25670,5040146,34703,3812467,32366,1227679,29002,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,866599,2823,135200,10393,66317,8090,68883,7594,731399,10462,626321,11463,105078,7599,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,121653,1344,17299,2399,5665,1470,11634,1842,104354,2418,78093,2763,26261,2293,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1822331,4437,273819,13132,80471,8283,193348,12397,1548512,13517,1196677,14653,351835,14465,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1536712,5208,273660,12104,101268,8283,172392,9102,1263052,13341,988295,14819,274757,12214,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,375161,3165,94852,6222,32966,4493,61886,5663,280309,7419,216713,7423,63596,4858,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1291116,4917,230521,10819,64733,6356,165788,9772,1060595,11718,825299,11045,235296,9602,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131770,1362,20017,2717,7857,2088,12160,2347,111753,3111,85571,3765,26182,2922,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,865124,2127,495960,11861,149711,8948,346249,10898,369164,11942,245243,9793,123921,7857,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
