GEO_ID,B18101A_001E,B18101A_001M,B18101A_002E,B18101A_002M,B18101A_003E,B18101A_003M,B18101A_004E,B18101A_004M,B18101A_005E,B18101A_005M,B18101A_006E,B18101A_006M,B18101A_007E,B18101A_007M,B18101A_008E,B18101A_008M,B18101A_009E,B18101A_009M,B18101A_010E,B18101A_010M,NAME,B18101A_001EA,B18101A_001MA,B18101A_002EA,B18101A_002MA,B18101A_003EA,B18101A_003MA,B18101A_004MA,B18101A_004EA,B18101A_005EA,B18101A_005MA,B18101A_006MA,B18101A_006EA,B18101A_007EA,B18101A_007MA,B18101A_008EA,B18101A_008MA,B18101A_009MA,B18101A_009EA,B18101A_010EA,B18101A_010MA,state
0400000US15,317272,3582,49478,1800,1620,593,47858,1840,217077,2542,19376,2337,197701,3494,50717,1047,16130,1644,34587,1614,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1448718,5752,386819,2428,17219,3270,369600,3456,870676,4269,93374,5268,777302,7176,191223,1121,75507,3701,115716,3673,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9217670,26948,2043219,12069,62805,3900,1980414,12797,5864264,17136,450198,10981,5414066,21942,1310187,3769,447941,7083,862246,7687,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5440140,9120,1261278,4924,57006,4718,1204272,6430,3420128,6417,391210,10516,3028918,11062,758734,1638,285033,6613,473701,6723,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2762888,4952,626321,2948,24438,2664,601883,3889,1711899,3308,153663,5781,1558236,6089,424668,1074,141576,3975,283092,3993,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2397997,6664,575078,3600,22142,2315,552936,3958,1483360,4454,151014,5697,1332346,6547,339559,1305,123103,3674,216456,3793,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3772577,5847,850581,3033,44114,3399,806467,4740,2387062,4347,375419,8745,2011643,9575,534934,1318,228398,5540,306536,5510,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2827521,7214,620691,2844,32223,3607,588468,4615,1793045,5530,229939,7607,1563106,9423,413785,1440,168715,5149,245070,4933,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1251337,1650,245600,934,14252,1893,231348,2115,799922,1318,102745,4892,697177,4955,205815,598,76354,2835,129461,2917,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3365520,13515,696941,6429,21623,2423,675318,6554,2157330,8512,171894,7282,1985436,11148,511249,2229,164613,4695,346636,4763,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5242841,12320,1042308,6398,44833,4056,997475,7056,3400178,8478,290696,8714,3109482,11643,800355,2178,268432,5839,531923,6168,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7761963,9656,1681245,5423,74714,4237,1606531,6882,4899182,6095,557871,9745,4341311,10417,1181536,1753,424478,7219,757058,7430,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4531711,7668,994138,4015,35557,3325,958581,5099,2895522,4743,223470,7644,2672052,9392,642051,1006,202381,4821,439670,5010,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1737101,4773,386368,2302,16356,1952,370012,2896,1071371,3664,153727,6597,917644,7865,279362,1313,124314,4757,155048,4958,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4910675,7840,1098920,4191,47103,3552,1051817,5401,3070130,5389,365635,9380,2704495,10922,741625,1722,276281,6200,465344,6435,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,878958,2270,184559,1243,5830,1228,178729,1757,554084,1528,57749,3811,496335,3822,140315,520,52270,2407,88045,2359,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1600664,5891,378799,3380,12586,1963,366213,3730,994170,3411,81055,3326,913115,4697,227695,1035,75954,2981,151741,2892,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1924839,15683,434097,7649,13433,2249,420664,8258,1212858,9665,123381,7994,1089477,11863,277884,2000,96724,4342,181160,4098,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1227747,2888,253136,1493,11887,1884,241249,2381,801297,1781,73674,4993,727623,5569,173314,521,59038,3177,114276,3293,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6045880,21362,1304702,9089,42820,3753,1261882,9012,3781467,14852,278167,8804,3503300,16561,959711,3345,314629,6229,645082,6639,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1468823,14961,336585,8602,12564,2163,324021,8569,898882,8168,102314,5950,796568,9390,233356,2324,89415,4052,143941,4354,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12561895,29520,2537201,11944,87872,5390,2449329,11636,8039132,19874,684168,13401,7354964,22101,1985562,5884,658987,10915,1326575,10657,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6644760,17531,1444660,8653,57587,5074,1387073,9861,4190285,11208,459170,12736,3731115,18172,1009815,2156,369294,8433,640521,8181,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,601979,1777,125589,738,2497,499,123092,908,386742,1409,29306,2527,357436,3107,89648,301,31115,1921,58533,1884,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9445948,8580,2077647,4534,93671,4188,1983976,6009,5950154,5215,653695,11576,5296459,13156,1418147,2656,505245,7395,912902,7409,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2740357,7967,598292,4745,26664,2261,571628,5041,1710329,4545,234421,7435,1475908,8141,431736,1110,178483,4520,253253,4590,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3248444,12482,666901,5859,32213,3793,634688,5653,2070521,7767,241534,9925,1828987,11021,511022,1626,191144,5026,319878,5179,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10356467,12155,2085885,6398,89196,5590,1996689,7905,6544468,7980,673874,13310,5870594,16463,1726114,2653,604827,8578,1121287,8223,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,846493,5790,158566,2817,4804,1125,153762,2887,551356,3958,51954,3630,499402,5779,136571,904,47813,2557,88758,2542,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3079252,9681,645350,4409,23869,2843,621481,5121,1932679,6622,220689,8852,1711990,10476,501223,1609,178621,5411,322602,5366,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,693608,2634,156017,1168,4411,1047,151606,1570,430924,1876,39261,3423,391663,3810,106667,345,37274,2213,69393,2248,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4922243,9083,1066613,4441,49047,3957,1017566,5788,3102637,6221,429678,11592,2672959,13253,752993,1618,303324,6950,449669,6816,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18826788,46885,4976661,23442,191718,8630,4784943,24123,11638800,28885,1149017,22913,10489783,37283,2211327,6140,872510,12149,1338817,12560,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2464359,10386,751866,5524,20531,2731,731335,5646,1469674,6320,120499,6936,1349175,8098,242819,1234,82589,3458,160230,3590,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,590510,1097,116135,681,6108,906,110027,1175,385198,815,39025,2416,346173,2679,89177,357,30604,1594,58573,1603,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5489747,15948,1170198,6742,39643,3714,1130555,6811,3531405,11741,318273,9076,3213132,14437,788144,1948,267480,5775,520664,6211,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5272731,16389,1115324,7988,50822,4625,1064502,8636,3402751,10383,371411,9983,3031340,13412,754656,1951,277306,6045,477350,6764,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1720342,2454,351273,1925,17521,2003,333752,2647,1086519,1891,188013,6370,898506,6534,282550,776,121571,3399,160979,3348,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4924996,8404,1064823,4240,42687,3321,1022136,5423,3133767,5036,270616,7536,2863151,8583,726406,1429,234142,4308,492264,4352,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,507818,2970,117613,1667,3392,936,114221,1827,323341,1791,32360,3211,290981,3884,66864,483,22902,1634,43962,1671,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2522513,21399,579057,8773,41011,3381,538046,9068,1519676,14429,269391,10411,1250285,15532,423780,5398,213671,5228,210109,5533,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
