GEO_ID,B16005D_001E,B16005D_001M,B16005D_002E,B16005D_002M,B16005D_003E,B16005D_003M,B16005D_004E,B16005D_004M,B16005D_005E,B16005D_005M,B16005D_006E,B16005D_006M,B16005D_007E,B16005D_007M,B16005D_008E,B16005D_008M,B16005D_009E,B16005D_009M,B16005D_010E,B16005D_010M,B16005D_011E,B16005D_011M,NAME,B16005D_001EA,B16005D_001MA,B16005D_002EA,B16005D_002MA,B16005D_003EA,B16005D_003MA,B16005D_004MA,B16005D_004EA,B16005D_005MA,B16005D_005EA,B16005D_006EA,B16005D_006MA,B16005D_007EA,B16005D_007MA,B16005D_008EA,B16005D_008MA,B16005D_009MA,B16005D_009EA,B16005D_010EA,B16005D_010MA,B16005D_011MA,B16005D_011EA,state
0400000US16,19283,2128,6088,1576,4881,1607,1207,534,1156,535,51,81,13195,1993,2135,767,11060,1835,4175,1525,6885,1919,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,561666,5925,148866,6624,71471,5210,77395,5620,65440,5224,11955,2499,412800,7895,39929,4166,372871,8167,187474,8107,185397,9605,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,95584,3956,19054,2434,8919,1310,10135,1977,8344,1803,1791,741,76530,3634,10079,1869,66451,3512,32564,3347,33887,3416,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,51610,1927,11361,2100,5863,1555,5498,1306,4713,1177,785,392,40249,2115,5098,1184,35151,2209,16349,2303,18802,2166,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,62254,2745,14245,1839,5992,1399,8253,1560,6777,1478,1476,590,48009,2227,5854,1373,42155,2543,19592,2222,22563,2490,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,47010,2846,9710,1910,5887,1459,3823,1132,3212,1087,611,413,37300,2713,6457,1520,30843,2642,14740,1922,16103,2695,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,67337,2452,19547,2263,6342,1584,13205,2162,11361,2072,1844,665,47790,2713,4738,1308,43052,2756,16806,2001,26246,2743,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13246,1836,4197,1044,2792,907,1405,660,907,567,498,338,9049,1450,2415,764,6634,1439,2641,786,3993,984,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,308774,4109,77202,4449,37509,3396,39693,3732,32711,3484,6982,1805,231572,5483,28813,2991,202759,6108,107805,5470,94954,4954,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,342119,4754,97255,4533,39620,3937,57635,3626,47597,4026,10038,2072,244864,5428,25403,2797,219461,5719,98404,5133,121057,5211,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,226213,4670,54714,3487,23158,2748,31556,2430,27516,2202,4040,1191,171499,4496,24259,2881,147240,4836,78755,4671,68485,4404,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,198836,3283,68895,4796,21402,2341,47493,4361,38340,4065,9153,1648,129941,4301,21312,3044,108629,4683,48673,3362,59956,3741,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,25324,2581,7885,1324,2781,1006,5104,1245,4080,1171,1024,722,17439,1924,2205,844,15234,2010,5716,1235,9518,1960,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,91009,2799,24107,2395,10578,1725,13529,1877,11488,1753,2041,694,66902,2749,8785,1780,58117,3203,29312,2700,28805,3050,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5529,1056,1197,704,947,621,250,378,229,372,21,56,4332,924,1597,602,2735,896,870,526,1865,708,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,32254,1563,6552,1047,3035,902,3517,968,2800,870,717,560,25702,1439,3876,1140,21826,1944,8830,1474,12996,1977,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,185375,5361,59147,5769,41121,5357,18026,3086,14836,2938,3190,1134,126228,5622,14426,2723,111802,5739,53565,5755,58237,5608,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26821,1875,5566,1131,3059,997,2507,747,2185,730,322,225,21255,1648,3738,1216,17517,1660,10301,1557,7216,1464,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,698107,6230,173002,5884,73448,5185,99554,4862,87704,4619,11850,2282,525105,6666,49520,4592,475585,7408,258848,9160,216737,7396,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,24335,1705,6824,1578,4557,1345,2267,859,2005,841,262,320,17511,1654,2200,810,15311,1700,8054,1392,7257,1191,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1368603,8699,331526,9116,126482,6404,205044,7286,166127,7245,38917,3234,1037077,10421,123630,7246,913447,11843,355081,10689,558366,11617,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,197452,5524,57659,4784,26102,4010,31557,3891,26310,3634,5247,1438,139793,5608,21064,2734,118729,6025,61388,5044,57341,4695,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6782,1017,1265,504,905,469,360,275,360,275,0,143,5517,882,1774,682,3743,775,1254,490,2489,691,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,182541,4455,44975,3122,22574,2492,22401,2610,18597,2539,3804,1089,137566,4664,20094,2422,117472,4863,63652,4216,53820,4191,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,61416,2670,14746,2078,5638,1023,9108,1865,6889,1721,2219,740,46670,2393,5680,1391,40990,2630,17697,2109,23293,2254,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,144096,4008,48508,3670,29469,3659,19039,2126,16542,2078,2497,854,95588,3615,14873,2055,80715,3584,35495,2769,45220,3748,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,336314,4108,88389,4539,38200,3281,50189,3846,40557,3685,9632,1999,247925,4620,28503,2277,219422,4934,100547,4686,118875,5459,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,31236,1360,10235,1509,3745,1254,6490,1282,4970,1250,1520,776,21001,1643,2059,800,18942,1737,7915,1322,11027,1712,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,59041,2911,13166,2435,6683,2076,6483,1465,5174,1272,1309,660,45875,3060,8201,2151,37674,3082,18847,2981,18827,2446,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7441,835,1771,863,849,672,922,566,580,452,342,306,5670,834,745,489,4925,810,2348,725,2577,898,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,86561,3884,19367,2493,6907,1456,12460,2440,10938,2257,1522,597,67194,3308,7500,1429,59694,3389,29781,2957,29913,3619,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,930820,9571,246810,10461,109484,8262,137326,8808,116704,8453,20622,2958,684010,10914,67334,6506,616676,11123,305983,9634,310693,11368,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,52516,2467,19437,2473,12807,2306,6630,1200,5435,935,1195,619,33079,2653,5437,1189,27642,2566,11372,1694,16270,2021,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7593,961,1745,563,1011,435,734,426,499,253,235,326,5848,815,2013,764,3835,823,959,391,2876,783,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,423805,7814,108754,6252,54070,5956,54684,4901,48478,4519,6206,1338,315051,6959,36217,3713,278834,7632,151826,7205,127008,6892,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,473894,7045,144204,7209,77173,6370,67031,5052,51161,4538,15870,2546,329690,7544,42703,4380,286987,7194,129448,6851,157539,6538,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10622,1236,3431,971,2573,904,858,415,750,384,108,127,7191,1113,1422,600,5769,1191,2999,1110,2770,767,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,121908,2892,42941,3128,13350,2247,29591,3395,24220,3140,5371,1182,78967,3568,13435,2115,65532,3969,30384,2804,35148,3739,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4306,974,1196,469,718,452,478,262,366,306,112,145,3110,827,528,384,2582,711,1535,653,1047,447,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9080,2171,6300,1692,35,59,6265,1697,966,569,5299,1502,2780,1133,160,198,2620,1122,542,352,2078,990,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
