GEO_ID,B13002A_001E,B13002A_001M,B13002A_002E,B13002A_002M,B13002A_003E,B13002A_003M,B13002A_004E,B13002A_004M,B13002A_005E,B13002A_005M,B13002A_006E,B13002A_006M,B13002A_007E,B13002A_007M,NAME,B13002A_001MA,B13002A_001EA,B13002A_002EA,B13002A_002MA,B13002A_003EA,B13002A_003MA,B13002A_004MA,B13002A_004EA,B13002A_005EA,B13002A_005MA,B13002A_006EA,B13002A_006MA,B13002A_007EA,B13002A_007MA,state
0400000US32,452733,6360,23707,2894,16548,2423,7159,1479,429026,6354,199740,7187,229286,7028,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,293591,1695,13029,2018,10440,1828,2589,830,280562,2411,129667,3534,150895,3076,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1404297,8698,65577,4163,51927,3582,13650,2059,1338720,8768,636307,10445,702413,11428,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,332196,5486,20029,2847,11127,2228,8902,1809,312167,6042,138523,5575,173644,5661,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3011777,12507,147071,6199,110359,5775,36712,3195,2864706,13291,1244151,13055,1620555,14407,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1598621,8255,86055,6294,63478,4957,22577,3443,1512566,9207,793704,12146,718862,12988,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,140376,963,8677,1593,6673,1355,2004,740,131699,1862,63356,2864,68343,3217,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2213100,4421,110475,4744,74870,3893,35605,3228,2102625,6706,986595,10741,1116030,11371,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,644270,3610,36893,2652,24453,2147,12440,1683,607377,4491,321367,5806,286010,5194,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,756113,4679,38614,3840,26925,3173,11689,2065,717499,5520,334219,7893,383280,7554,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2398602,6329,109975,4970,73531,3790,36444,3291,2288627,8390,1057923,11300,1230704,12787,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,206249,2533,9613,1545,5877,982,3736,1132,196636,2634,81834,3773,114802,3894,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,721833,4612,41565,3839,30582,3296,10983,2242,680268,5754,358545,8227,321723,8202,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,158993,1530,8273,1640,6237,1431,2036,644,150720,2026,74214,2985,76506,3099,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1177712,4791,58243,4124,42117,3614,16126,2247,1119469,6482,573726,9257,545743,9611,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4686556,16146,278651,10299,190190,7896,88461,5886,4407905,17153,2192403,19737,2215502,22257,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,620341,4316,44021,3384,38807,3121,5214,1141,576320,5220,305506,6201,270814,5765,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,139131,1112,5573,1015,3950,887,1623,452,133558,1297,60946,2297,72612,2300,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1350706,6103,69065,4177,52494,3884,16571,2101,1281641,7431,652545,9117,629096,9914,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1262454,6958,66036,4173,47523,3610,18513,2094,1196418,7210,575364,8955,621054,9305,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,394975,2594,17434,2231,11562,1753,5872,1274,377541,3607,180231,4306,197310,5230,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1153974,4091,58233,3151,42814,2777,15419,1700,1095741,4928,524898,8561,570843,8332,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,118569,1459,6179,1227,4405,880,1774,747,112390,1825,54493,2768,57897,2979,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,625428,7784,28016,2415,13470,1503,14546,1936,597412,7611,215361,6364,382051,7489,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
