GEO_ID,B05003D_001E,B05003D_001M,B05003D_002E,B05003D_002M,B05003D_003E,B05003D_003M,B05003D_004E,B05003D_004M,B05003D_005E,B05003D_005M,B05003D_006E,B05003D_006M,B05003D_007E,B05003D_007M,B05003D_008E,B05003D_008M,B05003D_009E,B05003D_009M,B05003D_010E,B05003D_010M,B05003D_011E,B05003D_011M,B05003D_012E,B05003D_012M,B05003D_013E,B05003D_013M,B05003D_014E,B05003D_014M,B05003D_015E,B05003D_015M,B05003D_016E,B05003D_016M,B05003D_017E,B05003D_017M,B05003D_018E,B05003D_018M,B05003D_019E,B05003D_019M,B05003D_020E,B05003D_020M,B05003D_021E,B05003D_021M,B05003D_022E,B05003D_022M,B05003D_023E,B05003D_023M,NAME,B05003D_001EA,B05003D_001MA,B05003D_002MA,B05003D_002EA,B05003D_003EA,B05003D_003MA,B05003D_004EA,B05003D_004MA,B05003D_005EA,B05003D_005MA,B05003D_006EA,B05003D_006MA,B05003D_007MA,B05003D_007EA,B05003D_008EA,B05003D_008MA,B05003D_009EA,B05003D_009MA,B05003D_010EA,B05003D_010MA,B05003D_011EA,B05003D_011MA,B05003D_012EA,B05003D_012MA,B05003D_013EA,B05003D_013MA,B05003D_014EA,B05003D_014MA,B05003D_015EA,B05003D_015MA,B05003D_016EA,B05003D_016MA,B05003D_017EA,B05003D_017MA,B05003D_018MA,B05003D_018EA,B05003D_019EA,B05003D_019MA,B05003D_020EA,B05003D_020MA,B05003D_021EA,B05003D_021MA,B05003D_022EA,B05003D_022MA,B05003D_023EA,B05003D_023MA,state
0400000US13,322841,7505,153403,4492,37758,2457,29147,2739,8611,1588,2276,827,6335,1444,115645,3143,20148,2968,95497,3497,51592,3478,43905,4452,169438,4966,39613,2539,28863,2868,10750,2258,4003,1508,6747,1590,129825,3618,17726,2351,112099,4452,59057,4109,53042,4723,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,523824,9782,244741,5644,40748,2950,35424,2940,5324,1245,1624,729,3700,1013,203993,4080,132957,4592,71036,4124,45663,2790,25373,3172,279083,5657,39072,3049,33302,2987,5770,1562,1183,435,4587,1534,240011,4134,134066,4640,105945,5313,66486,3804,39459,3831,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20913,2460,9385,1585,1702,735,1226,599,476,350,100,164,376,302,7683,1142,1956,766,5727,1017,2616,1020,3111,1162,11528,1544,2887,909,1811,792,1076,534,528,389,548,409,8641,1158,2340,845,6301,1208,3545,1178,2756,915,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,599115,6487,286623,3777,65807,2191,53168,2559,12639,2096,3659,1085,8980,1806,220816,3125,40656,3533,180160,3942,100071,3765,80089,4785,312492,4150,66887,2627,51150,3099,15737,1904,7008,1263,8729,1477,245605,2942,37883,2625,207722,4038,119716,4160,88006,5314,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,102695,4396,49934,2683,12201,1583,7767,1217,4434,1228,797,452,3637,1118,37733,1746,5653,1299,32080,2026,10577,1548,21503,2406,52761,3122,12199,1688,6485,1462,5714,1426,2992,1116,2722,804,40562,2162,4461,1006,36101,2091,15951,1513,20150,1919,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56040,2355,26866,1566,5919,1081,4089,995,1830,613,542,304,1288,511,20947,1045,2593,873,18354,1087,7360,1049,10994,1257,29174,1699,7048,986,4868,1022,2180,869,453,288,1727,873,22126,1221,3170,1037,18956,1274,7943,1240,11013,1423,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,67235,3040,31765,1892,7900,1256,6094,1237,1806,513,518,276,1288,449,23865,1421,2707,748,21158,1466,9864,1254,11294,1499,35470,1886,8680,1120,6576,1072,2104,667,990,418,1114,552,26790,1228,3149,939,23641,1342,11335,1315,12306,1328,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,50424,2713,23045,1644,7073,1042,4709,1101,2364,989,473,348,1891,889,15972,1337,1301,521,14671,1274,5888,1427,8783,1413,27379,1821,7560,1279,4171,1194,3389,1094,1496,613,1893,959,19819,1465,2353,814,17466,1471,7629,1164,9837,1211,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,72484,2804,34102,1914,7999,1225,6277,1175,1722,586,667,377,1055,478,26103,1425,5178,1232,20925,1852,11793,1418,9132,1706,38382,2231,8974,1441,7683,1520,1291,491,57,105,1234,476,29408,1710,5269,1141,24139,1696,13044,1472,11095,1624,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13498,1852,5751,1089,1191,614,948,572,243,193,64,99,179,174,4560,897,986,456,3574,879,1944,550,1630,656,7747,1124,2212,676,1551,633,661,361,558,330,103,132,5535,727,964,416,4571,701,2142,535,2429,615,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,329770,4691,158942,2981,38622,1882,28286,2097,10336,1528,2124,751,8212,1428,120320,2024,23573,2321,96747,3318,56110,3080,40637,3076,170828,2642,34920,1710,26203,1857,8717,1395,3013,926,5704,1307,135908,1623,18407,2524,117501,2626,69841,3212,47660,3631,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,365968,4987,174460,3059,41275,1897,34101,2019,7174,1166,1846,642,5328,1133,133185,2027,23036,2425,110149,3261,55616,3038,54533,3575,191508,2953,41370,1692,32949,2253,8421,1588,4341,1207,4080,1112,150138,2121,29060,2187,121078,2787,66659,3093,54419,2832,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,242232,5033,118300,3054,30347,1970,22973,2053,7374,1359,2422,743,4952,1042,87953,2155,13067,1815,74886,2462,38015,2198,36871,2937,123932,3029,29979,1845,20894,1740,9085,1593,3962,1074,5123,1115,93953,2202,10713,1747,83240,2331,43705,2100,39535,2393,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,216270,3768,105120,2286,33065,1934,25747,2194,7318,1425,2228,746,5090,1217,72055,1796,18703,2291,53352,2598,28542,2130,24810,2456,111150,2609,32281,1825,24888,2010,7393,1066,2880,844,4513,1177,78869,1622,14747,1520,64122,2218,37657,2280,26465,2315,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27077,3206,14365,2147,5282,1420,4496,1397,786,683,0,206,786,683,9083,1451,1769,710,7314,1368,3447,852,3867,1123,12712,1752,2259,827,2038,813,221,255,86,162,135,194,10453,1262,1335,407,9118,1151,4064,751,5054,1171,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,96187,3149,47086,2142,11064,1523,8613,1397,2451,759,540,393,1911,716,36022,1607,7559,1390,28463,1896,13361,1219,15102,1862,49101,2265,10263,1147,7462,1130,2801,982,1407,674,1394,656,38838,1634,5087,1000,33751,1530,17592,1634,16159,1817,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5714,1173,1583,783,231,239,88,136,143,168,0,165,143,168,1352,669,598,479,754,407,241,203,513,356,4131,848,629,349,126,206,503,308,225,237,278,213,3502,790,490,476,3012,811,1702,623,1310,724,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34517,1779,16656,989,4780,614,3288,816,1492,602,652,391,840,600,11876,713,801,385,11075,796,5066,700,6009,862,17861,1184,3630,782,2172,684,1458,542,483,326,975,483,14231,917,2000,679,12231,905,5584,787,6647,1098,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,194695,6015,90172,3813,20421,2146,16782,2259,3639,1445,1076,776,2563,1345,69751,2876,18874,3080,50877,3200,29733,3623,21144,3717,104523,3663,16517,2542,14270,2516,2247,952,388,439,1859,861,88006,2343,18164,3205,69842,3158,44231,2920,25611,3366,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29002,2149,13711,1463,3816,918,2606,864,1210,598,682,454,528,397,9895,915,985,496,8910,937,3744,886,5166,1050,15291,1306,3423,813,2650,753,773,426,288,203,485,393,11868,835,1317,498,10551,793,4519,870,6032,950,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,747620,6615,365462,3616,90616,2396,72295,2781,18321,1891,4617,886,13704,1709,274846,2441,38200,2645,236646,3410,133108,4559,103538,4848,382158,3959,86992,2360,68674,3018,18318,1985,6680,1205,11638,1959,295166,2591,37053,3122,258113,3632,145909,4918,112204,4721,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25637,1939,11292,1244,2943,648,1728,643,1215,492,254,232,961,519,8349,1088,2522,816,5827,907,3082,723,2745,754,14345,1352,2061,705,1618,708,443,378,245,323,198,222,12284,1112,2258,753,10026,1050,5707,895,4319,711,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1447760,9725,698729,5878,151365,3007,117787,3781,33578,3234,10790,2061,22788,2517,547364,4367,85551,4529,461813,5625,252792,7084,209021,6331,749031,5942,137989,3299,106929,3464,31060,2440,12801,2021,18259,2197,611042,3850,93180,4788,517862,5459,285035,6835,232827,7266,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,211328,5649,101171,3964,25208,2636,20499,2772,4709,1494,1969,993,2740,1020,75963,2459,15397,2280,60566,2886,31838,3101,28728,2464,110157,3540,27941,2283,20619,2531,7322,1699,3064,898,4258,1404,82216,2792,13680,2113,68536,3068,37485,3090,31051,3031,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7070,1051,3346,697,553,311,489,278,64,83,33,59,31,57,2793,600,336,250,2457,553,410,236,2047,494,3724,681,777,503,44,74,733,492,555,474,178,174,2947,489,589,320,2358,455,783,325,1575,409,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,194814,5015,91417,3088,21642,2135,16634,2119,5008,1459,1068,519,3940,1331,69775,1676,12279,1815,57496,2210,27912,2123,29584,2598,103397,3358,23621,2191,15829,1882,7792,1609,3489,893,4303,1302,79776,2131,11167,1445,68609,2435,35708,2041,32901,2574,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,65513,3141,30429,2186,6960,1171,5078,1116,1882,660,563,304,1319,568,23469,1503,4757,994,18712,1360,10306,1093,8406,1043,35084,1586,6824,1019,5243,956,1581,536,841,428,740,397,28260,1285,3390,945,24870,1343,14899,1330,9971,1427,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,152909,4397,69531,3004,17219,1776,14668,1814,2551,732,791,427,1760,647,52312,2117,13798,1952,38514,2117,21453,1898,17061,2087,83378,2554,17580,1482,13637,1598,3943,1010,2396,839,1547,752,65798,1880,14356,1835,51442,2324,30285,2100,21157,2243,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,358168,4389,171365,2814,40520,1774,31557,1936,8963,1595,3037,768,5926,1306,130845,1980,24093,2719,106752,2949,57067,2658,49685,3043,186803,2816,40741,2103,29535,2142,11206,1738,5285,1244,5921,1353,146062,1684,23021,2376,123041,2795,66855,3003,56186,3438,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33235,1460,15740,1273,3953,702,3588,765,365,301,140,141,225,218,11787,866,3226,917,8561,1102,3870,925,4691,954,17495,868,3708,601,2312,653,1396,635,576,517,820,423,13787,745,2753,745,11034,1003,4920,1012,6114,1199,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63356,2782,28772,2235,6124,1220,4520,1046,1604,869,51,90,1553,864,22648,2211,4124,1699,18524,2017,9425,1629,9099,1711,34584,1911,7661,1589,5186,1551,2475,1332,905,1097,1570,792,26923,1452,3241,1011,23682,1512,11976,1716,11706,1681,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7855,869,3403,699,779,428,341,321,438,345,34,55,404,332,2624,604,504,395,2120,396,320,223,1800,402,4452,759,1447,623,966,681,481,315,160,188,321,269,3005,572,374,418,2631,487,643,334,1988,655,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,92286,4046,42333,2438,11055,1468,8059,1367,2996,709,971,614,2025,643,31278,1983,4527,1014,26751,1898,13993,2147,12758,2039,49953,2441,11796,1578,8005,1512,3791,1057,1806,736,1985,679,38157,1614,3884,1040,34273,1848,18572,2054,15701,1980,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,999118,10194,484252,6593,124694,4348,99883,4972,24811,3046,6235,1751,18576,2901,359558,4604,60231,4398,299327,6197,170928,6288,128399,6897,514866,5562,120723,3886,94485,4339,26238,3394,7151,2058,19087,2617,394143,3595,53397,3545,340746,4815,198264,5671,142482,6167,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,56679,3028,26292,1911,6137,1382,4845,1167,1292,742,201,266,1091,674,20155,1172,6438,1193,13717,1284,7546,1366,6171,1245,30387,1762,7049,1015,4539,1105,2510,764,815,387,1695,725,23338,1180,7092,1274,16246,1523,8884,1125,7362,1245,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7733,983,2683,679,537,251,317,203,220,159,138,129,82,95,2146,605,519,396,1627,516,1136,435,491,330,5050,697,1112,405,452,314,660,307,529,294,131,146,3938,537,577,395,3361,450,2096,506,1265,461,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,455242,7971,212686,5011,52058,2859,40624,3085,11434,1905,3123,1140,8311,1650,160628,3333,27969,3730,132659,3750,83753,4370,48906,4366,242556,4259,53859,2183,41848,2425,12011,1937,5319,1557,6692,1525,188697,3295,26941,3241,161756,3965,99200,3547,62556,3910,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,501712,7684,231518,4544,54909,3018,44769,3302,10140,1854,3300,938,6840,1712,176609,3406,42315,3971,134294,4666,79858,3412,54436,4425,270194,4652,51222,2667,40232,2746,10990,1717,5069,1024,5921,1563,218972,3292,42733,2855,176239,3950,106425,3570,69814,3850,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11492,1378,5234,862,1740,764,1589,766,151,141,79,67,72,133,3494,860,603,307,2891,740,1441,569,1450,576,6258,941,818,449,458,398,360,205,294,188,66,109,5440,761,1572,678,3868,704,1840,554,2028,754,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,130617,3336,61970,2192,18434,1759,14738,1643,3696,1040,1765,645,1931,697,43536,1121,9659,1375,33877,1746,17348,1904,16529,2013,68647,2121,21731,1428,16829,1680,4902,1096,3548,1107,1354,593,46916,1544,9744,1446,37172,1701,18785,1831,18387,1832,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4833,1100,2132,700,470,342,406,331,64,93,0,189,64,93,1662,574,397,249,1265,533,410,258,855,553,2701,806,437,245,279,222,158,141,57,103,101,105,2264,765,599,463,1665,624,1054,592,611,310,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9489,2369,2875,1114,796,545,796,545,0,210,0,210,0,210,2079,884,901,504,1178,638,684,582,494,281,6614,1636,1433,699,1404,689,29,49,0,210,29,49,5181,1302,3608,1056,1573,637,810,470,763,375,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
