GEO_ID,C27001H_001E,C27001H_001M,C27001H_002E,C27001H_002M,C27001H_003E,C27001H_003M,C27001H_004E,C27001H_004M,C27001H_005E,C27001H_005M,C27001H_006E,C27001H_006M,C27001H_007E,C27001H_007M,C27001H_008E,C27001H_008M,C27001H_009E,C27001H_009M,C27001H_010E,C27001H_010M,NAME,C27001H_001EA,C27001H_001MA,C27001H_002EA,C27001H_002MA,C27001H_003MA,C27001H_003EA,C27001H_004MA,C27001H_004EA,C27001H_005MA,C27001H_005EA,C27001H_006EA,C27001H_006MA,C27001H_007EA,C27001H_007MA,C27001H_008MA,C27001H_008EA,C27001H_009MA,C27001H_009EA,C27001H_010MA,C27001H_010EA,state
0400000US32,1437756,1966,258059,360,227482,4597,30577,4523,924761,1874,737403,10637,187358,10496,254936,705,252493,2027,2443,1839,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1199700,1696,243364,790,235219,2156,8145,2033,784159,1011,673528,4775,110631,4983,172177,312,171640,487,537,393,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5113217,5854,1032865,2210,997274,5020,35591,4668,3189654,4522,2842624,12989,347030,11577,890698,1946,887272,2258,3426,903,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,819725,2045,135056,1116,128983,2279,6073,1730,517336,2097,432110,5375,85226,5363,167333,699,166887,793,446,339,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11122773,7262,2153343,3109,2085273,6903,68070,5846,7117080,4031,6397113,17599,719967,17274,1852350,2691,1844058,3247,8292,2170,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6152740,4667,1252111,1432,1182316,8713,69795,8772,3902233,4500,3230041,17403,672192,17347,998396,1371,996958,1545,1438,433,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,593479,797,122028,287,117024,1449,5004,1523,381951,852,341269,3573,40682,3457,89500,273,89370,298,130,100,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9225534,3664,1994393,1321,1880353,9015,114040,8794,5824283,2765,4949124,16404,875159,16305,1406858,2225,1402124,2540,4734,1110,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2536374,2209,518703,528,479965,3470,38738,3467,1593105,2057,1266468,10040,326637,10177,424566,888,423291,974,1275,433,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2988511,3640,562820,1743,529023,4976,33797,4589,1924055,2341,1565374,11199,358681,10628,501636,1120,500686,1272,950,470,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9954357,5168,1945370,2025,1842247,6357,103123,5995,6302525,3912,5558568,16831,743957,15602,1706462,2044,1700349,2345,6113,1377,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,784953,2381,138029,1237,134433,1531,3596,1095,513441,1748,452938,5791,60503,5686,133483,588,133188,673,295,278,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2938453,3774,594086,1000,553412,5163,40674,4984,1847737,3245,1497661,11571,350076,12031,496630,932,495762,1136,868,562,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,682656,1518,152743,731,147921,1317,4822,1212,423544,1209,371819,3973,51725,3793,106369,351,105911,498,458,324,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4759157,3595,1003052,1348,956998,4669,46054,4738,3008291,3209,2473279,15129,535012,14900,747814,1159,746278,1321,1536,677,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11274310,8434,2314297,4253,2120206,12471,194091,11856,7209006,6749,5886064,24909,1322942,23932,1751007,2413,1744580,2838,6427,1806,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2229425,2963,656830,1366,608470,5693,48360,5565,1337797,2233,1133835,8504,203962,8345,234798,459,234108,575,690,417,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,583508,687,113810,287,111021,1227,2789,1160,380864,609,346837,2695,34027,2591,88834,258,88615,323,219,178,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5092671,5230,1038716,1814,995313,5398,43403,5081,3281174,4879,2881374,14400,399800,13773,772781,1491,770946,1531,1835,725,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4835684,4622,945253,1841,899560,5685,45693,5015,3151104,3485,2662144,13277,488960,12850,739327,750,737280,1000,2047,716,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1705869,1719,346399,1357,331749,2952,14650,2576,1078024,1700,842951,8851,235073,9255,281446,751,280950,816,496,383,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4688805,2391,970225,634,933496,3589,36729,3639,3000653,2139,2699801,9402,300852,8887,717927,1009,716217,1079,1710,538,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,479088,1019,105576,602,98633,1667,6943,1548,308281,843,251376,4071,56905,4099,65231,251,64967,393,264,326,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,27854,3797,5486,1722,4996,1637,490,411,19348,2577,16621,2429,2727,1015,3020,851,3018,851,2,5,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
