GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001MA,B13004_001EA,B13004_002EA,B13004_002MA,B13004_003EA,B13004_003MA,B13004_004EA,B13004_004MA,B13004_005MA,B13004_005EA,B13004_006MA,B13004_006EA,B13004_007EA,B13004_007MA,B13004_008EA,B13004_008MA,B13004_009EA,B13004_009MA,B13004_010EA,B13004_010MA,B13004_011MA,B13004_011EA,state
0400000US22,1109699,4425,65120,4226,33514,3359,31606,3831,6519,1409,25087,3639,1044579,5795,435842,8475,608737,9342,67283,5070,541454,9947,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,293266,2207,13738,1728,9266,1403,4472,1004,2018,716,2454,783,279528,2599,126806,4474,152722,4655,33719,2867,119003,5022,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1441281,5224,78085,4718,48130,3750,29955,3121,7825,1793,22130,2421,1363196,6133,576686,9064,786510,9999,84375,4993,702135,11001,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1569716,4288,77584,4822,53151,4031,24433,2747,7729,1287,16704,2475,1492132,6269,654453,10196,837679,10207,115106,6406,722573,10016,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2296793,4830,121591,5367,76977,4537,44614,3380,13666,1906,30948,2787,2175202,6810,948317,8685,1226885,9954,153313,5698,1073572,9868,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1245766,4199,74388,4107,51666,3291,22722,2476,9297,1486,13425,1841,1171378,5763,562948,8478,608430,8371,107125,5139,501305,8345,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,708341,4505,36580,3072,19030,2109,17550,2280,1828,802,15722,2196,671761,5328,280525,8685,391236,8909,32582,3247,358654,9308,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1396748,4600,77777,4768,49162,3604,28615,3209,8437,1602,20178,2421,1318971,6401,620919,10516,698052,10945,102052,6106,596000,11007,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,218625,2487,12550,1567,9570,1331,2980,866,1198,522,1782,637,206075,2717,97463,3871,108612,4227,18534,2563,90078,4373,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,416415,2355,25414,2135,19182,1901,6232,961,2451,748,3781,830,391001,3290,192988,4880,198013,4810,29479,2576,168534,5101,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,661329,3231,35200,3360,23149,2712,12051,1916,4861,1366,7190,1401,626129,4701,282617,8261,343512,8125,47538,4379,295974,8067,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,298780,2309,14165,2154,11403,1967,2762,831,1015,673,1747,645,284615,3092,139328,3665,145287,3022,27299,2691,117988,3174,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2121653,5106,107892,5377,77898,4682,29994,2630,9044,1494,20950,2419,2013761,7569,925093,10987,1088668,11542,109604,5322,979064,11693,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,476247,2880,29593,3320,15577,2531,14016,2364,4293,1255,9723,2023,446654,4528,188489,5766,258165,6425,38054,3100,220111,6622,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4769275,7054,244049,8060,160144,6915,83905,5403,23420,2853,60485,4282,4525226,10432,1873494,14555,2651732,15437,298514,9171,2353218,17019,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2328305,8243,132595,7071,84786,6046,47809,4639,12811,2331,34998,4418,2195710,9715,1038358,14314,1157352,14986,133498,7553,1023854,17002,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,152399,1850,10353,1576,7265,1329,3088,833,732,421,2356,674,142046,2213,69247,3062,72799,3720,11800,1531,60999,3601,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2650149,5705,142035,5722,86408,4386,55627,3857,15856,2543,39771,2711,2508114,8671,1117588,12685,1390526,13520,197944,7399,1192582,13687,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,873464,4120,53300,2721,32156,2187,21144,2265,7826,1381,13318,1789,820164,4864,415090,6865,405074,7331,51412,3918,353662,7802,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,894921,3615,48676,4125,33619,3455,15057,2233,5689,1321,9368,1791,846245,5679,399187,8348,447058,8047,83730,5148,363328,8229,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2888670,5941,145678,5504,87399,4520,58279,3481,16957,2298,41322,3338,2742992,7936,1227765,12651,1515227,14454,195999,7255,1319228,15125,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,246432,1819,13156,1925,7355,1282,5801,1265,1842,640,3959,1161,233276,2356,98795,4280,134481,4233,19673,2421,114808,4137,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1094534,4996,68554,4365,38505,3333,30049,3445,6482,1525,23567,2971,1025980,5969,479622,9891,546358,11270,56491,4213,489867,11772,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,180956,2084,11201,1878,7013,1491,4188,1059,2274,799,1914,686,169755,2441,81982,3157,87773,3339,13790,1748,73983,3597,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1525510,6228,85149,4934,53129,3765,32020,3507,7501,1487,24519,3371,1440361,7253,680386,10413,759975,11604,87683,5524,672292,12775,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6355480,12413,381943,12554,246174,9740,135769,7609,30464,2989,105305,6249,5973537,17372,2871535,23107,3102002,27960,333403,11106,2768599,25613,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,691115,3145,51147,3496,43607,3030,7540,1441,2405,975,5135,1092,639968,4564,341888,6593,298080,6123,25798,2934,272282,6244,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,139591,1436,6194,1006,4439,911,1755,483,813,320,942,400,133397,1516,63488,2377,69909,2473,16174,1733,53735,2750,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1973086,7112,109641,5685,75413,4956,34228,3085,9536,1774,24692,3041,1863445,8956,899871,11397,963574,12697,113063,5189,850511,12528,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1626440,5545,91066,4819,66376,3914,24690,2506,10880,1716,13810,2098,1535374,6655,741020,9931,794354,10118,131997,6098,662357,10598,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,409319,3480,18177,2224,11787,1744,6390,1328,1451,513,4939,1270,391142,4404,186141,4757,205001,6073,30261,2631,174740,6167,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1314313,4132,68861,3707,47677,3156,21184,2056,8654,1447,12530,1863,1245452,5285,581498,8894,663954,9502,111376,5493,552578,10038,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,127490,1477,6951,1314,4798,1000,2153,785,1440,695,713,407,120539,1931,59465,2968,61074,3076,13512,1810,47562,2610,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,924032,3728,39270,2954,18302,1959,20968,2241,6591,1335,14377,1843,884762,4811,307429,7647,577333,8528,73085,4663,504248,8539,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
