GEO_ID,B11002G_001E,B11002G_001M,B11002G_002E,B11002G_002M,B11002G_003E,B11002G_003M,B11002G_004E,B11002G_004M,B11002G_005E,B11002G_005M,B11002G_006E,B11002G_006M,B11002G_007E,B11002G_007M,B11002G_008E,B11002G_008M,B11002G_009E,B11002G_009M,B11002G_010E,B11002G_010M,B11002G_011E,B11002G_011M,B11002G_012E,B11002G_012M,NAME,B11002G_001MA,B11002G_001EA,B11002G_002MA,B11002G_002EA,B11002G_003EA,B11002G_003MA,B11002G_004EA,B11002G_004MA,B11002G_005EA,B11002G_005MA,B11002G_006MA,B11002G_006EA,B11002G_007MA,B11002G_007EA,B11002G_008EA,B11002G_008MA,B11002G_009EA,B11002G_009MA,B11002G_010EA,B11002G_010MA,B11002G_011EA,B11002G_011MA,B11002G_012MA,B11002G_012EA,state
0400000US41,93551,8899,73090,8316,47625,6832,46319,6530,1306,794,8218,2706,7119,2420,1099,562,17247,4035,15213,3506,2034,804,20461,2819,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,139540,10922,118018,10814,62259,6436,61775,6375,484,335,13020,3351,11248,3040,1772,631,42739,6213,40614,6023,2125,881,21522,3146,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16145,3605,13281,3247,5940,1679,5940,1679,0,207,1579,1285,1525,1272,54,76,5762,2419,5621,2332,141,177,2864,1290,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,46509,6652,40988,6908,24858,5176,24519,5163,339,369,3648,1795,3214,1580,434,368,12482,4549,11124,4310,1358,1055,5521,1257,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10712,2942,8960,2696,5123,2002,5014,1968,109,185,1477,1283,950,754,527,644,2360,1243,2356,1242,4,7,1752,964,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,77531,9238,63664,8263,37242,6017,36798,5926,444,552,5832,2450,5565,2375,267,207,20590,4940,19566,4834,1024,666,13867,3159,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,401738,18840,336384,18085,224895,16708,223495,16524,1400,621,30824,6080,28713,5675,2111,862,80665,9645,75134,8994,5531,1759,65354,6018,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,38136,5683,33732,5671,25480,5194,25319,5157,161,173,1731,1053,1623,1018,108,129,6521,2417,6126,2291,395,352,4404,1407,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8282,1577,6725,1518,4472,1201,4458,1203,14,22,453,501,440,496,13,22,1800,990,1473,816,327,215,1557,605,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,156616,13273,132693,12791,89037,11097,85803,10737,3234,1318,10537,3883,9565,3579,972,697,33119,6034,31238,5758,1881,815,23923,4197,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,197613,12576,160401,11820,111419,9837,110674,9781,745,509,14474,4337,12125,3529,2349,1092,34508,5432,31721,4904,2787,1154,37212,4800,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,26567,3105,22344,3135,14238,2757,14086,2710,152,177,1240,648,982,557,258,188,6866,2322,6580,2134,286,339,4223,1331,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,64830,7570,51044,6990,27786,4167,27464,4143,322,291,6237,2569,5347,2284,890,517,17021,4142,15691,3871,1330,686,13786,2903,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8892,2012,5831,1945,3718,1687,3718,1687,0,189,317,408,317,408,0,189,1796,1107,1394,840,402,379,3061,975,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,491325,16707,436170,15760,221780,12342,220591,12257,1189,787,47722,7129,41577,6255,6145,1276,166668,13128,159027,12466,7641,1606,55155,4551,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
