GEO_ID,B16005I_001E,B16005I_001M,B16005I_002E,B16005I_002M,B16005I_003E,B16005I_003M,B16005I_004E,B16005I_004M,B16005I_005E,B16005I_005M,B16005I_006E,B16005I_006M,B16005I_007E,B16005I_007M,B16005I_008E,B16005I_008M,B16005I_009E,B16005I_009M,B16005I_010E,B16005I_010M,B16005I_011E,B16005I_011M,NAME,B16005I_001EA,B16005I_001MA,B16005I_002EA,B16005I_002MA,B16005I_003EA,B16005I_003MA,B16005I_004MA,B16005I_004EA,B16005I_005MA,B16005I_005EA,B16005I_006EA,B16005I_006MA,B16005I_007EA,B16005I_007MA,B16005I_008EA,B16005I_008MA,B16005I_009MA,B16005I_009EA,B16005I_010EA,B16005I_010MA,B16005I_011MA,B16005I_011EA,state
0400000US15,111252,-555555555,100948,1976,82911,3186,18037,2503,15868,2374,2169,842,10304,1976,1236,494,9068,1954,4694,1433,4374,1593,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,158841,590,103373,4215,52458,4687,50915,4322,44952,4090,5963,1273,55468,4141,4451,1874,51017,3745,14847,2209,36170,3498,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1863388,2043,1039619,12046,317641,12837,721978,14235,583757,15521,138221,9005,823769,12035,24498,3554,799271,12111,229282,9072,569989,12490,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,350132,2509,210735,5794,109036,6473,101699,5263,80769,5036,20930,2716,139397,5765,5943,1344,133454,5795,39566,3689,93888,5522,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,134067,1187,81744,3707,43555,3890,38189,2758,30973,2392,7216,1629,52323,3502,2989,776,49334,3537,12026,2106,37308,3264,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,269763,1374,165353,4958,90591,5602,74762,4314,61075,4302,13687,2321,104410,5274,4291,1221,100119,5083,30752,2953,69367,4314,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,113538,1762,61591,3841,35426,3401,26165,3513,20275,2724,5890,1522,51947,3583,5595,1895,46352,3496,13132,1954,33220,3385,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,180115,2027,92944,5432,55484,4650,37460,4173,30956,3394,6504,1707,87171,5574,4904,1389,82267,5420,26847,3252,55420,5117,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16221,685,12822,1275,8453,1423,4369,1051,3054,915,1315,582,3399,1011,952,548,2447,908,1310,555,1137,666,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,437685,935,185090,7436,79609,6337,105481,7589,91016,7246,14465,2744,252595,7418,32686,5356,219909,8388,78242,6067,141667,6730,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,585697,500,380073,8172,118815,8027,261258,8049,183254,6041,78004,5098,205624,8168,9535,1383,196089,8210,64935,5247,131154,6767,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,395580,1122,294703,4994,184671,6441,110032,4973,89225,4884,20807,2686,100877,4764,8019,1475,92858,4885,32469,3426,60389,4309,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,223145,1821,123641,4673,63228,5174,60413,4139,47029,3492,13384,2579,99504,4227,8560,1692,90944,4184,28085,2917,62859,3819,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72128,3442,39086,3830,22094,3396,16992,2619,12001,2304,4991,1400,33042,3564,1073,485,31969,3539,9179,1813,22790,2936,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,189401,1822,121036,4340,77123,4926,43913,3727,35334,3348,8579,1344,68365,3835,5167,1155,63198,3951,22567,2772,40631,3810,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25957,1114,23711,1790,19238,2273,4473,1411,4077,1392,396,264,2246,921,871,605,1375,566,700,363,675,365,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,150236,1469,86236,4452,46220,4949,40016,3015,32374,2795,7642,1386,64000,4433,2564,846,61436,4594,15914,2453,45522,3608,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,660059,666,358652,10096,142812,10102,215840,9029,179464,9488,36376,4034,301407,10212,13832,3185,287575,10420,97811,7841,189764,8971,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,34372,981,24308,1865,13089,1724,11219,1917,8530,1989,2689,1061,10064,1711,1760,593,8304,1546,3339,907,4965,1188,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1457303,489,774698,12523,231352,11243,543346,12804,419910,12458,123436,6202,682605,12566,27518,3628,655087,12324,186804,8194,468283,12870,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,887201,655,721142,9558,346869,11862,374273,10409,323577,10575,50696,4389,166059,9468,6971,1453,159088,9522,49320,4376,109768,8485,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3204266,1532,1849074,18672,589605,17188,1259469,19870,973410,17171,286059,12212,1355192,18736,66960,5541,1288232,18119,361554,13879,926678,17533,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,718920,3518,331780,9767,121135,9390,210645,10143,160384,8950,50261,6028,387140,9300,19104,5261,368036,9752,107139,8263,260897,9926,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12733,729,11722,912,6618,865,5104,1036,4144,1072,960,536,1011,415,152,122,859,388,616,357,243,202,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,321223,2186,238140,3943,144207,5562,93933,4428,70056,4091,23877,2464,83083,3758,8686,1833,74397,3876,25719,2603,48678,3408,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,304286,1428,184101,4838,98808,6594,85293,4316,69184,4213,16109,2015,120185,4587,4722,1060,115463,4745,34445,2862,81018,5020,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,409276,1058,237041,9252,114377,9025,122664,6826,100732,5851,21932,2771,172235,9183,8883,1734,163352,9142,47877,4851,115475,7601,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,670416,1736,504874,8098,204329,8704,300545,9042,217342,7652,83203,6006,165542,7958,17624,3087,147918,7548,50967,4309,96951,6428,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,121732,444,65693,4445,17031,3022,48662,4309,37198,3639,11464,1931,56039,4419,4715,1842,51324,4230,16200,2736,35124,3199,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,211955,2441,105760,6235,51450,6226,54310,5483,45034,5307,9276,1582,106195,5790,7055,2355,99140,5906,29783,3816,69357,5493,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20183,1250,12880,1514,6731,1092,6149,1319,4423,915,1726,803,7303,1366,141,107,7162,1364,1477,558,5685,1208,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,256795,3336,120842,6394,57057,6918,63785,4928,49967,5005,13818,2544,135953,5883,5687,1775,130266,6167,37817,3935,92449,5364,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8793232,2857,5837448,38196,1992111,39938,3845337,36277,3001531,33398,843806,22319,2955784,38069,108987,7919,2846797,37952,754163,22093,2092634,30521,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,326873,1028,184929,6504,98276,8545,86653,5513,76052,5732,10601,2316,141944,6641,7082,1874,134862,6577,51796,4786,83066,6044,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8369,477,6431,875,4624,987,1807,717,1795,716,12,27,1938,757,292,253,1646,703,800,421,846,424,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,580864,2812,279492,9037,122372,7772,157120,7608,132314,7026,24806,3182,301372,8893,17593,2694,283779,9212,104063,7441,179716,8412,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,693285,836,423186,10335,215825,9407,207361,8912,162338,8525,45023,4545,270099,10173,13308,2604,256791,10467,74322,5629,182469,8821,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,18772,1199,13873,1239,10511,1593,3362,1153,2184,874,1178,524,4899,930,104,120,4795,931,2107,776,2688,704,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,302615,1200,199300,5166,104335,5130,94965,4924,66398,4568,28567,3443,103315,5000,8113,1834,95202,5110,27689,2788,67513,5075,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,46020,807,35523,2148,25856,2045,9667,1899,8689,1794,978,499,10497,1777,128,174,10369,1755,5570,1110,4799,1246,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3453180,4467,3348206,8231,156507,9913,3191699,13624,499980,12122,2691719,18500,104974,6871,4085,1024,100889,6727,11750,2144,89139,6255,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
