GEO_ID,C25116_001E,C25116_001M,C25116_002E,C25116_002M,C25116_003E,C25116_003M,C25116_004E,C25116_004M,C25116_005E,C25116_005M,C25116_006E,C25116_006M,C25116_007E,C25116_007M,C25116_008E,C25116_008M,C25116_009E,C25116_009M,C25116_010E,C25116_010M,C25116_011E,C25116_011M,C25116_012E,C25116_012M,C25116_013E,C25116_013M,C25116_014E,C25116_014M,C25116_015E,C25116_015M,NAME,C25116_001EA,C25116_001MA,C25116_002EA,C25116_002MA,C25116_003EA,C25116_003MA,C25116_004MA,C25116_004EA,C25116_005MA,C25116_005EA,C25116_006EA,C25116_006MA,C25116_007EA,C25116_007MA,C25116_008EA,C25116_008MA,C25116_009MA,C25116_009EA,C25116_010MA,C25116_010EA,C25116_011EA,C25116_011MA,C25116_012EA,C25116_012MA,C25116_013MA,C25116_013EA,C25116_014MA,C25116_014EA,C25116_015MA,C25116_015EA,state
0400000US13,3494542,15336,2256703,18001,507199,13039,314803,10396,192396,7054,1749504,17734,1412817,15659,336687,6601,1237839,18123,422770,12248,339361,10956,83409,4670,815069,12227,775822,11826,39247,3140,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,448563,5562,254700,5244,47944,3101,26095,2309,21849,1919,206756,4582,144150,4626,62606,2227,193863,5082,60127,3608,44838,3069,15289,1706,133736,5002,121424,4811,12312,1583,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,580193,6204,398816,6649,81652,4544,45343,3234,36309,2874,317164,7017,246490,6766,70674,2295,181377,6700,62427,3735,47437,3496,14990,1819,118950,5341,112927,4967,6023,1339,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4737208,12865,3190282,18062,747982,12489,428093,10339,319889,7798,2442300,16758,1946897,15856,495403,6060,1546926,16631,624290,12784,467331,11954,156959,6171,922636,13352,868159,12886,54477,3167,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2467111,11107,1720062,14287,383777,9041,219843,7354,163934,5469,1336285,12801,1064945,11250,271340,4596,747049,12479,303394,9114,228150,8574,75244,4051,443655,9496,419987,9191,23668,2621,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1216765,7072,880368,8898,205421,5271,112607,4227,92814,3083,674947,8289,533992,7606,140955,3277,336397,7489,152970,5721,109858,4994,43112,2791,183427,6380,172642,6177,10785,1121,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101701,5567,747079,8180,168194,5417,92488,4461,75706,3287,578885,7497,461600,7165,117285,2803,354622,5979,144953,4853,108201,5073,36752,2368,209669,6855,198895,6912,10774,1346,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1672134,9367,1151479,11521,273536,7491,151024,5892,122512,4506,877943,11821,687030,10551,190913,3739,520655,11195,197982,8130,149350,7420,48632,3198,322673,9090,303745,8831,18928,1916,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1702030,9725,1130694,10222,272596,7472,157703,6285,114893,4825,858098,11057,672821,10749,185277,3789,571336,10145,219935,6765,177637,6627,42298,2731,351401,9795,329890,9431,21511,1944,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,552051,5238,391697,5080,86160,3934,48367,3133,37793,2369,305537,5709,240208,4722,65329,2180,160354,5460,70798,4213,47847,3761,22951,2020,89556,4246,81580,4025,7976,1278,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2134517,9936,1437447,9760,328279,7789,201467,6973,126812,5023,1109168,8889,885425,8858,223743,4301,697070,9889,264544,8355,199979,7508,64565,3825,432526,9549,404594,9614,27932,2591,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2532067,9349,1573279,12931,345700,8970,193819,6198,151881,5627,1227579,11928,973977,11484,253602,4098,958788,13982,396671,10454,272705,9365,123966,4766,562117,11597,519459,10952,42658,2958,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3772433,14208,2706280,14314,651808,9674,370157,7545,281651,6228,2054472,14657,1600733,13414,453739,4881,1066153,10655,440751,9246,326308,7999,114443,4566,625402,10314,588196,9666,37206,2308,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2096477,7824,1525449,9656,343593,7728,215013,6433,128580,4539,1181856,9664,961918,8618,219938,3809,571028,8946,256586,7636,176832,6724,79754,3644,314442,8043,294022,7473,20420,2213,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1080991,8431,754663,8918,184920,6556,105522,5508,79398,3918,569743,9579,441796,8584,127947,3248,326328,6852,112976,5685,86765,5041,26211,2424,213352,6490,201881,6475,11471,1422,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2341074,10807,1593031,12451,370223,9194,205424,7872,164799,5796,1222808,13089,949915,11929,272893,4513,748043,11337,298343,8313,225057,7411,73286,3359,449700,10683,422800,10555,26900,2141,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,404250,4567,274570,4597,67210,3371,37311,2740,29899,2119,207360,4703,159992,4529,47368,2113,129680,4780,56343,3729,40684,3224,15659,1708,73337,3893,69323,3720,4014,862,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,723800,4514,484308,5955,108397,4247,59498,3156,48899,2588,375911,5612,300255,5187,75656,2159,239492,5819,100031,3670,74307,3767,25724,1945,139461,5238,130288,5109,9173,1165,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,982352,9598,552991,9890,128301,6141,77349,5275,50952,3381,424690,9166,322402,8562,102288,4049,429361,9097,143346,6792,111702,6818,31644,2564,286015,8947,266587,8685,19428,2165,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,516454,4150,369070,5978,69342,3992,41069,2751,28273,2371,299728,5204,239472,4981,60256,1842,147384,4801,61315,3960,43599,3351,17716,1918,86069,4360,80257,4152,5812,986,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3167629,9918,2060480,13626,427510,9697,222055,7234,205455,6434,1632970,13484,1287949,13718,345021,5610,1107149,14128,401535,10006,279391,9320,122144,4847,705614,11940,650134,12059,55480,3227,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767285,6715,523004,7065,126779,5143,72406,4344,54373,3438,396225,6507,302873,6513,93352,3103,244281,6805,93229,5358,73272,4791,19957,2193,151052,6418,142573,6530,8479,1394,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7187938,18167,3851687,18573,858082,16158,469248,12235,388834,8621,2993605,18545,2335733,16870,657872,7889,3336251,18987,1261382,16769,889451,14964,371931,8811,2074869,19178,1866251,17920,208618,6156,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3683364,19202,2449902,20860,581642,12933,341669,10677,239973,6967,1868260,18886,1457169,16894,411091,7150,1233462,17570,449901,11293,352601,9455,97300,5223,783561,15053,740432,14641,43129,3634,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,283440,2528,186254,3477,42932,2802,26480,2415,16452,1265,143322,3412,114839,3268,28483,1079,97186,3186,45167,2867,32337,2185,12830,1348,52019,2994,48067,2861,3952,692,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4538555,15280,3039713,16684,727067,10864,405842,9143,321225,6500,2312646,15544,1798606,14665,514040,5697,1498842,14730,637655,12007,473597,10654,164058,5092,861187,12235,807684,11765,53503,3144,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1442731,7338,966998,7973,232174,5597,123185,4858,108989,3794,734824,7794,569757,7502,165067,3327,475733,8920,176750,5626,135386,4896,41364,2628,298983,8214,282742,7845,16241,1569,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1516979,8379,922012,11388,209846,7682,115574,6014,94272,4464,712166,9461,535802,9513,176364,4453,594967,11145,221412,8016,162311,7428,59101,3712,373555,9269,351646,9165,21909,2358,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4937333,13801,3431023,18207,785436,12325,425935,9026,359501,6859,2645587,17729,2055490,15254,590097,6844,1506310,15295,682473,11645,469181,9394,213292,6463,823837,12574,751831,11411,72006,3667,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,412259,3948,249754,5701,56306,3401,31548,2646,24758,1755,193448,5174,152270,4500,41178,2024,162505,5344,69843,3954,47681,3272,22162,2162,92662,4786,85405,4439,7257,1012,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1768834,12783,1223474,12626,291913,8975,163510,7819,128403,5339,931561,13571,710300,12587,221261,4666,545360,11328,191578,7909,152010,7651,39568,2985,353782,9397,332514,9439,21268,2662,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323215,3255,221382,3961,49364,2937,29221,2501,20143,1793,172018,4200,137369,3699,34649,1559,101833,4336,43703,3235,30953,2719,12750,1468,58130,3511,52718,3335,5412,761,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2467428,12592,1660076,14005,398021,10666,230679,8282,167342,5451,1262055,15444,975544,14293,286511,5376,807352,12867,317588,9296,248127,8712,69461,3158,489764,11414,461675,10990,28089,3023,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8850370,21114,5568300,32153,1079228,15437,635673,13470,443555,9269,4489072,29138,3636956,29000,852116,8266,3282070,27556,1131021,18487,924244,17329,206777,6879,2151049,25551,2039954,24177,111095,5476,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,884253,5722,613499,6550,100390,4291,60805,3589,39585,2565,513109,7113,418244,7070,94865,2921,270754,7097,74963,4180,59076,3944,15887,1901,195791,6219,189088,6094,6703,1191,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,257358,2656,183452,2866,41566,2435,24543,1977,17023,1247,141886,2902,111136,2495,30750,1114,73906,2835,29570,2295,20638,1880,8932,1304,44336,2408,41665,2234,2671,620,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2990650,13887,2013595,16957,447719,10427,269062,8345,178657,5911,1565876,16199,1236765,14863,329111,5313,977055,13943,339362,8388,261996,7302,77366,4370,637693,11639,600780,11079,36913,2670,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2632621,9876,1653712,13459,358846,8437,216906,7493,141940,5460,1294866,12603,1026014,11922,268852,4278,978909,14209,365545,8292,278488,8096,87057,4193,613364,12341,575370,11557,37994,3446,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,735408,6147,531392,6308,133913,5168,68637,4614,65276,2811,397479,6963,298525,6140,98954,2866,204016,5469,87585,3959,66885,3435,20700,2063,116431,4978,108390,4987,8041,1583,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2275352,8388,1543908,11604,340658,8813,196301,6760,144357,4677,1203250,11720,960186,10713,243064,3622,731444,10367,315004,6735,220339,6248,94665,3387,416440,8892,390666,8284,25774,2028,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222539,3310,157223,3270,35742,2388,22172,2003,13570,1354,121481,3510,97874,3270,23607,1358,65316,3158,24295,2335,18485,2136,5810,1064,41021,3074,38964,2975,2057,740,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1256151,8804,876741,9559,191086,6163,99441,4122,91645,4124,685655,9063,488654,8623,197001,4035,379410,8608,116802,5121,79340,4259,37462,2673,262608,7114,238181,6675,24427,1925,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
