GEO_ID,B10052_001E,B10052_001M,B10052_002E,B10052_002M,B10052_003E,B10052_003M,B10052_004E,B10052_004M,B10052_005E,B10052_005M,B10052_006E,B10052_006M,B10052_007E,B10052_007M,B10052_008E,B10052_008M,B10052_009E,B10052_009M,B10052_010E,B10052_010M,B10052_011E,B10052_011M,NAME,B10052_001MA,B10052_001EA,B10052_002MA,B10052_002EA,B10052_003MA,B10052_003EA,B10052_004EA,B10052_004MA,B10052_005EA,B10052_005MA,B10052_006MA,B10052_006EA,B10052_007MA,B10052_007EA,B10052_008MA,B10052_008EA,B10052_009EA,B10052_009MA,B10052_010EA,B10052_010MA,B10052_011MA,B10052_011EA,state
0400000US21,97243,6001,34417,3239,18664,2201,11006,1624,7658,1322,15753,2333,62826,4646,36007,3155,25054,2770,10953,1572,26819,3135,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119017,7044,35931,3269,18799,2455,10114,2029,8685,1439,17132,2406,83086,6010,45693,3900,32475,3556,13218,1755,37393,4077,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16669,2391,4927,1176,1340,546,756,403,584,316,3587,1008,11742,1959,5960,1533,4888,1537,1072,369,5782,1132,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,139056,7568,32455,3868,10457,1939,5862,1486,4595,1124,21998,2995,106601,7038,37710,3292,25651,2886,12059,1826,68891,6075,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,121429,6469,31169,3180,10305,1854,5899,1363,4406,982,20864,2492,90260,5355,27522,3309,17401,2596,10121,1731,62738,4150,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,169478,6403,52020,3500,17371,1949,10062,1566,7309,1183,34649,3067,117458,5649,47778,3798,33144,3385,14634,1743,69680,4347,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67331,4180,14645,1439,5116,992,2691,768,2425,618,9529,1066,52686,4019,21965,2679,16037,2362,5928,1115,30721,3151,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,81024,4730,25736,2549,13143,1651,7971,1271,5172,1144,12593,2144,55288,4291,31718,3431,23230,2970,8488,1466,23570,2634,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110793,6798,31686,2670,12420,2095,6310,1299,6110,1352,19266,2402,79107,5863,34323,3766,24794,3180,9529,1942,44784,4464,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14202,1779,4764,1095,2097,634,1087,539,1010,371,2667,831,9438,1379,4969,1077,3970,1001,999,309,4469,1003,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24071,2560,5722,1117,2627,679,962,405,1665,510,3095,754,18349,2143,9241,1518,6974,1299,2267,599,9108,1500,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,67920,7019,16541,2614,5415,1498,2819,892,2596,968,11126,2146,51379,6260,19551,3324,13195,2630,6356,1658,31828,5174,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19020,2342,4176,1188,929,434,422,255,507,370,3247,1060,14844,1995,4137,1047,2703,745,1434,657,10707,1792,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,187065,7517,47510,3300,8897,1578,3570,900,5327,1241,38613,2909,139555,6963,36972,4048,23044,3433,13928,2069,102583,5973,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54584,4571,13527,2088,5953,1377,2940,1014,3013,846,7574,1572,41057,3894,20442,2658,14040,2202,6402,1277,20615,2592,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,429952,10870,101926,4895,26324,2382,14123,1836,12201,1710,75602,4400,328026,8787,106755,6408,73670,5840,33085,2957,221271,7771,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,215558,11723,63454,4747,26130,2846,14173,2202,11957,1773,37324,4192,152104,9880,75315,6010,53737,5584,21578,2623,76789,6556,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6933,1585,1709,576,375,168,165,122,210,114,1334,540,5224,1382,2840,1292,2462,1281,378,181,2384,715,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,223311,8729,58740,3544,26613,2621,15474,1807,11139,1582,32127,2725,164571,7696,78236,4589,56906,3886,21330,2379,86335,6076,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,86271,5240,27133,2179,14186,1781,8013,1246,6173,1088,12947,1556,59138,4443,29843,3054,21635,2485,8208,1266,29295,2955,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,65602,5886,19053,2702,6116,1277,3374,1153,2742,684,12937,2396,46549,4866,18305,2557,11115,2037,7190,1564,28244,3867,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,230575,9728,64173,4705,20368,2524,11331,1802,9037,1462,43805,3703,166402,8253,60153,4407,43687,3752,16466,2057,106249,6690,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19988,2693,4898,1279,972,435,625,376,347,211,3926,1227,15090,2478,5449,1484,3457,1222,1992,790,9641,1955,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,115047,6529,34417,3669,15564,2301,8452,1714,7112,1325,18853,2783,80630,5443,37558,4060,27131,3651,10427,1557,43072,4260,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10829,1829,3020,713,1732,610,604,308,1128,514,1288,483,7809,1573,3901,901,2276,690,1625,602,3908,1256,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,150135,7218,47727,4055,20840,2436,13026,2093,7814,1452,26887,3005,102408,6145,50013,4165,35366,3809,14647,1590,52395,4341,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,767352,18603,204578,8742,85381,5804,48975,4711,36406,3634,119197,6544,562774,16900,243302,10227,187099,9509,56203,4326,319472,13302,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60860,4833,13325,1979,3591,1002,2135,900,1456,544,9734,1754,47535,4055,14718,2512,9726,2086,4992,1180,32817,3334,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6898,1230,2028,501,441,227,245,145,196,162,1587,513,4870,1100,2610,1023,2045,896,565,344,2260,558,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,177902,9459,45010,3858,15873,2148,8834,1601,7039,1399,29137,2886,132892,8202,54167,4878,35194,3709,18973,2481,78725,6357,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,119251,6727,33246,2983,9142,1637,4602,1056,4540,1243,24104,2777,86005,5754,35552,4099,24181,3452,11371,2030,50453,4339,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,40205,4015,13063,1579,6419,1288,3468,909,2951,742,6644,1060,27142,3494,13935,2019,10166,1568,3769,1034,13207,2481,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69431,3520,16315,1613,6229,1175,4134,1052,2095,556,10086,1290,53116,3642,20100,2585,14451,2245,5649,1009,33016,3389,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7592,1449,1989,707,1197,558,505,341,692,448,792,486,5603,1243,3221,901,1893,632,1328,536,2382,802,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,110953,5185,36218,2874,15471,1836,7890,1562,7581,1232,20747,2026,74735,4570,36118,3648,25185,2901,10933,1928,38617,3408,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
