GEO_ID,C27001I_001E,C27001I_001M,C27001I_002E,C27001I_002M,C27001I_003E,C27001I_003M,C27001I_004E,C27001I_004M,C27001I_005E,C27001I_005M,C27001I_006E,C27001I_006M,C27001I_007E,C27001I_007M,C27001I_008E,C27001I_008M,C27001I_009E,C27001I_009M,C27001I_010E,C27001I_010M,NAME,C27001I_001EA,C27001I_001MA,C27001I_002EA,C27001I_002MA,C27001I_003EA,C27001I_003MA,C27001I_004MA,C27001I_004EA,C27001I_005MA,C27001I_005EA,C27001I_006MA,C27001I_006EA,C27001I_007EA,C27001I_007MA,C27001I_008EA,C27001I_008MA,C27001I_009MA,C27001I_009EA,C27001I_010MA,C27001I_010EA,state
0400000US29,211385,1670,84331,2093,72510,2957,11821,2165,119012,1992,68551,3883,50461,3391,8042,1197,7380,1139,662,460,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28609,699,11924,1214,10198,1263,1726,711,15336,1217,9793,1307,5543,1198,1349,509,1349,509,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,170812,833,71016,797,62149,2156,8867,1930,95651,1021,54000,3223,41651,3305,4145,843,3869,873,276,220,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,729100,1591,265338,110,201193,6383,64145,6395,433369,2016,235252,8961,198117,8966,30393,997,26425,1544,3968,1267,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,37996,1116,13566,509,12631,803,935,587,22989,996,15441,1761,7548,1701,1441,445,1219,510,222,247,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1585223,1801,470076,369,428934,4150,41142,4134,1017097,1656,608721,11388,408376,11020,98050,1108,91677,1771,6373,1421,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,959088,1183,303885,148,274206,4139,29679,4149,566583,1380,369123,9195,197460,9141,88620,892,85910,1322,2710,990,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3456373,2793,979475,1056,927417,4777,52058,4595,2220034,2965,1526779,17629,693255,17676,256864,1546,247387,2428,9477,2001,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,812086,2241,321384,2978,265465,7744,55919,7286,474991,4017,182760,8349,292231,8460,15711,1804,13778,2039,1933,1062,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14396,761,5649,541,5105,566,544,349,8319,786,5728,842,2591,790,428,287,428,287,0,143,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,356171,2227,136800,1442,122128,3054,14672,2491,203266,1912,134118,4219,69148,4188,16105,1458,15603,1483,502,327,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,341405,920,137645,329,113296,2732,24349,2662,193003,1255,89803,4370,103200,4572,10757,947,9795,993,962,397,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,461066,912,183743,79,162278,3533,21465,3509,263529,1596,143547,7114,119982,7015,13794,1411,12817,1366,977,480,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,730583,2074,266247,1040,244845,3154,21402,3088,434350,2166,304879,8555,129471,8379,29986,1270,29009,1257,977,511,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,133672,354,46120,97,42991,1019,3129,1031,82130,427,55263,3512,26867,3472,5422,259,5336,298,86,139,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,234237,2076,84845,2225,69039,3112,15806,2971,143438,2748,61741,4872,81697,4577,5954,1452,5351,1275,603,626,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21889,1219,8279,547,7415,651,864,548,13112,1079,5563,1379,7549,1453,498,150,482,160,16,28,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,291519,2723,111192,2076,91738,3895,19454,3595,173286,2611,67592,5757,105694,6090,7041,1441,6040,1326,1001,751,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9652198,4825,3395630,2197,2788119,20340,607511,20271,5706141,5280,2953164,33455,2752977,33762,550427,3385,517310,4868,33117,3851,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,369200,602,147824,320,107568,4568,40256,4559,210509,1081,115365,6047,95144,6028,10867,1018,9789,1227,1078,631,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8975,454,2811,607,2801,609,10,19,5770,552,4916,546,854,364,394,226,394,226,0,145,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,632730,3465,210050,2456,181567,4734,28483,4114,402148,3720,226568,8312,175580,8405,20532,1652,19007,1723,1525,782,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,776593,1790,307389,897,279108,5258,28281,5263,446750,2510,233474,7410,213276,7378,22454,1551,19996,1556,2458,852,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19592,1020,6700,1132,6170,1174,530,396,11617,1264,8829,1334,2788,910,1275,544,1275,544,0,184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,340099,1151,137330,881,124738,2274,12592,2335,191772,1411,122117,4539,69655,4601,10997,857,10667,864,330,238,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,50547,324,19673,604,15829,753,3844,890,28422,899,17739,1611,10683,1644,2452,529,2452,529,0,189,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3642392,4666,868042,1923,834211,4207,33831,3913,2220166,3377,1982564,10795,237602,10816,554184,1206,550334,1595,3850,1000,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
