GEO_ID,C05003G_001E,C05003G_001M,C05003G_002E,C05003G_002M,C05003G_003E,C05003G_003M,C05003G_004E,C05003G_004M,C05003G_005E,C05003G_005M,C05003G_006E,C05003G_006M,C05003G_007E,C05003G_007M,C05003G_008E,C05003G_008M,C05003G_009E,C05003G_009M,C05003G_010E,C05003G_010M,C05003G_011E,C05003G_011M,C05003G_012E,C05003G_012M,C05003G_013E,C05003G_013M,C05003G_014E,C05003G_014M,C05003G_015E,C05003G_015M,NAME,C05003G_001EA,C05003G_001MA,C05003G_002EA,C05003G_002MA,C05003G_003MA,C05003G_003EA,C05003G_004MA,C05003G_004EA,C05003G_005MA,C05003G_005EA,C05003G_006MA,C05003G_006EA,C05003G_007MA,C05003G_007EA,C05003G_008EA,C05003G_008MA,C05003G_009EA,C05003G_009MA,C05003G_010EA,C05003G_010MA,C05003G_011EA,C05003G_011MA,C05003G_012EA,C05003G_012MA,C05003G_013EA,C05003G_013MA,C05003G_014EA,C05003G_014MA,C05003G_015EA,C05003G_015MA,state
0400000US13,190234,12372,95339,8034,54775,6346,53576,6242,1199,723,40564,4222,33080,3897,7484,1789,94895,6999,46462,5300,46100,5232,362,303,48433,3982,38328,3395,10105,2196,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,331552,13187,167217,7101,65448,3926,64754,3828,694,765,101769,5126,98138,5078,3631,1246,164335,7595,62071,4092,61681,4102,390,344,102264,5126,98143,5116,4121,1442,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,39460,4126,20538,2914,9327,1773,8762,1715,565,761,11211,2215,9946,2149,1265,853,18922,2399,9308,2012,9229,2001,79,132,9614,1425,7793,1147,1821,868,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,263559,12405,131018,7791,63896,4836,61736,4739,2160,855,67122,5224,50011,4245,17111,2808,132541,6762,65541,4644,64602,4609,939,464,67000,4537,52911,3825,14089,1951,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,142369,7286,71389,4683,38424,3924,37939,3843,485,592,32965,2708,28943,2310,4022,1172,70980,4656,37966,3420,37397,3310,569,405,33014,2936,28728,2475,4286,1269,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,60888,4827,30172,2944,17743,2066,17482,2100,261,356,12429,1789,10468,1672,1961,843,30716,3015,17947,2433,17876,2427,71,102,12769,1752,11157,1582,1612,728,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,96539,6414,47745,3844,25594,2750,25136,2654,458,566,22151,2611,20148,2447,2003,830,48794,3788,24492,2858,23906,2854,586,655,24302,2295,22450,2260,1852,767,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,80247,6532,37436,3850,21977,2593,21977,2593,0,189,15459,2240,13270,1704,2189,1171,42811,4219,24824,3569,24017,3495,807,675,17987,2106,16576,2032,1411,744,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,77661,6414,38308,4330,20816,3512,20581,3501,235,225,17492,2187,14650,1954,2842,920,39353,3942,16300,2868,16160,2881,140,120,23053,2400,20603,2417,2450,696,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25067,2640,14888,1799,8270,1419,8121,1402,149,151,6618,1256,5850,1071,768,658,10179,1640,4872,991,4872,991,0,157,5307,979,4888,943,419,277,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,151945,8308,77186,4820,38027,3537,37469,3542,558,323,39159,3510,27414,2632,11745,2242,74759,5213,37826,3733,37346,3752,480,494,36933,2995,27880,2485,9053,1570,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,168058,11199,84945,6711,36147,3468,34002,3332,2145,851,48798,4957,27076,2847,21722,3652,83113,6261,31738,3219,30342,3133,1396,728,51375,4322,32202,2937,19173,3009,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,252831,9915,125427,5517,63482,4147,62746,4178,736,483,61945,3752,54308,3747,7637,1314,127404,6137,62943,4211,61987,4073,956,524,64461,3569,56485,3495,7976,1339,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,134971,8828,69082,4951,40523,3892,40054,3904,469,242,28559,2730,23473,2142,5086,1479,65889,5108,35107,3230,34670,3177,437,400,30782,2868,26951,2491,3831,1177,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,34342,4658,16970,2753,9742,2230,9700,2218,42,85,7228,1506,6591,1516,637,457,17372,2827,10078,2273,10078,2273,0,206,7294,1408,6333,1311,961,537,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,145134,7914,71505,4412,36224,3190,34882,3048,1342,774,35281,3092,31424,2809,3857,1136,73629,5860,34671,3805,34034,3796,637,384,38958,3264,33682,2817,5276,1232,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24125,2788,11060,1827,4632,1129,4623,1124,9,27,6428,1309,6161,1253,267,211,13065,1944,6781,1317,6474,1401,307,434,6284,1234,6034,1220,250,227,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,40375,3846,18853,2253,11235,1300,11171,1306,64,60,7618,1625,6111,1467,1507,655,21522,2490,12372,2037,12308,1998,64,102,9150,1380,7715,1316,1435,575,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,105845,10551,49475,5328,23697,3856,23319,3850,378,321,25778,3119,20417,2496,5361,1980,56370,6957,26036,4488,25603,4509,433,453,30334,3748,25119,3450,5215,1408,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22642,2360,10951,1781,5614,1402,5614,1402,0,184,5337,988,4364,803,973,660,11691,1692,5208,1056,5208,1056,0,184,6483,1051,5473,960,1010,470,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,216816,12912,103590,7639,46429,4496,44842,4496,1587,576,57161,4984,34016,3226,23145,2776,113226,7034,47065,3810,44090,3681,2975,845,66161,4683,41480,3962,24681,2599,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,64215,5875,33279,3273,15588,2667,15436,2678,152,256,17691,1940,16224,1934,1467,644,30936,4094,12928,3006,12464,2979,464,618,18008,2109,16042,2102,1966,991,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,526783,16971,257775,9422,106503,5739,103335,5558,3168,1072,151272,6262,95148,5286,56124,4433,269008,10504,108605,6198,104275,6258,4330,1333,160403,6965,97199,5756,63204,4838,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,204855,14449,98084,7205,57060,5857,55867,5804,1193,678,41024,3590,35215,3265,5809,1650,106771,9054,54683,5484,53915,5469,768,441,52088,5550,45924,5460,6164,1424,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12654,1852,5446,1119,2748,777,2542,751,206,236,2698,747,2454,725,244,184,7208,1338,4075,1132,4025,1137,50,85,3133,805,2905,777,228,205,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,266099,11306,135709,6509,80306,5274,79082,5271,1224,606,55403,3758,50793,3555,4610,1059,130390,6520,70190,4182,69671,4181,519,283,60200,3983,54951,3752,5249,1243,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,301647,9225,147673,5428,62478,3384,62186,3404,292,224,85195,3436,81319,2993,3876,1612,153974,5446,64785,3256,64327,3195,458,525,89189,3479,86851,3384,2338,686,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,134681,7065,66918,4909,26091,2775,25389,2780,702,749,40827,3524,37006,3301,3821,1308,67763,3572,27079,2606,26712,2664,367,441,40684,2953,37309,2724,3375,1421,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,247261,11270,124657,6933,70606,5110,69853,5044,753,451,54051,3886,44697,3435,9354,1674,122604,6021,66213,4031,65369,4044,844,512,56391,3689,48246,3090,8145,1535,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28756,4167,14986,2380,6335,1413,6250,1419,85,103,8651,1762,6346,1523,2305,831,13770,2277,6076,1277,5989,1267,87,117,7694,1453,6174,1291,1520,556,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,84391,7046,39539,3777,23859,3079,23527,3051,332,398,15680,2454,13894,2156,1786,985,44852,4689,22959,3358,22493,3338,466,457,21893,3013,19493,2734,2400,1085,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20140,2746,9629,1768,4917,1305,4917,1305,0,155,4712,1140,4613,1118,99,153,10511,1638,4654,923,4654,923,0,155,5857,1216,5857,1216,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,121474,7801,60376,5269,31351,4061,30611,4042,740,602,29025,2854,25098,2692,3927,1139,61098,4851,30676,3097,29812,3075,864,612,30422,3579,27598,3313,2824,1075,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,596902,18892,295864,11851,137695,8218,134458,8035,3237,1039,158169,8203,120119,7720,38050,4258,301038,10835,139290,7610,135764,7652,3526,1161,161748,6396,129454,5579,32294,3326,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,69358,6379,34852,3856,19438,2641,19125,2635,313,296,15414,2627,13827,2590,1587,598,34506,3815,18210,2337,17804,2329,406,442,16296,2409,13064,2124,3232,1010,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,13639,1462,7214,983,2868,668,2815,656,53,101,4346,951,3882,882,464,391,6425,935,2432,643,2432,643,0,145,3993,685,3511,570,482,331,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,240746,14173,123950,8697,62411,5698,61282,5705,1129,685,61539,5236,44076,4225,17463,3145,116796,7833,51804,4525,50830,4405,974,487,64992,5046,47415,4532,17577,3473,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,320819,12964,161330,7345,78249,4731,77828,4708,421,288,83081,5227,73528,4926,9553,2164,159489,8117,76283,5816,75568,5756,715,519,83206,4953,72756,4828,10450,2167,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38367,2797,19174,2229,9289,1361,9289,1361,0,184,9885,1650,8998,1532,887,467,19193,1895,8444,1238,8444,1238,0,184,10749,1394,10024,1277,725,614,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,116797,6125,59488,4255,31465,2856,31244,2852,221,166,28023,2686,25685,2577,2338,606,57309,3712,28936,2582,28850,2585,86,72,28373,2492,27003,2447,1370,429,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15640,2461,8882,1936,3781,1256,3551,1138,230,340,5101,1364,4816,1314,285,295,6758,1362,2699,792,2699,792,0,189,4059,1052,3742,967,317,412,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,497663,15956,241089,8560,71124,4908,70859,4947,265,320,169965,6715,164630,6506,5335,1286,256574,10006,66772,4623,66632,4645,140,234,189802,7786,182033,7800,7769,1625,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
