GEO_ID,B20017B_001E,B20017B_001M,B20017B_002E,B20017B_002M,B20017B_003E,B20017B_003M,B20017B_004E,B20017B_004M,B20017B_005E,B20017B_005M,B20017B_006E,B20017B_006M,B20017B_007E,B20017B_007M,NAME,B20017B_001EA,B20017B_001MA,B20017B_002EA,B20017B_002MA,B20017B_003EA,B20017B_003MA,B20017B_004EA,B20017B_004MA,B20017B_005EA,B20017B_005MA,B20017B_006EA,B20017B_006MA,B20017B_007EA,B20017B_007MA,state
0400000US34,31433,604,32309,1128,45939,1427,10459,698,30716,761,41215,826,10826,715,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26479,3614,30245,6592,40274,4693,7409,4818,21704,4822,30543,2525,11585,3030,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,29644,701,30078,807,40529,557,9227,479,29187,897,39494,915,10482,378,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,22112,424,23980,1058,33721,1388,7607,496,21167,497,30045,763,8749,554,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,10797,2617,11567,2634,40287,20736,4908,5466,7483,7758,30861,7050,5372,2570,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21122,364,21511,526,33079,1823,7004,437,20763,545,31098,594,8329,640,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,20896,970,23410,1880,35045,2515,6165,910,19262,1487,26823,1549,7491,768,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,24002,5101,30686,5034,45345,6305,9176,1072,20971,3749,31915,2976,8680,2921,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,24100,761,24701,1248,36565,1196,7695,671,23624,953,35606,673,8814,729,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,25662,1685,26898,1742,35162,7674,7301,1998,22512,5546,32763,3633,6985,2059,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20928,487,24165,1412,33071,1349,7343,690,18975,722,26099,583,8063,745,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21683,3499,24732,3783,26355,3758,11963,16545,10987,4539,24277,18943,9805,6093,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22374,642,22587,1158,35462,969,7999,897,22205,836,30862,771,8867,731,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26193,443,28031,1268,38267,1727,9504,613,24746,767,33302,997,9298,504,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22219,3676,24348,4511,32898,4258,10217,3347,16724,7187,26432,2616,8708,3405,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7941,4887,11429,27036,45980,627,7195,5824,6380,4429,23894,17562,5244,3449,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,27346,542,29972,898,41206,783,8256,671,25694,649,34840,1092,8755,632,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,27824,1908,30874,1517,39813,2580,10015,2284,24470,2406,39570,5000,10828,1429,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17905,3282,20381,3244,35640,7668,4367,1157,15435,5281,22246,2470,6822,2023,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,19343,1185,19204,2541,35514,2634,7009,834,19403,1339,30352,816,8777,976,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,17933,9469,17203,11947,24037,9585,12496,9769,19208,14478,23886,10672,6818,9873,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15504,559,15473,689,22545,1472,6120,613,15546,865,21600,1027,7240,992,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
