GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001EA,C01001A_001MA,C01001A_002EA,C01001A_002MA,C01001A_003EA,C01001A_003MA,C01001A_004EA,C01001A_004MA,C01001A_005MA,C01001A_005EA,C01001A_006EA,C01001A_006MA,C01001A_007MA,C01001A_007EA,C01001A_008EA,C01001A_008MA,C01001A_009EA,C01001A_009MA,state
0400000US16,1465484,5687,732506,3554,199689,1986,442490,2500,90327,591,732978,3318,187681,1999,440304,2213,104993,649,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9328438,27666,4595973,15877,1048400,7047,2966009,10914,581564,1734,4732465,14599,997188,7724,2955944,9109,779333,2138,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5512023,8881,2713005,5964,645550,3580,1727511,3928,339944,960,2799018,4570,617815,3426,1729746,3156,451457,811,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2800812,4987,1381105,3481,322348,2369,866944,2070,191813,373,1419707,2977,305137,2109,858651,1819,255919,649,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2442531,6705,1206970,4263,296270,2915,756056,2780,154644,689,1235561,4045,279871,2887,753449,2259,202241,628,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3837605,5487,1883150,3679,436603,2146,1206237,2863,240310,597,1954455,3406,415291,2106,1224068,2204,315096,742,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2874839,6593,1419855,4783,317303,2764,916938,3344,185614,585,1454984,4125,304307,2537,908246,2746,242431,933,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1264494,1599,618375,1218,127224,765,397204,773,93947,183,646119,1253,118756,704,408419,773,118944,352,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3414300,13228,1670411,7578,354664,3999,1086744,5003,229003,745,1743889,7059,343158,3696,1101205,4397,299526,1332,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5305948,12504,2568181,7207,534405,4137,1681818,5441,351958,980,2737767,6900,510231,3785,1741629,4541,485907,1162,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7830903,9530,3861710,5981,863901,3393,2467106,3761,530703,815,3969193,5253,818832,3248,2467086,3192,683275,935,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4577875,7618,2269016,4739,510224,2786,1464152,3003,294640,306,2308859,3898,485029,2274,1447452,2428,376378,498,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1770546,4486,872974,3989,198065,2967,549829,2083,125080,589,897572,3486,189762,2827,544266,1528,163544,643,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4991510,7231,2453418,4764,565208,2799,1550960,3461,337250,820,2538092,4033,536586,2620,1565054,2932,436452,874,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,891294,2197,448372,1661,96232,997,284378,1042,67762,265,442922,1328,88908,890,277087,1005,76927,270,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1624885,5966,804872,3995,194911,2629,506083,2068,103878,566,820013,3351,184666,2078,499782,2084,135565,650,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1948463,15765,993196,8529,222594,4351,635680,5944,134922,1095,955267,9413,211678,4970,597634,5643,145955,1116,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1240868,2868,612309,2061,130176,1279,401616,1329,80517,273,628559,1481,123348,785,405113,966,100098,333,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6104543,20959,2975490,11587,670192,5444,1888826,8562,416472,1514,3129053,12584,636074,5679,1918066,8404,574913,2316,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1492790,15175,736600,8010,172553,5313,456475,4684,107572,1402,756190,8801,164532,4690,461995,5137,129663,1508,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12710382,29843,6217071,17220,1308245,7941,4033613,11511,875213,3002,6493311,17508,1232689,7774,4071249,12201,1189373,3561,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6768523,16949,3317972,10435,736182,5936,2129657,6944,452133,1236,3450551,10986,709215,6641,2152167,6358,589169,1504,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,614327,1430,310218,1069,63653,574,204788,876,41777,140,304109,844,62333,684,188006,612,53770,44,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9566847,8300,4685292,5569,1065135,3222,2987610,3677,632547,801,4881555,4509,1014598,3125,3021847,2648,845110,1052,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2792094,7616,1378857,4132,307724,2694,874226,2874,196907,462,1413237,4753,291462,3337,871564,2364,250211,589,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3279357,12288,1619275,7309,343583,4028,1042965,4474,232727,1167,1660082,6526,323929,3635,1048851,3885,287302,864,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10485910,11661,5118869,7266,1069157,4373,3286562,5582,763150,1236,5367041,6663,1018593,3663,3313430,4554,1035018,1007,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,859000,5950,412329,3489,80502,1786,272261,2524,59566,441,446671,3324,78247,1884,284285,2046,84139,562,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3135216,8956,1540424,5494,330820,3390,979775,4240,229829,766,1594792,5370,315617,3701,993170,3061,286005,849,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,707944,2394,352799,1786,79617,917,223320,1259,49862,114,355145,1805,76845,1024,214846,1177,63454,175,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4990068,8309,2440774,4896,546789,3420,1555423,3517,338562,751,2549294,5510,520980,3697,1590647,3177,437667,983,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19149157,45618,9522332,24922,2556969,15260,5956038,15894,1009325,3816,9626825,25978,2425739,14459,5928318,15157,1272768,4186,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2486869,10393,1245381,6154,385497,3801,747313,3854,112571,714,1241488,5489,368821,2928,738638,3554,134029,747,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,596253,999,293593,738,59496,461,192879,511,41218,169,302660,847,56824,475,194666,560,51170,122,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5615742,14273,2784842,8869,605803,5662,1823797,6028,355242,1105,2830900,8379,566017,4770,1811873,5184,453010,1279,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5357161,15858,2674550,8727,574669,5128,1751151,5971,348730,1143,2682611,9000,541516,4600,1716123,5508,424972,1296,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1741915,2269,856037,2067,181030,1797,547300,1462,127707,217,885878,2580,171444,2105,551461,979,162973,391,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4980495,8349,2472059,4977,546727,2575,1594369,3183,330963,521,2508436,4928,518727,2856,1564337,2816,425372,848,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,515335,2893,260783,1990,60097,1604,168331,1099,32355,239,254552,2058,57885,1450,159919,1105,36748,356,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2539680,21485,1203186,11534,296178,5517,719726,9088,187282,2934,1336494,13545,283522,6313,811950,8446,241022,3791,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
