B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012MA,B08012_012EA,B08012_013MA,B08012_013EA,B08012_014EA,B08012_014MA,B08012_015MA,B08012_015EA,B08012_016MA,B08012_016EA,B08012_017MA,B08012_017EA,B08012_018MA,B08012_018EA,B08012_019EA,B08012_019MA,B08012_020EA,B08012_020MA,B08012_021MA,B08012_021EA,B08012_022MA,B08012_022EA,B08012_023EA,B08012_023MA,B08012_024EA,B08012_024MA,B08012_025EA,B08012_025MA,B08012_026MA,B08012_026EA,B08012_027MA,B08012_027EA,B08012_028EA,B08012_028MA,B08012_029EA,B08012_029MA,B08012_030EA,B08012_030MA,B08012_031EA,B08012_031MA,B08012_032MA,B08012_032EA,B08012_033EA,B08012_033MA,B08012_034EA,B08012_034MA,B08012_035EA,B08012_035MA,B08012_036EA,B08012_036MA,B08012_037MA,B08012_037EA,B08012_038MA,B08012_038EA,B08012_039MA,B08012_039EA,NAME,B08012_001EA,B08012_001MA,B08012_002EA,B08012_002MA,B08012_003EA,B08012_003MA,B08012_004MA,B08012_004EA,B08012_005MA,B08012_005EA,B08012_006MA,B08012_006EA,B08012_007EA,B08012_007MA,B08012_008EA,B08012_008MA,B08012_009EA,B08012_009MA,B08012_010MA,B08012_010EA,B08012_011MA,B08012_011EA,state
262320,10445,104861,7481,2087598,17565,50484,4569,158167,7847,267451,9922,297587,10821,290207,10869,113962,7512,320293,11950,65564,5091,92311,6496,205961,8837,157697,9885,67914,5531,1873230,18206,50038,4454,168489,7867,270601,9124,306961,9492,287225,10159,111111,5975,256201,9837,54219,5388,69620,5718,157195,8180,104623,5960,36947,4382,0400000US13,3960828,27338,100522,6287,326656,12654,538052,12497,604548,16298,577432,17039,225073,9326,576494,16012,119783,7206,161931,9401,363156,12983,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
37841,3524,12753,2306,334051,5475,8292,1437,29113,2735,43298,3822,47779,3516,51933,3351,18259,2175,59368,3574,8530,1684,13456,2127,26348,2269,19731,2541,7944,1748,286419,5817,7005,1284,31419,2453,38965,3064,41809,3610,40039,2771,11207,1550,53712,3607,5794,1069,9615,1351,23935,2620,18110,2225,4809,1107,0400000US15,620470,8301,15297,2109,60532,4015,82263,4622,89588,5037,91972,4227,29466,2622,113080,5480,14324,2097,23071,2529,50283,3760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
16074,2100,10289,1558,342979,6460,23543,2444,49002,3201,65509,3993,57068,3896,49727,4209,15010,2342,33300,3788,6078,1296,6749,1425,18271,2217,11018,1788,7704,1226,288450,6747,17386,2505,51042,3832,60437,4334,55280,4097,40241,3579,13347,1959,22456,2720,3765,1184,6963,1513,9892,1993,5056,917,2585,782,0400000US16,631429,9185,40929,3813,100044,4877,125946,5980,112348,5992,89968,5579,28357,2960,55756,5156,9843,1797,13712,2065,28163,3168,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
448916,12356,164208,7353,2924573,14815,81920,4403,246996,9723,354030,9938,359538,10619,373883,8838,161911,7171,425638,11987,94309,5141,158062,8259,306477,11777,259295,8962,102514,5327,2657244,15285,76905,4024,273302,7683,358816,8884,377476,10177,360951,9399,165996,6637,346231,9883,83412,4455,121685,5262,241155,7683,189621,7960,61694,4311,0400000US17,5581817,24092,158825,6657,520298,11814,712846,12931,737014,15584,734834,12356,327907,10318,771869,16233,177721,7144,279747,10148,547632,13689,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
111336,6263,51977,3124,1473656,12360,53437,3637,155364,5942,213720,7482,225883,8672,220052,8143,102317,5533,187221,6253,44251,3443,54744,4138,112514,5246,69646,4236,34507,2678,1320583,10763,46002,2937,169220,7050,221908,7347,228242,7014,209687,7012,84345,4225,151093,6086,32338,2885,45000,4127,73588,4516,41690,3945,17470,2095,0400000US18,2794239,16673,99439,4578,324584,9738,435628,10837,454125,11572,429739,11135,186662,7058,338314,8458,76589,4460,99744,5961,186102,6542,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
35052,2849,17730,1718,753580,7193,53774,3346,126849,5199,145330,4806,119392,5712,103757,4667,43445,3389,64752,4016,13547,1345,17910,1806,31168,2369,22494,2479,11162,1405,689706,6627,45716,2589,128898,4907,137896,5385,115094,4462,99547,4249,39164,3095,57340,3249,11805,1032,14428,1865,20692,1851,12558,1488,6568,895,0400000US19,1443286,9704,99490,4468,255747,7244,283226,7662,234486,7514,203304,6051,82609,4662,122092,4887,25352,1839,32338,2287,51860,3081,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
27635,2307,15569,1964,699873,7647,42911,2956,106508,4483,124858,5159,125073,4855,105578,4794,37944,3129,73032,3946,13810,1698,13211,1685,28370,3293,17127,1818,11451,1666,620228,8372,37706,2504,111696,4668,121436,5251,111937,4616,92922,4499,35336,2481,54064,3494,10609,1648,11537,1652,18359,1862,10508,1360,4118,792,0400000US20,1320101,11191,80617,3836,218204,7160,246294,8334,237010,6797,198500,6857,73280,4230,127096,5029,24419,2302,24748,2455,46729,3746,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
65608,4066,32775,2204,921426,10191,35305,2783,101145,5306,131923,6182,152031,5788,144310,6565,59275,3818,122170,5453,22774,2589,26811,2662,57817,3902,43954,3443,23911,1771,837309,9549,29434,2769,106450,5033,148100,5635,154143,6263,135159,5918,56297,3486,93810,4309,18975,2024,21100,2420,43323,3058,21654,2023,8864,1379,0400000US21,1758735,14655,64739,4039,207595,8155,280023,7659,306174,9308,279469,8099,115572,5631,215980,6937,41749,3194,47911,3634,101140,5043,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
88257,5344,54314,3453,990505,11156,35556,3339,100714,4903,142730,6223,161567,7185,143451,6664,48961,4122,138680,5891,22038,3086,24801,2712,69146,4488,58949,4455,43912,3115,909576,11070,34375,2990,107006,4887,160740,7389,168092,7525,138863,7196,46378,3880,117624,5905,20412,2471,22993,2413,53383,3583,29308,2874,10402,1513,0400000US22,1900081,16781,69931,4733,207720,7640,303470,10357,329659,10548,282314,10587,95339,5364,256304,8729,42450,3874,47794,3757,122529,6040,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
26420,2206,13200,1538,302930,4336,18180,1916,35895,2609,44534,2722,42523,3091,40181,2888,18221,1968,37561,2722,8147,1253,10254,1417,21788,2147,17224,1756,8422,1183,293835,4623,14636,1650,39119,2730,49099,3333,47960,3156,45578,3267,19598,2126,32960,2219,6763,984,7072,1077,17076,1714,9196,1178,4778,1063,0400000US23,596765,6425,32816,2803,75014,4064,93633,4190,90483,4877,85759,4289,37819,2972,70521,3722,14910,1541,17326,2097,38864,2765,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
287874,8945,116727,5553,1391644,10983,21297,2981,74988,4753,129079,6593,162736,6693,181431,7223,79479,5037,222036,8482,50150,3623,75918,4809,171819,6528,158878,5765,63833,4066,1347332,12661,21467,2394,97942,5081,137961,6264,181573,6805,178875,6535,80673,5716,188240,7101,45507,3879,71634,4695,161570,7254,128996,5766,52894,3843,0400000US24,2738976,16481,42764,3826,172930,7787,267040,9836,344309,9888,360306,9535,160152,7894,410276,11236,95657,5713,147552,7000,333389,9456,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
251069,8673,83762,4617,1570320,10451,40512,3405,127602,5246,187895,6569,201206,7027,196794,6887,87232,4570,237841,7354,56341,3457,72484,4246,166127,6151,145899,6381,50387,3606,1501611,11171,45867,3361,153784,6468,210544,7266,214689,6159,203263,6829,86567,4262,209576,6685,44790,3108,63073,4214,130913,5539,105170,5846,33375,2894,0400000US25,3071931,14397,86379,4582,281386,8775,398439,9408,415895,9600,400057,9685,173799,5760,447417,10491,101131,5127,135557,6148,297040,8432,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
160976,6207,77526,3658,2031766,13845,66847,4044,201698,6837,289855,7139,307709,8370,300275,7445,141466,5575,270408,7628,63175,3570,84158,4050,153905,5539,101131,4539,51139,2853,1918642,14491,68154,3497,228248,6290,309904,8552,325591,9696,311048,8610,126357,5468,225578,7832,55795,3618,66338,3841,115397,5024,59845,3635,26387,2146,0400000US26,3950408,19078,135001,5472,429946,10317,599759,11560,633300,13787,611323,12477,267823,7996,495986,12670,118970,4981,150496,6001,269302,7968,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
94960,4520,40600,2673,1316968,9418,57199,3117,150203,4611,192529,5933,197302,5766,194171,7094,90700,4366,182470,6073,34333,2781,51258,3500,85385,3986,55108,3376,26310,2005,1228336,8798,47497,2635,166987,5418,194761,6326,200694,5366,187514,5712,86950,3800,144787,4610,34697,2631,40846,2918,69461,3236,39852,3014,14290,1409,0400000US27,2545304,13952,104696,4413,317190,6925,387290,8471,397996,8178,381685,9179,177650,5884,327257,8018,69030,3608,92104,4950,154846,5311,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
46608,3898,27951,2639,595103,7606,31844,3826,59828,4283,90272,5771,93423,4999,79859,5573,34099,3516,85487,5537,14152,2264,17519,2221,36355,3639,31414,3280,20851,2377,542252,8822,28114,2698,67853,4360,88593,5595,93636,4694,77467,4971,33707,3406,68796,4781,14383,2099,15272,2333,32137,3323,15194,2419,7100,1312,0400000US28,1137355,11125,59958,4963,127681,6065,178865,8457,187059,6891,157326,7936,67806,5126,154283,7492,28535,2965,32791,3273,68492,5028,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
86645,5416,45324,3733,1340650,11101,56494,3831,150092,6404,188014,6398,209121,7567,193038,7631,84818,4772,187248,6730,42430,3695,46765,3001,98512,4949,53984,4048,30134,2880,1250959,11920,53443,4270,160424,6428,205663,6248,201846,6782,203446,7374,77987,4079,155787,5121,34772,3342,37434,3212,72306,4276,32661,2788,15190,1904,0400000US29,2591609,16435,109937,6173,310516,9203,393677,9450,410967,10486,396484,10841,162805,7083,343035,8228,77202,5080,84199,4442,170818,6958,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
10382,1328,8751,1621,231167,4865,16828,1564,43054,3239,51345,3402,39741,3161,28858,2538,6558,1614,17887,2181,3438,1241,3737,982,6510,1109,6643,978,6568,1383,212472,4585,16188,1904,42305,3059,46107,3506,37296,3156,29854,2451,8494,1447,14475,1826,2058,688,2644,698,7129,1251,3739,795,2183,769,0400000US30,443639,7084,33016,2611,85359,5105,97452,5728,77037,4628,58712,3589,15052,2349,32362,2983,5496,1417,6381,1290,13639,1836,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
14871,1520,10680,1922,469192,5263,33235,2327,77006,4241,90273,3513,85728,4299,65942,3350,28515,2743,42053,3280,6185,908,8225,1110,16046,1535,8909,1155,7075,1455,418828,5805,27634,1831,76629,3619,83436,4034,75932,4043,64802,3069,22835,1980,36080,2642,5353,831,6348,1120,10212,1340,5962,1001,3605,935,0400000US31,888020,8472,60869,3100,153635,5486,173709,4625,161660,6171,130744,4828,51350,3451,78133,4469,11538,1173,14573,1724,26258,1965,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
