B08501_049E,B08501_049M,B08501_050E,B08501_050M,B08501_051E,B08501_051M,B08501_052E,B08501_052M,B08501_053E,B08501_053M,B08501_054E,B08501_054M,B08501_055E,B08501_055M,B08501_056E,B08501_056M,GEO_ID,B08501_001E,B08501_001M,B08501_002E,B08501_002M,B08501_003E,B08501_003M,B08501_004E,B08501_004M,B08501_005E,B08501_005M,B08501_006E,B08501_006M,B08501_007E,B08501_007M,B08501_008E,B08501_008M,B08501_009E,B08501_009M,B08501_010E,B08501_010M,B08501_011E,B08501_011M,B08501_012E,B08501_012M,B08501_013E,B08501_013M,B08501_014E,B08501_014M,B08501_015E,B08501_015M,B08501_016E,B08501_016M,B08501_017E,B08501_017M,B08501_018E,B08501_018M,B08501_019E,B08501_019M,B08501_020E,B08501_020M,B08501_021E,B08501_021M,B08501_022E,B08501_022M,B08501_023E,B08501_023M,B08501_024E,B08501_024M,B08501_025E,B08501_025M,B08501_026E,B08501_026M,B08501_027E,B08501_027M,B08501_028E,B08501_028M,B08501_029E,B08501_029M,B08501_030E,B08501_030M,B08501_031E,B08501_031M,B08501_032E,B08501_032M,B08501_033E,B08501_033M,B08501_034E,B08501_034M,B08501_035E,B08501_035M,B08501_036E,B08501_036M,B08501_037E,B08501_037M,B08501_038E,B08501_038M,B08501_039E,B08501_039M,B08501_040E,B08501_040M,B08501_041E,B08501_041M,B08501_042E,B08501_042M,B08501_043E,B08501_043M,B08501_044E,B08501_044M,B08501_045E,B08501_045M,B08501_046E,B08501_046M,B08501_047E,B08501_047M,B08501_048E,B08501_048M,B08501_049EA,B08501_049MA,B08501_050EA,B08501_050MA,B08501_051MA,B08501_051EA,B08501_052MA,B08501_052EA,B08501_053MA,B08501_053EA,B08501_054EA,B08501_054MA,B08501_055EA,B08501_055MA,B08501_056MA,B08501_056EA,NAME,B08501_001MA,B08501_001EA,B08501_002MA,B08501_002EA,B08501_003MA,B08501_003EA,B08501_004EA,B08501_004MA,B08501_005EA,B08501_005MA,B08501_006EA,B08501_006MA,B08501_007MA,B08501_007EA,B08501_008MA,B08501_008EA,B08501_009EA,B08501_009MA,B08501_010EA,B08501_010MA,B08501_011EA,B08501_011MA,B08501_012MA,B08501_012EA,B08501_013MA,B08501_013EA,B08501_014MA,B08501_014EA,B08501_015EA,B08501_015MA,B08501_016EA,B08501_016MA,B08501_017EA,B08501_017MA,B08501_018MA,B08501_018EA,B08501_019MA,B08501_019EA,B08501_020EA,B08501_020MA,B08501_021EA,B08501_021MA,B08501_022EA,B08501_022MA,B08501_023MA,B08501_023EA,B08501_024MA,B08501_024EA,B08501_025EA,B08501_025MA,B08501_026EA,B08501_026MA,B08501_027EA,B08501_027MA,B08501_028EA,B08501_028MA,B08501_029MA,B08501_029EA,B08501_030MA,B08501_030EA,B08501_031EA,B08501_031MA,B08501_032EA,B08501_032MA,B08501_033EA,B08501_033MA,B08501_034EA,B08501_034MA,B08501_035EA,B08501_035MA,B08501_036EA,B08501_036MA,B08501_037EA,B08501_037MA,B08501_038EA,B08501_038MA,B08501_039EA,B08501_039MA,B08501_040MA,B08501_040EA,B08501_041MA,B08501_041EA,B08501_042EA,B08501_042MA,B08501_043EA,B08501_043MA,B08501_044EA,B08501_044MA,B08501_045EA,B08501_045MA,B08501_046MA,B08501_046EA,B08501_047MA,B08501_047EA,B08501_048EA,B08501_048MA,state
193640,9587,5286,866,8948,1552,81394,6676,47599,4570,21778,2500,15785,2034,12850,1643,0400000US13,4154601,29139,122354,6846,381103,11286,1937399,18314,961456,10609,369155,9391,236921,8600,146213,4952,3300185,26976,82208,5553,282044,10981,1536135,18399,784190,11687,301515,8569,195551,8176,118542,4995,437135,15761,18776,3287,53273,4944,219223,10579,92462,6497,28574,3087,15854,2263,8973,1570,88499,6246,4050,1321,12854,2483,40550,4122,16877,2626,7208,1641,4902,1253,2058,746,67660,5970,9062,1839,15970,2724,23725,3198,9012,1832,4527,1206,2982,965,2382,791,67482,6786,2972,1081,8014,1959,36372,5147,11316,2256,5553,1217,1847,665,1408,713,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
29592,2924,579,404,3015,944,9651,1762,6658,1627,2819,761,2768,812,4102,867,0400000US15,650007,8074,16061,1760,64486,2843,275881,4345,145479,3178,64226,3543,47379,3177,36495,2525,436367,7614,7090,1427,37478,2620,192996,4718,101284,3500,45155,3303,32695,2954,19669,1848,92382,4785,3404,880,9558,1674,38821,3344,20893,2168,7610,1244,6037,1294,6059,1624,38441,3611,1355,463,4842,1291,13443,1738,7934,1455,4469,1195,2714,717,3684,1085,32186,3522,2395,833,5903,1382,12178,2026,5143,1190,2555,759,1703,647,2309,1172,21039,2729,1238,612,3690,1129,8792,1715,3567,946,1618,595,1462,700,672,383,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
41471,4792,839,514,1729,927,14205,2189,11415,2690,5839,1746,4169,1296,3275,756,0400000US16,650977,9066,27514,3269,66742,3038,278117,5201,145283,4730,65524,3353,41529,2837,26268,2367,506000,9777,19917,2680,50737,2992,217578,6191,115239,4250,49976,3345,32046,2492,20507,2124,61989,4825,3428,1111,6473,1414,30367,3298,12154,1863,5401,999,2696,1147,1470,613,4809,1034,86,145,458,300,2148,823,749,374,669,368,597,411,102,134,22923,2898,1946,676,5526,1291,7687,1455,3200,955,2472,904,1419,630,673,408,13785,2281,1298,724,1819,808,6132,1725,2526,890,1167,751,602,299,241,223,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
238350,9003,6923,1577,11721,1786,86791,5452,65001,4562,24478,2343,21174,2236,22262,1899,0400000US17,5812277,24156,186803,6377,532952,9383,2564573,14848,1365888,11595,555629,9741,359938,8125,246494,6973,4263484,24963,119687,5524,347121,8551,1864547,14711,1045313,13325,429924,8225,275912,6770,180980,6142,508876,13404,25716,3071,55076,4431,231226,8186,113082,5880,41889,3540,26659,3229,15228,1887,523276,14182,11295,1797,66507,4753,268376,10064,97386,5316,38954,2863,23841,2339,16917,2229,181459,7544,18023,1901,40644,3601,69361,5431,25969,2724,12300,1680,8240,1406,6922,1249,96832,6114,5159,1200,11883,2062,44272,4106,19137,2687,8084,1718,4112,976,4185,1254,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
90794,5194,2857,674,5680,1067,30638,2672,23246,3016,11066,1609,8541,1570,8766,1207,0400000US18,2836280,19856,102733,4666,270191,7357,1200972,11661,671382,8580,285567,6737,185672,6317,119763,4662,2368404,19385,74166,4082,207739,7196,1010378,11631,571576,7833,244921,6357,160479,5696,99145,4645,251209,9835,13426,1850,28898,3327,116718,5756,53257,4270,20794,2099,10361,1613,7755,1104,26293,2923,737,409,4759,1316,10550,2119,6344,1150,1774,620,1521,613,608,284,59562,3972,8186,1166,16929,1946,16944,2341,8001,1462,4542,958,2617,687,2343,645,40018,3327,3361,927,6186,1447,15744,2312,8958,1561,2470,692,2153,584,1146,465,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
69772,3681,2986,704,5342,1105,22097,2194,16591,1677,7114,1167,7075,1184,8567,1226,0400000US19,1516771,10252,69747,3404,158104,4567,608846,6248,346991,4655,152390,4256,106013,4171,74680,3252,1219223,10778,49260,3139,115820,4701,496443,6264,286489,5175,128209,4134,85596,3539,57406,2678,136708,5496,7780,1422,15022,1729,62288,4375,30189,2307,9163,1113,7600,1366,4666,799,16591,2472,1225,476,4643,1221,6052,1376,2411,794,1022,420,919,437,319,204,53156,3630,6922,1029,13742,2043,14269,1624,7434,1140,4660,749,3350,670,2779,618,21321,2180,1574,545,3535,983,7697,1294,3877,793,2222,646,1473,543,943,342,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
59431,3662,1626,600,4103,983,18698,1935,14786,1928,6963,1239,6073,1027,7182,1007,0400000US20,1388460,12936,61021,3874,142795,5637,568333,8213,313523,5657,139326,4903,93381,4220,70081,3387,1134036,14005,48579,3334,110331,5098,467770,8629,257679,5668,116115,4721,78044,3654,55518,2855,140663,6612,5809,1114,17364,2751,64326,3950,30325,2499,11394,1648,6558,1118,4887,983,4762,1443,96,118,1262,1119,1586,515,771,355,582,344,232,188,233,174,32160,2765,3104,806,7824,1533,9946,1559,6055,1079,2239,533,1297,402,1695,480,17408,2487,1807,977,1911,641,6007,1501,3907,1031,2033,668,1177,567,566,327,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
52732,4271,1457,462,1884,693,17593,2405,12468,1824,8791,1742,4791,1339,5748,1314,0400000US21,1834339,14693,68835,4133,185578,5633,793284,8298,427433,7503,171813,5536,111761,4779,75635,3508,1528184,14492,48692,3437,146934,5333,664884,8213,364431,7085,145344,5530,96041,4541,61858,3021,171533,8430,10531,1744,20702,2562,80287,5385,36914,3125,11524,1866,6827,1091,4748,943,20543,3065,1194,574,2399,984,9027,1666,3580,992,2211,940,1134,577,998,452,37928,3667,5899,1440,9206,1545,11408,1875,6009,1658,2234,765,1842,680,1330,478,23419,3077,1062,545,4453,1288,10085,1876,4031,1060,1709,649,1126,645,953,615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
41995,3794,1128,533,1708,750,16599,2616,9487,1570,5242,1219,3055,762,4776,922,0400000US22,1954590,17940,65190,3597,205435,6682,855126,11835,439486,6740,186707,5776,114830,3894,87816,4136,1602237,18194,46329,3339,160681,6534,694494,11829,370747,6781,158566,5546,97958,4113,73462,3693,200680,8528,9025,1823,25713,3034,99038,6374,38355,3120,13983,1954,8440,1377,6126,1241,26140,2875,1886,708,4271,1199,10599,1686,5405,1253,1779,584,1452,466,748,273,41683,3772,4508,1049,7312,1557,15227,2136,7483,1457,3203,1081,2145,700,1805,459,41855,3545,2314,924,5750,1449,19169,2724,8009,1562,3934,942,1780,637,899,406,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
34355,2580,981,529,941,397,11650,1607,8771,1238,4794,971,3311,623,3907,881,0400000US23,613827,6974,24833,2028,50590,2323,233175,4200,153870,3454,68811,3139,49662,2616,32886,1920,484129,7157,15705,1725,36473,2587,183092,4370,125843,3460,56626,2996,41419,2523,24971,1994,59979,3880,3420,836,7055,1400,26259,2422,13143,1615,5141,873,2871,824,2090,636,2836,628,28,48,112,128,1239,523,631,332,280,154,480,270,66,59,23695,2137,3955,908,4956,1076,7360,1409,3455,655,1306,428,1376,448,1287,465,8833,1279,744,307,1053,644,3575,850,2027,769,664,299,205,155,565,413,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
116524,5620,2621,707,7184,1379,38002,3481,31167,2197,14855,2040,10903,1770,11792,1531,0400000US24,2578497,21068,88475,4869,236188,6193,1095076,12226,614624,8823,246249,6523,171111,5941,126774,4945,1963215,18890,53422,4006,159507,5082,830146,12830,488814,8576,197001,6614,137321,5307,97004,4426,263494,11708,14993,2210,30487,3192,123043,8609,54304,4433,18782,2088,12224,1658,9661,1649,142735,8174,7740,1649,21864,2966,65828,5541,25720,2480,10267,1637,6582,1449,4734,1079,64222,4935,7918,1658,12716,2486,25148,3321,8987,1437,4008,1017,2674,854,2771,662,28307,2628,1781,671,4430,1021,12909,1894,5632,1287,1336,466,1407,503,812,387,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
144432,6149,3535,841,10382,1828,45311,3649,39418,3183,19370,2589,12230,1335,14186,1688,0400000US25,3276451,15331,120948,5460,296686,6407,1348559,11375,791828,9064,332895,7132,223972,6286,161563,5015,2372110,18115,65486,3738,171938,5660,956876,12065,615484,9708,259200,5963,177740,6135,125386,4816,268484,10276,21799,2760,27858,2835,116505,7117,57116,4461,22605,2680,14022,2133,8579,1289,293289,10317,9268,1832,41795,3511,153199,6694,50546,3804,19945,1905,12067,1510,6469,1190,147567,6337,17255,2094,38456,3155,52252,4438,20779,2701,8316,1158,5260,954,5249,1133,50569,4692,3605,1384,6257,1251,24416,2598,8485,1671,3459,957,2653,893,1694,521,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
144120,4998,4705,988,7606,1331,49696,2908,39122,2291,17408,1827,12319,1329,13264,1196,0400000US26,4053376,20143,153274,5065,409114,6276,1670731,12295,1012731,9317,408126,7704,248144,5455,151256,4166,3346298,16529,106381,3729,314920,7175,1389960,11583,857261,9244,347128,7664,210175,5031,120473,3910,364175,8798,19647,1690,44392,3364,161736,5900,81040,4226,29678,2434,16813,1862,10869,1449,58049,3443,4574,1027,12562,2420,23210,2267,10225,1393,4119,916,2205,513,1154,384,90080,4937,14858,2734,21413,2403,25987,2279,14220,1348,5685,1134,3724,829,4193,950,50654,3412,3109,630,8221,1431,20142,2287,10863,1595,4108,864,2908,1116,1303,498,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
139664,4396,8827,1432,8451,1225,44677,2721,37257,2282,17084,1578,11165,1244,12203,1307,0400000US27,2690486,14684,117274,3820,246631,4929,1130547,8635,650148,5611,266248,6126,171814,4945,107824,3009,2093038,14681,78637,3163,178462,5098,888107,9031,517740,6583,210776,5393,136598,4203,82718,2935,250969,7840,14115,1613,26811,2786,113323,5193,56956,3430,20835,2110,12881,1492,6048,919,92178,5038,4210,1070,12339,1887,44241,2923,16694,2054,7995,1166,4996,930,1703,492,72686,3597,8672,1361,15090,1821,21877,2380,12961,1294,6263,869,3818,779,4005,849,41951,3097,2813,661,5478,1179,18322,1881,8540,1427,3295,673,2356,594,1147,354,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
26321,2757,428,295,1132,472,9599,2018,6212,1403,3133,638,3316,974,2501,677,0400000US28,1116963,12403,34602,2690,97407,4733,503564,9836,259303,6175,104720,4169,69158,4175,48209,2611,932726,12250,25842,2773,77847,4791,419930,10130,219206,5934,89876,4259,59074,3914,40951,2530,119764,6228,4146,1142,11300,2183,60725,4242,26623,2632,8268,1291,5059,1280,3643,981,4812,1258,352,291,725,522,1859,968,1154,495,310,257,159,144,253,237,19654,2521,3056,956,4384,931,5730,1311,3303,903,1703,873,901,518,577,275,13686,2369,778,544,2019,776,5721,1678,2805,979,1430,680,649,410,284,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
113846,5023,6747,1126,8096,1462,39932,3114,26167,2366,11463,1382,8935,1220,12506,1730,0400000US29,2743037,18723,111303,4985,267424,6149,1159712,11339,647074,7518,259193,6841,176757,5247,121574,4288,2233482,20654,80838,4605,205172,6741,945932,11965,541812,9097,214425,7295,148665,5490,96638,3944,266836,9548,12256,2017,31329,3246,123217,6200,57445,4203,21700,2848,12673,1646,8216,1175,42309,3942,2579,734,5470,1345,18201,2608,8522,1560,4296,1004,2013,618,1228,625,55909,3749,6503,1003,13567,1913,19493,2209,7356,1403,4483,1052,2509,649,1998,468,30655,2831,2380,746,3790,1055,12937,2036,5772,1066,2826,982,1962,672,988,407,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
27076,2304,1187,509,1754,630,7598,1110,6051,915,4658,1171,2207,639,3621,688,0400000US30,469707,6897,18631,1726,45521,3172,182477,4305,108856,2890,54920,3138,34065,2496,25237,2054,355775,7579,12843,1746,32897,3166,140078,5045,82853,2916,42982,2684,26406,2340,17716,1640,49480,4183,2647,865,5952,1498,20694,2205,11999,1865,3187,720,2827,821,2174,745,4142,1037,208,176,429,320,1204,535,1056,615,685,404,339,364,221,245,22100,2625,1286,510,2747,1294,7808,1427,5113,1040,2334,671,1819,526,993,347,11134,1956,460,298,1742,833,5095,1489,1784,639,1074,490,467,230,512,325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
43461,3037,1097,416,1085,444,14125,1528,11797,1383,5872,967,4583,884,4902,965,0400000US31,949370,8967,42913,2507,95393,3457,384265,4989,213299,3431,94140,3370,67369,2786,51991,2460,772662,9818,33090,2279,77374,3227,311733,5624,176350,3705,77529,3451,55164,2632,41422,2202,88109,5434,4679,887,9770,1870,40498,3595,17302,2200,7177,1506,5311,935,3372,732,6671,1363,376,295,1317,638,2671,800,1004,416,651,357,328,270,324,229,25785,2127,2712,648,4274,1059,9549,1407,4264,779,1797,403,1451,366,1738,465,12682,1760,959,485,1573,641,5689,1336,2582,611,1114,393,532,360,233,147,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
32812,3536,315,296,1390,622,12303,2270,7953,1973,3646,1221,3775,1124,3430,1042,0400000US32,1198381,13544,30416,3049,115749,5500,554643,8464,260287,6929,104460,4897,81394,4760,51432,4037,940864,16311,21208,2758,87312,5989,436557,9465,206285,6683,83000,4733,65131,4318,41371,3427,133002,8280,5155,1194,16238,3216,65935,5284,26427,3298,9340,2023,6868,1533,3039,1204,41467,4746,1575,748,5130,1358,18162,2764,9229,2338,3385,1169,2836,1117,1150,579,24516,2824,1575,589,3467,1314,9614,1570,4635,1280,2681,944,1464,608,1080,694,25720,3410,588,448,2212,950,12072,2664,5758,1819,2408,1111,1320,595,1362,615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
39774,2855,1564,504,1577,600,11338,1761,13125,1866,4762,989,3802,780,3606,937,0400000US33,627188,8849,29361,2151,57141,2654,233582,5286,163514,3900,64942,2788,47790,2733,30858,2243,502064,8572,20491,2130,41092,2990,190238,5269,132239,3864,54244,2678,39020,2508,24740,1859,55684,4290,3684,959,7333,1534,22112,2584,13112,1683,4505,1121,3136,984,1802,630,2803,953,292,225,389,362,1436,718,243,190,82,87,331,358,30,42,18721,2326,3037,904,5221,1354,5570,1246,2773,832,892,387,590,278,638,372,8142,1435,293,209,1529,739,2888,858,2022,562,457,270,911,553,42,56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
155958,7186,1539,665,5042,1021,53540,3783,45646,3706,20169,2420,14047,1843,15975,1824,0400000US34,3794403,21862,109240,4710,302018,6269,1578904,13938,959021,10240,383073,7011,266746,7182,195401,5765,2884394,22028,70444,4016,210015,6292,1183437,14954,754715,10217,302245,7311,212405,5770,151133,4750,341707,11015,15493,1814,33784,3167,150023,7628,78704,4292,32364,3233,19804,2025,11535,1378,219451,8325,8298,1303,24981,2870,111166,5953,41940,3636,13971,1923,11487,1656,7608,1515,124541,6276,9194,1239,19877,2162,49014,4186,24696,2731,9248,1600,5860,988,6652,1105,68352,5085,4272,1312,8319,1950,31724,3884,13320,2167,5076,1114,3143,908,2498,716,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
43413,3993,526,275,1416,639,12234,2393,9843,1511,7020,1431,5678,1144,6696,1168,0400000US35,859943,10035,31620,2459,83997,4421,359297,6174,193213,4853,92168,4309,57268,4256,42380,2995,682315,10124,23406,2114,65822,4024,288125,6117,155157,5035,73330,4121,45112,3482,31363,2686,86561,5889,4145,1208,10227,2187,41498,3780,17114,2352,7203,1340,3650,908,2724,901,8757,1786,841,577,1170,601,3064,1137,1991,756,466,266,887,582,338,231,21170,2431,1603,571,4481,1318,6523,1433,4405,1137,1981,801,1408,639,769,337,17727,2272,1099,615,881,474,7853,1750,4703,1080,2168,768,533,291,490,301,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
