GEO_ID,B19081_001E,B19081_001M,B19081_002E,B19081_002M,B19081_003E,B19081_003M,B19081_004E,B19081_004M,B19081_005E,B19081_005M,B19081_006E,B19081_006M,NAME,B19081_001EA,B19081_001MA,B19081_002EA,B19081_002MA,B19081_003EA,B19081_003MA,B19081_004EA,B19081_004MA,B19081_005EA,B19081_005MA,B19081_006EA,B19081_006MA,state
0400000US34,14559,290,39315,447,67962,610,107295,792,230209,3152,398952,9931,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8942,367,24334,592,42241,868,69053,1234,152001,5629,265147,19784,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11024,144,30853,266,55513,374,90138,503,213691,2503,396700,8526,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10026,172,26196,318,44172,437,70030,693,154272,2260,268914,7221,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11600,695,30529,962,51538,1041,78664,1516,157695,6286,270173,19429,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10240,141,27124,230,45940,306,71861,402,150854,1588,256426,5214,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,10140,212,25850,333,43432,482,68056,721,145096,2356,252639,7882,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,10784,298,28183,553,47072,653,73086,714,154766,3527,270143,12917,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11566,151,29595,228,50159,303,78132,411,167038,1523,286292,4699,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11071,597,30629,1112,54224,1605,86441,2175,178778,7571,305452,25331,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,9343,266,24957,406,42744,535,67501,849,143213,3031,242491,9211,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12081,567,29065,830,48292,1231,73068,1214,143613,5241,242724,16643,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,9595,182,24818,291,41983,464,66868,654,148738,2759,266533,9298,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11067,147,29032,229,49469,318,79131,415,175981,1954,310304,6636,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14054,393,34926,757,55603,778,81130,903,162038,4027,274594,13700,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,13359,586,32409,948,52913,1270,79531,1486,157794,5512,262541,19814,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,13913,255,36996,429,62262,531,97558,790,209473,2696,352433,8799,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,13386,287,34655,364,57072,506,87176,647,178640,2425,299791,7523,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8766,299,22260,448,38537,728,62545,952,134237,5225,230957,18758,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,12346,218,30700,357,50442,439,75955,545,152753,2193,260732,7848,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15428,696,34555,1147,56141,1896,84016,2163,154288,7148,248141,24296,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2478,132,10286,185,18931,322,32866,557,79763,2151,143046,6478,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
