GEO_ID,C18108_001E,C18108_001M,C18108_002E,C18108_002M,C18108_003E,C18108_003M,C18108_004E,C18108_004M,C18108_005E,C18108_005M,C18108_006E,C18108_006M,C18108_007E,C18108_007M,C18108_008E,C18108_008M,C18108_009E,C18108_009M,C18108_010E,C18108_010M,C18108_011E,C18108_011M,C18108_012E,C18108_012M,C18108_013E,C18108_013M,NAME,C18108_001MA,C18108_001EA,C18108_002EA,C18108_002MA,C18108_003EA,C18108_003MA,C18108_004EA,C18108_004MA,C18108_005MA,C18108_005EA,C18108_006MA,C18108_006EA,C18108_007MA,C18108_007EA,C18108_008EA,C18108_008MA,C18108_009EA,C18108_009MA,C18108_010EA,C18108_010MA,C18108_011MA,C18108_011EA,C18108_012MA,C18108_012EA,C18108_013EA,C18108_013MA,state
0400000US13,9619740,3609,2484715,3319,71452,5576,27198,3446,2386065,7844,6088938,6669,352363,12882,311541,9374,5425034,18868,1046087,4355,163098,6026,236314,8088,646675,8522,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1326065,2252,304077,515,7820,1268,2146,850,294111,1734,823708,2500,32986,3163,30039,3132,760683,5099,198280,861,29540,1937,38465,2740,130275,2663,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1565645,611,427064,1283,13286,2217,6441,2226,407337,3682,938531,1951,55551,4165,45267,3667,837713,5591,200050,1785,35679,2569,44013,3625,120358,3849,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12688006,1765,3091887,1794,73961,4953,27906,2438,2990020,5853,8014095,3843,355559,8974,303741,10449,7354795,13167,1582024,3046,245969,6274,310171,7555,1025884,9132,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6417644,1247,1593636,2413,57238,5073,16004,1874,1520394,5757,4004670,3345,248323,8286,210812,7290,3545535,11941,819338,2356,146078,5393,164218,5481,509042,7108,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3017465,552,721561,2164,21161,2352,6993,1297,693407,3431,1861411,2325,95709,4893,73233,4130,1692469,6657,434493,1295,73288,3346,72258,3300,288947,4130,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2813530,1400,721211,1576,23281,2526,6300,1025,691630,3250,1728449,2696,99974,4958,82004,4647,1546471,6529,363870,1887,63053,3386,71106,3246,229711,4070,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4284357,1582,1022948,2921,41449,3206,12704,1982,968795,5383,2690030,3550,209075,7569,212001,6688,2268954,10097,571379,2575,103416,4409,141709,4820,326254,5703,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4473068,1771,1117293,1948,45830,4302,15225,2288,1056238,5210,2805080,2938,198430,6956,185942,7867,2420708,10818,550695,2172,96376,3520,138770,5083,315549,5321,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1314121,520,269901,1239,14145,2182,3139,830,252617,2344,834021,1638,59998,3441,48158,3182,725865,5167,210199,1108,36143,2201,41806,2199,132250,2911,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5736588,2191,1344498,1249,34775,3366,11796,1850,1297927,4017,3684538,3236,164041,6568,141862,7020,3378635,10093,707552,2069,102511,3745,131482,4627,473559,5734,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6507596,1342,1401873,787,45035,4269,18388,2613,1338450,5268,4223139,2348,194703,7636,178658,7233,3849778,10823,882584,1873,138271,5267,162693,5390,581620,6661,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9762306,764,2289531,2220,88806,4533,22604,2238,2178121,5231,6122753,2913,387085,9815,362629,9203,5373039,12764,1350022,2099,219694,5106,275541,5909,854787,7557,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5286728,677,1276035,2593,33763,3189,14799,1645,1227473,4171,3340333,3055,154542,5114,115508,5003,3070283,8982,670360,1576,104494,3717,109796,4558,456070,5214,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2911811,1630,749572,1971,24795,2669,8962,1595,715815,3731,1788212,2701,130645,5941,134231,6067,1523336,8454,374027,1661,65112,2822,107759,5260,201156,5352,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5898968,1584,1409255,3535,48607,3815,15102,2382,1345546,5511,3671075,4464,235448,9121,213862,6902,3221765,11797,818638,2904,141547,5240,167904,5678,509187,6386,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,983214,886,222102,1343,5257,1129,2778,1051,214067,1984,614806,1751,35457,2648,32383,3248,546966,3935,146306,974,27670,2072,27037,2018,91599,2522,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1814388,1030,459191,1412,12630,1767,3333,903,443228,2435,1117300,2113,52813,2934,41120,2975,1023367,4784,237897,1267,42719,2458,37299,2219,157879,3080,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2686989,2047,662359,879,14914,2762,6940,1685,640505,3484,1688466,2915,90481,5734,75814,6751,1522171,9591,336164,1524,55451,3272,60279,3391,220434,4611,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1303868,471,279210,879,10353,1569,2629,1085,266228,1977,847734,1287,45713,3905,32228,3197,769793,5417,176924,920,30253,2263,30482,2348,116189,3447,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8712982,1438,2038167,1141,54499,3837,16006,1985,1967662,4934,5506938,2591,221810,7836,191139,6989,5093989,11228,1167877,1792,165592,5423,222737,6700,779548,6692,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2047242,1765,516787,1748,14035,2191,3682,1061,499070,3042,1252249,2704,75781,5751,71279,4676,1105189,8204,278206,1510,50016,3108,62004,3592,166186,4246,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19208419,2296,4270110,2678,115219,5505,41485,3301,4113406,7042,12374574,4580,592073,12818,470789,11346,11311712,17904,2563735,2965,375306,9036,496398,10179,1692031,13219,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9461018,4189,2286872,4064,78164,6624,20469,3064,2188239,8226,5939488,6870,360454,9480,327366,11066,5251668,16456,1234658,3484,206980,7131,263684,6740,763994,9077,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,669425,795,150853,1028,2822,700,587,314,147444,1280,426165,1397,20507,1911,13171,1640,392487,2917,92407,519,16982,1513,15652,1479,59773,1881,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11369102,1441,2688340,2485,96448,4692,31360,2453,2560532,5888,7101086,3586,432248,11186,384324,9134,6284514,13348,1579676,2823,259995,6043,312835,6285,1006846,7628,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3710368,1361,933893,1167,33067,2563,11044,1505,889782,3323,2277736,2520,171945,6120,150287,5409,1955504,8096,498739,1794,97152,4070,113537,3786,288050,4960,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3832640,865,861059,1957,29572,3430,10817,1960,820670,4650,2428380,3193,156098,7115,122903,6233,2149379,9915,543201,2119,97516,3911,106112,4371,339573,5480,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12539757,1068,2754741,2001,99095,5046,33429,2821,2622217,6423,7883366,3839,461692,10931,400677,9501,7020997,15420,1901650,3154,303176,7172,373579,7759,1224895,9302,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1035117,804,218624,513,6204,1462,1149,451,211271,1648,670434,1414,35503,3083,29190,2731,605741,4527,146059,826,23206,1967,27988,2515,94865,2741,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4579231,2414,1079476,3013,32172,3678,8685,1598,1038619,4802,2862576,3810,180451,7076,171288,8186,2510837,11275,637179,2391,100552,4942,137680,5321,398947,5678,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,805505,1055,200704,882,5072,1172,1368,462,194264,1598,491514,1478,27235,2825,20263,2591,444016,3758,113287,970,19112,1700,20937,2036,73238,2586,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6302351,2349,1487779,3233,50822,4064,18336,2589,1418621,5744,3962855,5343,268642,9498,277606,9179,3416607,13696,851717,2656,138984,5299,207504,6533,505229,7430,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25197453,4761,6946969,4133,199457,8491,73108,5602,6674404,11031,15623903,7487,855742,16345,716324,16967,14051837,25841,2626581,5122,445924,9848,615861,11696,1564796,13010,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2789648,1314,877812,1597,18392,2618,7699,1437,851721,3369,1657744,2389,73804,5026,60089,4583,1523851,7657,254092,1549,41749,2648,44837,2382,167506,3560,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,620159,306,125599,829,4898,838,2194,565,118507,1290,404163,987,23795,2073,18059,1813,362309,2612,90397,578,14388,1093,16966,1361,59043,1652,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7887164,4700,1849081,2772,47674,4202,19695,2460,1781712,5103,5055962,6159,251727,9696,206930,7807,4597305,13122,982121,3656,150723,5032,190809,5689,640589,6709,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6716822,3208,1578179,1937,51173,4439,17492,2428,1509514,5644,4297899,4785,251608,7445,205920,7405,3840371,11679,840744,3076,146082,4819,167472,5791,527190,6867,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1826485,271,385302,2056,15476,1994,4551,1008,365275,2872,1148554,2444,96530,4362,102191,5203,949833,6864,292629,1586,51788,3131,75395,3029,165446,3535,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5634063,895,1322921,2145,44853,2765,15585,2147,1262483,3978,3549651,3007,184759,5623,142281,5788,3222611,8499,761491,2057,116264,3972,133399,3698,511828,4449,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,558832,750,134594,1017,2825,820,1110,606,130659,1412,354598,1340,21605,2491,14697,2230,318296,3815,69640,751,12162,1278,11454,1315,46024,1798,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3680339,638,875489,141,57024,4090,15047,1603,803418,4429,2246412,820,198885,7130,206658,8102,1840869,11440,558438,608,84559,3781,204072,4983,269807,5463,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
