GEO_ID,C15002D_001E,C15002D_001M,C15002D_002E,C15002D_002M,C15002D_003E,C15002D_003M,C15002D_004E,C15002D_004M,C15002D_005E,C15002D_005M,C15002D_006E,C15002D_006M,C15002D_007E,C15002D_007M,C15002D_008E,C15002D_008M,C15002D_009E,C15002D_009M,C15002D_010E,C15002D_010M,C15002D_011E,C15002D_011M,NAME,C15002D_001EA,C15002D_001MA,C15002D_002EA,C15002D_002MA,C15002D_003EA,C15002D_003MA,C15002D_004MA,C15002D_004EA,C15002D_005EA,C15002D_005MA,C15002D_006EA,C15002D_006MA,C15002D_007MA,C15002D_007EA,C15002D_008MA,C15002D_008EA,C15002D_009MA,C15002D_009EA,C15002D_010EA,C15002D_010MA,C15002D_011EA,C15002D_011MA,state
0400000US34,612653,3993,293891,2327,16453,1596,25026,2663,33959,3364,218453,4158,318762,2489,27987,2416,33933,2442,37377,2871,219465,3612,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,182573,4259,85812,2377,8266,1572,11433,1678,10650,1803,55463,2790,96761,2552,14071,1877,14409,2072,14655,2010,53626,3156,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,82860,2839,38776,2243,2764,969,2915,821,6363,1416,26734,2309,44084,2114,4292,1093,6545,1414,7686,1460,25561,2140,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,306913,3788,143191,2513,21321,2336,19250,2347,16301,2059,86319,3997,163722,2197,30064,2729,26256,2575,19023,2233,88379,3841,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,214519,2971,104423,2016,7613,1758,9390,1664,13779,1861,73641,2559,110096,1898,13503,1828,12617,1747,14990,1843,68986,2696,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,29044,1524,13454,887,2920,730,1858,524,2406,801,6270,1163,15590,1039,4160,743,2706,675,2520,825,6204,971,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,18524,1816,8073,1130,1137,806,1344,899,1481,802,4111,1113,10451,1495,1004,624,3255,1282,3025,1116,3167,1021,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,24706,1713,11478,1298,947,453,1411,731,1514,780,7606,971,13228,1076,2093,747,2004,688,3156,905,5975,1104,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,427788,6060,193344,3506,18744,2399,50468,3345,58622,3799,65510,3673,234444,3965,29126,2846,53761,3161,69890,4221,81667,3107,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,9233,1832,4903,1487,813,429,1468,1179,438,372,2184,776,4330,766,1120,570,896,543,537,362,1777,577,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,483543,5484,221100,3228,19905,2430,27404,2887,48061,3497,125730,3815,262443,3834,30298,2421,41624,3794,53823,3522,136698,4646,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,25347,1077,12049,861,1658,705,2388,744,2013,629,5990,1054,13298,975,1478,577,2512,763,2609,1055,6699,1411,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,168849,3346,74755,2052,7097,1375,8004,1554,12620,1726,47034,2825,94094,2587,12950,1936,13570,1973,18499,2160,49075,3022,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,81021,3207,35667,2039,4712,1150,4815,1251,4825,1034,21315,2394,45354,2434,7196,1467,8306,1786,7939,1539,21913,2273,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,55638,2360,25300,1486,3382,893,2951,702,3599,861,15368,1533,30338,1608,4694,1041,5035,1067,5643,1027,14966,1416,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
