GEO_ID,B16005H_001E,B16005H_001M,B16005H_002E,B16005H_002M,B16005H_003E,B16005H_003M,B16005H_004E,B16005H_004M,B16005H_005E,B16005H_005M,B16005H_006E,B16005H_006M,B16005H_007E,B16005H_007M,B16005H_008E,B16005H_008M,B16005H_009E,B16005H_009M,B16005H_010E,B16005H_010M,B16005H_011E,B16005H_011M,NAME,B16005H_001MA,B16005H_001EA,B16005H_002MA,B16005H_002EA,B16005H_003EA,B16005H_003MA,B16005H_004EA,B16005H_004MA,B16005H_005MA,B16005H_005EA,B16005H_006MA,B16005H_006EA,B16005H_007MA,B16005H_007EA,B16005H_008EA,B16005H_008MA,B16005H_009MA,B16005H_009EA,B16005H_010MA,B16005H_010EA,B16005H_011MA,B16005H_011EA,state
0400000US40,2434813,2057,2403393,3368,2372581,3941,30812,2492,26288,2410,4524,1078,31420,3055,15520,2155,15900,2341,9686,1477,6214,1642,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4475848,2456,4409425,5965,4322790,7848,86635,5194,68870,4723,17765,1961,66423,5307,29435,2674,36988,3834,23867,2575,13121,2547,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,29396,3816,26812,3719,3923,1131,22889,3320,10471,1992,12418,2294,2584,730,655,395,1929,655,819,449,1110,559,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,4962518,2465,4773070,9581,4662748,12354,110322,6907,95866,6233,14456,2450,189448,9193,67280,5073,122168,7628,89654,5735,32514,3641,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,596985,1148,589575,2159,576473,3063,13102,1913,10015,1783,3087,856,7410,2055,3378,1102,4032,1559,2095,1012,1937,1152,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3073891,2042,3005890,5357,2959085,7657,46805,5005,40553,4812,6252,1405,68001,5130,37120,4190,30881,3771,21540,2712,9341,2454,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3001071,2170,2906773,6929,2837285,9445,69488,4467,59688,4052,9800,1673,94298,6392,44011,3774,50287,5414,32471,3508,17816,3694,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,458381,805,453019,1440,444065,2052,8954,1858,8250,1838,704,443,5362,1162,3066,907,2296,787,1826,686,470,330,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,13869514,6737,12464762,21877,11852724,29767,612038,18476,552261,18026,59777,4926,1404752,21269,443290,11215,961462,20661,576997,16964,384465,14369,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1596104,1138,1578510,3014,1565631,4196,12879,2166,9488,1823,3391,1201,17594,2843,8513,1751,9081,2247,4586,1569,4495,1549,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2273189,2383,2116639,7707,2031743,9925,84896,6034,73806,5637,11090,1528,156550,7843,48496,3414,108054,7018,59569,4148,48485,5242,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11261562,5881,10847154,17331,10496341,20590,350813,13358,304235,12739,46578,4252,414408,17165,156394,8040,258014,13776,172761,10156,85253,8309,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2890617,3360,2771149,7823,2689732,11001,81417,6559,70070,5698,11347,1972,119468,6565,40842,3300,78626,5430,54753,3767,23873,3414,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,10881870,7380,10148614,20631,9789790,26810,358824,14116,316948,12951,41876,3953,733256,18880,286446,12722,446810,15958,282923,12798,163887,10420,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,4678402,5323,4294282,14874,4119669,18053,174613,7719,156651,7478,17962,2735,384120,14233,112748,6538,271372,12952,148473,7790,122899,8550,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,246085,393,222766,2997,211228,3769,11538,1753,10346,1725,1192,623,23319,2977,9987,1776,13332,2357,11235,2176,2097,953,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2278775,1923,2233955,4914,2152550,7640,81405,5727,74127,5331,7278,1479,44820,4475,20445,2466,24375,3541,16772,2898,7603,2633,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,10277168,4967,9311663,19368,8718948,23415,592715,16260,474643,13802,118072,7885,965505,17789,271993,10832,693512,15696,367065,10860,326447,11941,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,4642916,4640,4232867,14118,4018571,18093,214296,9882,191994,9215,22302,2936,410049,13257,114442,4728,295607,13384,173057,9602,122550,7783,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,8698513,3403,8541619,8523,8349859,14184,191760,9907,150210,8739,41550,4206,156894,8403,54667,4473,102227,7810,59110,5009,43117,5085,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4591502,1832,4522269,6342,4452699,9287,69570,5736,54582,4508,14988,2759,69233,5929,22675,2616,46558,5062,28797,3500,17761,2922,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9267841,3086,9020537,12658,8768267,17979,252270,11066,211182,10969,41088,3252,247304,12246,80025,4519,167279,11083,94947,7036,72332,6855,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7100603,2570,6811225,12440,6632353,17026,178872,8544,152222,7382,26650,3239,289378,12320,85666,4675,203712,10982,109623,6591,94089,6225,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1426810,1364,1409316,2983,1388700,3669,20616,2010,16935,1809,3681,879,17494,2425,6338,985,11156,2151,7250,1458,3906,1290,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1348856,1045,1327299,4486,1302204,4884,25095,3213,21067,2859,4028,1185,21557,4443,11485,2640,10072,3053,5660,1771,4412,1901,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,744399,1466,724219,3447,695541,4302,28678,2649,24774,2278,3904,1051,20180,3140,10111,1762,10069,2618,8165,2322,1904,815,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,294081,330,275689,2072,262991,2917,12698,1832,11623,1809,1075,467,18392,2003,10546,1457,7846,1563,5670,1330,2176,774,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,675936,416,670968,1379,661346,2482,9622,1747,8046,1616,1576,562,4968,1337,1442,486,3526,1246,2603,974,923,611,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,4855623,2643,4613710,10276,4499439,13676,114271,6701,102152,6604,12119,1511,241913,10089,99819,5265,142094,9141,87548,6159,54546,5476,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,725530,2983,688925,5520,661295,6880,27630,3425,23602,3084,4028,1145,36605,3874,10833,1787,25772,3482,14057,2103,11715,2945,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,3730091,2268,3562174,9347,3458748,12727,103426,6157,92222,6159,11204,1554,167917,8934,80872,5880,87045,6571,59761,4853,27284,3436,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,4727808,3118,4649850,6824,4594029,9026,55821,5391,46743,4766,9078,1870,77958,5858,31958,3396,46000,5575,28755,3671,17245,4122,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2076810,907,2053143,3888,2024791,5442,28352,3442,23150,3053,5202,1179,23667,3752,10449,1718,13218,3303,7424,1567,5794,2216,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
