GEO_ID,B10056_001E,B10056_001M,B10056_002E,B10056_002M,B10056_003E,B10056_003M,B10056_004E,B10056_004M,B10056_005E,B10056_005M,B10056_006E,B10056_006M,B10056_007E,B10056_007M,B10056_008E,B10056_008M,B10056_009E,B10056_009M,B10056_010E,B10056_010M,B10056_011E,B10056_011M,NAME,B10056_001MA,B10056_001EA,B10056_002MA,B10056_002EA,B10056_003MA,B10056_003EA,B10056_004MA,B10056_004EA,B10056_005MA,B10056_005EA,B10056_006MA,B10056_006EA,B10056_007EA,B10056_007MA,B10056_008EA,B10056_008MA,B10056_009MA,B10056_009EA,B10056_010MA,B10056_010EA,B10056_011MA,B10056_011EA,state
0400000US38,6901,1342,2986,796,1127,382,588,283,539,221,1859,770,3915,810,2114,611,1414,510,700,344,1801,541,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,123454,7629,41456,3993,18042,2512,9328,1829,8714,1505,23414,3108,81998,5079,34093,3406,19474,2579,14619,2207,47905,4357,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,72178,5226,28756,2793,10058,1634,4390,1217,5668,1202,18698,2185,43422,3298,13547,1952,7705,1550,5842,1332,29875,2860,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,9479,1823,3609,919,2108,776,1269,600,839,440,1501,523,5870,1129,3757,929,2242,748,1515,464,2113,734,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1113267,22065,426510,10977,90715,5549,42872,3958,47843,3474,335795,9482,686757,14041,140666,5949,73588,3896,67078,3811,546091,12212,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,75259,5172,24499,2511,12846,2014,7030,1507,5816,1263,11653,1841,50760,3753,27561,2795,16409,2328,11152,1679,23199,2726,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,57821,5067,19743,2587,5536,1239,2588,894,2948,795,14207,2121,38078,3180,10761,1599,7112,1387,3649,931,27317,2543,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,775693,18121,280608,9466,100265,6869,54957,5015,45308,4000,180343,7727,495085,11347,163382,7277,101992,5204,61390,4983,331703,9293,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,137348,7292,45122,3483,15070,2261,7575,1545,7495,1553,30052,2618,92226,5240,27431,2679,15401,2117,12030,1803,64795,4325,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,496745,16256,165905,8128,54920,4421,24038,2582,30882,3363,110985,7244,330840,12102,92621,6324,46388,3995,46233,4832,238219,10850,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,124862,7553,45833,3914,11501,1751,4830,1178,6671,1287,34332,3407,79029,4985,19801,2784,10041,2062,9760,1526,59228,4229,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,9126,1877,1385,542,209,227,0,213,209,227,1176,448,7741,1679,1954,750,1426,723,528,299,5787,1583,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,64566,5205,26868,2519,6502,1147,2758,912,3744,816,20366,2421,37698,3057,8185,1355,4777,1071,3408,800,29513,2706,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,405414,13306,140501,6706,35635,3580,15621,2088,20014,2585,104866,5400,264913,8111,78543,3963,39280,3132,39263,3613,186370,6942,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,177995,8499,61284,3883,12180,1819,4246,1069,7934,1511,49104,3124,116711,5535,27944,2584,14138,2282,13806,1788,88767,5129,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,216360,8206,79420,4137,34085,3002,18693,2213,15392,1964,45335,3001,136940,5300,60045,3459,36418,2584,23627,2535,76895,4033,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,103315,6065,39005,3154,16832,2363,7690,1821,9142,1313,22173,2164,64310,3726,24978,2318,15934,2197,9044,1253,39332,3197,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,226342,9151,77201,4235,28153,2913,13575,1966,14578,1806,49048,3715,149141,6266,53239,4249,31368,2980,21871,2651,95902,4537,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,162963,7021,57637,3363,19292,1669,10199,1401,9093,990,38345,2978,105326,4713,33110,2736,20017,2173,13093,1625,72216,3928,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,23328,2328,8497,1037,3348,677,1828,537,1520,480,5149,911,14831,1490,6222,1054,3840,885,2382,690,8609,1229,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,32034,3520,13865,2166,4274,1098,2249,793,2025,717,9591,1878,18169,2001,7110,1526,4250,1231,2860,930,11059,1717,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,51352,5200,18639,2487,9264,1726,4538,1192,4726,1147,9375,1869,32713,3426,16861,2228,8762,1772,8099,1374,15852,2139,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,52507,4539,20507,2274,5615,1255,2519,818,3096,892,14892,2004,32000,2760,7130,1422,4246,1322,2884,806,24870,2423,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,11949,1302,4413,750,2526,640,1471,475,1055,390,1887,491,7536,975,3958,703,2520,649,1438,472,3578,832,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,136818,6979,52006,3750,15316,1783,6287,1204,9029,1313,36690,3076,84812,4234,26218,2317,12814,1786,13404,1566,58594,3736,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,20054,2706,7495,1444,2679,871,1252,669,1427,656,4816,1148,12559,1878,3468,1070,1932,805,1536,756,9091,1576,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,177717,7944,64232,3755,20522,2457,10588,1978,9934,1563,43710,3375,113485,5346,36966,3316,19950,2472,17016,2331,76519,4406,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,162918,8991,60277,4533,31640,2997,17252,2650,14388,1695,28637,3113,102641,5553,49223,4209,30398,3219,18825,2216,53418,3754,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,46736,4558,17325,2161,8956,1467,5193,1054,3763,852,8369,1434,29411,2912,13655,1926,8575,1490,5080,921,15756,1964,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
