GEO_ID,C27001I_001E,C27001I_001M,C27001I_002E,C27001I_002M,C27001I_003E,C27001I_003M,C27001I_004E,C27001I_004M,C27001I_005E,C27001I_005M,C27001I_006E,C27001I_006M,C27001I_007E,C27001I_007M,C27001I_008E,C27001I_008M,C27001I_009E,C27001I_009M,C27001I_010E,C27001I_010M,NAME,C27001I_001EA,C27001I_001MA,C27001I_002MA,C27001I_002EA,C27001I_003EA,C27001I_003MA,C27001I_004EA,C27001I_004MA,C27001I_005EA,C27001I_005MA,C27001I_006EA,C27001I_006MA,C27001I_007EA,C27001I_007MA,C27001I_008EA,C27001I_008MA,C27001I_009EA,C27001I_009MA,C27001I_010EA,C27001I_010MA,state
0400000US30,40798,989,16217,1309,15484,1163,733,595,22213,1272,19214,1378,2999,1032,2368,761,2326,752,42,79,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,21891,682,6886,688,6230,764,656,437,13138,944,10910,940,2228,666,1867,566,1867,566,0,170,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,973473,1953,397792,3245,353204,6525,44588,6306,540986,4405,301319,8876,239667,9012,34695,2570,30304,2523,4391,1396,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,1006187,2329,393917,3466,324901,7314,69016,6923,572501,4080,312419,11131,260082,10998,39769,2701,34838,2985,4931,1806,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,50325,1012,18802,507,16741,904,2061,834,28910,1008,23347,1571,5563,1558,2613,647,2561,648,52,90,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,207997,3159,86867,3006,79206,3955,7661,2105,110855,3619,61606,4660,49249,4818,10275,1817,9209,1939,1066,638,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,12322,589,3251,617,3125,610,126,171,8110,680,6876,845,1234,576,961,427,961,427,0,157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,873114,965,295895,1865,264745,4541,31150,4436,524910,2205,387265,7202,137645,7491,52309,1174,48945,1611,3364,1186,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,24541,1576,7430,985,7271,986,159,121,14888,1655,12428,1669,2460,808,2223,658,2041,594,182,260,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,419378,1287,175286,954,156988,2826,18298,2800,228884,2013,143182,4990,85702,4795,15208,1066,13651,1401,1557,867,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,399004,938,158869,1671,149810,2247,9059,1832,221992,2069,167833,4795,54159,4792,18143,1493,17571,1485,572,350,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3130854,4692,633841,3439,614939,4655,18902,3120,1849818,5075,1675356,10529,174462,9716,647195,1710,642797,2121,4398,1067,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,790974,4246,276035,3360,244388,4878,31647,3783,475290,4394,323311,9902,151979,9257,39649,2062,34738,2208,4911,1697,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,26634,1764,9279,1028,8836,1029,443,344,16472,1427,13390,1276,3082,1028,883,473,883,473,0,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,286346,3966,108224,2460,96164,3803,12060,3600,163430,3344,96924,6305,66506,6134,14692,1455,14335,1489,357,394,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,551846,873,202813,1359,193478,2660,9335,2310,322787,2270,244208,6122,78579,5946,26246,1409,24697,1706,1549,1150,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,56263,650,20089,1133,18861,1265,1228,723,31027,1575,23322,2167,7705,2045,5147,1316,5147,1316,0,203,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,15371092,5256,4942244,6457,4754018,11027,188226,9957,9299547,7919,7725322,30223,1574225,30233,1129301,2391,1096702,3720,32599,2960,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,82241,1656,33496,2044,28669,2096,4827,1252,44956,2221,26298,2235,18658,2740,3789,1032,3599,1020,190,156,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,583310,994,192811,1584,186602,2514,6209,2220,353700,1762,285010,6935,68690,6476,36799,737,35307,1097,1492,792,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11232829,4845,3868726,6917,3295533,22034,573193,21624,6547824,8654,4099580,32766,2448244,33098,816279,3894,771838,6235,44441,5002,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,622115,1502,223623,1791,202564,5009,21059,4633,367146,2415,251028,7364,116118,7623,31346,1069,29833,1411,1513,857,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5513597,3401,1426795,3701,1294666,10335,132129,10208,3427352,5797,2534132,22346,893220,21754,659450,2758,637389,4196,22061,3697,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,838741,1908,273165,1679,267872,2654,5293,1870,514278,2237,475794,4642,38484,4272,51298,765,50394,982,904,543,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,78841,235,23569,759,22992,1149,577,832,50642,788,47271,1553,3371,1165,4630,14,4438,313,192,312,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,445403,941,174573,1225,141265,4698,33308,4643,249587,1795,171576,5440,78011,5775,21243,1105,19249,1327,1994,925,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3714383,2622,1070243,3458,1040870,4482,29373,3987,2288076,4456,1931254,14032,356822,14045,356064,1605,348727,2546,7337,1828,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1822422,1622,563249,2898,526811,4645,36438,4623,1113917,3139,840790,10474,273127,9994,145256,1016,139535,1885,5721,1539,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,448595,2709,168641,2532,156225,3085,12416,2227,254226,2849,198672,5376,55554,4571,25728,1840,25074,1868,654,388,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,248128,2076,96105,2013,86949,2887,9156,2104,136647,2871,94838,4379,41809,3617,15376,1744,14658,1866,718,501,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,957700,1852,349668,2360,332625,3554,17043,3165,557191,2625,457200,6785,99991,6727,50841,1489,49693,1615,1148,572,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,511801,1414,192815,1948,181533,4207,11282,3527,286877,2403,238593,4830,48284,4939,32109,1218,31355,1279,754,388,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,211336,1002,86906,1031,77826,2670,9080,2325,115591,1878,81906,4046,33685,3829,8839,1282,8760,1287,79,129,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,219113,725,86423,1135,79513,2374,6910,2224,123382,1670,81058,4488,42324,4456,9308,1147,9115,1179,193,165,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1012389,1325,309202,2383,292602,3583,16600,2833,585055,2850,486553,8729,98502,8013,118132,1158,116947,1188,1185,529,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,143435,1158,59134,961,55729,1994,3405,1688,76279,1454,69500,2000,6779,1751,8022,547,7864,565,158,181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,33430,514,12795,827,11346,1032,1449,671,19706,904,13852,1355,5854,1295,929,422,922,421,7,25,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,956598,1908,374036,2061,359507,3334,14529,2755,540547,3397,386255,7948,154292,7903,42015,2351,39540,2571,2475,1070,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,166446,504,56048,869,54769,1202,1279,1011,100860,906,87405,2928,13455,2718,9538,491,9431,531,107,176,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,2230544,2384,774383,3310,689541,8711,84842,8904,1297531,3703,991670,14608,305861,13984,158630,923,154174,1588,4456,1375,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,367109,2226,154315,2398,135190,4284,19125,3846,199261,3284,110629,6156,88632,5568,13533,1706,12553,1743,980,500,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,341691,1637,134379,1772,121465,2987,12914,2890,189890,2948,128281,5134,61609,5007,17422,1614,16521,1705,901,436,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
