GEO_ID,B13002A_001E,B13002A_001M,B13002A_002E,B13002A_002M,B13002A_003E,B13002A_003M,B13002A_004E,B13002A_004M,B13002A_005E,B13002A_005M,B13002A_006E,B13002A_006M,B13002A_007E,B13002A_007M,NAME,B13002A_001MA,B13002A_001EA,B13002A_002MA,B13002A_002EA,B13002A_003EA,B13002A_003MA,B13002A_004EA,B13002A_004MA,B13002A_005EA,B13002A_005MA,B13002A_006MA,B13002A_006EA,B13002A_007MA,B13002A_007EA,state
0400000US49,668919,4003,42726,3515,36863,2986,5863,1305,626193,5436,327859,5906,298334,7215,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,2770473,13152,131806,5431,102584,4487,29222,3251,2638667,13392,1078387,12317,1560280,14106,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1281200,8130,61900,3971,48139,3060,13761,2289,1219300,8601,541779,9122,677521,9235,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2084007,5723,110157,5423,74188,3966,35969,3091,1973850,8096,865885,11864,1107965,12921,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1114629,4671,62601,4160,46673,3571,15928,2030,1052028,6367,502237,8121,549791,8188,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2200443,6034,111983,4958,80713,4616,31270,2868,2088460,7108,932582,10711,1155878,10944,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1695270,4575,85289,4282,62445,3695,22844,2268,1609981,5224,713957,7797,896024,8209,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,369816,2574,19947,2005,15154,1611,4793,1091,349869,3211,170113,3432,179756,4093,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,353673,4012,21257,2383,17005,2241,4252,1124,332416,4306,164651,6196,167765,6668,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,347931,5211,16270,2193,8091,1470,8179,1904,331661,5553,138810,5090,192851,5955,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,72792,1995,4223,906,3687,746,536,421,68569,2153,36710,2365,31859,2562,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,154985,1569,8003,1332,6128,1176,1875,482,146982,2011,72164,3088,74818,3419,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1266788,6827,65279,4318,47609,3702,17670,2451,1201509,7956,565020,9564,636489,9813,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,193132,3522,9653,1799,6210,1455,3443,1306,183479,3734,67041,3743,116438,4190,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1222151,8332,67765,4710,43832,3658,23933,3140,1154386,8997,492493,8745,661893,10079,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1188153,4336,56106,4809,42364,4355,13742,1927,1132047,6434,553124,9374,578923,9611,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,540772,3601,33028,2520,24889,2109,8139,1502,507744,4201,246800,5227,260944,4553,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
