B17001_035E,B17001_035M,B17001_036E,B17001_036M,B17001_037E,B17001_037M,B17001_038E,B17001_038M,B17001_039E,B17001_039M,B17001_040E,B17001_040M,B17001_041E,B17001_041M,B17001_042E,B17001_042M,B17001_043E,B17001_043M,B17001_044E,B17001_044M,B17001_045E,B17001_045M,B17001_046E,B17001_046M,B17001_047E,B17001_047M,B17001_048E,B17001_048M,B17001_049E,B17001_049M,B17001_050E,B17001_050M,B17001_051E,B17001_051M,B17001_052E,B17001_052M,B17001_053E,B17001_053M,B17001_054E,B17001_054M,B17001_055E,B17001_055M,B17001_056E,B17001_056M,B17001_057E,B17001_057M,B17001_058E,B17001_058M,B17001_059E,B17001_059M,GEO_ID,B17001_001E,B17001_001M,B17001_002E,B17001_002M,B17001_003E,B17001_003M,B17001_004E,B17001_004M,B17001_005E,B17001_005M,B17001_006E,B17001_006M,B17001_007E,B17001_007M,B17001_008E,B17001_008M,B17001_009E,B17001_009M,B17001_010E,B17001_010M,B17001_011E,B17001_011M,B17001_012E,B17001_012M,B17001_013E,B17001_013M,B17001_014E,B17001_014M,B17001_015E,B17001_015M,B17001_016E,B17001_016M,B17001_017E,B17001_017M,B17001_018E,B17001_018M,B17001_019E,B17001_019M,B17001_020E,B17001_020M,B17001_021E,B17001_021M,B17001_022E,B17001_022M,B17001_023E,B17001_023M,B17001_024E,B17001_024M,B17001_025E,B17001_025M,B17001_026E,B17001_026M,B17001_027E,B17001_027M,B17001_028E,B17001_028M,B17001_029E,B17001_029M,B17001_030E,B17001_030M,B17001_031E,B17001_031M,B17001_032E,B17001_032M,B17001_033E,B17001_033M,B17001_034E,B17001_034M,B17001_035EA,B17001_035MA,B17001_036MA,B17001_036EA,B17001_037EA,B17001_037MA,B17001_038MA,B17001_038EA,B17001_039MA,B17001_039EA,B17001_040MA,B17001_040EA,B17001_041EA,B17001_041MA,B17001_042EA,B17001_042MA,B17001_043MA,B17001_043EA,B17001_044MA,B17001_044EA,B17001_045MA,B17001_045EA,B17001_046EA,B17001_046MA,B17001_047MA,B17001_047EA,B17001_048MA,B17001_048EA,B17001_049MA,B17001_049EA,B17001_050MA,B17001_050EA,B17001_051EA,B17001_051MA,B17001_052EA,B17001_052MA,B17001_053MA,B17001_053EA,B17001_054MA,B17001_054EA,B17001_055MA,B17001_055EA,B17001_056EA,B17001_056MA,B17001_057EA,B17001_057MA,B17001_058MA,B17001_058EA,B17001_059MA,B17001_059EA,NAME,B17001_001EA,B17001_001MA,B17001_002EA,B17001_002MA,B17001_003MA,B17001_003EA,B17001_004MA,B17001_004EA,B17001_005MA,B17001_005EA,B17001_006EA,B17001_006MA,B17001_007EA,B17001_007MA,B17001_008MA,B17001_008EA,B17001_009MA,B17001_009EA,B17001_010MA,B17001_010EA,B17001_011MA,B17001_011EA,B17001_012MA,B17001_012EA,B17001_013EA,B17001_013MA,B17001_014MA,B17001_014EA,B17001_015EA,B17001_015MA,B17001_016MA,B17001_016EA,B17001_017MA,B17001_017EA,B17001_018EA,B17001_018MA,B17001_019EA,B17001_019MA,B17001_020EA,B17001_020MA,B17001_021MA,B17001_021EA,B17001_022MA,B17001_022EA,B17001_023EA,B17001_023MA,B17001_024EA,B17001_024MA,B17001_025MA,B17001_025EA,B17001_026MA,B17001_026EA,B17001_027MA,B17001_027EA,B17001_028EA,B17001_028MA,B17001_029EA,B17001_029MA,B17001_030EA,B17001_030MA,B17001_031MA,B17001_031EA,B17001_032MA,B17001_032EA,B17001_033EA,B17001_033MA,B17001_034EA,B17001_034MA,state
981770,15934,530676,14728,166427,7027,337092,7660,1105889,11945,1848129,11023,1709604,11275,1568384,8439,1382864,7455,908044,6601,516220,4614,11911238,34369,756260,10346,151514,7818,928690,15174,494381,12722,168156,5884,323072,8079,972069,12316,1705545,10467,1663590,11472,1591024,8847,1457760,7610,1014687,6945,684490,5820,0400000US48,28074573,7348,4180675,65525,1853119,36359,231155,10648,40519,3520,265730,11478,130065,9401,41618,3799,74630,5757,241350,10493,196126,9289,181458,8762,144378,7466,154791,7445,92287,5292,59012,3930,2327556,36307,217920,9250,42459,3611,263133,9743,124873,6955,38984,3802,74276,5061,309154,11453,339558,10958,280559,9547,196486,8229,200266,6774,132795,6465,107093,4968,23893898,64986,11982660,37876,777836,10920,149725,7158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
203995,5679,101400,5178,36558,2680,65509,3387,207673,3750,377456,3213,346511,3557,367722,3320,351925,3505,230935,2021,141098,2259,2752009,12818,153405,3214,31238,3027,187873,5598,97969,4718,33423,2579,65085,2778,196811,4811,368020,4859,361387,4135,393964,3986,393157,3428,271917,2680,197760,3050,0400000US24,5899819,3071,528203,21054,225963,11236,21124,3099,5785,1692,24724,3761,11920,2155,3609,1049,9495,1800,30367,3311,23405,2613,22838,2537,23173,2604,28126,3192,13130,1516,8267,1478,302240,12434,19956,2618,3988,1111,27991,3500,11470,2139,4471,1052,7704,1550,39560,4019,44569,4114,34269,3053,30991,3470,32236,2816,22636,2176,22399,2429,5371616,20671,2619607,11778,159735,3933,29090,3122,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
570655,12655,307619,10639,91265,3885,206460,4945,686043,9369,1210444,8470,1122212,9903,1197436,8819,1184791,7202,996495,6155,765486,5024,9178461,28553,435452,7999,89169,5907,545628,11948,284128,8661,94367,5104,195679,5656,649422,8401,1147305,9292,1116779,8519,1233534,8848,1311668,8142,1138868,7648,936462,7710,0400000US12,20882651,6372,2840977,47549,1268823,30024,123286,7293,22564,3489,144267,8402,67870,6253,21250,3067,43193,4167,152149,8257,138598,7962,120747,7791,116541,7418,142450,7201,102172,5468,73736,5131,1572154,28559,116867,7231,22297,3102,134965,8109,61494,4408,21728,3046,39475,3569,153219,7560,208827,7733,182659,8654,161529,7870,190897,7965,146622,6592,131575,6693,18041674,48881,8863213,29921,440022,7632,84285,6526,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
195529,5297,111537,5117,35523,3097,74583,3557,238449,5041,450499,4314,381627,4064,413909,3086,411462,3619,279927,2540,168090,2506,3054833,13089,147842,3612,31501,2556,191513,5011,99916,4321,34628,2395,73480,3257,221215,4684,434675,4592,387487,3571,434530,3461,442877,3328,318223,2739,236946,3280,0400000US25,6665083,2673,663918,20551,291024,11138,23140,2970,4459,1436,29631,3438,13178,1839,4666,1499,10238,1837,45656,3844,37325,3690,24693,3529,29001,2730,36052,3099,19285,2290,13700,1824,372894,13281,22797,3245,4658,1291,25466,3035,13381,2107,4238,1272,7936,1613,49211,4515,55239,4529,41471,3413,37769,3429,43562,2961,32032,2852,35134,2840,6001165,20805,2946332,13108,155312,3430,29885,2845,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
16288,2249,7957,1480,1510,607,4100,623,14528,1619,69674,1659,47775,1038,34598,933,26039,1366,17847,1008,11312,1145,288078,6290,16649,1975,3447,1057,12667,2064,7191,1480,1876,742,3587,818,17862,1701,76041,1935,47244,1366,31501,1231,29669,1420,23587,1082,16757,1353,0400000US11,669031,717,108055,8920,44156,4296,4269,1628,1421,1014,4784,1486,973,571,332,291,1518,557,7728,1335,5259,1383,3371,972,3207,884,6541,1429,2561,801,2192,878,63899,6330,4566,1334,346,346,5352,1607,3312,1189,603,390,1572,805,9331,1645,10725,1935,6166,1290,5731,1201,6991,1383,4073,1006,5131,1310,560976,8913,272898,4512,19531,1661,1739,616,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
143176,4513,75922,4031,25331,2187,45371,2110,146494,4249,215944,2885,207426,2876,150749,2474,137429,1825,96270,1567,58301,1074,1392855,9151,108743,2128,22292,2219,136040,4465,72146,3642,23543,1720,44202,2097,128923,3888,203550,2887,193417,3078,148569,1975,140333,1957,103240,1676,67857,1318,0400000US49,3110944,2668,280773,15853,127056,9550,13956,2212,1643,505,17907,3386,6855,1563,2376,735,4708,1091,27791,3870,15395,2283,12678,2379,7610,1563,7945,1259,4663,1080,3529,808,153717,8218,11958,1873,2313,1056,14808,2285,4994,1272,1248,464,4679,1144,35881,3463,22631,2607,20363,2535,9630,1356,12349,1817,6624,1304,6239,1115,2830171,15674,1437316,9591,112735,2566,22168,2439,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
542080,10384,292871,8665,94797,4167,194616,5098,652885,6866,1271022,7148,1065923,5988,1106053,5480,1102971,4953,743652,4792,473919,4459,8358023,28123,434339,7454,80792,4142,516016,8734,274399,8363,89005,4064,183986,4823,620561,6435,1217187,7626,1064478,6334,1160745,6715,1184848,6954,850789,6487,680878,6549,0400000US36,19037564,4341,2591391,46405,1125787,24406,106737,6119,23563,2441,125861,7055,57750,4587,18727,2321,38107,3029,135937,6283,137747,5975,111056,5470,117640,5365,125507,4600,77206,4468,49949,3634,1465604,27694,111661,7733,18161,2481,125789,6479,55111,4393,19321,2258,42236,3495,162142,6334,207898,7028,168735,6364,151601,5912,162498,6992,118025,6025,122426,6040,16446173,46766,8088150,24624,463961,6404,83400,5204,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
285039,7534,147626,5420,50810,3549,100920,3901,317545,4824,530859,5017,526707,4373,558217,4106,540087,3948,345802,2993,224089,2938,4015090,15623,212380,4461,40600,3083,271537,7116,145999,5216,50929,3200,96923,3476,298346,4730,498493,4370,515662,3927,584549,4280,580654,3850,395961,4224,323057,2793,0400000US34,8739304,2908,832133,26316,359002,14331,38571,3972,8008,1628,45831,4576,22283,2773,6760,1499,11763,2342,39169,4429,39747,4059,35359,3688,36695,3380,37844,3677,20685,2539,16287,2042,473131,15453,39821,3886,7395,1480,39845,3981,22233,2754,7292,1447,14451,2035,47146,4095,65632,4102,59755,3439,46533,3646,48137,3701,39379,3910,35512,2504,7907171,26524,3892081,14629,220378,4526,44002,3344,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
341560,7179,191341,6677,62521,3238,131587,3443,388726,6517,664706,6140,614767,5158,653213,5612,687953,4968,492044,3481,300836,2759,4933801,24321,257513,5712,51487,3414,326966,6689,176449,5588,57708,3299,126946,4156,351154,6623,617330,6813,602884,6003,663201,5859,732614,5045,550040,3872,419509,4461,0400000US39,11362304,4398,1578673,37243,701321,18663,75551,5358,13626,2312,85557,5486,40341,2996,12218,2071,23175,2394,96156,5916,81094,4863,61998,4213,68471,4688,81708,4879,37886,2609,23540,1940,877352,23393,76927,5665,14733,2165,82472,5012,35000,3344,11821,1712,24195,2708,111239,5992,140651,6256,95925,5347,86361,4825,93119,4082,54863,3385,50046,3387,9783631,37381,4849830,19002,268945,5884,51631,3790,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
191710,6076,99258,4226,32088,2467,66282,2966,202172,4418,357017,4757,327476,3671,327725,3318,354236,3544,253048,2753,158277,1932,2612019,14959,142319,3433,28386,2529,179566,5347,92917,5131,28611,2321,63125,3195,185640,5270,340244,4662,323243,4252,343292,4161,379889,3835,290342,3213,214445,2660,0400000US29,5943658,3566,786330,21180,351037,11453,36044,3579,6787,1427,41379,3915,21104,2798,6429,1500,13112,2115,49588,4299,38095,3377,33623,2844,32244,2539,40349,2904,19018,2148,13265,1441,435293,13036,36056,3176,7615,1363,40343,3894,18257,2435,6549,1421,13534,1925,63859,4526,65896,4277,45093,3746,39073,3113,49261,3375,25676,2363,24081,2096,5157328,21844,2545309,12496,147605,3868,28415,2639,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
359778,7225,196406,6945,65311,3296,132574,3865,402564,8128,746483,5500,664333,5174,738799,4801,784483,4679,567308,3554,359227,3239,5512232,18711,276968,4512,52632,4117,350477,7627,186811,5922,64302,3068,127927,3609,366815,6503,706546,6792,651083,5065,753559,4695,834761,4320,633577,4237,506774,4512,0400000US42,12394000,4366,1517870,30308,678853,17059,60426,4799,13952,1971,78730,5278,36956,3181,11266,1599,22403,2213,99812,7029,82293,5088,59464,4387,64159,3836,82051,4331,38472,2883,28869,2351,839017,18832,60798,4197,10810,2056,72971,4633,34887,3620,10027,1656,21510,2425,113736,6079,123452,6178,94093,5253,83862,4256,93053,3926,54135,3181,65683,3976,10876130,30422,5363898,17572,288822,5493,57810,3784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
286841,5627,154870,5476,55094,2797,109188,3482,355915,5751,574160,4575,511086,4888,564128,4512,601184,4378,433712,3393,264989,2174,4218442,17986,213971,3687,43061,3352,275794,6193,141862,4812,49893,3191,108140,3326,315290,4746,520387,5339,505048,5433,576603,4322,637482,4454,476461,3246,354450,3071,0400000US26,9774124,3126,1373349,26495,617730,13138,65307,4070,9736,1819,69613,4093,32364,3114,12591,1730,20263,1684,92088,4517,68411,3575,56266,3619,61656,3828,72275,3773,36994,2705,20166,1721,755619,16984,58208,3695,13374,1990,70154,4426,31598,3127,10182,1619,19302,2008,112785,4723,109663,4555,80020,5036,74883,4017,81559,4044,50491,3098,43400,2512,8400775,26829,4182333,14262,221019,3737,50147,3412,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
68398,2829,35899,2421,11382,1535,23807,1577,66093,2244,117020,2352,113415,1980,102022,1777,108359,1653,76670,1167,48037,1263,829036,6086,52052,1743,10974,1277,67104,2930,35483,2145,10928,1249,20564,1315,58082,2294,108983,2363,108531,2055,99227,1784,111609,1919,83996,1424,61503,1433,0400000US31,1875342,1788,206341,9787,92051,5379,9446,1373,1243,410,10933,1743,3684,967,1671,460,3263,751,16293,1761,10491,1562,9274,1397,8123,1321,9574,1384,4709,916,3347,737,114290,5939,10818,1577,1826,681,8645,1710,4439,1038,961,423,3181,778,24051,2419,16416,1859,11322,1314,7707,1298,10870,1564,5441,916,8613,1102,1669001,9761,839965,6117,57196,1988,11667,1754,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
62254,3430,34496,3072,14087,1922,22831,2065,64378,3018,100492,3043,100044,2826,93675,2799,95884,1974,77353,1559,43622,1441,752052,7868,45229,2048,10395,1783,60699,3438,36167,3366,11662,1729,19935,2029,55457,2564,96359,3632,97674,2814,88359,2275,100149,1742,78164,1998,51803,1451,0400000US16,1723154,1641,203264,12603,95446,7233,10214,1729,2162,765,11228,2263,6196,2118,1622,803,2726,761,16440,2700,12294,2202,6550,1432,7375,1516,9298,1642,4399,1093,4942,1231,107818,7287,8574,1694,1163,486,10157,1995,4514,1474,1310,563,2989,1104,18700,2211,14981,2179,11910,1852,9980,1799,9213,1470,7336,1394,6991,1079,1519890,12775,767838,7423,48064,1783,10658,1784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
59914,4173,34823,3070,9211,1257,21120,2177,74268,3384,116406,3950,105435,4153,98342,2885,107152,2759,91253,2232,55958,1627,828515,8997,41099,2010,8126,1749,59786,3791,32832,3184,8783,1526,21354,2092,64776,3223,102632,3478,100521,3096,102065,2701,118934,2358,98950,2085,68657,2038,0400000US35,2051759,2065,399456,16659,184987,10337,16674,1975,3676,1150,22647,2631,12892,2128,3107,1101,7621,1612,20552,2116,22162,2669,18760,2924,16512,1848,21437,2513,12142,2025,6805,1297,214469,8963,16311,1927,2890,873,19207,2407,8743,1489,3112,884,7144,1732,27622,3236,30079,2924,26578,3060,20245,2185,23062,2257,16700,2004,12776,1523,1652303,16608,823788,10369,42252,2401,7654,1503,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
47004,2896,22705,2395,7023,1190,14582,1321,49729,1838,91425,2707,85025,1672,79097,1351,81264,1463,67292,1294,42543,1068,629876,6063,35708,2368,6437,1288,44715,2504,20949,2174,7729,1407,12288,1389,42042,1588,86232,2255,81117,1776,78722,1364,83300,1512,71011,1223,59626,1199,0400000US15,1382448,1809,122143,8890,55678,4334,6078,1371,1134,656,6167,1520,2611,996,662,382,1218,574,4825,1525,8178,1639,5841,1003,5812,1082,6262,1265,4213,1114,2677,795,66465,5987,6514,2093,1038,604,5971,1515,1189,576,679,382,2107,743,7353,1409,9116,1625,7748,1428,6333,1136,8515,1538,5948,1092,3954,1009,1260305,9167,630429,4801,36646,1693,6094,954,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
30954,2077,15683,1791,5248,791,8531,977,26157,1676,53702,2041,48468,1503,43464,1871,52387,1252,40465,966,22368,717,363225,4656,22988,1507,4230,915,27720,1766,15598,1527,4428,792,9261,1166,27477,1868,46259,1782,45677,1527,41405,1371,53749,1267,38582,757,25851,1432,0400000US46,852419,1438,111626,6667,51964,3931,5372,1171,976,521,6051,918,2520,748,884,529,1589,525,9876,1680,6522,1251,4388,983,4998,1501,5379,1187,1573,568,1836,534,59662,4399,5394,1110,1130,415,4605,934,2423,948,546,287,2711,1119,9762,1980,7147,1335,5474,925,5925,1245,5351,1059,3586,770,5608,1240,740793,6444,377568,4595,25088,1390,5053,935,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
243334,5966,123492,5135,39792,3103,77887,3604,257932,5242,534485,5156,466940,4688,429293,4297,427989,3531,317151,2807,177257,1960,3303414,15213,191291,3752,38117,3799,239383,6779,114584,5196,39455,2880,79839,3212,231937,4912,487271,5343,448098,4818,422930,3068,443990,4355,342454,3366,224065,3152,0400000US53,7400557,3213,759013,23800,349050,12043,32767,3092,6394,1695,36969,4325,14402,2200,6834,1389,9214,1436,55114,3846,48193,4073,36912,3625,33835,3078,37820,3143,18330,2075,12266,1770,409963,15226,26311,3272,4606,1104,33630,3409,18403,2792,3768,927,11172,1787,62085,4636,67740,4167,45405,4143,37723,3064,46826,3913,27416,2580,24878,2597,6641544,23615,3338130,12801,199065,3588,43513,3055,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
27175,2124,14044,1618,3948,1026,12747,1212,36647,2399,62671,2284,56091,1818,62381,2112,64156,1913,43589,1367,25033,970,449441,6218,20824,1358,5412,1305,24816,2065,13066,1741,3904,1277,10790,1454,36811,2265,60253,2182,54663,1525,61848,1980,69942,1388,47584,1373,39528,1164,0400000US44,1016469,1124,131205,9492,60485,5048,5761,1534,553,346,7453,1798,2441,988,343,196,1806,720,7321,2205,9819,1994,4813,1425,5194,1319,6784,1662,4494,1181,3703,832,70720,5963,4958,1243,916,447,6349,1441,2202,837,1095,646,2258,1095,6419,1710,11515,1935,6863,1324,10026,1703,6616,1287,6100,1285,5403,933,885264,9706,435823,5412,22330,1704,5011,1252,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
217684,7353,122828,5441,40728,3146,74587,3577,266445,6307,423732,4857,386468,4347,370276,3895,363237,3035,310406,2208,219604,2056,3028568,17643,160237,3951,33131,3160,212536,6068,114004,4943,36469,2814,74194,3468,242187,4414,392843,5825,372857,4504,381102,3302,398562,4106,353538,2786,256908,3198,0400000US04,7013444,3179,983499,28300,454105,15295,46616,4302,9720,1767,57611,4873,24517,2950,7870,1506,16503,2058,60994,5625,57294,4032,42395,3810,42945,3416,43852,2972,26833,2110,16955,2017,529394,17740,47660,3864,8707,1596,54597,4911,25747,3209,7742,1327,17332,1979,66974,4247,75863,5317,60990,4197,47424,2939,53339,3927,31783,2523,31236,2832,6029945,28753,3001377,16404,172839,4617,32543,2932,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
