GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001EA,C01001A_001MA,C01001A_002MA,C01001A_002EA,C01001A_003EA,C01001A_003MA,C01001A_004MA,C01001A_004EA,C01001A_005EA,C01001A_005MA,C01001A_006EA,C01001A_006MA,C01001A_007EA,C01001A_007MA,C01001A_008EA,C01001A_008MA,C01001A_009EA,C01001A_009MA,state
0400000US41,3514983,11797,1735334,6411,346781,3673,1072457,4615,316096,1225,1779649,7421,334725,3763,1074659,4326,370265,1346,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,528453,2729,267434,2284,60119,1986,163289,1135,44026,572,261019,2166,57325,1532,155488,1319,48206,937,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,23535388,66698,11751139,37299,2556633,17616,7423181,24861,1771325,5338,11784249,36375,2453366,17779,7173423,22155,2157460,6142,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1735455,3704,852592,3586,185461,3089,516284,2120,150847,916,882863,2804,178363,2533,517158,1415,187342,500,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2688136,12828,1309738,6582,252080,3263,820695,4822,236963,1248,1378398,7704,237257,3410,839641,5033,301500,1240,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,21099066,40621,10497678,23117,2698051,14463,6470608,15572,1329019,3727,10601388,25905,2587737,14841,6388714,14990,1624937,5222,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3305047,13606,1627738,7893,328281,4058,1019906,5150,279551,1404,1677309,7963,310772,4375,1017794,4971,348743,1396,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,15899574,36490,7801279,19516,1432402,9612,4653325,13200,1715552,4024,8098295,20958,1371154,8995,4672292,14091,2054849,4087,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,5335175,17166,2585595,9561,492760,4214,1653346,6493,439489,1599,2749580,9067,463580,4665,1714874,6008,571126,1840,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,296747,4449,149382,2757,19787,1689,114807,1667,14788,424,147365,2526,17322,1326,112467,1772,17576,483,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2708195,10034,1362626,5922,397567,3268,811372,3956,153687,922,1345569,5763,374923,2650,794259,4047,176387,1007,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,12375601,34083,6063104,19090,1201874,9712,3815663,12417,1045567,3370,6312497,18075,1144524,7851,3828343,13577,1339630,4039,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,5956539,22413,2918753,13044,612938,5571,1812274,9699,493541,2156,3037786,12276,579381,5581,1820110,8702,638295,2614,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,9470940,10859,4655213,7007,995297,3923,2876678,4869,783238,1576,4815727,6172,941714,3951,2888455,4098,985558,1547,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,5035197,7994,2479186,5201,545476,3157,1521085,3334,412625,1069,2556011,5215,518358,3136,1524299,3610,513354,1159,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,10256084,17296,5031886,10074,991169,5398,3118772,6637,921945,1395,5224198,9379,941227,5539,3118431,5752,1164540,1533,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7825285,9602,3873409,6519,800003,3271,2401599,4261,671807,1223,3951876,5032,762706,3171,2376377,3365,812793,1415,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1666990,5467,828515,3512,197771,2358,500598,2108,130146,783,838475,3627,187848,2566,492456,2126,158171,655,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1576846,8264,792748,5413,201929,3472,465908,3279,124911,717,784098,4560,186562,2977,458316,2890,139220,1009,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1599938,12680,789590,7166,177398,4406,470612,4197,141580,1656,810348,7804,168327,4220,473714,4441,168307,1737,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,345652,4853,183751,2672,25526,1430,121177,1762,37048,375,161901,2806,26363,1518,100180,1762,35358,473,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,740870,2352,373026,1975,83019,1090,225214,1427,64793,255,367844,1890,79183,1309,214304,1312,74357,220,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5633263,17384,2815787,10635,572284,6003,1776558,6419,466945,1731,2817476,8997,545051,5397,1724282,5305,548143,1802,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,852805,9123,414080,4938,75925,2089,265820,3620,72335,715,438725,5067,70418,2111,273807,3526,94500,843,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5590505,22425,2770022,13384,605135,6900,1642304,8521,522583,1988,2820483,12170,584725,5894,1631852,8184,603906,1768,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,5235588,10176,2569315,6535,553403,3841,1585601,4039,430311,1163,2666273,6257,521398,4600,1614285,3354,530590,1083,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2446823,8485,1209845,5616,281860,2849,736118,3361,191867,1193,1236978,4899,276432,2867,725402,3143,235144,1295,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
