GEO_ID,B10001_001E,B10001_001M,B10001_002E,B10001_002M,B10001_003E,B10001_003M,B10001_004E,B10001_004M,NAME,B10001_001MA,B10001_001EA,B10001_002MA,B10001_002EA,B10001_003MA,B10001_003EA,B10001_004MA,B10001_004EA,state
0400000US28,84819,7117,31278,3824,28702,3414,24839,3228,Mississippi,null,null,null,null,null,null,null,null,28
0400000US09,40601,4469,17877,2977,12721,2139,10003,1765,Connecticut,null,null,null,null,null,null,null,null,09
0400000US48,701829,20123,308254,11321,226241,10127,167334,10265,Texas,null,null,null,null,null,null,null,null,48
0400000US24,113832,9475,44709,5071,39288,4506,29835,3796,Maryland,null,null,null,null,null,null,null,null,24
0400000US12,390369,17978,157968,9536,130452,9438,101949,7200,Florida,null,null,null,null,null,null,null,null,12
0400000US25,85687,6378,36403,3570,28764,3052,20520,2867,Massachusetts,null,null,null,null,null,null,null,null,25
0400000US11,10325,2606,4839,1665,3257,1128,2229,1084,District of Columbia,null,null,null,null,null,null,null,null,11
0400000US49,52298,5572,24497,3601,15591,2379,12210,1901,Utah,null,null,null,null,null,null,null,null,49
0400000US36,325594,15104,145954,10024,105888,6685,73752,5227,New York,null,null,null,null,null,null,null,null,36
0400000US34,133185,8944,55930,5409,44904,4363,32351,3752,New Jersey,null,null,null,null,null,null,null,null,34
0400000US39,196382,9426,77387,5596,66761,5591,52234,3959,Ohio,null,null,null,null,null,null,null,null,39
0400000US29,94049,6441,37916,3663,30852,2805,25281,3202,Missouri,null,null,null,null,null,null,null,null,29
0400000US42,190782,11607,78167,6307,66699,5854,45916,3532,Pennsylvania,null,null,null,null,null,null,null,null,42
0400000US26,140961,7739,60326,4283,44614,3686,36021,3295,Michigan,null,null,null,null,null,null,null,null,26
0400000US31,22612,2943,9660,1542,7138,1438,5814,1434,Nebraska,null,null,null,null,null,null,null,null,31
0400000US16,27002,3748,11439,2204,8817,2107,6746,1750,Idaho,null,null,null,null,null,null,null,null,16
0400000US35,56534,6629,19831,3403,18363,2991,18340,2452,New Mexico,null,null,null,null,null,null,null,null,35
0400000US15,44483,4442,16100,2071,15321,2326,13062,2276,Hawaii,null,null,null,null,null,null,null,null,15
0400000US46,15264,2134,5060,674,5281,1211,4923,1389,South Dakota,null,null,null,null,null,null,null,null,46
0400000US53,105449,8023,45709,4562,34654,4130,25086,3114,Washington,null,null,null,null,null,null,null,null,53
0400000US44,13770,2581,6374,1481,3963,1270,3433,1031,Rhode Island,null,null,null,null,null,null,null,null,44
0400000US04,155138,10635,67335,5917,48367,5021,39436,4126,Arizona,null,null,null,null,null,null,null,null,04
0400000US47,149383,8957,58885,5849,52056,4519,38442,3714,Tennessee,null,null,null,null,null,null,null,null,47
0400000US20,38111,4400,17555,2964,10512,1446,10044,2153,Kansas,null,null,null,null,null,null,null,null,20
