GEO_ID,B28009A_001E,B28009A_001M,B28009A_002E,B28009A_002M,B28009A_003E,B28009A_003M,B28009A_004E,B28009A_004M,B28009A_005E,B28009A_005M,B28009A_006E,B28009A_006M,NAME,B28009A_001MA,B28009A_001EA,B28009A_002MA,B28009A_002EA,B28009A_003MA,B28009A_003EA,B28009A_004EA,B28009A_004MA,B28009A_005EA,B28009A_005MA,B28009A_006MA,B28009A_006EA,state
0400000US29,4905656,8508,4624401,15053,12174,1976,4289091,20649,323136,13403,281255,11773,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9966152,18000,9286643,25943,35655,2960,8827813,29706,423175,16268,679509,18733,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7672057,10433,7276852,15728,17256,2450,6852746,20177,406850,16388,395205,12268,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1625172,5530,1547662,6780,6139,1494,1469312,7916,72211,5202,77510,4436,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1551079,8306,1497532,8871,4714,1618,1398778,11604,94040,8783,53547,4238,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1571046,12303,1467137,13646,3704,1434,1292454,17564,170979,13700,103909,7343,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,329595,5001,320138,5501,89,104,304165,6178,15884,3029,9457,1641,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,716038,2697,676986,4139,1193,432,633889,6299,41904,4592,39052,3040,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5535107,17497,5365238,19664,8821,1641,5140022,22881,216395,13589,169869,9728,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,821148,9136,772755,9709,1308,647,737802,10913,33645,5624,48393,4365,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5482652,22495,5264782,24484,14544,3004,4914465,22062,335773,19438,217870,11863,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,5126461,10978,4813809,16350,10369,2150,4476617,23560,326823,18068,312652,14123,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2388345,8655,2278406,10771,6059,1643,2115644,16232,156703,11481,109939,5307,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
