GEO_ID,B16005A_001E,B16005A_001M,B16005A_002E,B16005A_002M,B16005A_003E,B16005A_003M,B16005A_004E,B16005A_004M,B16005A_005E,B16005A_005M,B16005A_006E,B16005A_006M,B16005A_007E,B16005A_007M,B16005A_008E,B16005A_008M,B16005A_009E,B16005A_009M,B16005A_010E,B16005A_010M,B16005A_011E,B16005A_011M,NAME,B16005A_001MA,B16005A_001EA,B16005A_002EA,B16005A_002MA,B16005A_003EA,B16005A_003MA,B16005A_004EA,B16005A_004MA,B16005A_005MA,B16005A_005EA,B16005A_006MA,B16005A_006EA,B16005A_007EA,B16005A_007MA,B16005A_008EA,B16005A_008MA,B16005A_009MA,B16005A_009EA,B16005A_010MA,B16005A_010EA,B16005A_011MA,B16005A_011EA,state
0400000US30,890067,2190,876142,3087,854157,4110,21985,3014,18780,2766,3205,1067,13925,2293,7567,1680,6358,1612,5031,1370,1327,620,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1204228,1492,1179466,3088,1136653,4784,42813,3398,36129,3311,6684,1175,24762,2796,13148,1858,11614,1954,7970,1464,3644,972,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6731533,14968,6372602,14203,6085830,14697,286772,11653,244645,10800,42127,4143,358931,12186,73088,5082,285843,12134,124066,8222,161777,8142,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,5789453,16728,5399399,16761,5105830,17957,293569,12787,242989,11373,50580,5408,390054,15890,72221,5514,317833,14754,135054,9301,182779,10669,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,445834,3079,428593,3749,409447,4020,19146,3441,17613,3358,1533,665,17241,2711,6636,1416,10605,2139,7375,1374,3230,1183,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3130907,6330,3070141,6745,3004011,7366,66130,6281,53747,5715,12383,2490,60766,4391,15894,1798,44872,4243,21954,3013,22918,3115,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,562591,1220,544883,2347,531496,2712,13387,1742,11409,1581,1978,721,17708,2240,9780,1771,7928,1472,5927,1206,2001,660,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1823669,15229,1602138,13628,1419344,11108,182794,10254,159495,9765,23299,3332,221531,9383,46234,3544,175297,9017,73788,5891,101509,6441,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1594478,2231,1581917,3517,1563905,3677,18012,2624,12235,2110,5777,1251,12561,2670,4864,1175,7697,2251,4479,1473,3218,1237,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2682886,7624,2568365,7746,2453269,6594,115096,6029,98908,5576,16188,2140,114521,7203,19256,2326,95265,6288,39053,3609,56212,4544,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4700553,7891,4572976,9336,4415212,10171,157764,7747,126799,7198,30965,3117,127577,7207,36336,3005,91241,5845,43341,3745,47900,4182,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1993552,21768,1958869,21814,123047,8966,1835822,21711,376013,12294,1459809,21889,34683,3345,2865,786,31818,2996,5639,1592,26179,2677,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5427571,14395,5014114,15134,4774641,14394,239473,10004,207187,9559,32286,3882,413457,12979,79114,5251,334343,11350,173106,7963,161237,8930,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,609890,2079,601045,2573,584080,3416,16965,2377,13373,2208,3592,917,8845,2073,3602,1179,5243,1596,2856,1049,2387,1163,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3235767,8286,3102239,7784,3005810,8849,96429,6417,83080,6194,13349,2092,133528,8083,44883,4558,88645,7585,43990,4330,44655,5876,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3332901,10896,3118114,12083,2940339,13471,177775,7839,154422,7111,23353,2789,214787,9770,49488,4052,165299,9030,67464,5782,97835,7029,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,497639,2504,486162,2756,467892,3280,18270,2655,16294,2690,1976,725,11477,2258,3679,1085,7798,1897,4735,1562,3063,1251,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,22191737,61314,17892267,52542,14149064,44945,3743203,42643,3298913,43315,444290,15366,4299470,39162,584296,13524,3715174,38082,1453896,22487,2261278,31473,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1642234,3752,1608214,4538,1584098,5095,24116,3393,17343,2713,6773,2011,34020,3718,9730,1767,24290,3517,9038,2158,15252,2739,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2570891,11482,2338534,13569,2121599,11149,216935,11488,170440,9886,46495,4225,232357,10376,53780,3888,178577,9567,86483,5189,92094,7522,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,19664268,37058,16795711,47100,12743504,44737,4052207,40733,3275536,39532,776671,22799,2868557,37212,259910,10855,2608647,37454,881515,20039,1727132,30039,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3135786,12443,2907200,11843,2751304,12561,155896,8291,131026,7308,24870,3234,228586,10547,47225,3504,181361,9425,97109,5727,84252,6676,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,15144605,32866,12250283,37382,10429709,30921,1820574,30376,1511531,25984,309043,13667,2894322,28837,411209,15597,2483113,29963,1054357,24208,1428756,24866,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,5092814,15032,4587469,18391,4233927,20222,353542,12060,283756,11480,69786,6301,505345,17052,121096,6936,384249,16413,191134,9614,193115,10406,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,280209,3917,242166,3931,221540,4522,20626,2678,19149,2629,1477,710,38043,3993,12940,2269,25103,3374,17279,2742,7824,1743,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2503925,9280,2386672,8577,2242388,10271,144284,7885,130039,7896,14245,2410,117253,7226,25407,2943,91846,6386,47321,4588,44525,4323,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,11736441,30826,10251604,33891,9122712,30541,1128892,28054,902399,22905,226493,11742,1484837,28109,309060,11428,1175777,26616,544262,15289,631515,20295,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,5650036,20574,4796233,21383,4240542,22948,555691,16883,473081,15418,82610,6881,853803,19144,138105,5064,715698,18626,335058,12350,380640,13735,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,8959945,10087,8747970,11504,8481697,15002,266273,10607,206886,9738,59387,5013,211975,9918,59097,4721,152878,9448,78803,5970,74075,6516,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4752235,7963,4642253,8677,4532487,11948,109766,7590,88500,6062,21266,3176,109982,7230,26481,3193,83501,6225,44271,4060,39230,4440,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9749848,15375,9384505,19788,8948765,20020,435740,15979,339710,14331,96030,7617,365343,15041,89340,5346,276003,13691,137009,9093,138994,8557,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7419971,8600,7057156,15532,6795036,19771,262120,10571,221925,9619,40195,3849,362815,14105,93093,4917,269722,12702,137110,7037,132612,7877,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1560693,4877,1494553,5256,1435133,5688,59420,4091,50508,3972,8912,1609,66140,4906,9496,1588,56644,4576,20819,2385,35825,3884,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1476556,7447,1418515,7321,1355965,7139,62550,6065,53334,6105,9216,1793,58041,5794,14789,2957,43252,4616,18299,3057,24953,3038,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1513041,11503,1373113,11694,1058258,11810,314855,12363,260774,10741,54081,5226,139928,8153,15327,2310,124601,7910,50172,4985,74429,5733,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,327990,3976,304279,3863,283046,3994,21233,2417,19276,2391,1957,657,23711,2464,11336,1642,12375,2027,9156,1836,3219,964,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,695890,1875,686336,2291,671183,3055,15153,2462,12348,2239,2805,777,9554,1813,2533,685,7021,1760,3859,1276,3162,1073,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5325787,15534,4931111,15278,4669824,14617,261287,12088,230253,11331,31034,3121,394676,14724,108825,5758,285851,14336,136339,7622,149512,10218,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,814835,8432,751023,8582,681590,7894,69433,5579,52351,5068,17082,3012,63812,5807,12696,2047,51116,5420,21779,2698,29337,4724,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5274436,20134,4666919,19149,3974848,19272,692071,16598,614884,15960,77187,6531,607517,16581,109502,6963,498015,16528,206359,9320,291656,11985,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,4951340,8931,4779478,8348,4656361,9850,123117,8713,101267,7873,21850,3171,171862,8812,39917,3607,131945,8843,58930,5062,73015,7178,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2297775,7697,2199393,7819,2100542,7399,98851,6234,85177,6011,13674,2078,98382,6851,15045,2277,83337,6702,29210,3801,54127,5316,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
