GEO_ID,B24091_001E,B24091_001M,B24091_002E,B24091_002M,B24091_003E,B24091_003M,B24091_004E,B24091_004M,B24091_005E,B24091_005M,B24091_006E,B24091_006M,B24091_007E,B24091_007M,B24091_008E,B24091_008M,B24091_009E,B24091_009M,NAME,B24091_001EA,B24091_001MA,B24091_002EA,B24091_002MA,B24091_003EA,B24091_003MA,B24091_004MA,B24091_004EA,B24091_005MA,B24091_005EA,B24091_006EA,B24091_006MA,B24091_007EA,B24091_007MA,B24091_008EA,B24091_008MA,B24091_009MA,B24091_009EA,state
0400000US54,40041,729,39265,1561,38961,1621,50284,8440,40867,2435,37015,1388,36305,1258,63247,5324,35691,6442,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,41319,262,41030,348,40619,359,52180,2487,43919,2139,38155,1107,41283,797,56785,1926,35577,2185,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,47232,294,46401,351,46043,354,57229,4435,50587,769,52450,1008,51434,826,57901,3232,33341,3104,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,23161,330,22106,408,21917,414,31248,5844,23497,2163,20005,1289,27999,1198,46682,6826,17420,2055,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,52571,671,50603,337,50216,338,65506,4179,57253,1731,50796,659,50591,1244,97613,3124,39403,3884,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,49489,1299,48959,1624,47997,1518,71250,12554,45901,5170,48325,3755,51742,1604,57186,10649,50303,5293,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,41448,327,40752,390,40358,384,60210,6507,46802,2988,42111,1137,44016,1685,59412,2831,35226,3899,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,48696,814,46064,551,45478,594,62447,7803,51404,1764,61247,1175,57065,2109,62184,2912,41777,3160,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,47299,1791,46939,1952,45790,1600,72722,12269,55541,7744,49138,3796,46976,3745,53935,6250,35418,7422,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,52010,146,50579,177,50059,253,75745,1782,60904,436,66239,771,68043,1705,66899,1359,40447,406,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,39447,885,38402,1225,37826,1184,52170,4856,45332,2734,37583,1514,40305,1048,53617,2152,32970,3691,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,61080,435,59613,1561,58480,1961,74125,6504,64031,3169,70006,2765,70662,2253,71670,3694,50013,5830,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,45911,223,44746,503,43691,512,63011,4346,50258,675,49097,770,50418,527,61424,848,37224,838,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,60028,766,52190,410,51810,428,74165,4156,61008,1056,62055,1161,56903,2072,101199,947,42612,2483,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,41266,153,40351,188,39539,491,51830,645,45517,1019,46298,472,43496,1495,63413,3229,31903,931,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,61995,308,61351,360,61064,367,76140,4457,64601,2036,67185,1465,69990,2029,70265,3197,46683,3784,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,75358,1805,70853,1322,70166,2921,121597,37209,72521,3123,65764,4084,75668,7168,102132,3237,71817,18269,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,47750,917,46326,775,45445,794,70342,8376,53371,3448,50446,1156,50179,1452,59631,3623,40162,5863,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,54514,509,51993,199,51642,205,68680,4484,55193,891,63490,1558,66094,1145,63681,2676,37209,1091,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,60687,334,58906,1723,57597,1461,72038,4087,62284,1679,66108,1254,67027,1992,72309,4090,50641,1945,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,46966,281,45538,339,45197,341,60312,3057,49946,800,51784,504,55163,1763,65355,1905,40196,1416,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,43469,675,43244,789,42602,697,54826,5964,45786,1118,42467,1411,39962,1069,61485,1130,35803,1548,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,50051,219,47982,582,47391,343,61473,1200,51616,452,54225,1243,54966,1186,64277,2064,39000,2386,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,48113,504,46521,308,46031,300,61684,1285,50634,533,51783,885,59656,2486,64440,1997,37177,1381,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,45614,513,44255,1163,43789,1174,52609,5374,48864,2316,51279,1211,49880,2235,63260,3831,35756,2710,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,41973,433,41199,533,40752,531,54351,5812,46798,2591,43264,2567,47926,2568,63884,4351,36805,4409,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,40172,584,37011,593,36457,591,60425,16502,41951,3374,40880,1885,44444,2715,62876,3883,30198,7678,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,47862,1331,43209,1824,42413,1193,55179,12310,50537,1341,59943,4720,52949,2706,70409,4353,36695,6613,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,41628,454,41073,617,40483,632,60030,9064,43924,2699,42482,2621,42685,1959,54952,5951,36884,2172,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,56182,414,55090,693,54026,1113,70916,4505,56360,1788,65041,1471,58796,2197,67247,2311,41440,1365,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,52034,532,50882,657,50630,659,70156,8326,52205,2095,65074,6140,62591,3568,69890,7572,60342,14715,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,44478,609,43428,713,42425,421,60032,4099,47678,2263,46651,1031,45399,823,61759,1915,33757,2877,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,41648,227,40668,282,40366,290,68356,5493,48005,1792,42316,613,45141,1406,63316,2941,40177,2646,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,45712,476,46097,616,45651,665,60558,5576,45936,1965,44334,1362,43921,1381,62935,3133,33132,3895,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
