GEO_ID,C01001I_001E,C01001I_001M,C01001I_002E,C01001I_002M,C01001I_003E,C01001I_003M,C01001I_004E,C01001I_004M,C01001I_005E,C01001I_005M,C01001I_006E,C01001I_006M,C01001I_007E,C01001I_007M,C01001I_008E,C01001I_008M,C01001I_009E,C01001I_009M,NAME,C01001I_001EA,C01001I_001MA,C01001I_002EA,C01001I_002MA,C01001I_003EA,C01001I_003MA,C01001I_004EA,C01001I_004MA,C01001I_005EA,C01001I_005MA,C01001I_006EA,C01001I_006MA,C01001I_007EA,C01001I_007MA,C01001I_008EA,C01001I_008MA,C01001I_009MA,C01001I_009EA,state
0400000US30,41605,885,21151,1689,8180,1124,11810,1492,1161,561,20454,1686,6877,1076,12302,1186,1275,517,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,22411,627,12007,823,3299,529,8184,781,524,277,10404,683,2846,497,6134,623,1424,489,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,995529,373,513867,4799,197722,4184,300870,3100,15275,1758,481662,4866,183299,3900,278603,3285,19760,1919,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,1021754,1889,531074,5077,191441,3830,321032,3218,18601,1959,490680,4898,180258,3460,288640,3440,21782,1882,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,53069,496,26906,915,8260,565,17297,968,1349,466,26163,970,9371,570,15528,855,1264,333,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,211485,2959,112109,3500,45243,3016,62722,2655,4144,1323,99376,2705,38440,2266,54773,1844,6163,1082,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,12450,575,6156,571,1863,528,4051,508,242,182,6294,625,1170,310,4351,668,773,376,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,881145,-555555555,447083,1460,145030,1080,278261,969,23792,855,434062,1461,138317,1080,266569,989,29176,698,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,25569,1724,13829,1580,4207,1057,8867,1354,755,321,11740,1344,2858,682,7319,1529,1563,538,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,429079,-555555555,222170,1942,83656,1578,131006,1338,7508,677,206909,1942,82761,1565,116077,1355,8071,748,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,403833,556,207459,1813,76362,1514,121909,1398,9188,1157,196374,1816,74633,1520,112325,1426,9416,974,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3154017,4708,1496407,4564,301721,3379,910313,2842,284373,888,1657610,4401,285856,3498,1001043,2102,370711,917,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,812810,3129,419741,4362,136967,3380,265926,2995,16848,1500,393069,4030,125578,3010,244296,2619,23195,1627,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,27444,1653,16843,1622,6117,971,10296,1154,430,286,10601,1158,2869,848,7264,1004,468,342,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,294502,3786,154172,3513,53106,2831,95248,2591,5818,1025,140330,3520,50957,2679,80374,2167,8999,1306,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,556397,-555555555,286743,1928,98550,1538,175029,1379,13164,1155,269654,1926,95395,1613,160967,1093,13292,876,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,57895,565,28478,1313,9691,1178,16450,1259,2337,717,29417,1266,9331,947,17171,1176,2915,862,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,15540142,-555555555,7818738,3062,2386624,2527,4932085,1386,500029,1145,7721404,3062,2296299,2511,4774583,1187,650522,1231,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,87126,1796,49749,2299,17467,1786,30063,2342,2219,773,37377,1655,13082,1369,22582,1292,1713,660,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,589810,-555555555,292205,1027,90999,725,184616,685,16590,630,297605,1027,90523,726,186033,651,21049,298,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11368844,-555555555,5719063,4985,1866800,4686,3485520,2441,366743,1920,5649781,4980,1796589,4809,3387514,2441,465678,2137,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,628435,-555555555,324871,2082,110067,2033,202097,1238,12707,717,303564,2083,103354,1974,181266,1166,18944,981,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5562452,1369,2744940,4014,685685,3597,1782319,1985,276936,1278,2817512,3933,657400,3606,1768826,1908,391286,1825,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,846780,1447,421533,1569,132245,1059,267980,1285,21308,541,425247,1066,126735,1063,267397,586,31115,347,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,79249,-555555555,41140,1339,11910,1339,27445,-555555555,1785,-555555555,38109,1339,9959,1339,25299,-555555555,2851,-555555555,District of Columbia,null,*****,null,null,null,null,null,*****,null,*****,null,null,null,null,null,*****,*****,null,11
0400000US49,450220,-555555555,233364,1476,86964,1262,136003,1048,10397,946,216856,1474,79545,1263,126093,955,11218,610,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3752523,891,1850476,2681,521115,2081,1183144,1951,146217,1016,1902047,2594,495835,2317,1188580,1563,217632,838,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1839359,-555555555,919976,1671,270786,1469,586035,1170,63155,519,919383,1670,264292,1617,569884,1360,85207,489,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,455918,2640,236295,3137,84850,2206,140129,2429,11316,1303,219623,3055,76533,2178,127216,2096,15874,1258,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,253474,2044,129023,2445,46168,1847,75809,1788,7046,1134,124451,2453,45342,1824,70656,2137,8453,1110,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,974763,1237,495612,2865,170897,2198,301489,1955,23226,1026,479151,2465,160645,2140,289510,1944,28996,1099,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,517381,1122,264742,2056,93850,1893,155424,1302,15468,1006,252639,2079,87809,1856,147407,1502,17423,1216,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,214483,719,109493,2099,42586,1932,62497,1132,4410,797,104990,2105,40998,1984,59559,1255,4433,729,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,222464,387,116261,2814,42657,2360,68627,1719,4977,872,106203,2839,39559,2405,62103,1524,4541,726,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1029229,-555555555,511352,1778,148781,1792,308921,633,53650,660,517877,1777,142119,1793,309199,841,66559,853,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,151356,-555555555,76912,1037,28329,1035,44967,468,3616,469,74444,1037,28251,1036,41649,226,4544,225,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,33983,518,18518,1413,6464,813,11599,1274,455,244,15465,1447,5475,816,9484,1401,506,292,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,970353,-555555555,501522,2300,181284,2201,299729,1598,20509,1269,468831,2296,174250,2065,272509,1910,22072,1643,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,168341,-555555555,85740,818,27724,570,53938,683,4078,342,82601,817,25017,582,51939,527,5645,343,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,2266342,-555555555,1140761,1356,372116,1354,697803,545,70842,533,1125581,1355,357315,1356,679037,489,89229,498,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,372901,2097,195288,3394,75050,2656,113608,2410,6630,1192,177613,3747,71562,2680,98893,2314,7158,1038,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,348443,1168,178103,2415,64754,1542,105062,1735,8287,1057,170340,2419,63968,1826,97051,1851,9321,1229,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
