GEO_ID,C01001D_001E,C01001D_001M,C01001D_002E,C01001D_002M,C01001D_003E,C01001D_003M,C01001D_004E,C01001D_004M,C01001D_005E,C01001D_005M,C01001D_006E,C01001D_006M,C01001D_007E,C01001D_007M,C01001D_008E,C01001D_008M,C01001D_009E,C01001D_009M,NAME,C01001D_001EA,C01001D_001MA,C01001D_002EA,C01001D_002MA,C01001D_003EA,C01001D_003MA,C01001D_004EA,C01001D_004MA,C01001D_005EA,C01001D_005MA,C01001D_006EA,C01001D_006MA,C01001D_007EA,C01001D_007MA,C01001D_008EA,C01001D_008MA,C01001D_009EA,C01001D_009MA,state
0400000US02,46381,2635,21780,1675,5263,905,13985,1265,2532,808,24601,1627,4232,929,17287,1226,3082,440,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,65095,3494,28416,2088,6543,1362,19223,1513,2650,817,36679,2730,7994,1524,24309,1986,4376,1135,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,11859,1196,5250,719,680,413,3929,481,641,291,6609,866,1488,669,4236,520,885,309,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,250137,5954,113732,3186,20137,2203,75193,1868,18402,494,136405,3493,17863,1937,91540,2425,27002,599,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,13459,2008,5425,1040,1288,561,3528,895,609,401,8034,1391,1467,519,5538,1208,1029,451,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,84694,2903,38272,1773,8426,879,27002,1314,2844,389,46422,2007,9854,1166,31083,1258,5485,642,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,165380,4021,78104,2359,19511,1642,54885,1414,3708,657,87276,2772,22988,1723,58690,1883,5598,668,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,5144,1803,1558,772,257,293,1090,537,211,221,3586,1261,835,588,2193,762,558,345,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,555422,8506,262520,5215,58441,2853,177183,3339,26896,1364,292902,4715,56035,3076,200713,2946,36154,1245,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,13749,2149,6441,1329,1794,796,4381,816,266,220,7308,1128,1393,458,5632,1009,283,209,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,80969,3690,39535,2480,10028,1694,26669,1745,2838,600,41434,2441,6569,1255,30286,1667,4579,950,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,190680,5297,89619,3114,18087,1602,63061,2317,8471,722,101061,3387,16244,1435,72585,2510,12232,1036,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,5807,1077,3582,1065,312,256,3089,1052,181,204,2225,798,432,229,1314,562,479,521,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5821585,21930,2759309,14463,533140,8101,1839628,8731,386541,2384,3062276,11582,492824,6905,2051136,8098,518316,2546,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,26142,2250,11637,1470,2956,848,8054,1132,627,328,14505,1354,1927,701,10976,1030,1602,641,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,165855,2587,79789,1641,17154,1203,55956,961,6679,469,86066,1968,17041,1392,61090,1260,7935,565,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1430857,9655,689717,6827,165716,4113,460875,5586,63126,1507,741140,6012,154086,4237,505800,3823,81254,2214,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,378985,6008,179212,3403,39176,1850,119223,2420,20813,767,199773,3470,36439,2082,135050,2461,28284,1023,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,593634,8233,271874,5072,52505,3155,184768,3485,34601,1814,321760,5188,53769,3256,217539,3609,50452,1752,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,472403,6144,224440,3326,46207,1840,158948,2341,19285,706,247963,3972,44848,2252,178906,2739,24209,880,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,27538,1377,11654,765,884,382,9652,694,1118,309,15884,1014,757,401,13948,862,1179,320,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,75898,3242,34304,1892,5763,1020,25730,1563,2811,383,41594,2209,6631,1070,30637,1573,4326,626,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1666113,12409,794850,7371,157557,4020,538870,4609,98423,1276,871263,6868,146732,3995,605948,3781,118583,1612,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,868213,6049,421815,3487,93543,2089,282233,2234,46039,871,446398,3537,93845,2289,297853,2423,54700,1042,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,271762,5995,130832,3633,29489,1930,90690,2534,10653,984,140930,3316,28562,1981,97587,2421,14781,1127,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,121417,3689,56963,2863,11769,1807,40628,2279,4566,690,64454,2533,12410,1639,45030,1532,7014,971,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,455027,6288,215801,3886,46950,2288,148227,2659,20624,885,239226,3470,49702,2110,164229,2442,25295,1257,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,325828,5390,160782,3323,33949,1921,113786,2366,13047,889,165046,2956,33924,1684,114493,2192,16629,1027,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,45779,2151,21601,1321,5200,612,15188,934,1213,380,24178,1461,5124,746,17001,1258,2053,373,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,27026,2610,11456,1422,1993,663,8481,1199,982,452,15570,2234,2909,1334,9678,1385,2983,1108,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,34155,2409,16291,1709,3158,914,10960,1287,2173,538,17864,1495,3185,640,12469,1101,2210,359,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,534479,10657,247821,5861,38006,3076,150659,3747,59156,1496,286658,6643,36237,3695,169047,4059,81374,1319,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,15023,2237,7638,1588,1881,589,5533,1394,224,299,7385,1762,1061,587,5881,1701,443,351,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,661781,8253,311768,4896,57647,2996,221931,3614,32190,765,350013,5441,58005,2617,245908,3955,46100,1034,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,36064,1723,16784,1082,2655,580,12516,857,1613,341,19280,1355,3756,751,14150,1257,1374,472,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,237873,5191,111167,3143,22219,1747,78081,2520,10867,680,126706,3393,21442,1983,87333,2330,17931,1091,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,119046,4317,54556,2695,12933,1670,37115,2313,4508,845,64490,3017,12615,1468,45304,2279,6571,961,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,82444,3810,39333,2411,9012,1375,27646,1739,2675,417,43111,2270,8107,1347,30836,1452,4168,936,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
