B24090_008E,B24090_008M,B24090_009E,B24090_009M,B24090_010E,B24090_010M,B24090_011E,B24090_011M,B24090_012E,B24090_012M,B24090_013E,B24090_013M,B24090_014E,B24090_014M,B24090_015E,B24090_015M,B24090_016E,B24090_016M,B24090_017E,B24090_017M,B24090_018E,B24090_018M,B24090_019E,B24090_019M,B24090_020E,B24090_020M,B24090_021E,B24090_021M,GEO_ID,B24090_001E,B24090_001M,B24090_002E,B24090_002M,B24090_003E,B24090_003M,B24090_004E,B24090_004M,B24090_005E,B24090_005M,B24090_006E,B24090_006M,B24090_007E,B24090_007M,B24090_008MA,B24090_008EA,B24090_009MA,B24090_009EA,B24090_010MA,B24090_010EA,B24090_011MA,B24090_011EA,B24090_012EA,B24090_012MA,B24090_013EA,B24090_013MA,B24090_014MA,B24090_014EA,B24090_015MA,B24090_015EA,B24090_016MA,B24090_016EA,B24090_017EA,B24090_017MA,B24090_018EA,B24090_018MA,B24090_019EA,B24090_019MA,B24090_020MA,B24090_020EA,B24090_021MA,B24090_021EA,NAME,B24090_001EA,B24090_001MA,B24090_002MA,B24090_002EA,B24090_003MA,B24090_003EA,B24090_004MA,B24090_004EA,B24090_005EA,B24090_005MA,B24090_006EA,B24090_006MA,B24090_007MA,B24090_007EA,state
9938,1541,9973,1583,15328,1564,602,411,149011,4465,87230,4310,83237,4184,3993,917,20475,2104,15344,1584,10144,1438,6695,1172,8891,1458,232,140,0400000US30,345944,6562,196933,4900,138286,4455,122051,4423,16235,1896,11559,1722,11247,1726,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
10443,1370,8686,1251,18208,1887,218,144,207993,5493,123708,4458,117878,4191,5830,1239,42580,3056,14965,1949,12399,1756,5080,1087,9079,1495,182,176,0400000US23,461655,7448,253662,5280,183160,5709,167350,5501,15810,1701,20454,1970,12493,1654,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
83316,4416,56445,4403,93174,5593,2334,712,1543894,15403,1068775,15617,1033323,15658,35452,3202,145629,6267,104898,6408,142125,5644,36871,3143,43428,3549,2168,726,0400000US37,3480261,23892,1936367,15622,1517747,16178,1423724,16264,94023,5551,90382,5044,92969,5268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
64318,5264,64268,4809,101067,5612,2049,949,1619989,17173,1145637,14530,1104251,14491,41386,3874,117066,7569,146709,7771,113670,6189,53390,4756,42166,4297,1351,583,0400000US13,3637769,22761,2017780,13787,1599655,15707,1484226,15556,115429,6154,77249,5576,109174,6763,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
9865,1796,13779,2212,6348,1100,278,286,103187,3500,50688,3323,47962,3157,2726,1076,15295,2016,12466,1652,12046,1635,7227,1158,5123,1112,342,253,0400000US02,230905,5858,127718,4220,79448,4080,72966,3749,6482,1419,8245,1386,9755,1456,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
34524,3630,34097,2754,45330,4047,599,276,676181,11395,460205,11798,449999,11644,10206,1447,57017,4706,54323,4109,57825,4043,24826,3092,21699,3143,286,199,0400000US01,1539677,16527,863496,10342,668941,11545,629694,11611,39247,3094,32737,3155,47268,3970,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
4932,849,3152,700,9798,1478,550,338,97456,3293,51295,3018,47493,3151,3802,829,23772,2081,7608,1365,6218,867,2940,728,5450,1221,173,143,0400000US50,215821,5266,118365,3525,83033,3470,75236,3511,7797,1200,11492,1115,5408,967,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
15814,1904,16583,2165,28693,3009,454,273,448416,8348,342396,8450,331260,8365,11136,1901,21247,2559,36637,2788,21398,2047,11029,2016,15522,2059,187,150,0400000US32,1033709,11867,585293,8893,480882,8729,459326,8893,21556,2674,12865,1713,30002,3010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
22500,2580,12497,2085,10814,1573,100,122,228517,5956,140714,5211,138525,5151,2189,774,25746,2622,18790,2494,26695,2318,11113,1674,5376,1180,83,143,0400000US54,530425,8071,301908,5488,224261,6628,216928,6433,7333,1284,14906,2319,16830,2247,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
33115,2833,38666,2601,47265,3084,1088,434,564811,8126,366865,8313,355099,8222,11766,1537,51451,3273,38903,2785,61703,3317,23884,2245,21095,1998,910,375,0400000US40,1307603,11271,742792,7408,552951,7975,518775,7916,34176,2072,30778,2236,38929,2741,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
38065,3152,16698,1894,61176,3893,2184,585,906301,10101,630752,9678,611491,9595,19261,1463,119596,4623,64214,3396,51136,2943,13978,1540,25663,2199,962,346,0400000US55,2114254,13978,1207953,9313,974327,9494,919985,9411,54342,3030,58413,3191,57090,3235,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
49418,3945,11077,1934,31385,2808,299,344,291930,6932,173917,6887,169353,6648,4564,948,16135,2367,20922,2741,64049,3773,6085,1384,10527,1698,295,316,0400000US72,655324,12414,363394,9226,236736,8435,222596,8170,14140,2114,10306,1573,24173,3235,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
60081,4745,179157,7044,70836,4521,1157,457,1337570,16077,821432,14010,794054,13298,27378,2196,149782,5657,136083,5942,75582,5069,113955,5428,39330,2929,1406,577,0400000US51,3024021,21077,1686451,13053,1190251,12689,1119313,13127,70938,4978,85090,4638,99879,5948,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
7695,1256,6878,1445,16388,1578,409,322,121395,3984,72068,3944,68973,4035,3095,799,20206,2233,10006,1769,9284,1556,4264,953,5272,1117,295,182,0400000US38,291174,5914,169779,3731,119407,4407,110337,4459,9070,1412,9239,1831,9763,1493,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
43779,3539,28460,3325,43141,3687,1128,655,753959,13966,523516,12269,504533,12147,18983,2741,57800,3846,52605,3842,78854,5357,19097,2514,21467,2481,620,354,0400000US45,1660720,19739,906761,11450,713779,11582,669108,11578,44671,3805,35393,3758,41081,3093,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
31642,2752,15584,1724,41697,3442,821,373,580199,10317,375734,9349,358525,9077,17209,1841,78891,4399,46118,3795,41087,3374,10763,1638,27028,2912,578,407,0400000US41,1374812,13236,794613,9235,616724,9546,576667,10089,40057,2900,45632,3897,42513,3136,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
7626,1598,4959,1394,6615,1409,221,228,81726,3793,46373,3467,43706,3200,2667,799,7495,1402,11009,1363,8821,1311,3678,1052,4011,1032,339,285,0400000US56,203223,5086,121497,3421,85622,3517,76779,3503,8843,1766,5297,1083,11157,1678,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
232812,7085,171824,7292,550455,13075,6588,1271,5350046,24433,3679943,27236,3549977,26985,129966,6152,499277,10742,514209,10643,274477,8503,113016,5613,261834,8156,7290,1331,0400000US06,13002846,37127,7652800,34898,5917900,32898,5583131,34627,334769,8812,328415,9969,444806,11108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
31561,3213,18772,2202,26711,2831,944,547,412015,9877,268994,9103,263778,8948,5216,1019,27392,3202,29209,3712,59885,4630,14052,1732,12131,2085,352,315,0400000US28,906037,13219,494022,7761,374082,7780,355456,7602,18626,2230,15674,2023,26278,3270,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
22315,2438,13911,1967,40040,3311,1196,601,534658,9746,360297,9833,351017,9834,9280,1486,74921,4127,46631,3426,26663,2509,8712,1629,17149,2531,285,186,0400000US09,1242368,12495,707710,7716,551942,7564,513983,7872,37959,3134,41490,3301,36816,3005,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
179724,6899,133873,7373,383925,14091,6324,1223,4166576,28790,2924761,25367,2847311,25800,77450,5242,320991,10283,379042,11077,290910,10928,98985,6086,145235,7495,6652,1930,0400000US48,9958866,40575,5792290,25004,4598271,28966,4381507,28232,216764,8209,198271,9624,291902,11482,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
48206,3627,145137,6586,50886,3923,986,518,1038847,11259,603816,11872,582424,11437,21392,2287,137246,6061,87898,4821,56407,4698,125259,5350,27474,2409,747,331,0400000US24,2260377,18334,1221530,12288,823352,14673,771271,14271,52081,4050,83859,5014,69104,5190,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
89083,5547,97686,5055,193434,8249,6103,1523,3087901,26175,2245889,23334,2138220,22918,107669,4761,285221,10785,256604,8529,127314,6786,64975,4222,104324,6180,3574,962,0400000US12,6956088,41290,3868187,26330,3099128,28725,2794092,28551,305036,12282,152189,8384,230564,9134,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
47420,3772,31579,3119,67877,4760,1597,515,1076138,10727,695568,9942,674691,9582,20877,1990,188974,6915,88446,5089,48925,3613,18658,2254,35086,3389,481,368,0400000US25,2452805,17054,1376667,11732,1031900,12780,972625,12992,59275,3960,119919,6023,76375,4457,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
3737,1084,26020,2353,4971,1203,249,198,150891,4196,70370,4400,67316,4300,3054,1214,34938,2984,8489,1545,3804,1061,30048,2987,3242,857,0,213,0400000US11,297905,5939,147014,3609,84284,4159,78626,3998,5658,1255,21910,2604,5843,1221,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
29007,2372,26507,2716,24018,2501,588,332,373623,8014,251877,7294,242010,7316,9867,1552,37837,3312,25495,2897,34061,2633,13475,1830,10398,1596,480,252,0400000US49,1024042,11512,650419,8695,512385,8716,473913,8541,38472,3082,32137,2441,25777,2316,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
152283,6034,74977,4380,190804,7897,4807,1001,3016313,21090,1905500,19349,1837060,18314,68440,4894,439827,9845,350325,9960,163694,6688,60980,3768,92896,5117,3091,850,0400000US36,6743191,26940,3726878,16532,2712566,17920,2520769,16150,191797,6971,261458,7347,329983,9285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
64102,3847,39803,3307,80747,4766,1708,562,1376422,14068,997683,15441,965504,15619,32179,2734,131491,5213,110547,5226,80675,4952,21646,2449,33447,2778,933,410,0400000US34,3224577,22380,1848155,14479,1476558,16693,1380676,17108,95882,4742,79019,4298,106218,5019,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
60683,3484,49926,3393,104940,5557,3475,855,1741610,14833,1193069,13161,1165206,13405,27863,2645,243829,7488,150193,6182,72603,4072,38504,3412,41691,2972,1721,610,0400000US39,3981297,21157,2239687,16294,1769184,17301,1681094,17720,88090,3942,125908,5710,125571,4930,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
35487,2320,26222,2808,62132,4127,1829,642,950861,11909,637434,11243,621833,11335,15601,1579,136773,6100,58280,3543,60675,3983,26670,2763,29997,3188,1032,605,0400000US29,2105035,15367,1154174,9908,901275,9817,856218,9893,45057,3205,69055,3631,58174,3325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
75391,3592,57994,4006,132460,5944,3864,787,1926364,15923,1305527,14518,1274742,15257,30785,2877,327327,8455,122971,5582,77039,3720,44025,3462,46151,2962,3324,788,0400000US42,4424786,23081,2498422,13781,1932809,18126,1831523,17516,101286,4796,181422,6376,114482,5453,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
55008,2916,29724,2820,72536,3644,2730,658,1361424,13041,958775,13338,932890,13431,25885,2270,190037,6447,82211,3954,67811,3650,24634,2327,36700,2703,1256,368,0400000US26,3214837,20685,1853413,13164,1520981,13619,1430965,13624,90016,3988,101648,5330,70786,3990,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
16932,1954,10723,1348,32804,2150,705,294,303033,5681,197431,5054,190758,5081,6673,930,40674,2335,25100,2294,19779,1887,8141,1206,11574,1338,334,208,0400000US31,716018,7077,412985,5164,307727,5620,285749,5644,21978,2186,21448,2038,22646,1915,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
14826,1922,10639,1673,20787,2465,315,180,212751,6041,137822,6134,131389,5894,6433,1316,22607,2975,19728,2460,16308,2500,6692,1353,9334,2076,260,216,0400000US16,548036,10261,335285,7141,255942,6974,235966,6564,19976,2540,15951,1934,16825,2306,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
18909,2204,29905,3213,22405,3136,342,255,271057,6423,157570,5820,151884,5655,5686,1110,21383,2143,28131,2585,33343,2445,18809,2125,11327,1948,494,397,0400000US35,620056,8848,348999,5909,237542,6189,222179,6204,15363,2046,14458,2576,25438,2763,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
18567,2164,28591,2699,13364,2097,886,668,226817,5188,137159,5308,130211,5142,6948,1198,27139,2532,7213,1331,30493,2397,14962,1852,9442,1684,409,307,0400000US15,491384,8703,264567,5801,175857,6819,164512,6699,11345,1696,14418,1945,12884,1780,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
7545,1279,5399,864,17260,1575,392,208,139296,4156,85535,3802,83026,3770,2509,631,24189,2360,11809,1601,6664,1104,4597,995,6394,914,108,140,0400000US46,322978,6084,183682,4555,129560,4516,116814,4554,12746,1633,11064,1357,12462,1443,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
62523,4185,59013,3715,64304,4505,2003,615,1057275,12744,682093,10985,654748,10347,27345,2803,124653,6267,86839,4263,88510,4612,33478,2827,40457,3177,1245,485,0400000US53,2562743,20804,1505468,14438,1152003,14528,1084107,13303,67896,4431,75034,4151,90588,4889,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
8399,1491,8124,1721,9892,1884,405,327,154626,5247,104688,5229,101406,5135,3282,945,24682,2834,10511,1706,8682,1401,3113,821,2828,1020,122,119,0400000US44,357154,8044,202528,5422,153174,5412,144102,5296,9072,1389,11888,1650,10646,1810,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
43227,3859,43653,3720,69253,3857,1679,503,966442,13747,678601,12507,650730,12048,27871,2707,92380,4907,74720,4992,59115,3743,26594,3249,33694,2840,1338,534,0400000US04,2269376,17887,1302934,11866,1011282,12159,949894,12410,61388,3523,56777,3793,77063,4574,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
38285,3263,39173,4036,90829,5404,952,432,1014471,13638,720515,13296,706764,13265,13751,1694,96065,4974,81828,4506,58599,3923,25506,2494,31248,2996,710,370,0400000US47,2294412,18154,1279941,11153,970883,11117,931559,11383,39324,3166,63693,4577,76126,4924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
26445,2270,16564,1957,40182,2502,1045,444,431291,6269,275901,6866,267267,6540,8634,1434,51864,3727,38126,2685,32761,2985,15374,2330,16668,1810,597,251,0400000US20,1023259,10037,591968,7426,447029,8387,421343,8659,25686,2361,26101,2403,34602,2426,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
