GEO_ID,B10051_001E,B10051_001M,B10051_002E,B10051_002M,B10051_003E,B10051_003M,B10051_004E,B10051_004M,B10051_005E,B10051_005M,B10051_006E,B10051_006M,B10051_007E,B10051_007M,B10051_008E,B10051_008M,B10051_009E,B10051_009M,B10051_010E,B10051_010M,B10051_011E,B10051_011M,NAME,B10051_001MA,B10051_001EA,B10051_002MA,B10051_002EA,B10051_003MA,B10051_003EA,B10051_004MA,B10051_004EA,B10051_005MA,B10051_005EA,B10051_006MA,B10051_006EA,B10051_007MA,B10051_007EA,B10051_008MA,B10051_008EA,B10051_009MA,B10051_009EA,B10051_010EA,B10051_010MA,B10051_011EA,B10051_011MA,state
0400000US13,256778,10651,93998,6236,35724,3996,17306,2920,18418,2467,58274,5045,35572,3492,22702,3396,162780,8952,68347,5231,94433,6926,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,18827,2727,8053,1747,2728,922,1304,638,1424,489,5325,1554,2619,712,2706,1140,10774,1952,4893,1351,5881,1307,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,121462,7220,60948,5538,28008,3686,13836,2667,14172,2328,32940,3698,22414,3021,10526,1813,60514,4609,26982,3395,33532,3315,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,8611,1489,3779,1299,1793,909,780,418,1013,793,1986,915,772,393,1214,769,4832,888,1928,600,2904,764,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,78006,4873,27483,3530,9317,1889,3620,1038,5697,1413,18166,3039,11067,2698,7099,1746,50523,4287,19922,2880,30601,3069,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,45095,5237,25365,3670,12447,2426,6212,1994,6235,1302,12918,2518,6481,1507,6437,1722,19730,3288,10285,2332,9445,1908,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,89031,4470,43918,3037,21480,2251,10000,1465,11480,1660,22438,2406,13225,1617,9213,1639,45113,3237,21307,2218,23806,2360,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,72033,4359,24998,2589,11219,1495,4795,1070,6424,1334,13779,2074,7667,1562,6112,1098,47035,3474,20661,2540,26374,2668,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,74075,6163,26608,3691,8373,1730,3211,1077,5162,1307,18235,2785,10575,2206,7660,1684,47467,4956,18839,2997,28628,3630,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,189372,8489,65853,5097,26340,3064,11529,2044,14811,2065,39513,4022,22483,3223,17030,2317,123519,6720,48545,5023,74974,5397,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,6901,1342,3241,861,1648,523,1181,465,467,267,1593,638,821,407,772,411,3660,1104,1962,695,1698,748,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,123454,7629,52135,5021,20065,3024,8250,1725,11815,2303,32070,3972,20552,3310,11518,2181,71319,6382,30413,4288,40906,4227,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,72107,5241,23605,3148,7199,1691,2898,1005,4301,1205,16406,2619,9197,2111,7209,1898,48502,4341,18171,2315,30331,3154,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,9479,1823,5865,1532,2298,866,1188,525,1110,585,3567,1131,2323,1002,1244,530,3614,1131,1591,712,2023,783,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1112024,22111,230688,9835,58403,5415,22701,3475,35702,3617,172285,8135,93066,5690,79219,5205,881336,18808,331168,14008,550168,13096,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,75259,5172,40407,4137,18007,3040,9278,2165,8729,1796,22400,3043,14161,2500,8239,1704,34852,3525,17089,2437,17763,2447,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,57821,5067,16297,2409,4449,1581,2725,1173,1724,827,11848,2266,6975,1706,4873,1275,41524,3968,12753,2251,28771,3309,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,775518,18151,263472,12016,92287,7758,42727,4514,49560,5223,171185,8181,114047,6757,57138,5251,512046,13957,229113,10076,282933,10769,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,137134,7314,42287,4314,13592,2740,6371,1681,7221,1953,28695,3397,16391,2752,12304,2083,94847,5461,34970,3620,59877,3995,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,496501,16281,147343,9588,53182,5035,23364,2954,29818,3459,94161,7506,47062,4273,47099,5667,349158,14207,127182,7919,221976,11464,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,124862,7553,31302,4049,9912,2185,4978,1651,4934,1186,21390,3335,9893,2368,11497,2144,93560,6345,31428,4114,62132,4824,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,9126,1877,2163,847,451,350,192,305,259,179,1712,771,1234,658,478,351,6963,1696,1831,934,5132,1440,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,64562,5205,14687,2203,4353,1202,1946,916,2407,816,10334,1978,5589,1745,4745,1147,49875,4584,18150,3109,31725,3522,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,405235,13336,114029,6452,33641,2995,13546,1899,20095,2590,80388,5545,41206,3918,39182,4443,291206,10879,93976,6330,197230,8487,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,177995,8499,40124,3689,10868,1908,3794,1331,7074,1384,29256,3192,14590,2285,14666,2137,137871,7189,40634,4532,97237,5623,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,216081,8184,94130,5283,43464,4054,22934,2996,20530,2575,50666,3951,32177,3208,18489,2362,121951,5967,50389,4549,71562,3993,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,103315,6065,41810,4078,17988,2229,8842,1724,9146,1441,23822,3236,14782,2845,9040,1583,61505,4795,28379,2908,33126,3456,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,226170,9163,81276,6219,30600,3228,12980,2039,17620,2406,50676,4699,31847,3580,18829,2645,144894,6893,59476,5049,85418,4224,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,162836,7033,52402,3761,19771,2749,10294,2021,9477,1424,32631,3062,19922,2420,12709,1652,110434,5901,42053,3418,68381,4654,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,23328,2328,9570,1423,3846,989,1928,608,1918,612,5724,1053,3740,953,1984,643,13758,1878,6287,1366,7471,1265,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,32034,3520,11384,2281,5487,1767,3053,1344,2434,1136,5897,1518,3446,1178,2451,902,20650,2905,9932,2317,10718,1867,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,51352,5200,26125,3392,10863,2278,3771,1094,7092,1875,15262,2307,9529,1995,5733,1205,25227,3360,11627,2295,13600,2403,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,52270,4513,12681,2443,2774,1048,1140,740,1634,740,9907,2260,5561,1646,4346,1403,39589,4002,9559,1620,30030,3433,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,11949,1302,6484,1057,3420,1022,1610,606,1810,714,3064,848,2381,752,683,274,5465,1063,2545,730,2920,879,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,136304,6988,41489,3637,16407,2393,6209,1602,10198,1774,25082,2851,12847,2007,12235,1975,94815,5823,39082,3875,55733,4424,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,20054,2706,6147,1600,2510,1201,1651,787,859,631,3637,1126,1533,748,2104,965,13907,2196,6528,1662,7379,1343,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,177102,8015,57488,4870,18657,2631,7517,1644,11140,1883,38831,4261,23021,3452,15810,2464,119614,6333,51398,4849,68216,4286,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,162918,8991,80863,6482,36316,4099,18766,2887,17550,2608,44547,4664,28884,3948,15663,2459,82055,5777,36791,3820,45264,4212,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,46736,4558,22611,3117,8564,1591,4603,1131,3961,1015,14047,2592,9165,2133,4882,1054,24125,2862,11619,2066,12506,1883,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
