GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001MA,C17009_001EA,C17009_002EA,C17009_002MA,C17009_003EA,C17009_003MA,C17009_004EA,C17009_004MA,C17009_005EA,C17009_005MA,C17009_006EA,C17009_006MA,C17009_007EA,C17009_007MA,C17009_008EA,C17009_008MA,C17009_009EA,C17009_009MA,state
0400000US30,241394,6801,64733,4179,5398,1178,28392,2833,30943,3168,176661,6553,94297,4872,39594,3259,42770,2692,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,326782,8813,78734,4077,3765,1109,25110,2924,49859,3529,248048,7711,126549,6037,48538,3692,72961,3694,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,1963669,25744,486951,13555,29547,3055,166083,8494,291321,10541,1476718,21896,833837,17532,245806,8482,397075,10632,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,1828218,27180,451443,13624,24337,3022,127431,6800,299675,11389,1376775,22677,844710,21258,217574,7920,314491,9689,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,152663,5577,30876,2723,2164,938,12740,1920,15972,1993,121787,5625,69361,3959,30055,3371,22371,2259,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,860676,18425,264662,10290,13017,2134,71284,5478,180361,8210,596014,13843,314421,10438,82969,5108,198624,6087,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,152543,5379,36801,3120,1414,615,13470,2045,21917,2443,115742,4584,58619,3625,27641,2406,29482,2336,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,640756,13793,151061,7159,9523,1987,41389,3711,100149,6013,489695,11822,283910,8873,90310,4772,115475,5916,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,371258,9898,114963,6328,5077,1124,33287,3048,76599,5420,256295,8424,125623,6216,38091,3933,92581,4612,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,716497,10438,200842,6568,14152,1728,71205,4408,115485,4864,515655,9072,291577,7979,80883,3911,143195,4736,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1253231,13393,284977,8606,21369,2377,118556,5987,145052,5696,968254,12047,537794,11417,171767,6644,258693,6664,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,541356,11430,301209,9244,10943,1819,53357,3653,236909,8550,240147,7965,123085,6173,26702,2911,90360,4242,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1609277,24294,369889,13275,21494,2786,125249,6734,223146,11109,1239388,21780,741668,19236,200944,8538,296776,6985,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,182856,7379,44981,3641,3903,1052,19161,2610,21917,2304,137875,6673,83515,5534,28221,2729,26139,2126,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,940520,17025,252952,10342,17565,2188,77323,5345,158064,7628,687568,14328,380435,10522,109212,6832,197921,7379,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,983680,17476,245653,8097,14519,2223,92750,4521,138384,6927,738027,15517,382883,12165,157732,6460,197412,6307,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,122857,6715,28113,3362,2617,1014,12367,2063,13129,2181,94744,5744,55407,4453,17799,2554,21538,2267,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,7051631,43589,1775910,27172,90110,5436,535198,15656,1150602,19525,5275721,36936,3025739,30424,1087916,17668,1162066,12844,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,504304,13676,167103,9492,9541,2411,43484,4672,114078,7094,337201,10017,177933,8358,49143,4201,110125,5102,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,688935,14216,151624,7562,5738,1304,51642,4946,94244,5617,537311,12231,286427,10317,105364,5855,145520,5937,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,4497134,41759,1119056,24355,82289,5301,360560,12374,676207,17574,3378078,31846,2165097,27313,550895,14815,662086,12658,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1089784,16555,215404,9037,14688,2106,68727,5275,131989,6689,874380,15618,522540,12865,144046,6288,207794,6582,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4238764,36316,1029969,21617,57934,5321,274308,12513,697727,15933,3208795,33136,1725944,28746,519145,12924,963706,16577,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1471361,18339,317926,9093,13192,2040,90523,5670,214211,8045,1153435,16116,636359,15002,240813,8817,276263,6376,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,258834,7604,50549,4099,1496,624,14866,2348,34187,2921,208285,7924,149710,6951,30623,3269,27952,2389,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,428996,12778,111026,7101,8799,1883,48937,4851,53290,4161,317970,10632,189400,8936,64160,4409,64410,3512,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4031845,32787,967935,15775,38713,3966,253997,8545,675225,14795,3063910,28714,1748270,23913,533047,13419,782593,13850,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1439516,21559,285038,10628,14446,2186,75677,5920,194915,7228,1154478,18411,650868,16953,188334,7429,315276,6848,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2442863,25518,621192,15386,36730,3584,215741,8922,368721,11420,1821671,19255,991708,17008,321761,9137,508202,10698,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1216846,18652,302110,9117,18269,2523,101368,6094,182473,7587,914736,16471,507139,12635,149465,6794,258132,7730,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2546042,27552,616922,12330,30148,2806,197899,7682,388875,10096,1929120,24190,1032038,17369,315868,8399,581214,11594,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2039076,18711,542359,10329,28603,2566,200589,7104,313167,8235,1496717,16859,766942,12698,266744,8323,463031,7933,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,395052,8553,91776,4305,6889,1255,37406,3236,47481,2973,303276,7403,175880,6589,53576,3321,73820,3517,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,303441,10740,78455,5532,5587,1440,32048,4004,40820,3851,224986,8638,117224,6169,42596,4544,65166,4648,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,427182,11357,125790,6316,8500,1912,37262,3349,80028,5420,301392,10006,159169,7709,50949,3903,91274,5169,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,239656,8024,55683,4308,3252,1026,18615,2312,33816,3061,183973,7314,101438,5821,34971,3208,47564,3080,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,182721,6895,44508,3324,3272,898,19740,2453,21496,2447,138213,5910,80957,5135,27821,2877,29435,2443,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1601575,23089,352693,10939,17666,2563,127303,7615,207724,8898,1248882,19216,702035,14456,252561,7216,294286,8031,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,226767,7686,54597,4248,1709,693,14218,2316,38670,3642,172170,7117,92034,5366,30618,2860,49518,3687,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1382640,20791,318003,10330,13930,2018,103683,6647,200390,8152,1064637,17968,581216,15151,191417,7515,292004,7737,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1261629,19462,336173,11501,24841,2956,102826,6999,208506,8108,925456,16963,529913,12362,139952,7517,255591,7278,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,562511,11300,138336,7618,10531,1836,60695,5111,67110,4181,424175,9951,239765,8687,72274,4298,112136,5046,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
