GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001MA,C25055_001EA,C25055_002MA,C25055_002EA,C25055_003MA,C25055_003EA,C25055_004MA,C25055_004EA,C25055_005MA,C25055_005EA,state
0400000US51,1028053,13699,763266,11442,128799,6396,77318,4226,58670,3199,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US38,113486,4810,87108,4011,10046,1558,6617,1084,9715,1463,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US45,538418,12001,390305,10246,78510,4934,42032,2844,27571,2906,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US41,592023,9590,425077,8051,71929,4182,50141,3259,44876,3203,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US56,62536,4121,45124,3451,8371,1621,5713,1048,3328,698,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5731188,35763,4150981,30372,765651,14241,468570,9490,345986,8427,California,null,null,null,null,null,null,null,null,null,null,06
0400000US28,313104,8667,236952,7849,41834,3261,22867,2643,11451,1603,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US09,453547,9092,303563,8081,66874,3774,42428,3011,40682,2528,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3553379,25095,2766300,22298,409120,11702,218652,8851,159307,6866,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US24,707790,11863,496412,10888,100914,4903,58204,3737,52260,3356,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US12,2554160,23813,1781042,22246,364584,7884,223645,7154,184889,7128,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US25,967686,12109,641538,9421,143711,5442,94617,4363,87820,4437,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US11,163373,4293,120878,4201,18557,1992,13930,1804,10008,1545,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US49,283023,6995,229201,5788,26514,2114,14335,1296,12973,1928,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3299280,21564,2129033,17796,513981,9266,350330,8376,305936,8017,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1137834,12489,753136,11813,179414,5913,111257,4814,94027,4322,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US39,1517398,14710,1055612,13303,215180,6708,135814,5436,110792,4527,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US29,761695,10979,536468,8648,103718,4103,66448,4351,55061,3952,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US42,1503281,14949,1000399,13521,207315,6631,142589,4990,152978,6117,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1081893,13299,749888,9988,149243,5733,99259,3815,83503,3896,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US31,243850,5273,175888,4411,28232,2221,17324,1787,22406,1684,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US16,176153,6972,131175,5978,20099,2261,11573,1468,13306,1737,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US35,242498,6607,173352,5438,32685,2831,22977,2522,13484,1733,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US15,177434,5581,123866,3878,23702,2123,18393,2158,11473,1586,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US46,102447,4101,72577,3361,11702,1546,7648,1143,10520,1163,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1034229,12064,768521,11064,118303,4926,75718,3610,71687,4368,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US44,149799,4955,91638,4408,24839,2822,18608,2005,14714,1419,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US04,874407,13489,640276,10245,108281,5237,73082,4087,52768,3731,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US47,817756,13175,597079,11655,116778,5443,63571,3893,40328,2991,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US20,360608,7532,261342,6732,44761,3109,26698,2145,27807,2217,Kansas,null,null,null,null,null,null,null,null,null,null,20
