C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038MA,C24070_039MA,C24070_039EA,C24070_040MA,C24070_040EA,C24070_041MA,C24070_041EA,C24070_042MA,C24070_042EA,C24070_043MA,C24070_043EA,C24070_044EA,C24070_044MA,C24070_045MA,C24070_045EA,C24070_046MA,C24070_046EA,C24070_047MA,C24070_047EA,C24070_048MA,C24070_048EA,C24070_049MA,C24070_049EA,C24070_050MA,C24070_050EA,C24070_051MA,C24070_051EA,C24070_052MA,C24070_052EA,C24070_053MA,C24070_053EA,C24070_054MA,C24070_054EA,C24070_055EA,C24070_055MA,C24070_056MA,C24070_056EA,C24070_057MA,C24070_057EA,C24070_058MA,C24070_058EA,C24070_059MA,C24070_059EA,C24070_060MA,C24070_060EA,C24070_061MA,C24070_061EA,C24070_062MA,C24070_062EA,C24070_063MA,C24070_063EA,C24070_064MA,C24070_064EA,C24070_065MA,C24070_065EA,C24070_066EA,C24070_066MA,C24070_067MA,C24070_067EA,C24070_068MA,C24070_068EA,C24070_069MA,C24070_069EA,C24070_070MA,C24070_070EA,C24070_071MA,C24070_071EA,C24070_072MA,C24070_072EA,C24070_073MA,C24070_073EA,C24070_074MA,C24070_074EA,C24070_075MA,C24070_075EA,C24070_076MA,C24070_076EA,C24070_077EA,C24070_077MA,C24070_078MA,C24070_078EA,C24070_079MA,C24070_079EA,C24070_080MA,C24070_080EA,C24070_081MA,C24070_081EA,C24070_082MA,C24070_082EA,C24070_083MA,C24070_083EA,C24070_084MA,C24070_084EA,NAME,C24070_001MA,C24070_001EA,C24070_002MA,C24070_002EA,C24070_003MA,C24070_003EA,C24070_004MA,C24070_004EA,C24070_005MA,C24070_005EA,C24070_006MA,C24070_006EA,C24070_007MA,C24070_007EA,C24070_008MA,C24070_008EA,C24070_009MA,C24070_009EA,C24070_010MA,C24070_010EA,C24070_011EA,C24070_011MA,C24070_012MA,C24070_012EA,C24070_013MA,C24070_013EA,C24070_014MA,C24070_014EA,C24070_015MA,C24070_015EA,C24070_016MA,C24070_016EA,C24070_017MA,C24070_017EA,C24070_018MA,C24070_018EA,C24070_019MA,C24070_019EA,C24070_020MA,C24070_020EA,C24070_021MA,C24070_021EA,C24070_022EA,C24070_022MA,C24070_023MA,C24070_023EA,C24070_024MA,C24070_024EA,C24070_025MA,C24070_025EA,C24070_026MA,C24070_026EA,C24070_027MA,C24070_027EA,C24070_028MA,C24070_028EA,C24070_029MA,C24070_029EA,C24070_030MA,C24070_030EA,C24070_031MA,C24070_031EA,C24070_032MA,C24070_032EA,C24070_033EA,C24070_033MA,C24070_034MA,C24070_034EA,C24070_035MA,C24070_035EA,C24070_036MA,C24070_036EA,C24070_037MA,C24070_037EA,C24070_038EA,state
2535,7298,1644,4640,1195,9293,2139,0,214,141635,7584,131,213,3111,1769,2212,807,291,246,4284,1133,1938,675,978,563,4032,1125,3637,1123,80756,5369,8035,1786,32230,2874,0,214,333166,10804,466,386,5022,1227,2727,995,174,176,2675,978,17290,2390,2948,873,2592,1069,9087,1620,176475,7350,7541,1516,1015,483,105154,5616,129364,6992,2383,657,24970,2605,2914,886,2101,703,9303,1668,5012,1273,751,497,10822,1773,25890,2976,9169,1325,9350,1699,26699,3366,0,214,0400000US45,2315748,17749,18391,2747,158238,6954,310636,11415,50458,3780,274323,9355,119723,7691,35403,4072,138332,6686,242175,9581,508708,11490,235041,9300,119166,6779,105154,5616,1623603,19666,12908,2309,111305,6629,298445,11262,46026,3612,249057,9077,91111,6790,30517,3961,110626,6590,183194,8240,235010,8014,205475,9279,49929,4578,0,214,87980,6028,2503,715,13830,1888,4338,1508,1866,676,9004,1784,4372,1050,209,178,10260,1917,20367,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1917,10358,1508,5840,1284,5127,1244,0,207,189177,7948,1307,817,1913,906,1583,717,15,19,4023,1085,2605,839,1993,900,7759,1365,7891,1406,121855,6772,8679,1777,29554,2946,0,207,266090,8473,3312,1063,5021,1228,1123,520,379,293,654,344,16492,2310,2403,749,2120,818,5455,1046,130332,6842,6852,1268,846,514,91101,4832,151005,6680,9191,1626,17070,2336,5434,1097,2323,826,9275,1616,5521,1465,2653,849,10705,1632,34015,3605,19469,2530,13311,2210,22038,3007,0,207,0400000US41,2029021,13461,63584,5066,135580,5631,229085,8064,52769,3744,229445,8938,92419,5422,32031,3016,107092,5536,235187,9720,460393,10479,202424,9041,97911,6533,91101,4832,1338184,14357,44941,4356,98639,5037,215117,7488,48053,3420,208872,8559,63988,4505,23946,2647,78889,4814,169272,8042,178379,7409,167742,8178,40346,3973,0,207,84565,4378,4833,1088,12937,1985,5828,1342,1999,675,6621,1258,3813,1287,1036,439,7619,1449,18554,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
506,1840,703,829,500,595,494,0,203,18867,2159,178,156,235,286,0,203,157,257,64,92,964,744,256,244,864,414,198,209,11255,1545,678,535,4018,914,0,203,60199,3899,273,186,3019,1033,101,160,0,203,205,194,3105,1034,880,489,319,236,941,510,30640,2998,2537,677,179,177,18000,2325,19925,2434,2934,762,3611,1043,472,341,158,173,690,359,368,261,0,203,990,427,2930,1068,2192,787,1465,804,4115,1300,0,203,0400000US56,287436,5151,30534,2494,25950,2990,12001,1822,6481,1298,30182,3064,17385,1937,3946,973,11644,1776,16135,2376,70460,4188,31586,3375,13132,1909,18000,2325,174430,5254,24575,2267,16794,2512,10997,1772,5747,1218,27735,2944,12117,1798,2564,754,8337,1386,10729,1771,24533,3236,26077,3294,4225,1060,0,203,14015,2405,2574,933,2291,920,431,330,419,381,1488,1153,831,399,246,228,1134,603,1337,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
6606,73081,4820,57435,4559,46552,3382,0,211,1222739,18527,5781,1563,13769,2131,19055,2648,8171,1601,31255,2711,16014,2083,13993,1795,45593,3654,64089,3454,716627,13091,57065,4206,231327,8383,0,211,2485104,28247,5973,1386,40876,3639,11037,1742,1775,691,10651,1584,152221,7261,19740,2205,22376,2880,59999,3784,1261541,20596,58088,3853,10362,1361,830465,14148,1581891,22409,31166,3463,208978,9880,45494,3827,23339,3082,102609,6186,99655,5744,32195,3681,115502,5802,368590,10781,163524,7555,124273,6786,266566,8848,0,211,0400000US06,18930012,36894,434183,14783,1244438,20017,1675905,20846,522242,11838,1969641,26024,1052441,17129,539066,11708,1116445,19278,2601900,25465,3952559,32425,1990269,23425,1000458,16393,830465,14148,12970285,49439,377245,13497,903981,17381,1567251,21639,464942,10988,1776024,23915,750966,14628,449849,11243,859238,16918,1943944,23958,1737786,20878,1693408,22688,445651,12448,0,211,669993,12798,14018,2934,76834,5679,33068,3049,24015,2072,49102,3964,33585,3031,23289,2872,73736,4590,165278,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
1098,3268,1115,1202,643,3279,1097,0,218,68094,4492,177,199,553,508,2563,1130,599,484,1146,528,1654,688,97,105,1437,594,1220,605,38100,3303,4572,1379,15976,2162,0,218,223278,8232,446,265,6472,1453,1945,679,185,289,947,560,8979,1875,1256,606,2134,1029,3423,835,126706,6699,4727,1237,420,315,65638,4103,70617,4882,5757,1301,15325,2340,2128,829,519,324,5167,1311,4106,1290,294,319,3674,1059,11015,2079,6884,1627,3791,1149,11957,1788,0,218,0400000US28,1231410,12050,30496,3355,77365,4767,161967,6856,29981,3421,145942,7575,76886,4497,15278,2706,54959,4179,87295,5159,310643,9529,117574,7476,57386,4828,65638,4103,837825,14138,21958,2501,51138,4064,154296,6979,27254,3399,133718,7704,59962,3873,13491,2525,45709,3694,65578,4758,135685,6924,103282,6931,25754,3396,0,218,31596,3248,2158,879,3877,921,1035,560,1424,551,4964,1281,2185,917,140,173,2005,890,6059,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
1926,6753,1197,4219,1124,4466,1207,0,207,177239,7024,258,224,1433,749,1150,421,467,351,2479,836,1540,643,2396,895,4696,1253,5622,983,122014,5754,9058,1571,26126,3016,0,207,222264,7836,16,27,4642,1101,1565,625,213,191,757,405,14032,2152,2891,882,2169,706,2264,697,123894,5673,5981,1462,622,362,63218,4107,112492,5680,2206,756,24361,3176,3215,1028,2235,894,8667,1596,3211,1118,1748,700,7852,1398,22541,2206,12784,1820,6334,1241,17338,2361,0,207,0400000US09,1822551,11469,8346,1428,111277,4803,193491,7843,42558,3475,197200,7971,79814,5550,36810,3473,161050,6067,211138,8275,473504,9553,153140,6126,91005,5693,63218,4107,1244901,12230,5163,1143,69819,4255,183179,7793,37546,2915,177917,7765,59460,4720,29094,2769,140415,6033,164248,7954,208059,7800,127548,5749,42453,3714,0,207,65655,4311,703,345,11022,1858,4382,1181,2097,810,7380,1798,1571,583,681,339,5918,1243,16463,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
5521,42045,3777,22508,3000,30185,3169,0,228,753432,18286,3195,926,11715,2507,11932,2067,3620,1328,18745,2626,14629,2351,6664,1578,24680,2959,31063,3350,412313,12466,41470,4326,173406,8511,0,228,1711428,25785,2732,1012,26335,2939,6288,1273,1456,596,9466,1432,86794,5694,10237,1978,14390,2126,34059,3453,957166,19774,26539,2909,4151,1152,531815,14696,942508,20122,34245,3134,203866,10298,23217,2867,12306,1856,63301,4833,57255,5212,11188,2389,64079,4808,188502,8992,74962,5100,57269,4369,152318,7824,0,228,0400000US48,13491168,36714,394429,11680,1188835,24709,1126931,21730,359631,11194,1530829,26258,821118,18277,217728,8396,889961,16598,1566465,22697,2902134,30556,1263471,24644,697821,17077,531815,14696,9682392,37525,339475,10328,890136,24639,1068039,20758,325913,10739,1403522,25328,638480,15885,183795,7433,748015,15543,1215923,20626,1415648,25711,1115685,24117,337761,12248,0,228,401408,12142,14782,2269,56783,4404,17455,3058,16336,2469,35795,3837,23960,3103,5844,1573,38797,3821,96918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
2490,13375,1764,5453,1098,8500,1400,0,206,298136,10203,114,133,2312,918,1351,457,395,286,4532,1178,2667,797,3315,787,12142,1833,22915,2400,165327,7561,11988,1666,71078,4666,0,206,641915,12520,538,275,9036,1789,5599,1350,368,301,2672,982,27431,2601,7329,1231,10040,1448,34926,3462,201355,7845,12892,1935,1645,696,328084,8597,156449,7611,5084,1133,21830,2935,3402,1007,1341,670,8285,1402,12621,2208,2605,833,13476,1928,34413,2794,24576,2557,9473,1603,19343,2216,0,206,0400000US24,3090469,17099,15641,2429,220424,8570,138126,4856,49239,3765,289973,10189,146792,6578,60204,4527,183204,6762,480841,11901,736247,14097,266570,9896,175124,7197,328084,8597,1892587,20156,8297,1891,171947,7916,125416,4702,45205,3588,265856,9771,97872,5771,45865,3876,138356,6075,360837,9610,331614,9653,226764,8797,74558,4489,0,206,101382,4992,1608,588,15299,2019,2358,699,1930,766,8628,1237,6201,1405,1090,419,9190,1614,27750,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
7622,51948,4585,35494,3890,47188,3530,0,229,625123,17779,683,418,8125,1689,5230,1395,1863,827,19062,3203,8795,1711,2989,805,27146,3501,23592,2669,370651,13530,31756,3895,125231,6787,0,229,1097802,18749,2612,1853,11699,1600,2795,969,1450,634,5950,1628,84014,5742,8444,1841,10681,1869,28715,3087,497585,12803,24509,3000,4075,1478,415273,11236,587753,14039,10363,2257,83642,5966,11609,1859,9223,1819,38088,4126,39623,4349,6430,1387,54947,4930,136732,7527,55056,5123,35643,3829,106397,7455,0,229,0400000US12,9734940,42750,91537,6699,756277,17512,499441,13385,252602,8975,1204325,21722,577259,12340,167011,8007,743240,15595,1297713,23375,2031718,28155,1162627,20909,535917,16096,415273,11236,6856111,43128,70657,6025,559403,15164,459251,13439,219167,8549,1093679,21463,410799,11310,142110,7554,585658,14135,970658,20170,1056478,20510,1035225,19708,253026,12972,0,229,568151,17486,7222,1912,93408,5957,20556,2999,20899,2842,47546,3887,34028,3363,7038,1682,64808,4651,138016,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
2666,11372,1424,8539,1876,9112,1895,0,211,460888,11880,590,439,1338,482,4447,1147,1072,623,5223,1255,3191,1014,7109,1250,12807,1659,21906,2681,335514,10048,16134,2007,51557,3303,0,211,426183,9094,586,470,7126,1539,1798,641,604,443,1430,453,30796,2883,5862,1186,7969,1645,7072,1186,221113,7081,7821,1532,836,563,133170,6178,207469,8071,2187,750,37613,3454,3592,757,1860,581,10426,1742,7559,1425,3566,860,14957,2016,52849,4689,27577,2878,13855,1892,31428,3720,0,211,0400000US25,3622984,16868,14278,2142,203961,9082,310373,9446,77733,5312,360781,9865,146922,6685,76851,4384,263518,8825,521600,10099,1029386,13666,315939,12179,168472,7790,133170,6178,2420643,18606,9927,1687,141801,7831,294242,9330,70688,5202,336035,9300,100594,5223,58632,3910,217649,7926,412136,8886,433810,10125,269590,11153,75539,5336,0,211,107801,5513,988,436,16083,2542,6294,1380,3509,1166,7667,1295,4782,1207,1682,609,10136,1766,27637,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
1344,1247,620,975,465,167,215,0,213,72928,4259,194,178,746,464,0,213,0,213,455,312,662,443,2189,936,3556,1006,9072,2240,25727,2536,4338,1036,25989,3072,0,213,87601,4268,195,231,555,402,0,213,48,78,287,255,2736,1017,1941,843,1481,652,3267,947,13629,2163,2166,746,199,206,61097,3619,18479,2235,53,88,615,345,210,215,98,121,190,262,1781,751,653,365,1074,437,5551,1142,3070,1003,2222,952,2962,965,0,213,0400000US11,380983,5579,1196,534,10184,1754,4768,1124,1623,632,16725,2391,12842,1905,14872,1953,24643,2702,90880,4485,71631,5362,36991,3577,33531,3311,61097,3619,189830,6372,754,436,7641,1591,4558,1117,1254,511,14811,2064,7568,1289,9821,1512,17188,2177,66773,4474,27958,4053,27290,3150,4214,1155,0,213,12145,1816,0,213,627,526,0,213,223,295,982,972,95,135,268,231,1344,652,6217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
2144,9651,1812,3290,943,5381,1010,0,193,106151,5250,321,237,766,733,1436,654,93,110,2769,624,1800,593,1867,1177,3766,904,3843,813,65962,3906,3906,979,19622,2580,0,193,220978,6626,1732,659,2988,868,1143,465,58,63,1784,701,12801,1946,1823,539,1210,540,4589,1062,111818,4112,8118,1302,323,246,72591,4853,76209,4772,1561,547,10374,1672,2712,916,870,449,6459,1325,3577,1052,1243,624,6357,1227,14186,2208,11439,1825,5054,1254,12377,1833,0,193,0400000US49,1533562,9406,23563,2351,116509,5881,153370,6445,33559,2757,178581,6551,73732,4665,29624,2785,106439,5172,197083,7631,344063,7154,134109,5846,70339,4693,72591,4853,1060904,10879,17294,1962,91034,5259,144434,6389,30461,2672,160836,6616,52455,3702,23572,2329,89051,5183,160197,6895,145193,5034,113741,5163,32636,3029,0,193,69320,3922,2655,702,11347,1632,3645,1035,2077,753,6733,1202,3099,955,1119,475,6055,1018,14268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
5166,42671,3061,28584,2923,29889,3231,0,201,1000936,14580,1435,685,7105,1517,9219,1638,3177,879,13779,1886,9848,1658,18312,1841,30889,2787,42646,3382,648252,11933,49448,3331,166826,6207,0,201,1456881,21432,982,376,34915,3373,2649,756,641,324,6330,1193,134813,6795,14570,1869,21561,2671,39598,3273,719688,14037,34397,3325,2498,761,444239,11572,558320,12685,13958,1710,67174,4931,9398,1358,6767,1487,32291,3383,56302,4022,13334,2151,34963,2790,114412,4748,85529,5065,48585,3776,75607,5238,0,201,0400000US36,9504716,27594,50480,3260,545896,12600,551379,12244,205014,7700,941072,16591,555380,13259,266579,9780,757363,15400,1166509,16966,2647464,22022,905696,18126,467645,12059,444239,11572,6132498,28296,28549,2540,393497,10738,516541,11816,183504,6683,855909,15473,336115,10485,209681,8740,637999,13741,881872,14800,1151324,17981,744682,16744,192825,7034,0,201,356081,10793,5556,1067,43205,3359,13572,1671,10925,1773,32763,3135,18302,2306,10682,1491,31951,3043,87981,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
