GEO_ID,B27001A_001E,B27001A_001M,B27001A_002E,B27001A_002M,B27001A_003E,B27001A_003M,B27001A_004E,B27001A_004M,B27001A_005E,B27001A_005M,B27001A_006E,B27001A_006M,B27001A_007E,B27001A_007M,B27001A_008E,B27001A_008M,B27001A_009E,B27001A_009M,B27001A_010E,B27001A_010M,B27001A_011E,B27001A_011M,B27001A_012E,B27001A_012M,B27001A_013E,B27001A_013M,B27001A_014E,B27001A_014M,B27001A_015E,B27001A_015M,B27001A_016E,B27001A_016M,B27001A_017E,B27001A_017M,B27001A_018E,B27001A_018M,B27001A_019E,B27001A_019M,B27001A_020E,B27001A_020M,B27001A_021E,B27001A_021M,B27001A_022E,B27001A_022M,B27001A_023E,B27001A_023M,B27001A_024E,B27001A_024M,B27001A_025E,B27001A_025M,B27001A_026E,B27001A_026M,B27001A_027E,B27001A_027M,B27001A_028E,B27001A_028M,NAME,B27001A_001EA,B27001A_001MA,B27001A_002MA,B27001A_002EA,B27001A_003EA,B27001A_003MA,B27001A_004EA,B27001A_004MA,B27001A_005EA,B27001A_005MA,B27001A_006EA,B27001A_006MA,B27001A_007EA,B27001A_007MA,B27001A_008EA,B27001A_008MA,B27001A_009EA,B27001A_009MA,B27001A_010EA,B27001A_010MA,B27001A_011EA,B27001A_011MA,B27001A_012EA,B27001A_012MA,B27001A_013EA,B27001A_013MA,B27001A_014EA,B27001A_014MA,B27001A_015EA,B27001A_015MA,B27001A_016EA,B27001A_016MA,B27001A_017EA,B27001A_017MA,B27001A_018EA,B27001A_018MA,B27001A_019EA,B27001A_019MA,B27001A_020MA,B27001A_020EA,B27001A_021EA,B27001A_021MA,B27001A_022EA,B27001A_022MA,B27001A_023EA,B27001A_023MA,B27001A_024MA,B27001A_024EA,B27001A_025EA,B27001A_025MA,B27001A_026EA,B27001A_026MA,B27001A_027EA,B27001A_027MA,B27001A_028EA,B27001A_028MA,state
0400000US26,7758880,9829,486757,5091,471711,5163,15046,2109,1173890,7460,1132270,8147,41620,3828,706384,6102,648579,6753,57805,4167,854457,5460,771224,6479,83233,4695,889647,2858,817196,5171,72451,4894,1023198,3081,960810,3759,62388,3485,1171396,1867,1114965,3703,56431,2885,852478,1663,849486,1796,2992,858,600673,2102,600187,2121,486,279,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1643633,5703,128095,2392,121848,2702,6247,1664,279152,3501,266171,3819,12981,2156,154062,3969,133412,3838,20650,2634,186529,3049,163262,3281,23267,2483,204545,2042,181093,2527,23452,2575,192484,1638,175292,2447,17192,1814,221528,1244,205896,1859,15632,1623,160934,1082,160464,1146,470,299,116304,1183,116148,1189,156,130,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1559281,8335,122633,3100,116084,3491,6549,1678,288574,4946,269463,5055,19111,3430,136603,4675,115406,4504,21197,2942,177887,4345,141936,5204,35951,3629,194761,3132,164808,3929,29953,3551,177926,2882,151714,3676,26212,3461,201381,1591,177617,2923,23764,2759,157487,1030,157110,1066,377,246,102029,991,101802,998,227,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1576741,12430,102294,3939,98181,4271,4113,1256,266326,6746,254743,7113,11583,2294,139573,4201,120150,4679,19423,3313,176892,5518,149419,5493,27473,3459,188101,4678,162867,4602,25234,2837,178533,4243,159107,4808,19426,2916,219240,2456,201181,3525,18059,2885,183493,2438,181747,2428,1746,800,122289,2402,121818,2394,471,419,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,316506,4839,20548,1616,20095,1647,453,339,33601,1920,32629,1991,972,596,21675,2009,20391,2015,1284,556,41003,2283,39509,2391,1494,723,40958,1626,38927,1705,2031,940,38307,977,36284,1121,2023,743,49144,851,47235,1109,1909,718,46617,592,46439,619,178,176,24653,622,24624,625,29,49,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,728105,2482,53843,1696,51445,1864,2398,906,116950,2460,112562,2704,4388,1137,65818,2326,55600,2427,10218,1684,80563,2050,70951,2163,9612,1648,87270,1245,80135,1746,7135,1380,83267,1123,75121,1627,8146,1411,107426,871,99300,1840,8126,1676,78733,474,78599,502,134,133,54235,679,54194,678,41,51,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5556854,17599,372305,5826,363402,6047,8903,1993,809134,8774,788861,9429,20273,3328,441053,5770,399114,6074,41939,3993,713048,6389,639241,7673,73807,5198,717690,5146,653126,5440,64564,5248,712242,3114,666161,4324,46081,3527,794035,2701,748226,4444,45809,4168,608639,2175,606761,2175,1878,755,388708,2231,388189,2258,519,365,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,840435,9301,47039,2559,45688,2536,1351,781,110233,3108,107826,3005,2407,962,84369,3371,79309,3130,5060,1508,95880,3128,89152,3363,6728,1766,95885,1908,89935,2545,5950,1812,116652,1966,111713,2279,4939,1224,130335,1347,127552,1394,2783,963,92206,934,92117,950,89,149,67836,835,67757,839,79,101,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5523113,22482,378473,6221,354217,6286,24256,2862,886133,10285,814894,10948,71239,6656,482878,9173,409770,8773,73108,6278,625929,7492,523201,9276,102728,7668,649109,5714,552163,8083,96946,7307,664711,4354,578978,6380,85733,5737,719457,4022,655375,5660,64082,4854,636900,2611,632130,2893,4770,1197,479523,2112,477229,2352,2294,964,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,5164468,10527,339543,4767,325264,5553,14279,2591,802873,7666,759110,8203,43763,5210,442830,6118,384953,6477,57877,4801,594816,5781,495445,7322,99371,5912,635425,3636,536580,6450,98845,6321,694833,2772,605508,4843,89325,5284,718368,2265,647248,4533,71120,4365,559806,1770,557993,1850,1813,633,375974,1886,375539,1919,435,259,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2403655,8515,176357,3055,167597,3096,8760,1478,417028,4879,396626,5630,20402,2963,218990,3660,189488,3756,29502,2989,270858,4225,233256,4744,37602,2552,293606,2768,255719,3776,37887,3364,286312,2664,257177,2964,29135,2523,330987,1740,304871,2819,26116,2423,237031,1664,236195,1658,836,338,172486,1467,172333,1451,153,138,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
