C27003_017E,C27003_017M,C27003_018E,C27003_018M,C27003_019E,C27003_019M,C27003_020E,C27003_020M,C27003_021E,C27003_021M,GEO_ID,C27003_001E,C27003_001M,C27003_002E,C27003_002M,C27003_003E,C27003_003M,C27003_004E,C27003_004M,C27003_005E,C27003_005M,C27003_006E,C27003_006M,C27003_007E,C27003_007M,C27003_008E,C27003_008M,C27003_009E,C27003_009M,C27003_010E,C27003_010M,C27003_011E,C27003_011M,C27003_012E,C27003_012M,C27003_013E,C27003_013M,C27003_014E,C27003_014M,C27003_015E,C27003_015M,C27003_016E,C27003_016M,C27003_017EA,C27003_017MA,C27003_018EA,C27003_018MA,C27003_019EA,C27003_019MA,C27003_020EA,C27003_020MA,C27003_021EA,C27003_021MA,NAME,C27003_001EA,C27003_001MA,C27003_002EA,C27003_002MA,C27003_003EA,C27003_003MA,C27003_004EA,C27003_004MA,C27003_005EA,C27003_005MA,C27003_006EA,C27003_006MA,C27003_007EA,C27003_007MA,C27003_008EA,C27003_008MA,C27003_009EA,C27003_009MA,C27003_010EA,C27003_010MA,C27003_011EA,C27003_011MA,C27003_012EA,C27003_012MA,C27003_013EA,C27003_013MA,C27003_014EA,C27003_014MA,C27003_015MA,C27003_015EA,C27003_016EA,C27003_016MA,state
63754,3613,240013,4167,100916,1029,98639,1202,2277,636,0400000US30,1047075,795,525012,2718,126669,2203,55344,3681,71325,3797,303788,2347,61303,4064,242485,4520,94555,990,92398,1075,2157,649,522063,2665,117380,2151,49752,3204,67628,3415,303767,2269,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
72927,4028,329249,4129,146061,1286,142650,1530,3411,756,0400000US23,1323289,517,646823,2231,135902,1699,45926,3460,89976,3501,389382,2130,73866,3952,315516,4743,121539,911,117616,1266,3923,803,676466,2176,128229,1815,41019,2909,87210,3000,402176,2220,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
502729,12595,2667127,12652,925785,2714,901549,3572,24236,2610,0400000US37,10183721,3716,4892959,7859,1251199,8265,522855,11406,728344,12256,2918500,8026,408845,11128,2509655,12790,723260,3174,701445,3450,21815,2363,5290762,7151,1195121,7890,499295,12973,695826,12146,3169856,5466,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
440446,12743,2813872,15335,803153,3866,775571,4573,27582,2758,0400000US13,10334958,2874,4973125,7923,1366216,7196,537085,14433,829131,14488,2984263,8717,361852,10752,2622411,12393,622646,3105,595927,4059,26719,2481,5361833,7510,1304362,6926,508928,12949,795434,12409,3254318,7770,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
45201,2877,168313,2826,42522,986,40942,1085,1580,551,0400000US02,713033,1423,362282,1964,97873,1326,33824,2604,64049,2615,220533,2356,52745,3325,167788,3694,43876,1110,40886,1346,2990,942,350751,1720,94715,1374,32987,2931,61728,2963,213514,1619,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
267337,7774,1207997,8391,457702,2525,448970,3105,8732,1790,0400000US01,4810094,1546,2313941,5729,599870,6830,267047,8774,332823,8822,1359719,5873,215562,7758,1144157,8318,354352,2690,344924,2751,9428,1658,2496153,5540,563117,5580,246345,8037,316772,9140,1475334,4949,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
44670,3101,144986,3137,64638,1056,61708,967,2930,1004,0400000US50,620066,406,304978,1249,64045,1416,26489,2646,37556,2368,185006,1686,41048,2559,143958,3281,55927,850,54555,1039,1372,483,315088,1242,60794,1140,23569,2256,37225,2341,189656,1143,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
174104,7246,730201,7620,249079,937,236913,2225,12166,1960,0400000US32,2998585,1702,1493695,2828,370476,2179,129493,5856,240983,6211,901674,2826,161279,7477,740395,7713,221545,1036,211622,1922,9923,1579,1504890,2461,351506,2530,131941,6300,219565,6141,904305,2703,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
159114,5983,362935,6245,190539,1198,187519,1365,3020,1012,0400000US54,1776965,393,875991,2882,199646,2991,95967,4810,103679,4941,514897,2752,147082,5393,367815,6056,161448,1371,158316,1635,3132,846,900974,2890,188386,3277,89249,5394,99137,4632,522049,2640,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
162897,5755,978896,6134,332271,1758,322952,2193,9319,1424,0400000US40,3861581,1714,1890693,4375,514604,3494,217471,6328,297133,6166,1107695,3799,154524,4824,953171,5884,268394,1561,260133,2015,8261,1267,1970888,3998,496824,3929,216914,5594,279910,6249,1141793,3006,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
286341,7046,1432933,7763,520684,2140,509150,2374,11534,1190,0400000US55,5740669,1241,2840025,3779,689536,3350,218696,6265,470840,6338,1709738,3258,247095,6487,1462643,7204,440751,2067,429723,2225,11028,1322,2900644,3608,660686,3570,206151,6752,454535,6899,1719274,3520,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
513239,8747,473499,8624,368243,842,356271,1813,11972,1656,0400000US72,3171580,573,1503544,3619,328050,4160,205676,6771,122374,7100,890410,2110,421807,9771,468603,10199,285084,786,276051,1610,9033,1364,1668036,3519,313055,4104,190814,6898,122241,6876,986738,2137,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
319882,10209,2269183,11167,717236,3051,687490,4079,29746,2782,0400000US51,8301038,4855,4021624,8895,1019405,7053,280628,9707,738777,9589,2427067,6950,267900,8588,2159167,11204,575152,2659,545723,3279,29429,2260,4279414,7860,973113,6407,272682,9586,700431,10020,2589065,5232,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
28740,2680,187900,2876,58399,659,57067,707,1332,381,0400000US38,743793,1039,380836,2526,97808,2136,21201,2356,76607,2766,231173,1966,22754,2262,208419,2819,51855,721,49886,978,1969,658,362957,2508,87918,2012,17269,2002,70649,2365,216640,1740,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
286908,8838,1246010,9289,490579,1996,481661,2676,8918,1685,0400000US45,4990240,2332,2395810,6329,606493,6547,264837,8764,341656,8611,1398240,4697,218409,8350,1179831,8549,391077,1893,381554,2297,9523,1570,2594430,6319,570933,6013,255056,7416,315877,7923,1532918,4645,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
284215,8367,973324,9148,393660,1929,382707,2745,10953,1869,0400000US41,4151076,824,2049138,3481,473545,3910,190188,8053,283357,7723,1240822,3173,260970,8181,979852,8497,334771,1984,322598,2619,12173,1856,2101938,3380,450739,3651,186196,7261,264543,7264,1257539,3580,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
16540,2387,146904,2607,49087,1093,47133,1275,1954,688,0400000US56,567008,846,285006,2522,72571,2225,15666,2044,56905,3049,167320,2134,17323,2275,149997,2990,45115,837,44033,922,1082,483,282002,2275,69471,2274,14207,1994,55264,2640,163444,2166,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
3023555,26093,9004335,26691,3089657,3230,2937746,6682,151911,5919,0400000US06,39062465,5627,19285965,8141,4855395,8398,2114889,23974,2740506,25252,11947919,8670,2568701,29322,9379218,31256,2482651,3177,2324675,6821,157976,6274,19776500,7568,4658953,8610,2025392,23319,2633561,23597,12027890,9113,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
173900,6812,722209,7205,260608,2030,255986,2519,4622,1289,0400000US28,2919673,1311,1394037,5677,387158,5699,193242,7126,193916,7482,806462,4002,132013,5747,674449,6957,200417,1503,195823,1843,4594,1067,1525636,5461,368919,5611,183505,6636,185414,6526,896109,4240,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
231442,8308,863136,8811,333079,1159,317883,2003,15196,1672,0400000US09,3523842,1078,1708046,2507,400842,2280,142504,5812,258338,5906,1048082,2281,186366,8572,861716,8730,259122,1348,245320,2366,13802,1647,1815796,2520,388139,3055,137887,5871,250252,5749,1094578,3307,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
950784,16437,7619373,18957,1939065,5065,1833652,6905,105413,5449,0400000US48,28243191,4197,13900012,10523,3991393,10763,1541776,23441,2449617,25125,8333056,9729,878154,19321,7454902,21243,1575563,4239,1482603,6863,92960,5568,14343179,9034,3833957,11452,1513486,23870,2320471,22452,8570157,9240,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
348349,9877,1527282,11019,514712,1893,483554,3308,31158,2723,0400000US24,5943064,2569,2857917,4343,725307,4290,255208,8862,470099,9202,1739180,4782,284646,9733,1454534,9542,393430,2021,368410,3188,25020,2279,3085147,4188,694804,4210,237410,8938,457394,9227,1875631,3644,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
946700,17747,5326936,17531,2353527,4168,2256885,8217,96642,7275,0400000US12,20996007,3241,10172936,9155,2292450,8633,970725,18684,1321725,19902,5942597,9222,836555,15379,5106042,17552,1937889,3771,1853674,5694,84215,5114,10823071,7934,2195908,8972,925925,18204,1269983,19304,6273636,8926,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
515074,11558,1663201,12287,622335,2146,591795,3054,30540,2590,0400000US25,6830796,760,3307550,3395,748034,3998,262928,8887,485106,9139,2078514,4152,433030,11535,1645484,11114,481002,1832,451897,3107,29105,2657,3523246,3422,722636,4137,244081,7079,478555,7436,2178275,3409,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
61275,4188,188238,4281,49548,512,45928,1078,3620,980,0400000US11,692817,606,326328,1577,70009,1684,32278,3779,37731,3602,222407,1377,44466,3624,177941,3662,33912,614,29960,1280,3952,1124,366489,1636,67428,1979,34439,2615,32989,2803,249513,1297,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
85931,4760,811629,5542,183960,1111,175069,1832,8891,1423,0400000US49,3135573,903,1574603,2922,503544,3044,94746,6742,408798,7066,908268,2854,73511,4690,834757,5852,162791,1315,153223,1929,9568,1514,1560970,2611,479450,2911,84034,5215,395416,5998,897560,2785,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1584758,17027,4504828,17248,1772118,3332,1700535,6230,71583,4892,0400000US36,19302636,2649,9330935,6066,2196397,5805,906177,11869,1290220,12561,5789812,5536,1338135,18073,4451677,18510,1344726,2491,1273842,5097,70884,4514,9971701,5425,2109997,5741,889721,12415,1220276,13095,6089586,5443,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
434786,12263,2284491,12716,793909,1968,759425,3718,34484,2970,0400000US34,8803988,1605,4279096,3606,1047418,4349,317489,10038,729929,9184,2624815,3959,349227,9510,2275588,10550,606863,1721,568808,3604,38055,3038,4524892,3361,1011706,3872,319867,10888,691839,11511,2719277,3976,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
802327,14673,2671659,15156,1074458,3326,1040243,4311,34215,2817,0400000US39,11517226,1419,5625655,6170,1405136,6070,517960,11803,887176,11568,3366213,6667,641980,10884,2724233,12186,854306,2890,823292,4003,31014,2768,5891571,6414,1343127,5453,496827,10627,846300,10238,3473986,4977,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
263745,8461,1555196,9352,554544,2873,541152,3076,13392,1574,0400000US29,6014742,1422,2928278,5547,740063,4130,256585,8996,483478,9428,1744607,4959,231474,6215,1513133,8284,443608,2564,430103,2758,13505,1757,3086464,5403,712979,4642,240924,9006,472055,9115,1818941,4157,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
792120,12778,3029159,13146,1260169,2616,1225950,3591,34219,2633,0400000US42,12604311,1036,6137247,5163,1435169,5019,545043,10479,890126,11425,3708202,5162,668859,11369,3039343,12819,993876,2355,957452,3148,36424,2655,6467064,5239,1385616,4925,519563,12885,866053,12279,3821279,5334,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
732177,11351,2256403,12527,924802,2583,904739,2624,20063,1859,0400000US26,9888529,864,4853614,3766,1173571,5179,451091,9447,722480,9684,2924182,5060,609440,9676,2314742,10420,755861,2089,733891,2270,21970,1783,5034915,3541,1121533,4161,433355,8921,688178,9085,2988580,4830,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
61140,2988,492949,3811,159553,1189,155964,1422,3589,665,0400000US31,1900165,832,943358,2741,257964,3081,74038,4109,183926,5041,552631,2455,59195,3541,493436,3721,132763,1088,126986,1352,5777,958,956807,2868,243165,3078,70608,3969,172557,4113,554089,2507,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
59048,4477,434769,5356,144294,1583,141779,1684,2515,798,0400000US16,1733484,857,866901,3680,242631,3299,89214,5028,153417,5033,493954,2894,63642,4389,430312,4475,130316,1782,127116,2203,3200,927,866583,3717,228472,3701,82210,5063,146262,4794,493817,3115,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
205009,7141,399441,6789,197083,1658,189400,2076,7683,1345,0400000US35,2060718,1535,1011160,3677,262620,3339,152292,5269,110328,5149,582382,3584,176109,6941,406273,6809,166158,1567,160210,1924,5948,1046,1049558,3376,248025,3327,135270,6454,112755,6131,604450,3529,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
69204,3811,334324,4213,140539,738,132716,1500,7823,1391,0400000US15,1368549,2598,667869,2677,162296,1978,53732,3574,108564,3961,388848,2933,66070,3432,322778,4222,116725,783,111123,1383,5602,1101,700680,1769,156613,1805,49535,3515,107078,3793,403528,1782,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
28024,2680,219166,4159,73627,812,71330,854,2297,679,0400000US46,864598,699,434607,2883,116017,2463,38164,3143,77853,3539,252348,2739,29482,3002,222866,3973,66242,996,64348,952,1894,626,429991,2819,109174,2184,31432,2550,77742,3429,247190,3380,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
448307,10408,1813343,10544,618813,2240,598902,3353,19911,2272,0400000US53,7427599,3185,3685003,5286,892961,4577,358863,11158,534098,10436,2267038,4947,422664,12147,1844374,12284,525004,2150,500889,2993,24115,2502,3742596,5035,862133,4501,339571,8782,522562,8941,2261650,5001,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
76512,4624,252918,4994,98615,824,96134,1035,2481,775,0400000US44,1041309,1059,506269,2301,112319,1691,44908,3457,67411,3758,317131,2054,71262,4254,245869,4810,76819,987,73907,1251,2912,717,535040,1905,106995,1926,40613,2661,66382,2998,329430,2027,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
469050,11855,1593391,13003,673465,1619,650165,2841,23300,2288,0400000US04,7064799,2070,3475367,3669,892117,4650,353990,10340,538127,10079,2009452,4805,418037,10783,1591415,10863,573798,1365,551946,2642,21852,2278,3589432,3389,853526,4128,332787,9330,520739,9370,2062441,4422,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
422187,10284,1640074,10701,596414,3015,582161,3346,14253,2032,0400000US47,6667784,1852,3231469,6035,821032,5775,345693,10991,475339,11242,1930202,5737,320263,9712,1609939,10957,480235,2411,465163,2825,15072,1758,3436315,5938,777640,5160,339962,11552,437678,11482,2062261,4046,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
101988,5792,735174,6558,243106,2093,236749,2295,6357,1247,0400000US20,2854774,1728,1409001,4266,381282,3369,113136,5073,268146,5673,827250,3736,93122,4662,734128,5857,200469,1573,191669,1846,8800,1387,1445773,3604,365505,3329,113119,4995,252386,5063,837162,3276,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
