B24022_023M,B24022_024E,B24022_024M,B24022_025E,B24022_025M,B24022_026E,B24022_026M,B24022_027E,B24022_027M,B24022_028E,B24022_028M,B24022_029E,B24022_029M,B24022_030E,B24022_030M,B24022_031E,B24022_031M,B24022_032E,B24022_032M,B24022_033E,B24022_033M,B24022_034E,B24022_034M,B24022_035E,B24022_035M,B24022_036E,B24022_036M,B24022_037E,B24022_037M,B24022_038E,B24022_038M,B24022_039E,B24022_039M,B24022_040E,B24022_040M,B24022_041E,B24022_041M,B24022_042E,B24022_042M,B24022_043E,B24022_043M,B24022_044E,B24022_044M,B24022_045E,B24022_045M,B24022_046E,B24022_046M,B24022_047E,B24022_047M,B24022_048E,B24022_048M,B24022_049E,B24022_049M,B24022_050E,B24022_050M,B24022_051E,B24022_051M,B24022_052E,B24022_052M,B24022_053E,B24022_053M,B24022_054E,B24022_054M,B24022_055E,B24022_055M,B24022_056E,B24022_056M,B24022_057E,B24022_057M,B24022_058E,B24022_058M,B24022_059E,B24022_059M,B24022_060E,B24022_060M,B24022_061E,B24022_061M,B24022_062E,B24022_062M,B24022_063E,B24022_063M,B24022_064E,B24022_064M,B24022_065E,B24022_065M,B24022_066E,B24022_066M,B24022_067E,B24022_067M,B24022_068E,B24022_068M,B24022_069E,B24022_069M,B24022_070E,B24022_070M,B24022_071E,B24022_071M,B24022_072E,B24022_072M,B24022_073E,B24022_073M,GEO_ID,B24022_001E,B24022_001M,B24022_002E,B24022_002M,B24022_003E,B24022_003M,B24022_004E,B24022_004M,B24022_005E,B24022_005M,B24022_006E,B24022_006M,B24022_007E,B24022_007M,B24022_008E,B24022_008M,B24022_009E,B24022_009M,B24022_010E,B24022_010M,B24022_011E,B24022_011M,B24022_012E,B24022_012M,B24022_013E,B24022_013M,B24022_014E,B24022_014M,B24022_015E,B24022_015M,B24022_016E,B24022_016M,B24022_017E,B24022_017M,B24022_018E,B24022_018M,B24022_019E,B24022_019M,B24022_020E,B24022_020M,B24022_021E,B24022_021M,B24022_022E,B24022_022M,B24022_023E,B24022_023MA,B24022_024MA,B24022_024EA,B24022_025MA,B24022_025EA,B24022_026MA,B24022_026EA,B24022_027MA,B24022_027EA,B24022_028EA,B24022_028MA,B24022_029EA,B24022_029MA,B24022_030EA,B24022_030MA,B24022_031MA,B24022_031EA,B24022_032EA,B24022_032MA,B24022_033EA,B24022_033MA,B24022_034EA,B24022_034MA,B24022_035EA,B24022_035MA,B24022_036MA,B24022_036EA,B24022_037MA,B24022_037EA,B24022_038EA,B24022_038MA,B24022_039EA,B24022_039MA,B24022_040EA,B24022_040MA,B24022_041MA,B24022_041EA,B24022_042MA,B24022_042EA,B24022_043EA,B24022_043MA,B24022_044EA,B24022_044MA,B24022_045EA,B24022_045MA,B24022_046MA,B24022_046EA,B24022_047MA,B24022_047EA,B24022_048EA,B24022_048MA,B24022_049EA,B24022_049MA,B24022_050EA,B24022_050MA,B24022_051EA,B24022_051MA,B24022_052EA,B24022_052MA,B24022_053MA,B24022_053EA,B24022_054EA,B24022_054MA,B24022_055MA,B24022_055EA,B24022_056EA,B24022_056MA,B24022_057EA,B24022_057MA,B24022_058MA,B24022_058EA,B24022_059MA,B24022_059EA,B24022_060MA,B24022_060EA,B24022_061EA,B24022_061MA,B24022_062EA,B24022_062MA,B24022_063MA,B24022_063EA,B24022_064MA,B24022_064EA,B24022_065EA,B24022_065MA,B24022_066EA,B24022_066MA,B24022_067EA,B24022_067MA,B24022_068MA,B24022_068EA,B24022_069MA,B24022_069EA,B24022_070MA,B24022_070EA,B24022_071EA,B24022_071MA,B24022_072EA,B24022_072MA,B24022_073MA,B24022_073EA,NAME,B24022_001EA,B24022_001MA,B24022_002EA,B24022_002MA,B24022_003MA,B24022_003EA,B24022_004MA,B24022_004EA,B24022_005MA,B24022_005EA,B24022_006EA,B24022_006MA,B24022_007EA,B24022_007MA,B24022_008MA,B24022_008EA,B24022_009MA,B24022_009EA,B24022_010EA,B24022_010MA,B24022_011EA,B24022_011MA,B24022_012EA,B24022_012MA,B24022_013MA,B24022_013EA,B24022_014MA,B24022_014EA,B24022_015MA,B24022_015EA,B24022_016EA,B24022_016MA,B24022_017EA,B24022_017MA,B24022_018MA,B24022_018EA,B24022_019MA,B24022_019EA,B24022_020MA,B24022_020EA,B24022_021EA,B24022_021MA,B24022_022EA,B24022_022MA,B24022_023EA,state
17489,19444,5107,35271,12955,42430,18370,54181,8234,56311,12533,49940,10573,51630,2679,31218,3557,51544,5016,56868,9742,59149,6607,61665,3805,60585,8202,44021,8862,38441,2891,52290,2794,51312,4174,53955,12211,50646,4030,51793,11731,54097,15262,92036,7124,30546,11604,49678,2438,49517,4825,63027,7175,48434,3141,50421,5214,61894,2145,65057,3359,35324,8405,22795,2307,23596,4002,57785,32250,14183,21401,61057,24707,21164,4411,24343,3675,20507,6044,31540,1099,31965,1964,31201,1861,35123,16442,31739,60903,26618,19764,38614,19131,24803,4486,37215,22104,25469,6041,22510,6394,0400000US56,47299,1791,55619,2476,62887,3971,61970,10076,61687,9148,70006,21429,66278,7636,66305,6125,74217,12641,61329,5854,56915,4200,52145,9366,110990,53945,57443,5119,40989,8952,125977,41472,130571,3136,31453,36168,36313,6730,-666666666,-222222222,48098,13388,41382,20937,50615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,56
3579,29915,854,32098,615,35726,2157,50960,364,56457,1166,44633,1406,42550,693,27326,480,44016,1164,50255,617,39181,805,40951,406,44380,1817,31242,338,49177,529,71963,352,73724,1750,77370,2411,70853,632,87840,2820,91725,1313,91305,1732,75827,3222,61211,456,52904,1862,90719,4817,60090,1732,61867,1015,80011,2114,96120,2126,47471,1261,28539,447,31437,407,50546,3294,36427,2496,74969,4106,25081,601,25819,438,28470,1467,41506,252,40140,875,41983,294,28311,3162,21065,717,48773,7058,44475,4416,28495,713,29709,1056,35234,2589,24951,690,0400000US06,52010,146,56023,359,94371,1782,95917,1422,100712,391,85637,1761,102196,339,110884,1698,100875,523,89393,4310,75087,1741,55926,1706,151811,3605,72068,2196,71167,1060,94988,6026,120772,1852,55736,2575,35518,449,34554,1742,71663,2613,46335,3169,92218,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
1539,23565,1335,25642,1657,40652,7077,46359,2052,47216,3009,43230,5506,41901,1226,30629,1888,41542,1134,46802,4553,38036,2744,41899,1637,41111,1964,29298,2554,33485,1214,44978,1404,47391,4496,46647,3380,50725,5643,61325,4491,60526,5527,73336,4379,56257,10808,39834,1137,34066,2243,51982,4190,39851,1269,43224,9802,48944,2911,55749,2042,35241,3960,21073,669,23754,1369,33726,3444,33318,6021,33940,3977,17485,1237,17960,3494,20216,2474,29853,948,25363,1865,30923,727,34037,4240,30509,5267,40423,5266,32086,6795,28760,2849,30083,3852,35634,10336,26456,3183,0400000US28,39447,885,44779,1238,62433,2093,63462,4548,64241,4407,62029,6109,67629,6444,64426,4901,75570,8614,55183,12374,51684,2544,45545,3907,89789,26192,49812,2773,51437,5174,88527,23705,120017,30377,50945,5742,28259,2317,27349,5628,37359,2202,31183,1148,41440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
5730,35840,2601,36066,2185,37808,4067,60687,2475,66158,2329,51487,1761,51681,974,25945,8340,51076,1235,55290,3628,47815,2770,53733,4211,47530,5011,35436,2052,55241,725,71270,743,75176,2374,74549,3739,75498,2991,80309,4548,81007,2318,77414,6713,76627,7944,62194,1634,60268,6258,80953,14806,62172,1553,52173,3641,72763,3842,82076,3382,52150,2269,31582,846,35971,1162,58238,17915,39107,24976,74870,31168,27016,2476,28213,2457,30597,2438,47268,1398,49881,3792,46666,1208,47633,15876,36875,98144,53487,30851,47127,22930,33103,2634,33392,2014,42235,11504,26492,7677,0400000US09,61080,435,66175,840,92031,1766,100578,1233,100904,1514,100112,6070,90094,2566,91209,5800,89133,3446,87132,21801,78352,5033,52346,10437,176452,22237,74885,3702,67249,11275,109453,16549,142704,30583,64932,16530,41669,1713,39666,15889,75348,4854,70217,8228,81951,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
3759,23107,868,27151,912,30137,2282,48885,1329,52365,1710,41367,656,40111,465,30588,1230,37184,412,45297,954,40652,401,43154,1518,46300,884,31138,483,40554,231,55537,351,61233,608,61472,818,60947,763,73483,3220,74563,3657,80553,4508,65835,4226,50077,398,43338,2426,65248,3467,49900,550,50637,1668,60765,622,71093,813,40844,653,23303,422,26672,518,41141,1423,35903,5085,43276,2620,20515,444,20268,434,23989,1347,35017,442,32340,727,35559,338,35493,2298,21965,2382,37143,3311,38887,3581,26505,484,26719,649,32493,5351,24924,983,0400000US48,45911,223,50515,226,77496,1060,83438,2637,86698,1569,78309,3703,84311,2505,82150,1781,87991,2651,76826,4933,57441,1139,48898,1472,121918,5478,56007,703,55418,3115,75733,2053,96034,7874,47121,2542,30756,426,30612,1121,51102,1587,42155,2776,59897,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
4071,28947,2544,33596,2926,36119,4521,55985,1458,58589,3726,52176,2312,47778,1516,38578,6009,45844,1136,52064,1588,44603,2601,52329,5053,46721,1399,31830,856,53599,1292,72223,1088,81585,1113,83017,3165,80111,4543,87853,3901,92584,5488,77732,10213,76033,9573,57372,2592,52559,2475,86330,9628,54510,2267,63222,5395,67811,3416,77709,3500,41954,1631,30951,620,32400,1439,61458,4988,58043,6198,64793,7592,25324,1045,26780,1207,30154,1384,42551,1212,41393,1658,43173,1603,32414,8477,38287,12688,30503,3944,41563,8417,31854,1222,33906,4293,31910,2179,29014,4175,0400000US24,60028,766,62301,485,92488,2236,95550,4257,100804,1571,90095,3333,100622,796,101111,1010,100090,3047,98082,5659,76023,3370,50748,2287,137459,11390,70190,3844,68518,7620,86299,4004,102069,9379,51724,6233,41286,1128,35835,5136,65900,2776,57254,6424,71188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
4719,26813,555,27959,1074,29340,2197,42889,1513,47854,2312,39186,1439,36734,395,25455,3266,35245,684,41103,794,35483,526,39742,2068,39434,1448,27449,775,37863,511,51081,287,55791,914,57524,2453,53071,1627,61622,1630,63273,3978,64933,5236,54115,4752,42754,711,41988,973,53661,4312,41787,421,42747,4713,55802,1185,65559,1278,39157,1348,25508,363,27827,977,39122,2157,31392,2982,45968,1935,22580,771,20685,449,25972,1187,33867,468,34120,991,33777,550,28958,4210,19454,1751,30734,3792,39611,2079,25286,682,24989,926,27341,2938,23903,1214,0400000US12,41266,153,44601,695,70509,715,73646,2362,75340,1783,70699,1553,76382,1466,77297,3063,77745,2948,57430,6436,51178,586,41829,1465,101555,12893,49165,1281,47017,3089,72252,3730,94998,7661,40902,2117,31030,476,30801,2904,45098,2991,36067,1442,55156,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
5587,35350,3091,40173,1699,43473,5240,61733,874,71417,1844,51584,1185,52735,2505,45425,4341,55594,3608,52154,1266,45510,1291,49392,3220,45940,2846,37898,1939,56032,672,71247,572,80027,1566,81606,1114,76092,2203,81064,2159,85893,4796,80920,8439,71394,2644,59235,2128,52831,2515,82104,10873,60193,2439,54272,4975,71911,1277,81303,1641,50767,2630,32022,475,35578,1013,64124,6014,51919,4704,80923,17003,27896,1716,30417,1532,30742,1094,47410,1087,50074,3197,46988,907,50852,5307,36724,7285,61860,18190,49196,6173,33275,1829,33097,1989,36783,3781,31264,3045,0400000US25,61995,308,67283,779,92464,2526,99305,4398,101638,1091,89756,4414,101151,744,105532,5030,100164,2884,86663,9536,73875,3334,50775,2154,145970,25777,77401,3023,64069,2878,92062,9262,127464,14974,60350,11792,42546,1802,37432,3699,77777,4317,61413,11087,85158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
20576,30808,1293,33158,8760,42213,27928,72146,7056,79270,10829,66365,16284,49350,6389,-666666666,-222222222,47867,9190,50388,6839,41366,3244,59426,22751,40481,8457,30168,10118,71050,1270,80995,1495,89097,5804,100786,4360,81784,4162,90635,4408,91084,4265,80405,19635,102161,6784,70989,2130,65570,7022,121685,44822,58134,6597,68729,5130,62316,9939,75858,11173,46291,7330,36000,1991,31728,2248,57987,30159,45038,21191,125290,81238,31126,5459,44734,11940,36147,4414,51417,2156,51076,14844,51452,1880,51737,22835,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,31404,16992,-666666666,-222222222,29527,29027,9985,41613,0400000US11,75358,1805,81322,1843,100125,3522,106095,10676,116279,10372,96113,8795,96165,6428,97228,6623,84729,23890,90707,23198,95248,9060,72834,9865,160590,18720,85726,7313,73900,7516,100459,30703,120500,80146,60829,12907,34071,4314,41899,13194,70390,7311,40765,24364,100782,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,**,-,**,-,null,null,-,**,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
5473,26075,2702,31851,2508,40477,13739,50705,1368,59134,4028,41168,1948,45648,2418,29600,8676,42220,2511,50250,1841,41714,792,42449,1967,48723,2635,33984,2511,39363,1354,50787,749,52045,2241,53781,4754,50746,2485,53201,7001,49465,9620,63426,5971,47375,12737,47353,1490,45405,3950,61271,8123,46989,1827,49216,13981,52486,4167,62373,5338,39092,2618,24700,979,26438,1293,36036,9739,27496,19410,57583,19301,24194,2643,23111,1997,21599,1915,35370,707,36263,2029,35188,789,31038,5478,28528,10699,31611,19121,29821,16034,30073,2307,28764,3848,42894,5437,27463,3053,0400000US49,47750,917,53685,1536,76989,1131,79451,3658,82334,3096,71205,3162,80437,1872,81294,1823,81804,5792,64748,8040,61000,2269,50865,6658,115300,8113,57944,4405,61074,6047,87744,11042,121156,10768,41800,8927,33548,3390,26095,2902,51023,2486,45461,9449,52242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1736,30370,547,36889,751,40785,995,53686,1862,59601,2689,50037,1414,50259,505,31660,1905,48770,2556,51612,602,41219,469,45126,1628,41848,631,32478,1213,50985,239,69144,1157,73588,2016,77045,1590,68711,1991,75811,1730,76596,3542,76576,6541,73483,4545,61717,538,50863,989,88636,5014,61747,610,66162,1408,72223,1232,81635,896,46104,1239,30499,340,31298,493,50054,4089,36361,3578,64777,4451,26175,526,28900,1498,27080,980,42503,602,44016,1844,42321,345,46201,3282,23599,1984,49741,4620,53898,6591,34160,2272,32039,1168,39732,3639,30531,2104,0400000US36,54514,509,58623,1059,86337,822,91331,860,91700,1128,90546,2229,89849,2642,93527,2216,82124,2516,75586,6732,75846,1189,51096,1172,151648,6872,73573,3011,70249,3898,85805,3396,101304,1503,52835,3507,40463,436,34071,1612,68312,2929,50959,1717,81670,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
8938,29514,2859,36255,1409,36641,6318,60820,804,66131,1493,51542,1002,51021,705,22237,29660,48749,3923,53039,2533,42124,842,48509,1958,46652,2418,32281,1510,52460,685,71848,484,80493,1023,83649,3253,73804,2967,84496,4514,91744,2760,71321,6687,76019,7211,60396,796,55759,3579,76668,8565,58476,2323,56301,6921,74896,2573,85322,2254,46429,3170,28872,1145,31602,763,49116,5104,39413,5788,76608,10031,24372,911,24325,1817,26466,1825,45525,765,46344,2107,45307,957,50871,4472,25031,9792,54058,8584,49748,106975,28624,1537,29902,1541,34000,3889,25920,790,0400000US34,60687,334,66761,730,100523,501,108505,3730,111192,1747,101986,1881,100200,2229,101853,1234,90642,3607,92207,5839,76604,1331,52220,5986,150810,13831,72303,2676,73771,4342,94196,7084,110799,12184,50553,4710,41242,1059,35511,3055,75180,4870,54471,7721,90698,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1293,22559,913,35822,932,32345,4636,49857,1337,53241,2307,42325,1256,48186,1455,35771,2892,48728,2002,49108,2185,41491,346,44042,1249,47371,1767,33205,1370,40979,246,55001,664,57329,1230,57826,2281,56891,1527,64497,3487,69757,5681,62694,4788,54308,4533,47799,1669,43642,2189,56240,5070,50123,1330,44155,4195,56512,844,63294,2211,40218,1009,25796,422,27404,645,44034,4019,32978,5490,53180,7889,21360,588,23622,854,25562,1240,36027,399,36064,1011,36017,420,36204,5896,22065,3120,41263,3055,35879,11928,31317,591,32278,887,32274,2785,29544,927,0400000US39,46966,281,51703,258,73354,1104,77430,2025,80598,1515,72736,1959,76159,1340,76611,2029,78988,3693,67115,6086,58394,2548,45517,1888,101350,3101,62079,1867,51655,2075,72701,3742,97142,10337,44603,3422,35412,792,30048,1277,56951,1785,51354,3045,61286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
6411,23013,1464,30937,861,31474,6677,46882,1067,51196,1050,41640,1061,43072,2052,30707,2090,41975,1514,46293,1248,40528,546,41736,621,46330,1572,30261,1133,38504,712,50816,351,55156,1898,54710,3636,55393,1870,62475,3831,66957,4831,68538,3162,52377,5946,41992,798,39489,1903,55707,2426,40873,888,47539,4792,52252,1214,62077,960,36446,1378,25272,527,26403,881,37104,4499,35521,4301,39577,5877,22123,787,22720,1246,25835,1349,33505,784,33769,1940,33433,906,35512,4504,31004,4665,36706,8344,38248,13684,30687,512,31393,670,37112,5506,27157,1701,0400000US29,43469,675,49494,956,70178,1350,75230,2547,75391,3468,75058,5568,75540,1885,78130,3679,75466,4022,58963,4747,51947,1195,41440,1807,125424,21697,52088,1866,52806,3769,63018,6246,120170,22473,39271,1883,31449,619,26823,3478,45912,3954,43312,5190,50149,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
2179,26245,773,35173,1603,34135,4270,51096,559,55172,1643,44829,1521,49268,1495,32460,6400,50476,766,49257,1752,43324,959,45366,886,50257,851,36378,854,43374,576,58027,1043,60873,719,61614,966,59724,1978,69104,3034,71831,1815,66008,4552,61732,2211,50861,625,41679,747,64537,6587,53316,1420,48188,3174,61037,681,70794,709,41143,1030,27267,437,29536,1131,44566,4062,37064,1961,56953,5564,22868,823,27161,1222,26123,1073,37462,447,39809,1953,37214,403,32016,2618,30442,2453,32660,6967,42428,16067,30584,554,31576,586,33682,5140,27024,1068,0400000US42,50051,219,53500,682,76491,627,81225,829,82731,3076,77139,2425,80071,1766,81190,1365,80782,1207,66041,4248,61301,1171,46609,1380,114518,7108,65125,3608,54833,4251,76364,3583,100588,4523,42381,4488,36284,911,31708,3841,61176,1443,42024,2123,70480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
2490,25649,887,32313,985,31756,3842,50451,598,51975,792,45491,1984,47498,1267,31705,1817,46502,1146,50845,687,41955,362,44773,1150,45840,1293,32135,710,41261,248,56617,519,59891,1785,60900,1067,57168,1677,68139,3328,65724,3825,76086,1878,56591,4558,49744,1218,47638,1872,55880,4695,50058,1814,47095,2798,58126,2592,66864,1268,40899,898,25540,500,27995,1065,45549,4044,31975,2585,56221,3804,21184,526,23089,1371,25511,1602,36671,449,35813,1173,36874,493,33265,4288,21764,1163,35864,7276,46721,12586,30993,461,31532,459,31786,2726,27885,1837,0400000US26,48113,504,52419,363,78970,1559,81589,948,85138,3585,76930,1694,81276,810,76829,1431,87119,1896,64154,6393,61845,1262,50334,2353,106631,12586,61627,1650,60909,3073,84845,5793,111818,19572,48186,5529,34218,1576,27047,2659,60484,2180,49150,9535,62387,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
