GEO_ID,B18101F_001E,B18101F_001M,B18101F_002E,B18101F_002M,B18101F_003E,B18101F_003M,B18101F_004E,B18101F_004M,B18101F_005E,B18101F_005M,B18101F_006E,B18101F_006M,B18101F_007E,B18101F_007M,B18101F_008E,B18101F_008M,B18101F_009E,B18101F_009M,B18101F_010E,B18101F_010M,NAME,B18101F_001MA,B18101F_001EA,B18101F_002MA,B18101F_002EA,B18101F_003MA,B18101F_003EA,B18101F_004MA,B18101F_004EA,B18101F_005MA,B18101F_005EA,B18101F_006MA,B18101F_006EA,B18101F_007EA,B18101F_007MA,B18101F_008MA,B18101F_008EA,B18101F_009MA,B18101F_009EA,B18101F_010MA,B18101F_010EA,state
0400000US28,28024,4261,10698,2201,253,363,10445,2192,16803,2838,1057,624,15746,2733,523,332,73,94,450,324,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,191448,12080,55428,5457,1915,833,53513,5351,123607,7424,10419,1678,113188,7230,12413,2074,4660,1388,7753,1651,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1688201,36763,490307,19603,17454,2536,472853,19356,1086448,23790,82074,6019,1004374,23307,111446,7269,49464,5053,61982,4595,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,303117,15473,105695,6219,4030,1122,101665,6178,188270,9928,9737,1769,178533,9563,9152,2009,2755,996,6397,1644,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,702029,33610,174011,12883,7959,2199,166052,12698,471551,22865,43512,5394,428039,20720,56467,5141,21070,2992,35397,4150,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,300259,15458,82458,7063,4700,1653,77758,6922,199721,10334,22088,2727,177633,9996,18080,2291,8491,1708,9589,1819,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,30764,5299,10587,2785,0,213,10587,2785,19964,3197,3304,1623,16660,2749,213,303,0,213,213,303,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,169937,10863,61776,5173,1806,869,59970,5060,102655,7312,7290,2004,95365,7195,5506,1527,1308,867,4198,1161,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1673169,40123,450254,16652,18753,3031,431501,16141,1082129,27973,101258,6739,980871,26159,140786,6469,53593,4710,87193,5710,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,599238,26050,178869,10898,5971,1858,172898,10442,380797,16745,26193,2716,354604,16262,39572,3956,12062,1793,27510,3261,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,110962,7972,35418,3920,1525,751,33893,3974,70038,5788,8774,2378,61264,4852,5506,1563,2229,606,3277,1335,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,55158,6689,16877,3217,803,586,16074,3174,35672,4011,2310,1018,33362,3841,2609,896,1166,610,1443,593,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,301308,16166,91894,7188,8050,2281,83844,6737,193496,10880,37818,4296,155678,9737,15918,2147,8561,1472,7357,1798,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,118070,9035,36020,4199,1606,806,34414,4301,76000,5928,7903,1429,68097,5547,6050,1291,2773,914,3277,795,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,45568,4872,15304,2520,526,367,14778,2542,28971,2780,1594,644,27377,2677,1293,526,396,268,897,457,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,58813,7469,18556,4089,629,482,17927,3797,36589,4189,2116,728,34473,4169,3668,991,1489,628,2179,743,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,140063,10373,33820,5592,2212,1276,31608,5459,87514,6297,13132,2759,74382,6040,18729,2291,9930,1693,8799,1549,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,15444,3044,4144,1585,57,103,4087,1576,10080,2029,677,449,9403,1994,1220,461,273,211,947,385,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,5781,1672,1100,582,5,11,1095,581,4467,1256,424,332,4043,1220,214,224,13,28,201,222,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,339329,17094,115869,9622,6246,1568,109623,9030,209836,9541,18485,3126,191351,9472,13624,2011,3197,1201,10427,1673,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,58586,7922,18228,3520,428,353,17800,3432,36123,5279,4783,1693,31340,5000,4235,1022,1994,813,2241,782,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,359112,18838,93020,7704,5943,2498,87077,7186,241658,12393,22950,3042,218708,11885,24434,2792,10076,1878,14358,2037,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,99575,10107,36890,4853,1104,518,35786,4768,60312,6886,4237,1110,56075,6551,2373,907,580,413,1793,744,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,72831,8112,24795,3763,1094,480,23701,3690,44262,5204,3418,1116,40844,5273,3774,1079,1142,469,2632,790,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
