GEO_ID,B11001F_001E,B11001F_001M,B11001F_002E,B11001F_002M,B11001F_003E,B11001F_003M,B11001F_004E,B11001F_004M,B11001F_005E,B11001F_005M,B11001F_006E,B11001F_006M,B11001F_007E,B11001F_007M,B11001F_008E,B11001F_008M,B11001F_009E,B11001F_009M,NAME,B11001F_001EA,B11001F_001MA,B11001F_002EA,B11001F_002MA,B11001F_003EA,B11001F_003MA,B11001F_004EA,B11001F_004MA,B11001F_005EA,B11001F_005MA,B11001F_006EA,B11001F_006MA,B11001F_007EA,B11001F_007MA,B11001F_008EA,B11001F_008MA,B11001F_009EA,B11001F_009MA,state
0400000US56,2700,885,1984,826,1045,555,939,597,88,146,851,598,716,446,442,353,274,340,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1361355,16530,1096978,16046,691645,12734,405333,9295,146811,7213,258522,8069,264377,8252,192110,7394,72267,4844,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,6812,1507,5388,1179,3860,1138,1528,533,373,292,1155,508,1424,905,990,776,434,395,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,62177,4007,43046,3449,18653,2221,24393,2940,7853,1918,16540,2360,19131,2692,15672,2368,3459,1087,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,487302,11921,364168,9701,237239,7998,126929,7107,42165,4132,84764,6358,123134,6369,93982,5812,29152,3205,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,70547,4415,58339,3785,36489,3023,21850,2776,8467,1709,13383,2098,12208,1895,7711,1618,4497,1104,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,199900,8833,147237,7820,92041,6257,55196,4962,18333,2454,36863,4026,52663,4496,38255,3690,14408,2705,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,95496,5163,66034,4345,31100,2972,34934,3503,8845,1490,26089,2923,29462,3288,21865,2705,7597,1764,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,8683,1658,6046,1358,2991,1094,3055,1025,810,530,2245,915,2637,971,2219,918,418,412,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,40139,3095,32792,2934,19529,2526,13263,1952,4919,1093,8344,1752,7347,1869,5320,1537,2027,796,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,512525,12280,373201,9410,186254,7811,186947,7459,47059,4001,139888,5993,139324,6970,110089,5458,29235,3462,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,175246,7514,136009,6944,71801,5266,64208,5059,19672,2849,44536,4288,39237,3510,29640,3176,9597,2082,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,34036,2830,22388,2385,10915,1894,11473,1983,3798,1353,7675,1593,11648,1892,9203,1662,2445,850,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,17298,2319,11091,1954,7065,1620,4026,1102,741,425,3285,1060,6207,1446,5274,1395,933,433,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,92550,5094,66479,4746,28973,2488,37506,3840,8853,1902,28653,3198,26071,3138,20498,2685,5573,1483,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,33550,2808,23218,2363,15947,1717,7271,1310,2562,831,4709,1058,10332,1660,7872,1355,2460,777,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,13133,1445,11169,1439,6557,1338,4612,1251,1580,654,3032,1040,1964,625,1328,511,636,438,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,16225,2368,12184,1886,8829,1619,3355,1078,1065,664,2290,1050,4041,1297,2779,1091,1262,685,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,49123,3436,29726,2462,18115,1752,11611,1872,3874,1183,7737,1525,19397,2532,16319,2318,3078,855,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,4663,1077,3333,984,2202,764,1131,600,752,500,379,335,1330,594,1203,589,127,154,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,2011,691,1132,524,719,393,413,392,363,385,50,62,879,487,591,420,288,261,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,90405,4636,71846,3980,41603,3502,30243,2803,9806,1723,20437,2322,18559,2906,13154,2521,5405,1683,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,18436,2654,13058,2183,6216,1725,6842,1726,1763,761,5079,1373,5378,1502,3801,1371,1577,790,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,103862,5444,75482,4995,45276,3737,30206,3428,11541,2184,18665,2415,28380,2844,19815,2340,8565,1637,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,25941,2697,18749,2165,12108,1894,6641,1323,2842,1019,3799,958,7192,1792,4341,1170,2851,1320,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,20818,2151,15553,1761,10024,1438,5529,1263,2135,904,3394,1016,5265,1424,3929,1308,1336,600,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
