GEO_ID,B19082_001E,B19082_001M,B19082_002E,B19082_002M,B19082_003E,B19082_003M,B19082_004E,B19082_004M,B19082_005E,B19082_005M,B19082_006E,B19082_006M,NAME,B19082_001MA,B19082_001EA,B19082_002EA,B19082_002MA,B19082_003EA,B19082_003MA,B19082_004EA,B19082_004MA,B19082_005MA,B19082_005EA,B19082_006MA,B19082_006EA,state
0400000US38,3.52,0.22,9.56,0.30,15.58,0.40,23.70,0.47,47.65,1.11,20.65,1.26,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3.20,0.09,8.60,0.14,14.54,0.19,22.64,0.25,51.02,0.56,23.13,0.71,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3.53,0.09,9.03,0.13,14.95,0.18,22.95,0.23,49.53,0.50,21.55,0.61,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,3.67,0.33,9.16,0.43,15.10,0.57,22.97,0.79,49.11,1.87,22.56,2.33,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,2.90,0.03,8.13,0.05,14.08,0.06,22.55,0.07,52.34,0.16,23.58,0.20,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2.88,0.12,8.14,0.16,14.47,0.24,23.44,0.35,51.07,0.68,22.37,0.84,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2.83,0.08,7.94,0.13,13.81,0.15,22.11,0.25,53.32,0.50,25.19,0.64,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3.13,0.04,8.43,0.06,14.19,0.08,22.63,0.11,51.62,0.22,23.22,0.24,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3.35,0.07,9.15,0.11,15.25,0.14,23.33,0.16,48.91,0.35,20.76,0.43,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,3.22,0.05,8.41,0.07,13.95,0.08,21.96,0.11,52.46,0.23,24.74,0.31,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,2.73,0.05,8.13,0.10,14.46,0.13,23.08,0.18,51.60,0.35,22.89,0.43,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,1.73,0.16,7.03,0.33,13.71,0.36,22.89,0.43,54.64,0.91,23.84,1.10,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,4.23,0.14,10.14,0.15,15.72,0.22,22.89,0.26,47.03,0.61,20.87,0.72,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,2.54,0.04,7.49,0.08,13.58,0.10,22.27,0.13,54.12,0.27,25.40,0.36,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2.95,0.06,8.28,0.10,14.38,0.13,22.85,0.15,51.53,0.34,22.89,0.36,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,3.29,0.05,8.81,0.07,14.82,0.10,23.08,0.14,50.01,0.30,22.25,0.35,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,3.48,0.08,8.90,0.11,14.60,0.15,22.75,0.19,50.27,0.45,22.37,0.58,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,3.21,0.05,8.55,0.07,14.57,0.08,22.84,0.12,50.83,0.25,22.77,0.31,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,3.33,0.05,8.80,0.08,14.69,0.11,22.92,0.16,50.26,0.33,22.31,0.41,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,3.75,0.10,9.36,0.16,15.17,0.21,23.10,0.27,48.62,0.60,21.62,0.79,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,3.87,0.17,9.59,0.27,15.17,0.30,22.72,0.39,48.65,0.97,21.48,1.18,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,2.87,0.11,8.10,0.19,14.18,0.27,22.90,0.42,51.95,0.81,23.09,1.03,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,3.52,0.16,9.30,0.25,15.63,0.32,23.59,0.44,47.96,0.90,20.25,1.12,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,3.88,0.21,9.61,0.30,15.28,0.43,22.98,0.54,48.25,1.25,22.13,1.56,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,3.54,0.06,9.16,0.09,14.91,0.12,22.87,0.16,49.52,0.34,21.71,0.43,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,2.94,0.18,8.55,0.31,15.00,0.34,23.68,0.41,49.83,0.92,21.63,1.09,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,3.52,0.08,9.04,0.12,14.77,0.15,22.77,0.18,49.91,0.44,22.01,0.52,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,3.25,0.07,8.57,0.11,14.39,0.16,22.63,0.21,51.16,0.46,23.56,0.58,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,3.56,0.10,8.95,0.16,14.74,0.20,22.72,0.27,50.03,0.58,22.56,0.76,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
