GEO_ID,B18101A_001E,B18101A_001M,B18101A_002E,B18101A_002M,B18101A_003E,B18101A_003M,B18101A_004E,B18101A_004M,B18101A_005E,B18101A_005M,B18101A_006E,B18101A_006M,B18101A_007E,B18101A_007M,B18101A_008E,B18101A_008M,B18101A_009E,B18101A_009M,B18101A_010E,B18101A_010M,NAME,B18101A_001MA,B18101A_001EA,B18101A_002EA,B18101A_002MA,B18101A_003MA,B18101A_003EA,B18101A_004MA,B18101A_004EA,B18101A_005MA,B18101A_005EA,B18101A_006MA,B18101A_006EA,B18101A_007MA,B18101A_007EA,B18101A_008MA,B18101A_008EA,B18101A_009MA,B18101A_009EA,B18101A_010MA,B18101A_010EA,state
0400000US30,929125,2532,188083,1534,8173,1785,179910,2194,556216,2036,58741,3547,497475,4091,184826,910,58468,2342,126358,2449,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1247608,1820,224167,1027,13364,1986,210803,2208,761299,1360,107092,5875,654207,6153,262142,725,88303,3249,173839,3356,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6972434,19175,1409183,11291,61797,4680,1347386,11819,4252972,11208,454130,11927,3798842,15447,1310279,3125,440263,8890,870016,8943,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,6040307,18555,1313142,9495,52488,3804,1260654,10219,3697848,12882,380375,11725,3317473,15230,1029317,3906,345146,8199,684171,8396,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,456878,3201,99159,1523,2983,820,96176,1729,293230,2607,33594,2559,259636,3284,64489,777,22701,2020,41788,2140,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3258739,7335,667331,4192,30673,3151,636658,5234,1957413,4338,270962,11191,1686451,12031,633995,1777,241758,5796,392237,5765,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,583531,1340,105128,728,6776,1408,98352,1532,363058,1189,42125,3385,320933,3601,115345,452,36229,2092,79116,2139,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1903792,16580,384845,8422,14698,2555,370147,8415,1153159,9670,122557,6244,1030602,9939,365788,2358,121198,4500,244590,4973,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1657942,2457,327698,1271,16338,2455,311360,2619,993065,1991,161721,7195,831344,7246,337179,800,138948,4608,198231,4523,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2792197,8501,610041,4551,27089,2446,582952,5015,1676313,5269,235379,6422,1440934,8070,505843,1531,213054,4517,292789,4562,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4906402,8660,988130,4825,35350,2956,952780,4884,3010675,5138,269976,6666,2740699,7951,907597,1962,273200,5769,634397,5949,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2062504,22245,381094,7835,25530,3040,355564,7781,1238202,14665,210222,8505,1027980,14714,443208,7164,205376,6667,237832,6454,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5602057,16126,1150050,7383,49215,3769,1100835,7256,3448534,10327,320177,9377,3128357,14838,1003473,2871,328746,6314,674727,6867,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,638260,2466,139320,1072,3998,1012,135322,1510,392843,1781,31936,2794,360907,3385,106097,611,35137,1954,70960,1979,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3356303,9093,659091,4770,29600,3401,629491,6190,2012527,5383,230501,7779,1782026,9330,684685,1849,227035,5651,457650,5731,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3485125,11827,680106,6218,29563,3030,650543,6598,2127959,7030,253249,7905,1874710,11349,677060,2086,226726,7085,450334,7020,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,519248,2966,116898,1625,4425,1177,112473,1976,312294,2174,31393,2847,280901,3536,90056,1322,30198,2240,59858,2483,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,23259740,67926,5003907,28786,171075,7492,4832832,28230,14388504,43152,1187506,17828,13200998,46516,3867329,10148,1292419,15999,2574910,18244,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1701491,3926,363069,2352,17440,2557,345629,3452,1008964,3003,149414,7422,859550,7071,329458,1233,127756,4866,201702,4859,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2655957,13078,489201,5655,17479,2168,471722,6030,1646371,8758,132823,6605,1513548,8973,520385,2324,147935,5413,372450,5769,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,20802455,41437,5279477,21893,219302,10136,5060175,24651,12637254,24451,1204199,21215,11433055,28214,2885724,8012,1040398,13242,1845326,13861,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3252235,14259,638389,6226,25527,2399,612862,6613,2000177,9525,183610,6970,1816567,12389,613669,2717,182994,5529,430675,5274,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,15711574,36535,2799508,15302,120788,5823,2678720,16041,9194399,23356,911891,16899,8282508,30749,3717667,6740,1210399,16292,2507268,16089,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,5280185,17292,954776,7787,43691,3592,911085,8924,3346488,11078,297455,10677,3049033,15322,978921,3059,299419,6892,679502,6598,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,293704,4657,36889,2389,731,471,36158,2324,225140,2825,8344,1445,216796,3251,31675,769,7924,1360,23751,1355,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2686612,9991,770368,4611,25091,2945,745277,5250,1590409,6763,133894,6704,1456515,8116,325835,1546,106829,3828,219006,3839,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,12241093,34529,2343393,15138,87929,4737,2255464,15055,7582080,22745,663048,12468,6919032,24339,2315620,6490,713856,9201,1601764,9962,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,5894799,22624,1190558,9060,37658,3018,1152900,9540,3601886,16281,279007,9690,3322879,17530,1102355,4039,330825,7121,771530,7899,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,9351897,11136,1935247,5667,92521,6011,1842726,8203,5706166,7245,667651,13159,5038515,14403,1710484,3285,573011,10354,1137473,10585,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4953610,8169,1060546,3823,44945,3514,1015601,5195,3000173,5626,364338,10539,2635835,12691,892891,2141,322707,6212,570184,6249,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,10125200,17336,1927803,8912,96613,5455,1831190,9865,6178471,10956,664951,12094,5513520,15814,2018926,3019,650308,8714,1368618,9226,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7758880,9829,1561584,5074,72066,4233,1489518,7426,4744145,6496,543979,9585,4200166,12034,1453151,2236,482099,7103,971052,7722,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1643633,5703,384741,3021,14844,1866,369897,3484,981654,3688,92126,4511,889528,5801,277238,1146,92978,2624,184260,2787,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1559281,8335,387937,4307,16623,2475,371314,4792,911828,4965,106429,6061,805399,7449,259516,1375,90857,3772,168659,3871,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1576741,12430,345252,6867,15556,2506,329696,6934,925707,7077,119831,6303,805876,8522,305782,2808,116194,4449,189588,4580,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,316506,4839,51889,2294,1980,796,49909,2529,193347,3148,20878,2388,172469,3862,71270,815,20292,1674,50978,1646,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,728105,2482,161608,1429,4695,1063,156913,1748,433529,1697,42835,3535,390694,4106,132968,600,40766,2647,92202,2726,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5556854,17599,1116341,9420,42367,3597,1073974,9589,3443166,10575,373681,10336,3069485,14543,997347,3002,339474,6813,657873,5883,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,840435,9301,146228,3566,7521,1699,138707,3829,534165,6535,63860,4097,470305,6204,160042,1132,50165,3074,109877,3151,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5523113,22482,1187998,10485,47493,4409,1140505,10242,3218692,14581,346917,10612,2871775,17161,1116423,3015,367580,6763,748843,7621,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,5164468,10527,1073283,5673,52622,3576,1020661,6092,3155405,6636,432021,10646,2723384,13046,935780,2147,350500,7501,585280,7810,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2403655,8515,557276,3986,25242,3040,532034,4725,1436862,5677,159492,6581,1277370,7850,409517,1982,148585,4179,260932,4562,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
