GEO_ID,C15010A_001E,C15010A_001M,C15010A_002E,C15010A_002M,C15010A_003E,C15010A_003M,C15010A_004E,C15010A_004M,C15010A_005E,C15010A_005M,C15010A_006E,C15010A_006M,NAME,C15010A_001EA,C15010A_001MA,C15010A_002MA,C15010A_002EA,C15010A_003EA,C15010A_003MA,C15010A_004EA,C15010A_004MA,C15010A_005EA,C15010A_005MA,C15010A_006EA,C15010A_006MA,state
0400000US41,879977,13071,336898,8472,80356,5081,135397,6053,92368,4466,234958,7240,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,99097,4536,36309,3247,9956,1513,12257,2297,20570,2295,20005,2410,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5737180,30111,2263973,23246,403790,10875,991855,16402,418014,10719,1659548,20415,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,328165,9949,83441,4795,43433,3370,70777,4251,62356,4398,68158,4572,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,820696,11788,288040,7175,73434,3921,163019,5267,89460,4336,206743,6613,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,4203417,31461,1399705,20271,358176,11217,979554,14630,559313,13403,906669,16573,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1082858,12920,445722,9878,85984,4392,178335,6059,106329,4525,266488,7960,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,3809223,28748,1201714,17144,387924,10371,930680,16288,519180,12305,769725,13659,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1778246,16842,697912,13180,149209,4992,313077,9193,169580,6059,448468,9094,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,204897,2962,103776,3782,9508,1724,20314,2375,5439,1426,65860,3559,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,594106,10772,197045,6761,60398,4307,113354,4909,82137,3880,141172,5312,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3712238,24056,1256688,15879,298212,7982,659958,12421,449867,11438,1047513,16848,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1782058,15971,607816,12013,140184,5180,394987,9474,228929,6413,410142,10313,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2005736,20715,587388,11382,231993,7066,433775,10335,335695,8920,416885,9559,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1069915,13900,313585,7547,116620,4349,232462,6616,179660,5732,227588,7278,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2448709,21127,788631,11324,270130,6881,483808,11048,369649,8111,536491,10519,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1684039,17452,530498,9666,185314,5823,359840,9991,253246,7068,355141,8507,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,375862,7459,103589,3950,39402,2409,85363,3953,69443,3506,78065,2935,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,297287,8603,104203,6501,33303,2475,52729,3351,42677,3346,64375,4247,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,337253,8369,124752,4879,30893,3044,54345,3671,52043,3944,75220,4703,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,116807,4767,47726,3250,9800,1379,15658,1970,9681,1415,33942,2881,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,158079,5445,46967,3298,18879,2174,28029,2473,32996,2674,31208,2674,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1495674,17826,583601,10835,130118,5356,241275,8212,161236,5430,379444,10405,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,223234,7600,76159,4375,22129,2134,42793,3731,27405,2570,54748,3829,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1206106,14862,380794,9475,117044,5074,262265,7212,181333,5819,264670,8888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1056251,14955,312064,7847,120610,4690,226921,7423,154643,6208,242013,7974,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,577723,8326,162376,5699,65251,4423,120292,4681,98076,4278,131728,4607,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
