C08513_022M,C08513_023E,C08513_023M,C08513_024E,C08513_024M,C08513_025E,C08513_025M,C08513_026E,C08513_026M,C08513_027E,C08513_027M,C08513_028E,C08513_028M,C08513_029E,C08513_029M,C08513_030E,C08513_030M,GEO_ID,C08513_001E,C08513_001M,C08513_002E,C08513_002M,C08513_003E,C08513_003M,C08513_004E,C08513_004M,C08513_005E,C08513_005M,C08513_006E,C08513_006M,C08513_007E,C08513_007M,C08513_008E,C08513_008M,C08513_009E,C08513_009M,C08513_010E,C08513_010M,C08513_011E,C08513_011M,C08513_012E,C08513_012M,C08513_013E,C08513_013M,C08513_014E,C08513_014M,C08513_015E,C08513_015M,C08513_016E,C08513_016M,C08513_017E,C08513_017M,C08513_018E,C08513_018M,C08513_019E,C08513_019M,C08513_020E,C08513_020M,C08513_021E,C08513_021M,C08513_022E,C08513_022MA,C08513_023EA,C08513_023MA,C08513_024EA,C08513_024MA,C08513_025EA,C08513_025MA,C08513_026EA,C08513_026MA,C08513_027EA,C08513_027MA,C08513_028EA,C08513_028MA,C08513_029EA,C08513_029MA,C08513_030EA,C08513_030MA,NAME,C08513_001EA,C08513_001MA,C08513_002EA,C08513_002MA,C08513_003EA,C08513_003MA,C08513_004EA,C08513_004MA,C08513_005EA,C08513_005MA,C08513_006EA,C08513_006MA,C08513_007EA,C08513_007MA,C08513_008EA,C08513_008MA,C08513_009EA,C08513_009MA,C08513_010MA,C08513_010EA,C08513_011EA,C08513_011MA,C08513_012EA,C08513_012MA,C08513_013EA,C08513_013MA,C08513_014EA,C08513_014MA,C08513_015EA,C08513_015MA,C08513_016EA,C08513_016MA,C08513_017EA,C08513_017MA,C08513_018EA,C08513_018MA,C08513_019EA,C08513_019MA,C08513_020EA,C08513_020MA,C08513_021EA,C08513_021MA,C08513_022EA,state
3465,2750,1082,1767,678,983,707,37575,3236,35698,3060,1877,589,1709,556,168,164,0400000US30,512185,6841,489107,7262,23078,3462,18535,2954,4543,1403,384786,6506,370084,7208,14702,2586,12419,2351,2283,971,48316,4103,44725,3857,3591,1181,2488,976,1103,599,3632,1191,3474,1178,158,207,152,206,6,16,37876,3717,35126,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
2872,2573,689,1561,538,1012,441,39636,2976,36968,2986,2668,923,2217,855,451,347,0400000US23,651085,7044,613580,7250,37505,3267,27964,3152,9541,1462,507394,6901,480163,7166,27231,2937,20375,2625,6856,1185,64305,4660,60244,4539,4061,1127,2965,837,1096,594,3854,1294,2882,828,972,921,846,879,126,189,35896,2952,33323,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
6045,21715,2888,13570,1901,8145,2057,292946,10535,259382,10000,33564,3567,19942,2762,13622,2171,0400000US37,4861678,26159,4244097,25065,617581,13645,363705,11815,253876,10999,3930572,25398,3482554,23856,448018,11412,275659,9206,172359,8119,446022,15109,343775,11025,102247,7621,46921,4968,55326,5609,47083,3988,35046,3316,12037,2149,7613,1717,4424,1367,145055,6861,123340,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
7441,31045,3951,17110,2437,13935,3128,288952,10096,256953,9182,31999,2996,24199,2723,7800,1524,0400000US13,4883071,25801,4160480,26921,722591,17274,431057,13312,291534,11126,3874426,27933,3355742,29958,518684,14683,325602,11431,193082,9122,459988,15972,336865,13751,123123,8433,54345,5157,68778,6308,97785,7874,80045,7009,17740,3122,9801,2139,7939,1988,161920,8859,130875,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
3302,12426,1393,9384,1144,3042,758,18738,2140,16008,2018,2730,971,2044,843,686,473,0400000US02,365188,5466,303914,5223,61274,3511,43768,3269,17506,2198,244924,5892,209311,5623,35613,3100,26487,2855,9126,1748,44563,3760,34685,3322,9878,1774,5490,1121,4388,1510,4910,1225,4283,1208,627,316,363,319,264,215,52053,3518,39627,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
3694,4010,1243,2476,987,1534,690,71400,5949,68261,5704,3139,991,2369,843,770,469,0400000US01,2032160,15857,1914868,17342,117292,6771,66261,5368,51031,4366,1753526,14932,1664184,16448,89342,5674,53989,4838,35353,3455,159978,7646,139667,7684,20311,3351,7227,1596,13084,2798,6503,1811,6013,1806,490,376,200,230,290,311,40753,4023,36743,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
1940,3197,1236,2411,1112,786,424,24206,2226,22827,2104,1379,504,1220,499,159,147,0400000US50,323584,5900,305995,6394,17589,2070,13330,1781,4259,1334,245015,6040,233928,6024,11087,1575,8408,1325,2679,1012,27801,2711,26243,2676,1558,672,1006,473,552,432,2639,665,2271,640,368,282,285,234,83,144,23923,2142,20726,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
3310,24521,3280,13386,2394,11135,1937,59394,4320,47317,3859,12077,1895,9149,1648,2928,1031,0400000US32,1431562,12015,953298,11992,478264,8793,297232,8339,181032,6699,1121611,14377,760658,11282,360953,9877,229130,8643,131823,5902,148808,6445,83819,4977,64989,4881,36988,3593,28001,3560,42413,4081,26689,2980,15724,2278,8579,2038,7145,1335,59336,4530,34815,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
2562,3022,1268,2121,1070,901,644,24893,2651,24261,2573,632,514,522,456,110,195,0400000US54,716625,9698,696733,9377,19892,2410,13546,2014,6346,1533,596303,10843,584286,10494,12017,1746,8620,1530,3397,1013,61200,5281,57559,5061,3641,1168,2069,928,1572,602,5961,1295,5381,1208,580,457,214,162,366,410,28268,2850,25246,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
2812,11071,1846,6324,1420,4747,1002,73647,4116,68781,3870,4866,1266,3196,946,1670,632,0400000US40,1772588,11328,1569149,12096,203439,5906,122016,5191,81423,4470,1458512,13553,1304319,13759,154193,5716,93726,5026,60467,3678,170281,6951,139372,6718,30909,3042,17211,2018,13698,2124,7853,1682,5453,1120,2400,1349,1559,1333,841,569,62295,3490,51224,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
5621,17235,2335,10110,1515,7125,1576,142881,4623,133729,4340,9152,1514,6618,1262,2534,674,0400000US55,2914855,13285,2658811,13204,256044,6955,165135,5855,90909,4716,2375230,14048,2186491,14274,188739,6929,125150,5711,63589,3726,221664,8218,185306,7416,36358,3186,20528,2346,15830,2033,43445,2832,38885,2560,4560,1107,2729,988,1831,569,131635,5771,114400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
859,34860,3129,5705,1364,29155,2764,22390,2472,1705,681,20685,2296,6099,1328,14586,1872,0400000US72,980661,13679,52786,4414,927875,14370,209904,9826,717971,13678,825509,13742,38794,3673,786715,14317,180604,8933,606111,13349,78384,5520,8584,1478,69800,5275,15775,2455,54025,4654,16634,1955,819,557,15815,2053,1721,804,14094,1999,37744,3291,2884,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
6375,36667,3483,19165,2268,17502,3089,236778,8412,199654,8042,37124,3183,28032,2880,9092,1758,0400000US51,4138905,24620,3432424,23073,706481,12926,453037,11044,253444,10747,3243522,22559,2741584,19923,501938,12317,339867,9589,162071,7473,365070,11298,267477,9544,97593,5937,46663,4178,50930,5065,123941,7145,90782,5813,33159,4186,19310,2908,13849,2846,169594,7428,132927,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
1811,1738,720,1195,590,543,297,14897,1634,14203,1601,694,371,607,368,87,100,0400000US38,426892,6242,397457,5880,29435,3083,20587,2706,8848,2133,351035,6873,328503,6784,22532,2980,15979,2525,6553,1898,38127,3657,34449,3647,3678,1206,2092,821,1586,717,3319,1290,2526,1207,793,551,714,526,79,101,19514,1985,17776,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
6369,8114,1565,5371,1141,2743,1055,114984,5700,108358,5594,6626,1572,4922,1170,1704,827,0400000US45,2272985,16798,2083897,17803,189088,6862,111921,6022,77167,5937,1846123,19874,1708732,19981,137391,6455,87011,5327,50380,4197,218231,10000,181935,8634,36296,4403,14466,2129,21830,4090,11595,1987,10934,1970,661,476,151,148,510,452,82052,6346,73938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
5775,25547,3245,16445,2356,9102,2154,148880,7803,131419,7191,17461,2732,12590,2273,4871,1398,0400000US41,2035906,13706,1695853,15581,340053,8171,209978,6525,130075,6796,1466681,14237,1238962,14540,227719,8477,142815,6369,84904,5382,192881,8936,144156,7209,48725,4739,25399,3179,23326,3600,86883,5524,66282,5106,20601,3175,12729,2344,7872,2179,140581,6584,115034,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
2417,2317,1252,1068,665,1249,1285,17692,2406,17120,2340,572,343,572,343,0,198,0400000US56,292608,5728,269094,5468,23514,2967,17698,2458,5816,1936,221645,5971,206158,5829,15487,2471,12319,2007,3168,1229,31396,3451,27331,3276,4065,1064,2943,905,1122,656,3771,1412,2698,1059,1073,913,796,884,277,419,18104,2615,15787,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
13256,420990,13466,249056,9944,171934,8327,1111955,18685,759914,13038,352041,11284,229423,9329,122618,6447,0400000US06,18530965,35228,10082841,40767,8448124,41884,5194213,35233,3253911,33465,13689395,41517,7554173,36374,6135222,37462,3897368,34632,2237854,27491,1854518,24354,776423,16197,1078095,19490,565712,13395,512383,12145,911931,16860,450155,11358,461776,13792,252654,9663,209122,9511,963166,18236,542176,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
3459,2848,860,1793,781,1055,518,32097,3245,31422,3259,675,439,169,160,506,414,0400000US28,1162930,13805,1112855,14211,50075,4089,29366,3112,20709,2754,993238,14073,954815,14228,38423,3746,24019,2898,14404,2169,103848,6578,96203,6576,7645,1629,3385,1216,4260,1255,3065,996,2581,777,484,543,0,198,484,543,30682,3529,27834,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
3188,22560,3130,12458,2081,10102,1821,101519,5670,83827,4831,17692,2437,12581,2186,5111,1473,0400000US09,1747322,13891,1348634,14330,398688,10661,242751,8779,155937,7833,1383478,13842,1098521,13208,284957,9290,182689,8180,102268,6176,145932,7899,90422,6004,55510,4496,25492,3062,30018,3668,48477,3833,30508,3063,17969,2637,9531,1836,8438,1878,67916,4151,45356,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
8708,149753,7665,79700,5751,70053,5328,693158,15621,512375,13111,180783,7588,122855,6469,57928,5059,0400000US48,13340657,36188,8490539,46110,4850118,31500,2983461,29332,1866657,24518,10773938,42344,6951321,40739,3822617,31716,2402689,26143,1419928,22187,1297458,24454,670472,17334,626986,17969,337510,13156,289476,11492,174598,10154,104619,6951,69979,6624,40707,5038,29272,3601,401505,12137,251752,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
5241,26163,3175,16046,2487,10117,2168,158983,6713,133959,6032,25024,2468,18585,2026,6439,1276,0400000US24,2796940,21192,2244663,17672,552277,14227,351439,11951,200838,9381,2138455,20691,1756589,16781,381866,12922,260629,10818,121237,6732,251726,9574,170489,7454,81237,6542,37360,3954,43877,4584,136363,7189,98376,6254,37987,3838,18819,2451,19168,3094,111413,6354,85250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
9944,124349,8424,63528,4814,60821,6424,596696,16207,450162,14122,146534,8373,100050,7314,46484,4787,0400000US12,9557333,39850,6388476,35719,3168857,29277,1913188,26187,1255669,23137,7564605,41234,5133813,35383,2430792,27800,1527803,22379,902989,21256,896497,21048,503876,14154,392621,14162,190949,9534,201672,9671,154484,9054,79923,5935,74561,7032,30858,4453,43703,5240,345051,12614,220702,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
6252,85111,5900,53327,4457,31784,3997,188548,6765,153498,5556,35050,3905,23717,2734,11333,2454,0400000US25,3639332,20601,2772456,20100,866876,17248,551727,13179,315149,10897,2550770,22425,2027795,20626,522975,12051,350545,10560,172430,7667,272570,9448,174977,7588,97593,6192,49873,4473,47720,4174,366819,10991,240672,7605,126147,7815,74265,4807,51882,6071,260625,8106,175514,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
4023,18858,2246,14619,1731,4239,1407,23199,2792,20093,2752,3106,874,2489,691,617,455,0400000US11,844563,13780,636339,12799,208224,8802,141051,6860,67173,5867,357987,9522,267850,8547,90137,5314,60484,4591,29653,3543,71040,4835,45573,3586,25467,3470,13655,2109,11812,2322,306353,7962,235697,7350,70656,3988,49804,3587,20852,2729,85984,4437,67126,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
4094,10656,1773,9069,1647,1587,744,104279,4526,89763,4201,14516,2698,11315,2287,3201,1125,0400000US49,1515772,10480,1255170,11343,260602,8465,179721,7420,80881,6267,1148551,11052,966729,10695,181822,6849,127529,6097,54293,4855,168765,8329,123249,6690,45516,4648,27337,3463,18179,2826,33270,3295,25178,2753,8092,1896,4471,1364,3621,1188,60907,4454,50251,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
12714,307846,10543,168850,7285,138996,8063,421076,11063,305579,9894,115497,5903,72723,4647,42774,3759,0400000US36,9759279,30468,6748275,30706,3011004,25570,1783238,19362,1227766,20229,5021750,35177,3976472,30654,1045278,18783,661012,13747,384266,11983,602826,14058,382048,10976,220778,8819,112015,5749,108763,6349,2950885,29960,1629280,23233,1321605,21335,768638,14935,552967,14115,762742,15476,454896,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
5416,104524,7656,43236,3914,61288,6232,205170,8390,154355,7384,50815,4124,37217,3187,13598,2581,0400000US34,4023190,24067,2717761,24616,1305429,19464,788152,17012,517277,15107,3067512,22312,2197779,21082,869733,17804,576790,15804,292943,9933,346669,11629,167064,7100,179605,9478,81241,5208,98364,6763,203000,8499,102248,6250,100752,5917,49668,3761,51084,4614,200839,8850,96315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
7696,27599,3273,18223,2471,9376,1797,243314,7111,222129,6914,21185,2804,15577,2366,5608,1412,0400000US39,5540196,23177,5127717,26514,412479,11352,279888,9367,132591,7390,4569380,24483,4277866,25824,291514,9299,206503,8140,85011,5421,451363,14234,387467,12720,63896,6118,34868,4320,29028,3948,87867,5606,79582,5315,8285,1461,4717,1007,3568,1122,188272,8652,160673,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
