GEO_ID,B18101D_001E,B18101D_001M,B18101D_002E,B18101D_002M,B18101D_003E,B18101D_003M,B18101D_004E,B18101D_004M,B18101D_005E,B18101D_005M,B18101D_006E,B18101D_006M,B18101D_007E,B18101D_007M,B18101D_008E,B18101D_008M,B18101D_009E,B18101D_009M,B18101D_010E,B18101D_010M,NAME,B18101D_001MA,B18101D_001EA,B18101D_002MA,B18101D_002EA,B18101D_003MA,B18101D_003EA,B18101D_004MA,B18101D_004EA,B18101D_005EA,B18101D_005MA,B18101D_006MA,B18101D_006EA,B18101D_007MA,B18101D_007EA,B18101D_008MA,B18101D_008EA,B18101D_009MA,B18101D_009EA,B18101D_010MA,B18101D_010EA,state
0400000US13,434031,6279,96076,3262,1499,542,94577,3350,298709,5552,10332,1886,288377,5704,39246,1761,8444,1498,30802,2046,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,45934,2678,9495,1491,416,468,9079,1577,30825,1828,2015,960,28810,1738,5614,959,1858,505,3756,1076,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,64772,3498,14532,1884,218,267,14314,1901,43214,2833,2792,928,40422,2889,7026,1619,1775,727,5251,1506,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,11859,1196,2168,845,0,157,2168,845,8165,723,310,295,7855,824,1526,504,248,245,1278,497,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,249099,6016,38000,3508,1406,583,36594,3381,165835,3769,8777,1291,157058,3824,45264,887,12004,1405,33260,1368,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,13365,1992,2755,816,0,201,2755,816,8972,1597,717,522,8255,1605,1638,701,200,212,1438,688,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,83777,2906,18280,1477,508,265,17772,1462,57216,1943,2397,760,54819,1953,8281,887,2293,758,5988,1063,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,164935,4029,42499,2397,999,447,41500,2410,113283,2741,5268,1089,108015,2856,9153,1081,3181,890,5972,913,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,5144,1803,1092,761,57,103,1035,753,3283,1072,457,348,2826,1075,769,524,545,335,224,236,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,549347,8385,114476,4520,3598,1204,110878,4046,372098,5333,13670,1676,358428,4946,62773,1936,17772,2013,45001,1996,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,13651,2160,3187,989,37,61,3150,995,9915,1559,508,364,9407,1628,549,278,202,199,347,248,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,80413,3676,16597,2094,354,338,16243,2105,56412,2495,2789,967,53623,2665,7404,1171,1747,687,5657,1105,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,190117,5279,34331,2466,764,461,33567,2531,135280,3820,7081,1357,128199,3692,20506,1248,5708,1226,14798,1213,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,5548,1131,744,453,0,203,744,453,4144,958,427,400,3717,997,660,538,60,85,600,536,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5791349,21594,1025209,11919,21208,2371,1004001,12028,3873146,12752,166970,6855,3706176,14693,892994,4381,269749,6981,623245,7599,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,25691,2279,4883,1134,141,231,4742,1103,18642,1639,1041,545,17601,1642,2166,801,811,512,1355,553,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,165308,2620,34195,1940,560,366,33635,1898,116536,1571,3845,1323,112691,1903,14577,878,3590,768,10987,911,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1423463,9640,319802,5865,5667,1423,314135,6068,961009,7463,31970,4267,929039,8048,142652,2941,36536,2924,106116,3851,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,377190,5970,75611,3217,1404,546,74207,3280,252855,4023,10970,2073,241885,4190,48724,1503,14677,1582,34047,1723,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,590871,8090,106266,4950,2866,1040,103400,4913,399699,5266,20828,2535,378871,5614,84906,2747,24246,2818,60660,4103,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,471373,6216,91055,3345,2057,784,88998,3431,337364,3761,11795,1643,325569,3680,42954,1206,11631,1611,31323,1724,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,27332,1407,1641,616,0,213,1641,616,23423,1200,1014,472,22409,1242,2268,494,870,506,1398,501,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,75631,3301,12317,1711,283,251,12034,1728,56177,2308,2991,1024,53186,2454,7137,885,1881,560,5256,944,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1659791,12392,304228,6370,5435,1149,298793,6519,1141615,7166,43573,3444,1098042,7728,213948,2463,57013,3314,156935,3844,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,866383,6136,187388,3127,3968,1219,183420,3193,579268,4118,19242,2318,560026,4702,99727,1760,24923,2515,74804,2784,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,271135,5943,58051,2880,1466,717,56585,2839,187792,4287,7937,1520,179855,4238,25292,1678,7809,1380,17483,1797,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,119970,3556,24177,2251,768,446,23409,2174,84221,2434,3701,993,80520,2409,11572,1169,2674,848,8898,992,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,453590,6407,96557,3286,2614,848,93943,3411,311521,4187,17168,2275,294353,4717,45512,1705,13495,1625,32017,2349,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,325030,5422,67873,2933,1344,538,66529,2930,227832,3688,8829,1687,219003,3963,29325,1543,7746,1399,21579,1715,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,45466,2127,10324,997,359,272,9965,975,31997,1618,2254,751,29743,1506,3145,594,1177,465,1968,638,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,26790,2633,4902,1523,191,218,4711,1512,17937,1936,1355,754,16582,1955,3951,1306,1089,612,2862,1259,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,33919,2402,6343,1257,160,214,6183,1233,23193,1747,774,446,22419,1766,4383,648,893,479,3490,657,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,527456,10477,74243,5772,1221,502,73022,5723,315323,6350,17163,1832,298160,6640,137890,2077,43422,2417,94468,3171,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,14944,2224,2942,739,93,158,2849,785,11342,2073,604,510,10738,2070,660,442,135,243,525,390,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,656126,8203,115458,4883,3060,906,112398,4684,463459,5694,20033,2231,443426,6024,77209,1401,22015,2281,55194,2488,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,35945,1695,6411,917,0,220,6411,917,26547,1607,1260,492,25287,1542,2987,716,612,359,2375,729,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,236530,5257,43661,3262,1665,825,41996,3260,164071,3654,9023,1790,155048,3822,28798,1238,7732,1250,21066,1761,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,118170,4278,25548,2087,373,332,25175,2064,81543,3310,4670,1544,76873,2992,11079,1499,3819,1501,7260,1799,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,81608,3860,17119,2024,686,550,16433,2076,57880,2607,2880,1104,55000,2652,6609,1143,2457,803,4152,959,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
