GEO_ID,C17010I_001E,C17010I_001M,C17010I_002E,C17010I_002M,C17010I_003E,C17010I_003M,C17010I_004E,C17010I_004M,C17010I_005E,C17010I_005M,C17010I_006E,C17010I_006M,C17010I_007E,C17010I_007M,C17010I_008E,C17010I_008M,C17010I_009E,C17010I_009M,C17010I_010E,C17010I_010M,C17010I_011E,C17010I_011M,C17010I_012E,C17010I_012M,C17010I_013E,C17010I_013M,C17010I_014E,C17010I_014M,C17010I_015E,C17010I_015M,C17010I_016E,C17010I_016M,C17010I_017E,C17010I_017M,NAME,C17010I_001EA,C17010I_001MA,C17010I_002MA,C17010I_002EA,C17010I_003MA,C17010I_003EA,C17010I_004MA,C17010I_004EA,C17010I_005EA,C17010I_005MA,C17010I_006EA,C17010I_006MA,C17010I_007EA,C17010I_007MA,C17010I_008EA,C17010I_008MA,C17010I_009EA,C17010I_009MA,C17010I_010EA,C17010I_010MA,C17010I_011EA,C17010I_011MA,C17010I_012EA,C17010I_012MA,C17010I_013MA,C17010I_013EA,C17010I_014MA,C17010I_014EA,C17010I_015EA,C17010I_015MA,C17010I_016EA,C17010I_016MA,C17010I_017EA,C17010I_017MA,state
0400000US36,805954,9539,150951,6830,40286,3824,26237,3202,110665,6082,15102,2322,9666,2032,95563,5512,76971,5009,655003,9294,386203,9021,203143,6569,268800,8938,77580,5179,38207,3691,191220,7020,102722,5892,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,416296,6686,66741,4245,18175,2169,13073,2056,48566,3875,7483,1944,6064,1690,41083,3515,35811,3301,349555,6416,229749,5905,128661,5312,119806,5536,45195,4143,23774,2708,74611,4682,43522,3263,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,88533,3532,18212,2479,6029,1505,4340,1452,12183,2070,2380,992,2380,992,9803,1882,9309,1911,70321,3488,45445,3053,25557,2745,24876,2448,10426,1671,6115,1436,14450,1911,10265,1661,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,48750,2848,7428,1280,4043,1197,3511,1138,3385,1014,456,304,456,304,2929,937,2804,918,41322,2825,29539,2146,15742,1921,11783,1872,3502,939,2578,858,8281,1584,6144,1401,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,197679,4800,46526,3860,12037,2225,8642,1911,34489,3398,6125,1609,4828,1410,28364,2923,25705,2744,151153,4795,89148,4389,50241,3385,62005,4600,18876,2439,10510,1984,43129,3871,28796,3110,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,97114,3453,16095,2254,5900,1352,4490,1188,10195,1715,1508,582,1387,594,8687,1633,8165,1512,81019,3290,56414,3188,31600,2688,24605,2255,11077,1626,6257,1415,13528,1508,8803,1262,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,44999,2310,8195,1497,3359,974,2798,893,4836,1182,975,455,769,413,3861,1127,3658,1031,36804,2343,25418,2126,16343,1857,11386,1982,4859,954,3017,824,6527,1731,5271,1361,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,44442,2617,8065,1569,2840,908,2369,924,5225,1438,391,355,336,344,4834,1387,4502,1320,36377,2514,27314,2504,17552,2012,9063,1994,3799,1369,2192,1059,5264,1526,3893,1314,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,222017,5759,44106,3556,17555,2521,9722,1694,26551,3009,4553,1199,2708,821,21998,2780,19289,2605,177911,6072,121536,5147,54182,3051,56375,3994,19760,2416,10123,1712,36615,2868,21096,2493,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,26387,1973,2361,722,507,307,339,252,1854,661,306,201,306,201,1548,591,1336,605,24026,1935,17210,1733,10629,1521,6816,1181,2187,658,1172,508,4629,982,2698,797,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,5525,999,1136,531,126,109,116,107,1010,512,13,24,0,163,997,508,997,508,4389,882,2540,721,1536,671,1849,722,952,522,761,516,897,456,704,405,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,195975,4750,27232,3611,9060,2132,7479,1930,18172,2707,2228,1000,2133,985,15944,2441,14546,2429,168743,4686,111293,5125,71095,4196,57450,4467,24495,2847,16516,2658,32955,3371,25022,3138,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,36512,1977,10398,2136,3222,1196,2403,1086,7176,1683,1437,687,1437,687,5739,1441,4816,1344,26114,2272,15496,2358,9232,1947,10618,1974,2638,1046,1855,946,7980,1684,5430,1497,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,461658,7125,80634,5021,32002,2977,25756,2971,48632,3920,9167,1932,7551,1683,39465,3559,35294,3249,381024,7062,256143,7492,147315,5966,124881,5669,48814,4054,31215,3330,76067,4390,48233,3438,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,72040,3360,16685,2303,8548,1869,7390,1693,8137,1573,2271,919,2058,816,5866,1359,5302,1191,55355,3422,40417,3313,26579,3056,14938,1897,6140,1327,3840,1108,8798,1537,6774,1399,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,72116,2876,12224,1935,4179,977,3072,824,8045,1775,1528,696,1511,691,6517,1609,6230,1584,59892,2905,44388,2773,30521,2465,15504,1964,5405,1281,2591,841,10099,1452,7316,1398,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
