GEO_ID,C01001F_001E,C01001F_001M,C01001F_002E,C01001F_002M,C01001F_003E,C01001F_003M,C01001F_004E,C01001F_004M,C01001F_005E,C01001F_005M,C01001F_006E,C01001F_006M,C01001F_007E,C01001F_007M,C01001F_008E,C01001F_008M,C01001F_009E,C01001F_009M,NAME,C01001F_001EA,C01001F_001MA,C01001F_002EA,C01001F_002MA,C01001F_003MA,C01001F_003EA,C01001F_004MA,C01001F_004EA,C01001F_005EA,C01001F_005MA,C01001F_006EA,C01001F_006MA,C01001F_007EA,C01001F_007MA,C01001F_008EA,C01001F_008MA,C01001F_009EA,C01001F_009MA,state
0400000US48,1709445,37101,887097,21271,251929,12079,582151,15608,53017,3473,822348,22152,238668,11880,522077,13169,61603,4937,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,304042,15437,154790,8873,53009,4121,97937,5772,3844,1233,149252,7651,52686,3611,91246,5114,5320,1217,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,708740,33569,353833,18801,86317,7769,243423,13589,24093,2772,354907,17919,87784,7132,234160,12294,32963,3275,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,303331,15326,156699,8697,42031,4245,107056,6426,7612,1351,146632,8641,40427,4088,95137,5819,11068,1684,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,30897,5312,15576,3151,6046,2045,9409,1969,121,154,15321,3032,4556,1447,10673,2002,92,165,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,171456,10855,92034,6379,34658,3275,53893,4238,3483,1038,79422,5717,27122,2820,50146,4191,2154,888,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1689845,40232,838591,22613,235944,10080,544960,15850,57687,3338,851254,20959,216027,8997,549510,15891,85717,4244,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,604334,26210,301682,13963,85592,6552,199784,9253,16306,2066,302652,14112,93643,6048,185109,9190,23900,2686,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,112136,8017,58977,5383,18940,2348,37824,4250,2213,743,53159,4225,16478,2501,33177,2986,3504,1044,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,56557,6735,28945,3931,7348,1927,20067,2725,1530,719,27612,3898,9553,2395,16980,2149,1079,544,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,307572,16186,156526,9334,48284,4482,101143,6780,7099,1529,151046,8716,43752,3965,97713,5877,9581,1295,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,118467,9068,62044,5371,19700,2595,39249,3686,3095,880,56423,5029,16358,2557,37067,3399,2998,857,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,46473,4917,23854,2992,7984,1703,15332,1691,538,287,22619,2801,7320,1427,14540,1704,759,357,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,59217,7449,30404,4146,8501,2447,19476,2585,2427,726,28813,4223,10055,2451,17517,2408,1241,594,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,144961,10667,72988,6106,16380,3315,47833,3907,8775,1555,71973,6154,17440,3157,44135,3810,10398,1498,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,18052,3227,10101,2071,2212,862,7237,1626,652,289,7951,1783,1936,1069,5394,1128,621,306,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,5782,1672,2986,1084,520,370,2384,904,82,137,2796,907,580,329,2084,667,132,174,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,344853,17208,186229,10102,62497,5950,116409,5987,7323,1279,158624,9025,53613,5382,98523,5437,6488,1397,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,59743,7937,29659,4294,9097,2222,19078,3051,1484,593,30084,4723,9131,2053,18072,3220,2881,849,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,373688,19089,195666,11172,49555,4909,135451,7370,10660,1637,178022,10360,43530,4444,120310,7174,14182,1846,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,101153,10106,52970,5793,18776,2781,32995,3938,1199,581,48183,5498,18580,3204,28429,3854,1174,639,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,73293,8142,39538,4728,13822,2482,23639,2876,2077,714,33755,4082,10973,2127,21039,2796,1743,564,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
