B08406_025E,B08406_025M,B08406_049E,B08406_026E,B08406_049M,B08406_026M,B08406_050E,B08406_050M,B08406_027E,B08406_051E,B08406_051M,B08406_027M,B08406_028E,B08406_028M,B08406_029E,B08406_029M,B08406_030E,B08406_030M,B08406_031E,B08406_031M,B08406_032E,B08406_032M,B08406_033E,B08406_033M,B08406_034E,B08406_034M,B08406_035E,B08406_035M,B08406_036E,B08406_036M,B08406_037E,B08406_037M,B08406_038E,B08406_038M,B08406_039E,B08406_039M,B08406_040E,B08406_040M,B08406_041E,B08406_041M,B08406_042E,B08406_042M,B08406_043E,B08406_043M,B08406_044E,B08406_044M,B08406_045E,B08406_045M,B08406_046E,B08406_046M,B08406_047E,B08406_047M,B08406_048E,B08406_048M,GEO_ID,B08406_001E,B08406_001M,B08406_002E,B08406_002M,B08406_003E,B08406_003M,B08406_004E,B08406_004M,B08406_005E,B08406_005M,B08406_006E,B08406_006M,B08406_007E,B08406_007M,B08406_008E,B08406_008M,B08406_009E,B08406_009M,B08406_010E,B08406_010M,B08406_011E,B08406_011M,B08406_012E,B08406_012M,B08406_013E,B08406_013M,B08406_014E,B08406_014M,B08406_015E,B08406_015M,B08406_016E,B08406_016M,B08406_017E,B08406_017M,B08406_018E,B08406_018M,B08406_019E,B08406_019M,B08406_020E,B08406_020M,B08406_021E,B08406_021M,B08406_022E,B08406_022M,B08406_023E,B08406_023M,B08406_024E,B08406_024M,B08406_025MA,B08406_025EA,B08406_049MA,B08406_049EA,B08406_026EA,B08406_026MA,B08406_050EA,B08406_050MA,B08406_027EA,B08406_027MA,B08406_051EA,B08406_051MA,B08406_028MA,B08406_028EA,B08406_029MA,B08406_029EA,B08406_030EA,B08406_030MA,B08406_031EA,B08406_031MA,B08406_032EA,B08406_032MA,B08406_033MA,B08406_033EA,B08406_034MA,B08406_034EA,B08406_035EA,B08406_035MA,B08406_036MA,B08406_036EA,B08406_037EA,B08406_037MA,B08406_038MA,B08406_038EA,B08406_039MA,B08406_039EA,B08406_040EA,B08406_040MA,B08406_041EA,B08406_041MA,B08406_042EA,B08406_042MA,B08406_043MA,B08406_043EA,B08406_044MA,B08406_044EA,B08406_045EA,B08406_045MA,B08406_046EA,B08406_046MA,B08406_047MA,B08406_047EA,B08406_048MA,B08406_048EA,NAME,B08406_001MA,B08406_001EA,B08406_002MA,B08406_002EA,B08406_003MA,B08406_003EA,B08406_004EA,B08406_004MA,B08406_005MA,B08406_005EA,B08406_006MA,B08406_006EA,B08406_007MA,B08406_007EA,B08406_008EA,B08406_008MA,B08406_009EA,B08406_009MA,B08406_010MA,B08406_010EA,B08406_011MA,B08406_011EA,B08406_012MA,B08406_012EA,B08406_013MA,B08406_013EA,B08406_014MA,B08406_014EA,B08406_015EA,B08406_015MA,B08406_016EA,B08406_016MA,B08406_017EA,B08406_017MA,B08406_018MA,B08406_018EA,B08406_019MA,B08406_019EA,B08406_020EA,B08406_020MA,B08406_021EA,B08406_021MA,B08406_022EA,B08406_022MA,B08406_023MA,B08406_023EA,B08406_024MA,B08406_024EA,state
1844,911,12512,1844,2059,911,1034,465,0,17598,1942,198,0,198,0,198,0,198,4657,1311,15379,2311,2724,811,19977,2322,243743,5191,209241,4504,185475,4537,23766,2466,17624,2263,3833,1057,2309,641,1788,743,1788,743,0,198,0,198,0,198,0,198,1570,572,0400000US30,512185,6841,433102,6955,384786,6506,48316,4103,34766,3535,7949,1857,5601,1204,3632,1191,3632,1191,0,198,0,198,0,198,0,198,6227,1519,27891,3272,3758,946,37575,3236,268442,4909,223861,5128,199311,5033,24550,2419,17142,2003,4116,1150,3292,804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1810,689,11477,1672,1438,684,2236,824,0,21205,1843,198,0,198,0,198,138,108,2420,927,15312,2142,3689,919,18431,2118,318998,5267,281274,4700,251456,4657,29818,2253,24553,2168,2849,808,2416,838,2044,878,1727,847,0,198,38,77,0,198,279,272,762,369,0400000US23,651085,7044,571699,7061,507394,6901,64305,4660,51684,4296,6695,1253,5926,1315,3854,1294,3399,1276,0,198,38,77,0,198,417,273,3182,1034,26789,2570,5925,1169,39636,2976,332087,5385,290425,5557,255938,5594,34487,3415,27131,2949,3846,904,3510,1031,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
24288,2837,34976,20638,3532,2759,18155,2787,547,140745,6353,378,2162,761,740,436,201,294,5826,1419,51564,4237,32550,3234,152201,7228,2316865,16838,2098210,16546,1890421,16039,207789,8388,165845,7518,26884,2776,15060,1970,22795,2700,21395,2659,302,227,662,497,353,416,83,146,1984,686,0400000US37,4861678,26159,4376594,26614,3930572,25398,446022,15109,345020,13008,57219,4545,43783,4192,47083,3988,42033,3969,849,448,2824,925,1093,577,284,337,7810,1594,86540,5348,50705,4496,292946,10535,2544813,17729,2278384,19164,2040151,19443,238233,10263,179175,8957,30335,3108,28723,3806,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
48902,5345,28552,31558,3102,3802,31459,3678,523,142948,7059,493,15053,2822,1537,864,231,208,7268,1572,44799,3735,47074,4819,146004,7161,2341069,18257,2086459,18192,1874831,18353,211628,10478,164059,8185,29486,3458,18083,2851,48883,4736,34378,4273,269,287,11355,1736,2606,1196,275,251,2768,1068,0400000US13,4883071,25801,4334414,27311,3874426,27933,459988,15972,347448,12516,68618,5721,43922,4392,97785,7874,65936,6343,792,652,26408,3349,4143,1532,506,383,10036,2042,73351,5158,78533,6246,288952,10096,2542002,16137,2247955,17045,1999595,17799,248360,9688,183389,8248,39132,3906,25839,3367,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
2609,861,10286,2360,1352,834,5537,752,24,9696,1447,40,0,198,64,119,161,155,3197,1029,18748,2298,13123,1602,9042,1709,161647,4021,132665,4094,110525,3993,22140,2004,15740,1958,3388,829,3012,878,2301,880,2286,875,0,198,0,198,0,198,15,20,1162,680,0400000US02,365188,5466,289487,5974,244924,5892,44563,3760,30822,3250,6575,1473,7166,1901,4910,1225,4646,1200,24,40,0,198,64,119,176,156,4359,1287,29034,2753,18660,1860,18738,2140,203541,4660,156822,4263,134399,4207,22423,2462,15082,1913,3187,930,4154,1260,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
3171,1079,10568,3010,1669,1075,6892,1519,0,33674,3591,198,53,91,30,52,78,125,1268,654,11659,1859,10211,2170,37726,3664,969217,10998,914596,11111,836228,10622,78368,5262,61313,4881,11214,1893,5841,1486,3332,1075,3298,1069,0,198,0,198,34,71,0,198,155,134,0400000US01,2032160,15857,1913504,16565,1753526,14932,159978,7646,124899,7033,20442,3015,14637,2631,6503,1811,6308,1805,0,198,53,91,64,88,78,125,1423,663,22227,2627,17103,2654,71400,5949,1062943,10853,998908,11676,917298,10292,81610,5597,63586,4989,9228,1835,8796,1816,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
1065,377,9325,1065,1468,377,1031,451,0,12680,1430,198,0,198,0,198,0,198,2619,796,7814,1331,1693,604,11526,1413,160771,3749,134720,3912,120260,3742,14460,1758,11550,1533,1719,665,1191,516,1574,548,1555,552,0,198,19,33,0,198,0,198,1441,679,0400000US50,323584,5900,272816,5892,245015,6040,27801,2711,22249,2516,3050,881,2502,774,2639,665,2620,668,0,198,19,33,0,198,0,198,4060,1108,17139,2072,2724,716,24206,2226,162813,3974,138096,4001,124755,4164,13341,1642,10699,1499,1331,488,1311,534,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
24557,3002,10990,24201,1746,2996,12217,1999,194,28937,2934,229,162,197,0,198,0,198,2890,813,14070,2197,18784,2290,30457,2849,664694,8884,594309,9206,517618,8958,76691,3783,60149,3757,11148,1734,5394,1295,17856,2247,17511,2163,248,311,97,159,0,198,0,198,385,240,0400000US32,1431562,12015,1270419,13491,1121611,14377,148808,6445,113385,5604,20127,2429,15296,2594,42413,4081,41712,3994,442,388,259,249,0,198,0,198,3275,885,25060,3072,31001,2797,59394,4320,766868,7952,676110,8430,603993,8827,72117,4944,53236,4145,8979,1711,9902,1834,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
3079,1016,8558,3027,1661,1017,3294,1070,0,14197,1851,198,0,198,30,52,22,39,752,609,10406,1763,5034,1255,10696,1414,346522,6656,317367,6985,287333,7150,30034,3095,25746,2709,2513,796,1775,680,2882,775,2775,771,36,75,34,60,37,73,0,198,224,272,0400000US54,716625,9698,657503,10268,596303,10843,61200,5281,51148,4593,6170,1591,3882,1168,5961,1295,5802,1294,36,75,34,60,67,91,22,39,976,693,18964,2604,8328,1503,24893,2651,370103,6921,340136,6704,308970,6941,31166,3253,25402,2915,3657,1198,2107,739,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
4327,1160,15280,4116,1881,1179,7699,1065,44,37889,2687,78,0,198,140,105,27,47,2602,779,20453,2231,15130,1739,35758,2921,825151,7337,759626,7995,676789,8332,82837,4610,63508,4396,12318,1520,7011,1332,3526,956,3019,872,358,410,0,198,100,124,49,69,1131,467,0400000US40,1772588,11328,1628793,12551,1458512,13553,170281,6951,130298,6342,24335,2265,15648,2640,7853,1682,7135,1655,402,419,0,198,240,137,76,80,3733,868,35733,2909,22829,1976,73647,4116,947437,7752,869167,8286,781723,9020,87444,4554,66790,3825,12017,1572,8637,1881,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
20808,1985,41928,20497,3690,1991,10199,1511,0,74335,3439,198,12,19,167,135,132,97,14437,1964,44558,3118,15527,1879,68546,3457,1396683,9979,1242598,10755,1131433,9847,111165,4625,85127,4338,16077,1886,9961,1320,22637,2395,22318,2379,70,76,0,198,180,200,69,78,4986,1133,0400000US55,2914855,13285,2596894,14166,2375230,14048,221664,8218,171118,7058,31729,3339,18817,2036,43445,2832,42815,2811,70,76,12,19,347,244,201,129,19423,2387,86486,4984,25726,2593,142881,4623,1518172,9472,1354296,9402,1243797,10171,110499,5304,85991,4444,15652,2088,8856,1303,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
