GEO_ID,B18101B_001E,B18101B_001M,B18101B_002E,B18101B_002M,B18101B_003E,B18101B_003M,B18101B_004E,B18101B_004M,B18101B_005E,B18101B_005M,B18101B_006E,B18101B_006M,B18101B_007E,B18101B_007M,B18101B_008E,B18101B_008M,B18101B_009E,B18101B_009M,B18101B_010E,B18101B_010M,NAME,B18101B_001MA,B18101B_001EA,B18101B_002MA,B18101B_002EA,B18101B_003EA,B18101B_003MA,B18101B_004MA,B18101B_004EA,B18101B_005MA,B18101B_005EA,B18101B_006MA,B18101B_006EA,B18101B_007MA,B18101B_007EA,B18101B_008MA,B18101B_008EA,B18101B_009MA,B18101B_009EA,B18101B_010MA,B18101B_010EA,state
0400000US09,381156,6822,94649,3740,4418,1131,90231,3866,246728,4114,25762,3139,220966,4478,39779,1038,16383,1614,23396,1712,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3417256,21984,915204,13738,43471,4228,871733,14226,2179974,11780,261321,10739,1918653,16566,322078,4008,131237,5500,190841,5489,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1770556,9532,409148,5734,18829,2762,390319,6180,1140576,5804,123646,7034,1016930,8420,220832,2374,73462,2874,147370,3558,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,3314200,20008,860215,10919,39130,5269,821085,11792,2075451,13080,229717,9951,1845734,15109,378534,4994,129800,6104,248734,6784,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,528301,8958,133404,4536,8169,1735,125235,4430,343790,5936,37787,3828,306003,6149,51107,1764,19764,2057,31343,2060,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,313573,4420,69520,2961,3368,1232,66152,3054,196618,2461,31073,3431,165545,4038,47435,768,20746,1622,26689,1672,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,39507,3398,14341,2223,476,258,13865,2283,23536,2052,3073,934,20463,1803,1630,571,683,423,947,424,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,2994311,17027,675320,9553,30504,3384,644816,9802,1928361,11570,203335,7480,1725026,13729,390630,4204,136896,5706,253734,5905,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1174370,12672,277731,7150,12208,2115,265523,7291,753909,7720,81034,5216,672875,8882,142730,2021,45914,3169,96816,3462,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,1400980,12973,368087,8161,19643,2338,348444,8111,861058,7409,128045,7379,733013,8584,171835,2402,67955,3347,103880,3606,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,680392,6536,178387,5053,10113,2352,168274,5004,424339,3775,59944,4142,364395,5252,77666,1766,30083,2667,47583,2768,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,1370614,12683,358417,7903,24692,3639,333725,7873,852923,8037,136811,6337,716112,8665,159274,2154,68064,3393,91210,3332,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1341601,8755,346479,5604,20668,2601,325811,5968,825083,5199,142565,5806,682518,7230,170039,1686,70246,3310,99793,3547,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,88196,3797,25881,2616,1416,642,24465,2545,55525,2118,6230,1342,49295,2503,6790,494,2280,516,4510,627,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,11601,3311,3426,1769,83,140,3343,1802,7200,1929,948,841,6252,1913,975,628,400,420,575,473,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,43802,3218,8390,2137,525,539,7865,2004,28407,2194,2977,1123,25430,2175,7005,1639,3226,1255,3779,1106,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,22998,1806,4649,978,213,262,4436,989,17064,1459,1872,716,15192,1474,1285,294,379,163,906,322,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,18098,2113,6270,1099,628,578,5642,1203,10903,1978,1551,885,9352,1638,925,847,469,437,456,529,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,282365,8528,73477,5349,3510,1176,69967,5041,185421,4863,21327,2683,164094,5330,23467,1122,9472,1509,13995,1442,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,69090,3960,19151,2413,139,167,19012,2409,44289,2472,7532,1948,36757,2799,5650,637,2570,829,3080,792,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,323649,7741,88062,4910,4830,1605,83232,4639,205718,4547,25531,2905,180187,4612,29869,1040,10371,1566,19498,1687,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1110923,10712,289117,5841,15108,2714,274009,6200,703494,6760,98453,6096,605041,7613,118312,2521,42689,2889,75623,3386,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,162172,6144,44482,3862,2883,1169,41599,3765,100205,3431,17308,2097,82897,3840,17485,1404,7015,1300,10470,1420,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
