GEO_ID,B12504_001E,B12504_001M,B12504_002E,B12504_002M,B12504_003E,B12504_003M,B12504_004E,B12504_004M,B12504_005E,B12504_005M,B12504_006E,B12504_006M,B12504_007E,B12504_007M,B12504_008E,B12504_008M,B12504_009E,B12504_009M,NAME,B12504_001MA,B12504_001EA,B12504_002EA,B12504_002MA,B12504_003MA,B12504_003EA,B12504_004EA,B12504_004MA,B12504_005EA,B12504_005MA,B12504_006MA,B12504_006EA,B12504_007MA,B12504_007EA,B12504_008MA,B12504_008EA,B12504_009EA,B12504_009MA,state
0400000US13,17.9,0.2,17.8,0.3,18.5,0.3,10.2,1.0,14.2,0.8,18.0,0.3,18.6,0.3,12.1,0.9,14.8,1.0,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,17.8,0.6,17.5,0.7,18.4,0.8,8.5,1.8,14.0,10.5,18.1,0.7,18.8,0.7,11.6,2.1,17.3,2.0,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19.9,0.8,19.8,0.9,20.2,0.6,11.2,1.3,16.0,4.8,20.0,0.7,20.3,0.6,12.9,3.8,13.2,5.6,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,20.2,0.2,20.3,0.2,20.7,0.3,13.8,1.6,17.4,1.4,20.2,0.2,20.7,0.3,15.1,1.4,16.1,0.7,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,19.5,0.4,19.6,0.3,20.1,0.4,13.6,2.8,13.5,0.9,19.5,0.4,20.0,0.3,14.8,2.0,13.5,0.8,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21.8,0.4,21.9,0.4,22.4,0.4,16.9,4.5,11.8,1.7,21.6,0.4,22.1,0.4,14.8,4.5,13.0,1.3,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19.2,0.4,19.1,0.5,19.7,0.5,11.5,2.4,12.5,1.8,19.4,0.5,20.0,0.5,13.0,3.2,13.3,1.7,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19.7,0.3,19.7,0.4,20.5,0.4,12.7,1.5,12.5,1.5,19.7,0.3,20.7,0.4,12.1,2.7,13.1,0.7,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,18.9,0.4,18.8,0.4,20.1,0.5,9.6,0.9,13.7,0.7,19.0,0.4,20.0,0.5,13.1,2.3,13.8,1.0,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22.5,0.5,22.5,0.6,22.6,0.6,26.7,6.2,13.8,4.4,22.5,0.6,22.7,0.6,17.3,7.2,16.8,3.2,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,18.7,0.3,18.7,0.3,19.2,0.4,12.5,1.0,16.2,1.7,18.8,0.3,19.2,0.4,14.6,1.8,16.5,1.1,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,20.8,0.3,20.7,0.3,21.1,0.4,13.8,1.7,16.9,1.4,20.9,0.3,21.2,0.3,16.8,3.0,19.2,1.2,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,21.2,0.2,21.2,0.2,21.7,0.3,14.0,1.3,15.2,1.2,21.2,0.2,21.8,0.3,12.9,1.5,15.0,0.7,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,20.8,0.3,20.9,0.3,21.2,0.3,15.9,1.9,18.9,1.4,20.6,0.3,21.1,0.3,13.1,1.9,14.1,1.1,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19.5,0.5,19.5,0.5,20.5,0.6,11.8,2.4,14.8,1.6,19.4,0.6,20.8,0.6,12.0,2.4,13.5,0.8,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20.1,0.3,20.3,0.3,20.8,0.3,13.7,1.3,15.7,2.6,20.0,0.3,20.6,0.4,13.3,2.2,14.1,1.4,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21.5,0.8,21.4,0.8,22.4,0.8,11.5,4.9,15.3,3.2,21.5,0.8,22.2,0.9,15.9,4.7,13.9,3.5,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20.9,0.4,20.9,0.4,21.5,0.5,18.3,2.8,12.3,3.2,21.0,0.5,21.5,0.4,16.5,2.8,13.3,2.1,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,16.9,0.5,16.7,0.6,17.3,0.5,10.7,1.7,14.9,1.8,17.0,0.5,17.5,0.5,12.8,2.8,15.5,1.3,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21.5,0.6,21.4,0.6,21.6,0.6,20.7,6.9,16.6,2.2,21.5,0.6,21.8,0.7,12.4,6.0,17.5,6.3,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,20.4,0.2,20.2,0.2,20.8,0.2,12.2,1.4,15.9,1.0,20.5,0.3,21.0,0.3,14.7,1.7,16.9,1.0,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,20.0,0.6,19.8,0.7,20.8,0.7,11.6,3.5,16.3,1.6,20.2,0.6,21.1,0.6,13.1,2.3,13.9,2.2,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,20.1,0.2,20.0,0.2,20.7,0.2,12.1,0.8,19.8,0.9,20.2,0.2,20.8,0.2,12.7,0.8,19.3,0.8,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19.0,0.2,19.0,0.2,19.7,0.3,10.2,1.2,15.6,0.7,19.0,0.3,19.8,0.3,13.2,1.3,15.4,0.8,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,19.6,0.9,19.3,0.9,20.3,1.1,8.9,6.0,11.2,1.5,19.9,1.2,20.4,1.2,8.6,5.9,13.1,8.2,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21.1,0.2,21.1,0.3,21.7,0.3,14.6,1.3,14.6,1.1,21.1,0.2,21.7,0.2,16.0,2.2,13.9,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18.2,0.4,18.3,0.4,19.0,0.4,11.7,1.2,13.1,1.3,18.0,0.4,18.9,0.4,11.1,1.8,12.4,0.9,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,18.9,0.4,19.1,0.4,19.5,0.5,13.6,2.9,15.7,1.6,18.8,0.4,19.5,0.5,12.5,3.1,14.0,1.1,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,22.3,0.2,22.3,0.2,22.9,0.2,14.1,1.4,16.3,0.7,22.4,0.2,23.0,0.2,15.9,1.4,17.2,0.8,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20.6,0.9,20.3,1.0,21.3,0.8,12.1,2.8,14.4,1.6,20.8,0.9,21.5,0.7,12.7,5.6,14.8,1.9,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20.1,0.4,20.2,0.4,21.0,0.4,11.9,1.9,16.1,1.0,20.1,0.4,21.1,0.4,12.8,2.0,14.6,0.8,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21.7,0.8,21.5,1.0,21.6,0.9,23.1,5.8,12.7,3.7,21.9,0.9,22.2,0.8,18.1,7.4,12.9,3.3,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,19.4,0.3,19.6,0.4,20.2,0.4,12.5,1.9,14.6,0.9,19.2,0.3,20.1,0.3,10.7,1.7,13.2,0.6,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17.3,0.2,17.2,0.2,17.9,0.2,11.7,0.7,13.6,0.6,17.3,0.2,18.0,0.2,12.4,0.9,13.9,0.4,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,16.5,0.3,16.6,0.3,16.9,0.4,9.1,1.9,12.1,2.9,16.5,0.3,17.1,0.4,10.5,2.2,12.3,1.4,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,22.5,0.7,22.9,0.8,23.2,0.8,18.6,8.2,17.1,5.2,22.1,0.8,22.4,0.7,19.1,10.1,15.7,3.0,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,18.7,0.2,18.7,0.3,19.4,0.3,11.8,0.8,14.0,1.2,18.7,0.2,19.5,0.3,12.3,1.1,14.5,0.6,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,18.3,0.3,18.3,0.3,18.7,0.3,12.8,1.1,13.7,1.4,18.3,0.3,18.7,0.3,11.9,1.7,15.3,1.3,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22.1,0.6,22.2,0.7,23.2,0.6,12.1,2.2,16.7,2.2,22.0,0.6,23.0,0.7,13.4,2.7,15.3,1.7,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21.8,0.3,21.9,0.3,22.3,0.4,14.6,1.8,16.0,1.7,21.7,0.3,22.1,0.3,17.5,3.0,13.5,0.9,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,18.6,0.7,18.8,0.8,19.3,1.3,12.1,4.3,16.7,4.1,18.4,0.7,19.0,1.1,7.4,4.3,14.5,4.8,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23.9,0.5,23.7,0.6,24.6,0.5,13.9,2.3,19.2,1.7,24.0,0.5,25.1,0.6,12.2,2.4,20.1,1.3,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
