GEO_ID,B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,NAME,B20017I_001MA,B20017I_001EA,B20017I_002EA,B20017I_002MA,B20017I_003EA,B20017I_003MA,B20017I_004MA,B20017I_004EA,B20017I_005EA,B20017I_005MA,B20017I_006EA,B20017I_006MA,B20017I_007MA,B20017I_007EA,state
0400000US42,21157,637,25387,967,33563,1722,9536,986,16719,792,27241,1520,8184,866,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18737,2349,20731,1710,33948,5243,10955,2500,16040,1328,27222,3482,10569,761,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19807,946,21161,912,26460,1741,10167,1300,16130,1273,24128,2348,9530,1246,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20919,2206,24437,4153,31413,3539,8301,4406,16743,2731,25062,6446,8352,3536,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,19736,866,20787,509,23222,2203,10655,1472,15983,1181,22250,1636,6830,664,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21863,148,25641,246,31717,221,10400,216,17378,217,26001,320,8297,241,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20709,559,24143,1543,30960,918,11438,1714,16877,872,23965,2212,8178,999,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,21428,3593,22435,2863,24730,25332,12361,2493,14000,12417,31405,9389,3015,4945,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,25998,547,29240,2027,35666,1205,15295,1166,21999,799,31492,1241,10626,781,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,21282,467,24242,887,31676,662,11671,687,17118,620,27453,1481,10122,693,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17445,2229,21875,6831,26711,5059,4724,7735,15206,5700,19997,3062,10439,1788,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,20809,523,22203,661,27831,1481,11479,1190,18119,831,25305,1148,9050,1061,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,21674,1568,26174,3360,40305,15736,12258,8733,14413,2100,29047,6548,4968,3375,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16585,177,16551,212,22116,383,7237,289,16633,288,22947,416,7936,225,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
