GEO_ID,B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,NAME,B09010_001MA,B09010_001EA,B09010_002EA,B09010_002MA,B09010_003MA,B09010_003EA,B09010_004MA,B09010_004EA,B09010_005MA,B09010_005EA,B09010_006MA,B09010_006EA,B09010_007EA,B09010_007MA,B09010_008MA,B09010_008EA,B09010_009MA,B09010_009EA,B09010_010EA,B09010_010MA,B09010_011MA,B09010_011EA,B09010_012EA,B09010_012MA,B09010_013EA,B09010_013MA,state
0400000US21,1010392,2862,331152,10459,328338,10428,137462,7837,33972,4247,156904,7496,2814,1082,679240,10401,675011,10514,518688,10276,50146,4844,106177,6978,4229,1267,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1109880,1720,383392,12893,380715,12797,100339,7012,27019,4872,253357,12679,2677,1298,726488,12657,722128,12713,509042,13049,56857,6280,156229,9138,4360,1247,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,259599,1389,84412,5588,83723,5555,37065,4492,11434,2931,35224,4103,689,372,175187,5585,173916,5741,133603,5972,15275,2804,25038,3189,1271,505,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1342150,1352,314539,11666,311309,11414,107946,8199,23177,4165,180186,10766,3230,1194,1027611,11684,1022059,11754,760298,12139,71608,6257,190153,10845,5552,1555,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1386007,1533,328734,11204,326289,10936,108968,8257,27782,3963,189539,9278,2445,991,1057273,10978,1049902,10727,827190,13197,58957,6485,163755,10435,7371,2019,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2238376,2318,738811,16933,727992,16334,268863,11771,77660,6138,381469,11020,10819,2415,1499565,16743,1487169,16673,1157018,15097,101373,6696,228778,9996,12396,2133,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1278233,2406,246396,11446,243355,11472,98562,7646,22631,3773,122162,7490,3041,998,1031837,11179,1023643,11328,808442,11315,70462,4914,144739,7697,8194,1569,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,733891,1480,303602,11100,300979,11114,92726,8753,21119,3972,187134,9486,2623,1319,430289,11408,427532,11331,306339,9682,28353,4149,92840,8161,2757,1313,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1393908,3226,409233,14572,403968,14665,161766,10811,33639,4633,208563,11309,5265,1549,984675,14353,975887,14432,756903,13850,68687,6378,150297,9165,8788,1926,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222822,1472,56924,4641,56689,4683,22775,3139,5977,1831,27937,3935,235,210,165898,4128,164379,4080,127301,4592,13490,2204,23588,2730,1519,696,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,461784,1399,99642,7218,98463,7232,41525,5094,9734,2604,47204,5287,1179,740,362142,7276,360088,7476,284186,8149,24045,3344,51857,4574,2054,954,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,661060,1003,176984,9475,175370,9531,73197,7122,19096,3652,83077,7413,1614,1223,484076,9375,479325,9718,345000,10402,43584,5658,90741,6814,4751,1570,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,269908,1241,50862,4931,49877,5066,20141,3703,5785,2005,23951,3231,985,575,219046,5102,216927,5319,167352,5972,16631,3337,32944,3966,2119,1043,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2016168,1140,412409,15431,409531,15443,155691,12449,38688,6011,215152,10129,2878,1216,1603759,15478,1594567,15408,1244240,16130,93733,7106,256594,9007,9192,2194,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,506283,1548,185793,7245,185087,7147,69186,6492,18839,3578,97062,7394,706,578,320490,7140,318663,7310,230068,7149,28376,3520,60219,5469,1827,905,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4216310,2617,1247790,20508,1239370,20534,480890,17593,117440,9974,641040,19142,8420,1712,2968520,20824,2954505,20922,2233799,23704,192422,12242,528284,15886,14015,2252,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2279529,3169,721578,16070,715061,16428,263147,12140,69884,8406,382030,12892,6517,2038,1557951,15438,1545096,14992,1153803,16927,112553,7992,278740,11721,12855,2757,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,160378,1247,26598,2708,26417,2765,11484,1952,3027,1062,11906,2263,181,193,133780,2843,133424,2835,105823,4257,13508,2942,14093,1886,356,232,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2643915,2615,806766,21032,796202,21066,267521,13753,83258,7269,445423,17984,10564,2164,1837149,20747,1824771,20750,1407157,18439,128627,7839,288987,11367,12378,2117,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,945673,1343,279835,8295,276454,8400,108454,5986,27830,2971,140170,6969,3381,1126,665838,8308,660421,8368,507901,9925,49138,4781,103382,6016,5417,1314,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,857487,1717,312390,11152,308627,11247,157483,10459,31562,5500,119582,7931,3763,1351,545097,11212,540022,11177,432319,10997,32610,4623,75093,5660,5075,1410,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2706998,2283,747625,18542,739304,18614,251705,11568,67979,6325,419620,15396,8321,1699,1959373,18561,1943354,19019,1525020,19579,128603,7194,289731,13017,16019,2147,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,212101,1036,65678,4931,65244,4930,22443,3920,5973,2008,36828,4398,434,428,146423,5141,145931,5126,104697,5061,12544,3009,28690,3758,492,370,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1075735,1789,368737,12682,365848,12786,127144,9051,30674,4636,208030,11638,2889,1329,706998,12836,701256,13272,511378,13465,49601,6353,140277,9799,5742,1937,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,207220,1107,57714,3762,56950,3683,21162,3194,6261,1580,29527,3118,764,438,149506,3589,147451,3693,118773,4451,10372,1986,18306,2310,2055,921,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1488866,2696,534938,14529,529964,14606,212700,12841,51287,5503,265977,12393,4974,1457,953928,14401,948403,14548,727261,14261,61296,6484,159846,10403,5525,1636,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7024525,4401,2241856,38237,2228876,37859,1002170,29976,176823,12189,1049883,31204,12980,3659,4782669,38475,4760569,38527,3650210,36231,307596,15668,802763,25503,22100,3420,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,893169,1131,153460,8335,152526,8390,88967,7584,14543,3140,49016,5200,934,638,739709,8296,735259,8487,636508,10358,33398,5399,65353,5973,4450,1868,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,123689,932,36846,3390,36557,3398,16357,2513,4656,1476,15544,2405,289,220,86843,3373,85982,3356,67833,3655,6797,1314,11352,1519,861,391,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1859844,3443,394958,13045,391367,13014,140205,9230,32656,4527,218506,9915,3591,1356,1464886,12952,1455898,12924,1138405,15539,82741,6741,234752,11076,8988,2026,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1591132,1567,469864,14758,465623,14977,234339,12016,47876,5682,183408,10398,4241,1301,1121268,14893,1114312,14796,885784,15654,79786,6244,148742,8868,6956,1580,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,379335,1415,134742,7336,131308,7258,54258,4967,15809,2705,61241,5766,3434,1255,244593,7395,241631,7340,183144,7529,22811,3794,35676,4166,2962,1218,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1304700,2169,352116,9718,346660,10095,128673,6939,35713,4390,182274,8480,5456,1370,952584,9324,944871,9526,759668,11988,71736,5555,113467,7531,7713,1530,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,139123,1624,18717,2735,18545,2719,7442,1876,2004,1017,9099,2153,172,230,120406,3100,120032,3089,92007,4422,10031,2770,17994,3617,374,308,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,813053,292,407825,10607,406909,10511,126555,9147,46387,5292,233967,9061,916,679,405228,10623,404235,10731,253885,8274,31648,4224,118702,7039,993,666,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
