B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,GEO_ID,B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035MA,B16005_036EA,B16005_036MA,B16005_037EA,B16005_037MA,B16005_038EA,B16005_038MA,B16005_039EA,B16005_039MA,B16005_040MA,B16005_040EA,B16005_041EA,B16005_041MA,B16005_042EA,B16005_042MA,B16005_043EA,B16005_043MA,B16005_044EA,B16005_044MA,B16005_045MA,B16005_045EA,NAME,B16005_001MA,B16005_001EA,B16005_002MA,B16005_002EA,B16005_003MA,B16005_003EA,B16005_004EA,B16005_004MA,B16005_005MA,B16005_005EA,B16005_006EA,B16005_006MA,B16005_007MA,B16005_007EA,B16005_008EA,B16005_008MA,B16005_009EA,B16005_009MA,B16005_010EA,B16005_010MA,B16005_011EA,B16005_011MA,B16005_012MA,B16005_012EA,B16005_013EA,B16005_013MA,B16005_014EA,B16005_014MA,B16005_015EA,B16005_015MA,B16005_016EA,B16005_016MA,B16005_017EA,B16005_017MA,B16005_018MA,B16005_018EA,B16005_019EA,B16005_019MA,B16005_020EA,B16005_020MA,B16005_021MA,B16005_021EA,B16005_022EA,B16005_022MA,B16005_023MA,B16005_023EA,B16005_024EA,B16005_024MA,B16005_025EA,B16005_025MA,B16005_026EA,B16005_026MA,B16005_027MA,B16005_027EA,B16005_028EA,B16005_028MA,B16005_029MA,B16005_029EA,B16005_030MA,B16005_030EA,B16005_031EA,B16005_031MA,B16005_032EA,B16005_032MA,B16005_033MA,B16005_033EA,B16005_034EA,B16005_034MA,B16005_035EA,state
1976,159568,6958,67654,5277,47931,4434,33580,3818,10403,1918,59829,7470,36765,5233,14629,3327,6792,1877,1643,932,0400000US13,9335151,3801,8370845,19468,7890351,22670,339716,10344,280275,9927,36117,3753,19683,2981,3641,1684,73151,6286,66500,5669,4600,2036,2004,756,47,77,48720,4292,42991,4206,3556,1056,2123,753,50,84,18907,3404,15272,2960,2419,1555,1100,865,116,143,964306,18716,177965,7900,401691,10891,120495,6937,96701,6759,131400,8366,53095,5297,165253,10115,108598,6921,35646,4007,14965,2632,6044,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
136,187896,9492,56559,4522,75642,5187,47287,3981,8408,1784,1552,806,1107,528,207,239,238,266,0,185,0400000US15,1313348,394,1068220,10013,945625,12506,17187,2520,12053,2123,4295,1321,839,405,0,185,7871,1998,5971,1329,1712,1365,188,165,0,185,96742,6819,69748,6746,22857,2431,3701,736,436,383,795,642,662,639,133,196,0,185,0,185,245128,9926,37906,2891,8035,1756,3768,1022,2699,1266,1288,687,280,430,9739,1984,7868,1822,1201,570,564,377,106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
161,10055,1698,4455,1053,2743,905,2235,947,622,509,3334,1796,1346,611,983,652,1005,1116,0,193,0400000US16,1500897,1466,1406117,5834,1319359,7246,69058,4738,57871,4434,8509,1691,2405,902,273,182,10814,1996,9538,1810,1071,610,205,169,0,193,2729,870,2367,773,269,245,93,159,0,193,4157,1138,3078,934,349,404,621,547,109,182,94780,5718,17616,2204,51917,4257,16620,2885,11252,1907,16912,1687,7133,1863,11858,2883,7214,1670,2393,1037,2151,1277,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
2970,286368,8830,145814,7503,84316,4348,40220,3707,16018,2900,85568,8771,49500,5466,20457,3213,12122,3016,3489,1399,0400000US17,12085046,3404,10289473,23790,9152683,24412,820789,13571,677689,13705,95259,5344,41260,3563,6581,1397,207670,10202,180815,9589,17859,2420,8465,1769,531,419,65542,4760,57414,4501,5582,1604,2226,819,320,233,42789,5712,38667,4769,3445,2368,677,380,0,185,1795573,23674,193623,8348,767612,14955,230068,9810,212580,8871,224163,8009,100801,6824,462402,15089,242495,9853,130130,6541,71511,4715,18266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
498,55363,4080,23548,3018,18392,2003,10364,1873,3059,1225,14598,3070,8118,1933,3344,1062,2226,925,910,1009,0400000US18,6146838,2969,5835916,9803,5592240,13348,152381,6380,124279,5691,17897,2855,8965,1834,1240,718,77654,6319,60982,5498,12328,2125,3939,870,405,243,8280,1609,6248,1365,1472,616,508,288,52,76,5361,1420,4181,1032,560,554,593,570,27,45,310922,9862,52971,4212,129573,5909,41836,4707,33108,2926,40793,3662,13836,2450,58417,5849,38482,3892,13413,2811,5564,1675,958,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
763,34396,2808,14235,1905,11705,1802,5663,939,2793,1552,9050,2075,4743,1178,3230,1305,822,588,255,341,0400000US19,2897339,2384,2749847,7490,2661254,8802,55425,3760,43758,3354,8264,1536,2951,1031,452,350,23582,3264,19846,2945,2813,1038,762,480,161,122,7311,1135,5773,1006,1194,509,322,253,22,35,2275,695,1987,652,256,213,32,56,0,157,147492,7128,26343,2798,52595,3958,16338,2688,12464,1770,16579,2512,7214,1507,25108,4187,14514,2647,6795,1713,2562,1298,1237,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
292,35366,2539,14148,1652,12080,1949,6084,1341,3054,960,11440,2836,7519,2198,1685,665,1559,738,677,498,0400000US20,2694653,1648,2498519,7862,2372825,9268,94787,4385,80404,4722,10541,1859,3313,755,529,338,15696,2689,13474,2428,1518,556,704,320,0,170,10932,1806,9870,1754,497,247,565,356,0,170,4279,1535,3883,1497,333,412,63,83,0,170,196134,7736,29391,3224,99894,5026,34826,3452,26354,2690,27440,2966,11274,2075,20043,2879,13628,2118,4671,1156,1377,496,367,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
661,24812,2742,11258,1583,8218,1559,4546,1164,790,399,13139,3050,6576,1671,3890,1385,2283,1057,390,330,0400000US21,4123458,2572,3976229,7242,3887820,9006,51827,3992,41528,3817,6601,1363,3144,750,554,394,26861,3460,21840,2965,3206,1270,1657,692,158,171,6325,1282,5301,1232,970,493,54,94,0,189,3396,1409,2630,1329,236,210,303,369,227,282,147229,7022,29683,3181,53377,4758,17798,2833,12779,1967,13391,2578,9409,1908,26218,4042,15203,2557,6745,1580,3042,1138,1228,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
275,35969,2895,12985,1753,10017,1583,9823,1608,3144,971,9377,3215,6605,3057,2008,862,435,502,329,337,0400000US22,4320472,1953,4139585,7944,3934278,12208,68479,5861,56526,5467,7239,1759,4297,1213,417,353,119488,5842,102329,5829,13986,1855,2921,827,252,232,12073,1758,9612,1769,1585,614,876,428,0,203,5267,1978,5017,1946,250,198,0,203,0,203,180887,7386,28484,3018,82680,5450,25953,2646,20339,2980,23671,2639,12717,2598,24377,3871,17692,3105,5120,1473,1222,712,343,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
157,6199,1184,2870,1017,1931,723,1076,488,322,298,4977,2085,2097,1074,1254,1078,1533,1153,93,166,0400000US23,1264125,996,1219766,3085,1165959,4573,7689,1156,6776,1177,618,419,295,315,0,165,41679,3529,34741,3620,5526,1186,1412,585,0,165,2455,796,1797,693,504,550,55,77,99,149,1984,587,1894,591,90,73,0,165,0,165,44359,3104,18993,1871,3110,922,1697,707,958,403,215,213,240,361,11080,1765,7826,1453,2425,741,739,536,90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
1020,166756,7076,88052,5258,44510,2907,27432,2859,6762,1848,82145,7962,58827,6405,17946,2682,4510,1224,862,476,0400000US24,5562102,1310,4725413,15356,4433693,17912,161935,7130,138970,6523,13621,1943,7802,1830,1542,703,68524,5663,60780,5100,5562,1620,1915,820,267,219,35111,3277,29547,2700,3672,1199,1892,660,0,197,26150,4452,23389,4103,1677,724,1084,621,0,197,836689,15352,184205,9683,233771,7107,85236,6710,57696,4130,64378,5183,26461,3309,169812,10435,110355,7918,35950,3929,19535,3110,3972,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
2803,189379,6313,84176,4972,56392,4188,32681,2770,16130,2324,65888,5518,39992,3706,18007,2710,6879,1880,1010,457,0400000US25,6328899,1440,5288830,17267,4713198,19895,316695,8285,236631,8571,41793,3626,27777,3036,10494,1782,182142,7792,162484,7398,13501,2373,5433,1159,724,457,58460,4714,49256,4396,7268,1343,1906,606,30,53,18335,2579,15293,2368,2186,926,856,590,0,203,1040069,17419,199234,8606,219495,7974,77461,5478,48643,4317,59401,4935,33990,4033,366073,11899,190422,8586,93382,5832,62356,4780,19913,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
1986,111059,5419,52430,4065,35024,3102,18306,2514,5299,1180,115169,7880,54234,5217,31836,3674,21041,3013,8058,2159,0400000US26,9325319,1863,8714592,12990,8349262,18272,169974,7512,141268,6970,17905,2142,10196,1861,605,342,102129,5930,84723,5326,11301,1322,5451,1181,654,299,31329,2870,26518,2577,3118,936,1488,459,205,326,61898,5416,52224,4897,5886,1778,3031,795,757,476,610727,12575,138080,6472,95224,5655,37252,3338,22371,2640,26563,3055,9038,2022,151195,8237,85435,5515,39005,4130,20343,2614,6412,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
704,104501,4513,45126,3128,32014,2355,20564,2441,6797,1235,64911,4650,35796,3582,17279,2448,8177,1598,3659,1126,0400000US27,5074032,1826,4675279,9442,4455504,11465,99262,4831,79691,4911,12717,1633,5841,1419,1013,615,42589,3600,37113,3063,4506,971,891,300,79,71,53379,4881,40676,4042,9332,1733,2809,774,562,526,24545,3380,21792,3170,2280,1033,401,330,72,95,398753,9398,82323,4464,93923,4582,30376,3056,23365,2598,30675,3009,9507,1924,53095,5751,34128,3975,11744,2115,5682,1528,1541,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
68,12240,1800,5689,1439,3618,896,2242,727,691,508,3077,1342,2020,972,395,424,357,476,305,336,0400000US28,2793325,1896,2730865,6094,2676580,7847,34259,3679,26687,3153,4363,1311,2873,996,336,310,8986,2222,7178,1744,1346,872,462,307,0,208,5212,1519,4843,1453,237,225,132,149,0,208,5828,1566,5130,1347,441,403,257,195,0,208,62460,5806,13907,2242,25445,3518,9190,1548,5740,1524,6792,1891,3723,1147,7791,1833,6272,1747,1126,439,349,245,44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
