B27021_051M,B27021_052E,B27021_052M,B27021_053E,B27021_053M,GEO_ID,B27021_001E,B27021_001M,B27021_002E,B27021_002M,B27021_003E,B27021_003M,B27021_004E,B27021_004M,B27021_005E,B27021_005M,B27021_006E,B27021_006M,B27021_007E,B27021_007M,B27021_008E,B27021_008M,B27021_009E,B27021_009M,B27021_010E,B27021_010M,B27021_011E,B27021_011M,B27021_012E,B27021_012M,B27021_013E,B27021_013M,B27021_014E,B27021_014M,B27021_015E,B27021_015M,B27021_016E,B27021_016M,B27021_017E,B27021_017M,B27021_018E,B27021_018M,B27021_019E,B27021_019M,B27021_020E,B27021_020M,B27021_021E,B27021_021M,B27021_022E,B27021_022M,B27021_023E,B27021_023M,B27021_024E,B27021_024M,B27021_025E,B27021_025M,B27021_026E,B27021_026M,B27021_027E,B27021_027M,B27021_028E,B27021_028M,B27021_029E,B27021_029M,B27021_030E,B27021_030M,B27021_031E,B27021_031M,B27021_032E,B27021_032M,B27021_033E,B27021_033M,B27021_034E,B27021_034M,B27021_035E,B27021_035M,B27021_036E,B27021_036M,B27021_037E,B27021_037M,B27021_038E,B27021_038M,B27021_039E,B27021_039M,B27021_040E,B27021_040M,B27021_041E,B27021_041M,B27021_042E,B27021_042M,B27021_043E,B27021_043M,B27021_044E,B27021_044M,B27021_045E,B27021_045M,B27021_046E,B27021_046M,B27021_047E,B27021_047M,B27021_048E,B27021_048M,B27021_049E,B27021_049M,B27021_050E,B27021_050M,B27021_051E,B27021_051MA,B27021_052MA,B27021_052EA,B27021_053MA,B27021_053EA,NAME,B27021_001MA,B27021_001EA,B27021_002EA,B27021_002MA,B27021_003EA,B27021_003MA,B27021_004EA,B27021_004MA,B27021_005EA,B27021_005MA,B27021_006MA,B27021_006EA,B27021_007MA,B27021_007EA,B27021_008MA,B27021_008EA,B27021_009EA,B27021_009MA,B27021_010EA,B27021_010MA,B27021_011MA,B27021_011EA,B27021_012MA,B27021_012EA,B27021_013EA,B27021_013MA,B27021_014MA,B27021_014EA,B27021_015EA,B27021_015MA,B27021_016MA,B27021_016EA,B27021_017EA,B27021_017MA,B27021_018MA,B27021_018EA,B27021_019MA,B27021_019EA,B27021_020EA,B27021_020MA,B27021_021MA,B27021_021EA,B27021_022EA,B27021_022MA,B27021_023MA,B27021_023EA,B27021_024EA,B27021_024MA,B27021_025EA,B27021_025MA,B27021_026MA,B27021_026EA,B27021_027EA,B27021_027MA,B27021_028MA,B27021_028EA,B27021_029MA,B27021_029EA,B27021_030EA,B27021_030MA,B27021_031MA,B27021_031EA,B27021_032EA,B27021_032MA,B27021_033EA,B27021_033MA,B27021_034MA,B27021_034EA,B27021_035EA,B27021_035MA,B27021_036MA,B27021_036EA,B27021_037EA,B27021_037MA,B27021_038MA,B27021_038EA,B27021_039EA,B27021_039MA,B27021_040MA,B27021_040EA,B27021_041MA,B27021_041EA,B27021_042EA,B27021_042MA,B27021_043MA,B27021_043EA,B27021_044EA,B27021_044MA,B27021_045MA,B27021_045EA,B27021_046MA,B27021_046EA,B27021_047EA,B27021_047MA,B27021_048MA,B27021_048EA,B27021_049EA,B27021_049MA,B27021_050MA,B27021_050EA,B27021_051EA,state
14922,265717,9002,180590,10004,0400000US36,19400069,2026,15673711,36302,10722729,65175,10601824,64595,9777918,62605,7873792,62223,3081889,37735,823906,23798,120905,8089,82125,5440,45908,3788,42268,3979,38780,5572,4950982,63777,1274283,37935,1139772,33692,909110,27756,555357,21856,431560,18165,230662,13478,134511,7689,96220,6480,53248,3867,47483,5035,38291,4326,3676699,58746,3471020,54548,3056565,52471,1580690,34001,1750996,37691,414455,14800,205679,9943,136466,7828,81066,5504,61571,4801,69213,5722,3726358,36374,2632725,22778,2159997,22075,1962097,19778,1400593,18188,1058096,12394,197900,7831,472728,11694,397004,11624,336524,10162,93959,4633,75724,4144,1093633,20972,913043,17970,691725,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
9819,78377,5394,125578,8953,0400000US37,9645320,3881,7900924,22352,5541083,42268,5505240,41162,4874517,38124,4055260,36623,1512264,21555,630723,20315,35843,4712,23855,3267,10612,2089,14747,2528,11988,2685,2359841,36809,579039,22726,510922,19747,385908,16376,226322,11891,194268,11560,125014,9115,68117,5663,38018,4583,19031,3048,20334,3135,30099,3322,1780802,31524,1683997,29270,1348136,24063,655901,19739,795978,18093,335861,13275,96805,6418,52794,5292,34033,3696,21117,3129,44011,4409,1744396,22777,1268704,14013,1044688,13698,899005,12825,670897,12380,482152,8805,145683,6201,224016,8053,163975,6931,144007,6542,33594,2552,60041,4621,475692,14720,350114,10965,287673,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
2996,5469,1040,8384,1320,0400000US38,708181,783,542696,6358,432650,9639,429659,9596,401587,9764,372532,10205,89585,3979,28072,3564,2991,945,2168,734,1007,456,1169,638,823,535,110046,8288,42114,6510,37206,5816,29316,5074,24119,4600,7618,1759,7890,1722,4908,1187,3437,952,2530,834,923,362,1471,581,67932,5330,61581,4829,52290,4415,33470,3542,22593,3507,9291,1853,6351,1420,4224,1366,3937,1195,464,386,2127,684,165485,6445,117370,4341,90524,4065,79748,3329,66249,3183,37643,2052,10776,1652,26846,2187,22381,2063,20576,1935,2887,859,4465,999,48115,3082,39731,3013,35606,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
9087,105913,5618,110341,5690,0400000US39,11398298,1524,9213729,23206,6606527,47714,6569038,48379,6084834,44290,5234493,44237,1649655,29844,484204,19006,37489,3490,26159,2985,13215,2087,14709,2316,11330,2016,2607202,40367,687272,22972,596776,20008,484473,16804,315443,14380,212525,10331,112303,8346,90496,5984,66399,5160,35275,3794,33478,3979,24097,2501,1919930,33935,1795285,32224,1552049,29348,762131,20287,925806,25410,243236,10738,124645,5701,80107,5097,45432,3415,38442,4012,44538,3422,2184569,23541,1639692,15935,1363066,14489,1193326,12901,873870,10939,659873,9655,169740,6971,276626,7966,218859,6794,184522,6274,56118,3273,57767,4164,544877,11700,434536,10584,349395,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
4221,32444,2863,45226,3892,0400000US40,3770254,1443,3122309,11358,2246267,21075,2228644,20906,1918101,20400,1565583,21466,635557,10377,310543,10236,17623,2090,11324,1737,4459,950,7619,1354,6299,959,876042,20462,249685,12581,222053,11134,162903,8821,99253,7152,78407,5518,59150,4673,27632,2694,14438,2005,7209,1259,7449,1408,13194,1877,626357,17955,584837,16072,456637,14943,222341,9975,273916,11066,128200,5764,41520,4086,23059,2771,14976,2378,9088,1718,18461,2644,647945,11493,488836,7037,412313,6584,348793,6451,252728,5663,193810,5019,63520,3226,76523,3868,55343,3096,46540,2918,13444,1454,21180,2067,159109,6667,113883,5014,87159,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
7668,56745,3956,66929,5374,0400000US41,3893092,601,3071513,13488,2300223,29014,2269225,28449,2025670,25887,1675133,27755,652304,18765,243555,13357,30998,4009,23040,3419,12300,2234,12323,2541,7958,1820,771290,26842,218637,16377,187484,13871,143785,11128,90785,7174,67146,7829,43699,5898,31153,4225,20565,3200,11978,1902,9814,2451,10588,2050,552653,18911,501197,17339,409684,14284,229120,11516,218669,10863,91513,7492,51456,4352,31027,3497,20853,3125,12206,2215,20429,2490,821579,13399,561854,7809,430629,8025,376257,7144,280358,6431,210363,6179,54372,4167,131225,5807,99386,4862,85883,4473,23932,2362,31839,3579,259725,9242,192796,8624,151338,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
10389,139853,6409,93417,5698,0400000US42,12569375,1134,10101556,21765,7406956,40607,7362370,40448,6837727,40126,5991786,44760,1886782,24533,524643,12284,44586,5084,33087,4011,17711,2457,18577,2910,11499,2212,2694600,35984,690597,21601,611248,20185,505260,17839,351296,15214,209776,10248,105988,8517,79349,5458,59541,4757,37139,3426,25452,3341,19808,2653,2004003,34690,1882664,32710,1636777,30059,889984,23028,928913,23973,245887,11392,121339,5836,80032,4740,53295,3840,31245,3407,41307,3935,2467819,21752,1785824,13686,1485597,12619,1350467,11629,1030070,12056,756133,9108,135130,6227,300227,7503,255501,7076,220651,6586,60123,3361,44726,3386,681995,12944,588578,11430,483328,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
3115,9656,1737,9750,1549,0400000US44,1036046,798,825786,8010,568391,14961,562995,14885,517402,13688,440884,12446,147631,7930,45593,4776,5396,1682,4011,1444,2320,1231,2262,957,1385,837,257395,13919,67341,8412,59877,7329,48010,6219,32246,5277,20278,3696,11867,3056,7464,2313,5101,2037,2957,1644,2322,1052,2363,1279,190054,12133,178536,11189,152251,10128,86657,6797,82221,7162,26285,4060,11518,2022,7570,1574,5690,1403,2104,890,3948,1164,210260,7958,146304,5993,121050,5459,107026,4832,78011,4141,58798,3309,14024,1985,25254,2284,20009,1873,18047,1691,4081,984,5245,1274,63956,3571,54206,3230,47075,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
7489,35944,4451,51991,4528,0400000US45,4678122,1962,3864296,18079,2616800,38565,2600982,38633,2298857,36165,1897131,33847,772366,17319,302125,13702,15818,3009,9965,2303,6497,1951,4099,1262,5853,1769,1247496,36544,286549,18058,258483,16367,193748,13246,121735,10016,90349,7944,64735,7381,28066,3739,17773,2725,9300,1828,9075,2034,10293,2006,960947,32779,917729,30958,736519,26347,356975,18663,438319,16981,181210,10713,43218,4304,21843,2923,14730,2410,7980,1700,21375,2912,813826,18202,596246,11077,499800,9840,424975,9177,308573,7392,240570,6634,74825,5499,96446,6204,70001,4806,59862,4349,16717,1804,26445,2623,217580,9963,165589,8828,137332,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
2668,10764,1687,8605,1456,0400000US46,827039,886,660086,5664,506466,8766,503321,8754,465699,9235,408568,9090,125891,4708,37622,3468,3145,958,2026,871,1222,664,1066,627,1119,526,153620,9192,46814,5255,40830,4703,32757,4143,21147,3577,14893,2602,8073,1475,5984,1245,4315,957,2692,779,1847,597,1669,592,106806,7770,98809,7026,80062,6179,39688,3881,48600,4773,18747,2216,7997,1285,4825,1031,4134,1059,842,361,3172,780,166953,5791,117086,4229,96188,3915,85545,3770,66390,3353,43228,2342,10643,1420,20898,2091,17222,1976,15383,1836,3179,778,3676,909,49867,3062,41262,2935,33416,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
6196,49260,3903,68328,4668,0400000US47,6394644,1872,5302220,16788,3777784,37200,3756607,36488,3371641,37393,2766375,37208,1089919,21575,384966,14390,21177,2402,14285,2083,6716,1474,8358,1474,6892,1302,1524436,32123,387183,19145,342311,17724,260256,14644,159217,11880,124489,8634,82055,7760,44872,4281,29210,3586,13026,2547,17028,2191,15662,2244,1137253,27827,1072684,26927,900783,23785,443543,20529,536635,17885,171901,9749,64569,4824,36277,3367,22441,2936,15116,2450,28292,3321,1092424,16963,829601,12196,698791,11840,598793,11444,429445,10527,328828,7720,99998,5057,130810,5138,102242,4751,83801,4606,27383,2685,28568,2651,262823,8484,194495,7122,154753,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
13758,141174,8874,300922,13504,0400000US48,25976562,4689,22247932,37171,15839776,88691,15731572,88713,12718865,80065,10247765,76558,3836894,45579,3012707,50237,108204,7971,69139,6126,35776,4395,38274,4282,39065,4336,6408156,84534,1659432,52890,1482242,47413,987867,35183,613266,24477,443762,20328,494375,24276,177190,9674,89488,6417,57674,4829,34893,4185,87702,7111,4748724,78963,4487991,75105,3314641,57314,1697135,38105,1844281,35889,1173350,30350,260733,12444,129957,8194,94820,7124,41694,4436,130776,9293,3728630,37096,2776529,23200,2272068,22076,1898343,20188,1421097,17465,908190,14630,373725,10441,504461,12111,368916,9869,322536,9080,74426,4502,135545,6978,952101,21111,651179,16075,542986,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
5198,14187,2904,23544,3428,0400000US49,2874213,958,2531708,10661,2074065,18962,2057290,18674,1826347,20735,1634823,22892,362646,12044,230943,10833,16775,2666,12111,2321,7980,1959,4649,1221,4664,1095,457643,17968,144629,13842,124756,11489,95686,9413,72221,7824,30696,4918,29070,4627,19873,3617,12774,2719,9194,2198,3774,1179,7099,1969,313014,15477,291975,14866,224515,10539,145970,8728,99032,7335,67460,8117,21039,3627,12939,3046,9479,2454,3922,1587,8100,1616,342505,10826,221819,5951,171924,5498,151477,4766,111686,4634,78758,3669,20447,2702,49895,3514,39098,2980,34917,2739,6236,1319,10797,1864,120686,6994,97142,5753,87242,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
2104,11350,1453,5506,1429,0400000US50,620896,121,474130,4863,368813,8209,364252,8223,345751,8178,278579,7990,120559,5795,18501,2547,4561,1143,3946,992,1799,638,2284,735,615,347,105317,6724,31818,3911,27825,3457,23375,2940,11426,1675,14165,2405,4450,1183,3993,832,3261,768,1567,557,1734,643,732,306,73499,5762,66142,5301,61385,4907,25479,3248,42415,4242,4757,1239,7357,1182,5638,1104,2573,751,3065,904,1719,558,146766,4865,97258,3047,75630,2815,69555,2852,44527,2497,43849,2405,6075,1125,21628,1895,19079,1891,13585,1396,6907,1186,2549,705,49508,2573,44002,2385,35025,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
9289,51998,4667,82438,5682,0400000US51,8054191,4117,6649674,20822,4898292,39186,4854301,39812,4432494,38393,3998016,38999,1016372,16070,421807,16575,43991,4396,29421,3555,20995,2477,10387,2539,14570,2752,1751382,36776,444403,20664,391158,18495,304303,15762,229348,14090,105041,6997,86855,8397,53245,4708,31422,3414,20069,2589,12427,2368,21823,3263,1306979,31739,1225726,29303,1014507,25250,632072,21186,470943,15102,211219,11581,81253,5991,46878,3957,34705,3031,14891,2160,34375,4316,1404517,20802,996947,14558,807075,13191,720937,12109,585025,11807,349989,7233,86138,4308,189872,6627,158471,5653,144229,5483,28087,2655,31401,3030,407570,11441,325132,10023,289407,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
8949,81430,4727,94795,5902,0400000US53,6864149,3132,5536633,20862,4186597,35477,4134974,35155,3719153,33230,3165501,33657,1054978,18028,415821,14936,51623,5406,38134,4276,22477,3033,18712,3564,13489,2323,1350036,34436,425576,17876,365226,15507,276664,13477,189095,12508,110843,8552,88562,6667,60350,5962,38156,4260,24175,3003,15652,2642,22194,3279,924460,28432,846369,26357,687207,21800,399890,17939,357049,14859,159162,10717,78091,4970,44904,3773,30713,3204,16946,2473,33187,3610,1327516,20456,933236,10876,723558,10995,636032,11044,483830,9570,326648,7703,87526,5597,209678,6842,164423,6651,143558,5961,35806,2753,45255,3683,394280,13319,299485,10422,243808,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
3120,23267,2912,20458,3031,0400000US54,1824821,505,1484510,8175,1075055,17707,1065643,17708,951508,17051,776672,18688,348541,10626,114135,7314,9412,2242,6321,1515,2744,935,3909,1193,3091,1244,409455,16323,125300,10889,110956,9726,90544,8374,54359,7097,45560,4868,20412,3794,14344,2517,10040,1977,4992,1491,5578,1615,4304,1161,284155,13233,264840,12195,213633,11068,100602,6149,136337,8509,51207,4090,19315,2759,12742,2524,6203,1342,7252,2158,6573,1321,340311,8200,259026,6114,223057,6233,196140,5717,136904,5029,122298,4549,26917,2580,35969,2577,27997,2492,21231,2411,9363,1365,7972,1260,81285,4263,60827,3909,42033,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
7546,58119,3462,56398,4435,0400000US55,5669266,705,4527705,16513,3453729,29241,3436492,29234,3233277,29894,2790481,29188,876776,15905,203215,9533,17237,1992,12503,1692,6215,1086,6968,1348,4734,983,1073976,25682,324710,14455,281415,13029,234231,11661,157010,8651,97427,6753,47184,4141,43295,3834,33863,3658,19131,2183,16035,2635,9432,1781,749266,22444,694831,20640,616288,19462,291254,12689,384450,13836,78543,6337,54435,3676,36316,3425,22032,2545,16052,2101,18119,1879,1141561,16405,830207,10951,667196,9872,595316,9206,454059,8656,322778,6919,71880,4331,163011,6071,134720,5468,119729,5222,26166,2075,28291,2525,311354,8616,254956,7718,211475,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
2933,4775,1398,8152,2043,0400000US56,573210,764,467493,6021,362594,10854,360517,10740,329587,9759,297274,10015,79122,4132,30930,3787,2077,775,1289,604,1016,603,290,176,788,491,104899,8832,36176,5946,30722,5280,25256,4748,19277,3826,7618,2187,5466,1457,5454,1740,3686,1330,2825,1366,1011,689,1768,745,68723,7990,64449,7733,49313,6672,31536,4932,23807,4448,15136,2377,4274,1130,1946,707,1761,672,185,159,2328,872,105717,6021,74775,3870,60134,3734,51720,3404,41963,3378,25152,1956,8414,1591,14641,1997,10595,1736,8997,1603,2412,788,4046,1136,30942,3848,22790,3344,19134,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
3167,40151,3030,8616,1351,0400000US72,3588641,531,3159010,11329,1766804,26096,1760528,25672,1673214,24930,878360,19383,925380,21707,87314,7332,6276,1518,5587,1365,2449,846,3796,1144,689,490,1392206,26222,299934,15713,264725,13510,240321,12701,79306,6825,172961,11763,24404,3162,35209,3922,32650,3750,8457,1587,24657,3532,2559,750,1092272,26744,1046068,25598,976657,23908,288578,14487,730068,21828,69411,6010,46204,3681,38302,3188,13093,1939,26058,3112,7902,1491,429631,11244,358103,8313,311999,7676,288606,7346,106904,4785,215609,5816,23393,2528,46104,3885,40997,3691,20498,2615,22463,2766,5107,1205,71528,4564,62912,4453,27425,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
