GEO_ID,C01001G_001E,C01001G_001M,C01001G_002E,C01001G_002M,C01001G_003E,C01001G_003M,C01001G_004E,C01001G_004M,C01001G_005E,C01001G_005M,C01001G_006E,C01001G_006M,C01001G_007E,C01001G_007M,C01001G_008E,C01001G_008M,C01001G_009E,C01001G_009M,NAME,C01001G_001MA,C01001G_001EA,C01001G_002EA,C01001G_002MA,C01001G_003MA,C01001G_003EA,C01001G_004MA,C01001G_004EA,C01001G_005EA,C01001G_005MA,C01001G_006EA,C01001G_006MA,C01001G_007MA,C01001G_007EA,C01001G_008EA,C01001G_008MA,C01001G_009MA,C01001G_009EA,state
0400000US20,95568,5350,48883,3498,23623,2504,23281,2360,1979,552,46685,3889,23104,2680,20770,1890,2811,701,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,87729,6717,41784,3890,20340,2843,19192,1994,2252,629,45945,4223,23864,3342,19561,2123,2520,742,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,77921,5951,37408,3672,17865,2215,17141,2355,2402,833,40513,4049,18898,2488,19474,2501,2141,564,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27834,2229,14392,1659,6767,1083,6355,1183,1270,444,13442,1608,5212,928,7346,1163,884,373,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,169460,11157,83438,6714,41695,4012,38484,3669,3259,887,86022,6472,41037,3521,39671,3801,5314,1279,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,198615,9369,100790,5889,43978,4121,53633,4581,3179,811,97825,5378,41842,3338,50683,3322,5300,1157,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,265849,10600,129599,6649,66801,4633,56673,3678,6125,933,136250,6729,62669,4731,66957,3692,6624,883,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,146761,7938,74289,4974,40952,3685,31043,2653,2294,535,72472,4537,38406,2925,31427,2661,2639,721,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,32269,4125,14898,2135,7419,1733,6527,1438,952,506,17371,2795,9886,2121,5976,1362,1509,630,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,151987,8395,75485,4849,38469,3432,34073,3288,2943,746,76502,5252,38584,3453,33325,2916,4593,923,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25896,3181,12487,1797,5904,1238,6067,1124,516,294,13409,1971,5406,1127,7158,1357,845,354,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42862,4208,20389,2624,11768,1671,8073,1736,548,290,22473,2638,11296,1710,10277,1567,900,419,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,117408,6972,55018,4218,25792,2661,26943,2753,2283,605,62390,4362,31860,3219,27787,2777,2743,709,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25389,2901,13106,1639,5492,1223,7053,1275,561,342,12283,2062,5632,1356,5711,1156,940,441,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,217338,12849,107160,6811,49398,4267,52947,4351,4815,1157,110178,7685,48143,4279,55857,4611,6178,1331,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,69402,6099,34936,4004,15108,2396,17600,2437,2228,585,34466,3217,15553,2205,16563,2228,2350,563,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,564694,20017,274788,10263,117051,6080,144855,7306,12882,1603,289906,12531,116852,5408,154244,8556,18810,2043,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,236144,12145,108984,7102,54618,4300,51363,3990,3003,745,127160,7246,63187,4701,59419,4482,4554,961,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14787,2126,8493,1514,4345,1078,4048,1070,100,65,6294,1568,2552,837,3460,1092,282,183,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,295959,10226,145217,6474,78126,4824,62653,4114,4438,835,150742,6517,77397,4950,67607,3549,5738,975,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,287445,8038,141182,4529,60163,2968,72912,2848,8107,794,146263,4903,60994,3153,74368,3134,10901,996,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,165780,7176,78877,4896,34414,2659,40343,3420,4120,865,86903,4814,35223,3086,46597,3625,5083,1028,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,263108,10534,127004,6186,63410,3932,59036,4174,4558,890,136104,7411,69797,4865,60928,4002,5379,927,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26902,4271,15238,2789,7349,1838,7074,1742,815,428,11664,2377,4800,1297,6200,1626,664,316,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,90748,6428,47541,3985,25215,2656,20931,2688,1395,535,43207,3699,21869,2836,19782,2312,1556,607,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24537,3567,12837,2203,5963,1349,6327,1405,547,451,11700,1956,6166,1258,4957,1183,577,337,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,123223,7384,62599,4381,32095,3404,27367,2720,3137,902,60624,5014,29937,3563,27161,2930,3526,744,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,646884,18699,318674,12363,152439,8929,151675,8247,14560,1890,328210,11275,147006,7129,163126,7910,18078,1949,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,70470,5314,36274,2833,21054,2239,14644,1837,576,310,34196,3533,18403,2385,14822,2175,971,475,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,13224,1405,5913,935,3218,729,2192,625,503,279,7311,1246,3703,980,3118,636,490,314,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,268511,10993,135311,5972,69867,4419,61494,3996,3950,806,133200,7173,64206,4371,63005,4267,5989,1155,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,343159,13390,168571,8490,76356,5526,86758,4960,5457,783,174588,7934,80529,4874,86988,4952,7071,1023,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33919,2912,16589,1768,8066,1199,7234,1125,1289,499,17330,2149,7222,1239,8475,1380,1633,601,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,121173,6418,60890,4033,31691,3104,27806,2280,1393,465,60283,3349,31633,2651,26233,1963,2417,643,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15982,2509,7955,1512,5053,1317,2780,879,122,182,8027,1662,3214,938,4250,1238,563,438,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,323843,14520,155155,7772,42857,3311,94794,5785,17504,2194,168688,7815,40280,3818,105690,4737,22718,2001,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
