GEO_ID,C13004_001E,C13004_001M,C13004_002E,C13004_002M,C13004_003E,C13004_003M,C13004_004E,C13004_004M,C13004_005E,C13004_005M,C13004_006E,C13004_006M,C13004_007E,C13004_007M,NAME,C13004_001EA,C13004_001MA,C13004_002EA,C13004_002MA,C13004_003MA,C13004_003EA,C13004_004EA,C13004_004MA,C13004_005EA,C13004_005MA,C13004_006MA,C13004_006EA,C13004_007EA,C13004_007MA,state
0400000US15,310439,2183,18194,2058,12366,1794,5828,1292,292245,2939,139273,4961,152972,5272,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,359222,2668,20940,2444,16309,1990,4631,1331,338282,3447,171440,5196,166842,4789,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3082421,6684,156277,6301,98117,4264,58160,4935,2926144,8423,1277618,12198,1648526,13623,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1512913,5316,82866,4345,50650,3514,32216,3259,1430047,6335,651292,10254,778755,10039,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,679687,4162,37402,2909,26662,2313,10740,1694,642285,4797,314324,6156,327961,6596,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,650863,3584,43436,3091,29831,2657,13605,2219,607427,4653,298457,5699,308970,6420,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1003652,5080,52668,3682,34482,3160,18186,1949,950984,6389,462152,7378,488832,7852,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104057,4689,64169,4295,32571,3128,31598,2868,1039888,5676,428196,9701,611692,11127,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,283761,2218,13584,1708,7982,1328,5602,1160,270177,2898,117337,3818,152840,4446,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437047,4521,76727,4380,49926,3433,26801,2627,1360320,6403,576145,9475,784175,9751,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1577651,4949,77068,4233,54083,3736,22985,2799,1500583,6359,624311,8915,876272,9318,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2262019,5195,121346,5940,70847,3951,50499,4700,2140673,8269,911138,10481,1229535,12771,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1236465,4022,71382,4850,49420,3510,21962,2712,1165083,6168,553132,6987,611951,8444,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,701216,5116,38336,3343,19510,2556,18826,2417,662880,6515,280697,7098,382183,8388,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1377806,4643,76711,4373,48664,3421,28047,2860,1301095,6318,595785,8176,705310,9855,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,216990,2475,12090,1716,7901,1324,4189,1030,204900,2897,94111,3774,110789,4063,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,419241,2773,25699,2472,18654,2077,7045,1215,393542,3496,190210,4935,203332,4827,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,665046,2575,35444,2946,23896,2526,11548,1919,629602,3770,277259,7428,352343,7528,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,293998,2987,15582,2123,10268,1607,5314,1545,278416,3632,129352,4919,149064,5562,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2099495,4624,99616,5038,68097,4088,31519,3199,1999879,7252,896628,10708,1103251,11877,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,473494,2730,28010,2665,15381,2198,12629,1920,445484,3295,179253,5147,266231,5595,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4743484,8371,228029,7182,154646,6768,73383,3893,4515455,11825,1840747,16841,2674708,20823,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2331087,6438,117732,5715,75074,4482,42658,3492,2213355,8354,1011942,12410,1201413,14694,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,159128,1810,10054,1537,6767,1161,3287,916,149074,2264,74244,2531,74830,2991,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2620162,7175,135993,5714,81703,4372,54290,3728,2484169,8856,1081377,14144,1402792,15025,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,882153,3393,52096,2723,33614,2515,18482,1819,830057,4568,403810,5502,426247,5554,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,899917,4505,44514,3951,31083,3122,13431,2040,855403,5875,390917,8470,464486,8294,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2838128,6610,140178,4972,86897,3651,53281,4067,2697950,8404,1163795,11537,1534155,11800,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,240282,2029,11485,1997,6276,1323,5209,1347,228797,2575,93568,4201,135229,4108,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1104592,4902,58272,4249,32837,3024,25435,3125,1046320,5477,460093,9039,586227,9223,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,180980,1790,13315,1567,8268,1208,5047,862,167665,2240,81434,2889,86231,3034,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1519221,5783,82876,5066,47251,3387,35625,3758,1436345,7675,677546,9261,758799,9727,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6479356,9390,385145,9903,253035,8694,132110,7443,6094211,12788,2862380,22621,3231831,25508,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,707451,2793,51794,3033,43273,2769,8521,1597,655657,4106,348197,5595,307460,5637,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,133077,1662,4967,808,3624,736,1343,461,128110,1842,56128,2165,71982,2743,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1979965,5559,102439,4824,70780,3997,31659,3315,1877526,7629,885281,10200,992245,12645,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1634419,4559,84674,5107,61334,4102,23340,3077,1549745,5974,722140,11445,827605,12002,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,400315,2777,16535,1947,9901,1455,6634,1429,383780,2921,177467,4905,206313,5361,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1288903,3846,63679,3960,43230,3288,20449,2119,1225224,5220,550611,7877,674613,9351,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,129726,2417,7179,1219,5350,1102,1829,562,122547,2464,62308,3184,60239,3717,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,887363,3479,33440,2560,14378,1830,19062,2043,853923,4557,278306,7360,575617,8358,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
