GEO_ID,B10051_001E,B10051_001M,B10051_002E,B10051_002M,B10051_003E,B10051_003M,B10051_004E,B10051_004M,B10051_005E,B10051_005M,B10051_006E,B10051_006M,B10051_007E,B10051_007M,B10051_008E,B10051_008M,B10051_009E,B10051_009M,B10051_010E,B10051_010M,B10051_011E,B10051_011M,NAME,B10051_001MA,B10051_001EA,B10051_002EA,B10051_002MA,B10051_003MA,B10051_003EA,B10051_004EA,B10051_004MA,B10051_005MA,B10051_005EA,B10051_006MA,B10051_006EA,B10051_007EA,B10051_007MA,B10051_008MA,B10051_008EA,B10051_009MA,B10051_009EA,B10051_010MA,B10051_010EA,B10051_011MA,B10051_011EA,state
0400000US38,8694,1714,3566,1006,1590,678,730,409,860,496,1976,679,1595,588,381,201,5128,1397,2797,922,2331,862,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,219935,8363,98977,6309,38916,4074,24171,2876,14745,2314,60061,4226,42718,3507,17343,2338,120958,5954,62028,4697,58930,4471,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,90496,5188,44390,3127,19930,2277,12107,1901,7823,1004,24460,2389,17389,2259,7071,1058,46106,3724,23899,2734,22207,2524,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,67587,5486,21805,2772,7848,1627,4585,1327,3263,998,13957,2349,8695,2088,5262,1227,45782,4321,23138,3337,22644,2398,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,241796,9882,92964,5573,30068,3174,15431,2558,14637,2213,62896,4680,45075,4454,17821,1993,148832,7054,66799,4906,82033,4387,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20705,2429,5466,1651,1764,915,1131,826,633,370,3702,1378,3233,1370,469,335,15239,1943,5847,1256,9392,1681,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,118108,6829,58270,5147,25380,3597,14262,2602,11118,2021,32890,3852,22638,3131,10252,1766,59838,4524,28949,3249,30889,3040,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13842,1550,7804,1220,2207,599,951,362,1256,457,5597,1128,4555,1072,1042,319,6038,1188,3698,965,2340,707,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,155394,6596,75913,4490,31032,3273,17312,2477,13720,2175,44881,3657,30087,3257,14794,2246,79481,4498,42350,3817,37131,2946,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760324,17942,308383,12338,98511,5929,55910,4876,42601,3684,209872,10873,150318,8765,59554,5335,451941,12573,236428,10330,215513,8368,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60612,4724,18141,2550,3780,973,1428,547,2352,698,14361,2341,7967,1596,6394,1524,42471,3733,19430,2267,23041,2939,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7867,1490,2816,794,1325,495,714,299,611,381,1491,627,964,537,527,321,5051,1073,2688,857,2363,659,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,185641,7504,65725,4741,22703,2920,12154,2072,10549,1895,43022,3780,28354,3198,14668,1889,119916,6188,49149,4245,70767,4575,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,124002,7188,43114,3873,14369,2371,8191,1715,6178,1376,28745,3050,20603,2740,8142,1352,80888,5676,37485,3930,43403,3665,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38607,3553,21429,2709,9683,1943,5898,1464,3785,1199,11746,2021,8327,1668,3419,1003,17178,2346,7915,1812,9263,1551,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72819,4602,27412,2958,10638,1659,6252,1317,4386,839,16774,2283,13126,2000,3648,879,45407,3133,23021,2629,22386,2401,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8562,1700,4567,1197,1949,792,807,495,1142,629,2618,1030,2306,1020,312,281,3995,1118,1571,678,2424,852,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,111750,6747,50896,4975,13447,2205,5366,1139,8081,1694,37449,4103,23170,3245,14279,2257,60854,4922,28638,3779,32216,2842,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
