GEO_ID,C01001I_001E,C01001I_001M,C01001I_002E,C01001I_002M,C01001I_003E,C01001I_003M,C01001I_004E,C01001I_004M,C01001I_005E,C01001I_005M,C01001I_006E,C01001I_006M,C01001I_007E,C01001I_007M,C01001I_008E,C01001I_008M,C01001I_009E,C01001I_009M,NAME,C01001I_001EA,C01001I_001MA,C01001I_002MA,C01001I_002EA,C01001I_003MA,C01001I_003EA,C01001I_004EA,C01001I_004MA,C01001I_005MA,C01001I_005EA,C01001I_006MA,C01001I_006EA,C01001I_007EA,C01001I_007MA,C01001I_008MA,C01001I_008EA,C01001I_009EA,C01001I_009MA,state
0400000US23,18432,509,9729,941,3345,891,5555,834,829,571,8703,868,3313,651,4760,886,630,313,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,531749,379,279211,1864,86857,1632,184366,1341,7988,702,252538,1877,83883,1575,156557,1097,12098,647,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,703679,-555555555,348856,946,116951,673,216942,819,14963,796,354823,946,111066,731,222928,674,20829,310,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,465419,1054,235464,2225,89485,1675,135111,1530,10868,899,229955,2047,86800,1619,130791,1533,12364,955,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,266850,888,139580,2021,55142,1614,81652,1552,2786,542,127270,1928,52381,1811,70931,1359,3958,762,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,80455,3841,44400,3079,13144,1714,29579,2427,1677,767,36055,3207,14028,2212,19727,2048,2300,810,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,229748,1928,117722,2312,44283,2260,69301,1971,4138,493,112026,2538,42100,1871,64116,1733,5810,867,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,33181,794,16180,1500,6024,751,9613,1258,543,291,17001,1310,5995,841,9980,1167,1026,447,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,183182,830,94190,1452,36419,1384,55355,960,2416,454,88992,1411,37083,1300,48261,970,3648,660,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,767054,-555555555,390118,1612,133757,1239,240376,1125,15985,582,376936,1612,132298,1239,223856,908,20782,508,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41805,448,21660,1050,7213,600,13406,1030,1041,568,20145,992,7093,674,11907,924,1145,481,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1684014,-555555555,849611,1369,253290,1264,548991,354,47330,432,834403,1370,240604,1265,528071,679,65728,672,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,986553,-555555555,491420,1501,153161,1502,294243,486,44016,488,495133,1504,146666,1503,294994,660,53473,662,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3606708,387,1784862,2169,513690,1739,1157539,1666,113633,776,1821846,2204,488169,1797,1158746,1390,174931,883,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,867205,2102,459081,4309,171530,3864,277156,2501,10395,1603,408124,4729,163994,4008,232853,2503,11277,1191,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,17631,864,9715,1273,3106,735,6448,1074,161,133,7916,1190,2645,859,5084,672,187,169,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,383113,2189,195872,2770,73130,1845,115496,2041,7246,916,187241,2250,68992,1923,107842,1743,10407,877,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,369656,-555555555,194533,1748,75030,1332,114329,986,5174,599,175123,1744,71599,1353,97682,1028,5842,536,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,483761,-555555555,254657,2302,97562,2254,150872,961,6223,674,229104,2302,87589,2256,133442,881,8073,883,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,808147,1150,414656,2647,146350,1695,250441,2103,17865,1293,393491,2477,137618,1743,235306,1703,20567,1039,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,142853,-555555555,72457,764,25097,620,44493,859,2867,239,70396,764,22422,611,44351,470,3623,163,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,253360,1236,135117,2413,42906,2237,88591,1681,3620,907,118243,2364,46155,2116,68161,1613,3927,890,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,27186,770,14425,990,5664,661,8624,945,137,107,12761,822,4844,704,7539,743,378,270,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,309224,1854,165871,2937,60965,2203,102170,2128,2736,741,143353,2952,58449,2372,80520,1876,4384,821,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10154405,1049,5123712,3905,1759220,4051,3089704,2638,274788,1937,5030693,3660,1691941,3785,2979556,2419,359196,1960,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,387569,-555555555,200269,1438,78282,1194,115802,775,6185,513,187300,1439,73364,1173,106449,876,7487,550,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9546,296,4547,788,1347,463,3026,622,174,121,4999,727,1566,618,3328,576,105,119,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,707962,2729,371852,2922,117162,2605,243932,2842,10758,1222,336110,3179,108786,2559,212910,2395,14414,1273,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,831976,416,431961,1765,163210,1819,255078,1022,13673,1284,400015,1804,158935,1802,225132,1388,15948,946,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,26586,1599,13493,1299,3361,719,9571,1292,561,324,13093,1296,5399,1008,6756,923,938,570,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,362407,1485,191799,2341,74830,1662,111404,1843,5565,621,170608,2151,68153,1635,96631,1311,5824,717,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,51736,1155,27198,1365,9345,830,15822,1017,2031,740,24538,1666,8446,826,14330,1330,1762,418,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3582188,3619,1712758,4303,416008,3458,1039600,1899,257150,899,1869430,4011,392304,3508,1139250,2002,337876,576,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
